"end_of_period","loan_number","region","country_code","country","borrower","guarantor_country_code","guarantor","loan_type","loan_status","interest_rate","currency_of_commitment","project_id","project_name_","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ibrd","due_to_ibrd","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","loans_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2019-04-30T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NPL","Fully Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2011-07-31T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2011-09-30T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2012-05-31T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2012-07-31T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2014-05-31T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2014-08-31T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2014-09-30T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2016-06-30T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2016-09-30T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2018-02-28T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Fully Repaid","4",,"P009588",,"34000000","1200000","0","32800000","15056370.48","0","-0.01","-0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2021-09-30T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NPL","Fully Repaid","4",,"P009588","RAILWAY","34000000","0","0","32800000","15056370.48","0","0.01","0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
"2012-04-30T00:00:00.000","IBRD00170","SOUTH ASIA","IN","India","CONTROLLER OF AID ACCOUNTS & AUDIT","IN","India","NON POOL","Repaid","4",,"P009588","RAILWAY","34000000","1200000","0","32800000","15056370.48","0","0.01","0.01","17743629.52","17743629.52","0","0","1950-08-15T00:00:00.000","1964-08-15T00:00:00.000","1949-08-18T00:00:00.000","1949-08-18T00:00:00.000","1949-11-02T00:00:00.000","1951-03-31T00:00:00.000",
