"end_of_period","credit_number","region","country_code","country","borrower","credit_status","service_charge_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ida","due_to_ida","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","credits_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IDA70570","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","Approved",,"XDR","P160865","LPRES","500000000.00","0.00","475569480.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","475569480.00","2027-04-01T00:00:00.000","2051-10-01T00:00:00.000",,"2022-03-18T00:00:00.000",,"2028-03-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA70190","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","Approved",,"XDR","P176935","NASSP-SU","800000000.00","0.00","748231080.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","748231080.00","2027-01-15T00:00:00.000","2051-07-15T00:00:00.000",,"2021-12-16T00:00:00.000",,"2024-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA70150","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","Effective","2","XDR","P175237","ACReSAL","700000000.00","0.00","654652560.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","654652560.00","2027-01-15T00:00:00.000","2051-07-15T00:00:00.000","2022-02-24T00:00:00.000","2021-12-14T00:00:00.000","2022-06-09T00:00:00.000","2028-03-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA69890","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","Disbursing","2","XDR","P173980","Nigeria COVID-19  Response Project","400000000.00","0.00","168697761.29","203588435.01","0.00","203101478.71","0.00","203101478.71","0.00","0.00","0.00","371799240.00","2027-01-15T00:00:00.000","2051-07-15T00:00:00.000","2022-01-28T00:00:00.000","2021-09-30T00:00:00.000","2022-04-12T00:00:00.000","2024-02-29T00:00:00.000","2022-07-15T00:00:00.000"
"2022-07-31T00:00:00.000","IDA68820","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","Disbursing","2","XDR","P170734","SURWASH","700000000.00","0.00","595437644.42","58750073.98","0.00","58420755.58","0.00","58420755.58","0.00","0.00","0.00","653858400.00","2026-06-01T00:00:00.000","2050-12-01T00:00:00.000","2021-09-17T00:00:00.000","2021-05-25T00:00:00.000","2022-01-14T00:00:00.000","2027-06-30T00:00:00.000","2022-07-29T00:00:00.000"
"2022-07-31T00:00:00.000","IDA68030","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","Disbursing","2","XDR","P174114","NIGERIA CARES","750000000.00","0.00","586943125.46","123189550.00","0.00","116285554.54","0.00","116285554.54","0.00","0.00","0.00","703228680.00","2025-12-15T00:00:00.000","2050-06-15T00:00:00.000","2021-06-03T00:00:00.000","2020-12-14T00:00:00.000","2021-09-28T00:00:00.000","2023-06-30T00:00:00.000","2022-01-19T00:00:00.000"
"2022-07-31T00:00:00.000","IDA68100","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","Disbursing","2","XDR","P162009","NG: States Fiscal TAS PforR","750000000.00","0.00","197045602.66","519229308.13","0.00","506183077.34","0.00","506183077.34","0.00","0.00","0.00","703228680.00","2025-12-15T00:00:00.000","2050-06-15T00:00:00.000","2021-07-10T00:00:00.000","2020-12-14T00:00:00.000","2021-10-01T00:00:00.000","2022-12-30T00:00:00.000","2022-06-28T00:00:00.000"
"2022-07-31T00:00:00.000","IDA67640","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","Disbursing","2","XDR","P169921","Edo BESST PforR","75000000.00","0.00","59655619.72","12785523.73","0.00","12612940.28","0.00","12612940.28","0.00","0.00","0.00","72268560.00","2026-01-15T00:00:00.000","2050-07-15T00:00:00.000","2020-12-29T00:00:00.000","2020-08-25T00:00:00.000","2021-04-30T00:00:00.000","2024-12-31T00:00:00.000","2022-05-10T00:00:00.000"
"2022-07-31T00:00:00.000","IDA67660","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","Effective","2","XDR","P173980","Nigeria COVID-19  Response Project","100000000.00","0.00","96225720.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","96225720.00","2026-01-15T00:00:00.000","2050-07-15T00:00:00.000","2020-12-19T00:00:00.000","2020-08-06T00:00:00.000","2021-03-15T00:00:00.000","2024-02-29T00:00:00.000",
"2022-07-31T00:00:00.000","IDA67380","WESTERN AND CENTRAL AFRICA","NG","Nigeria","Fed Min of Fin, Budget & Natl. Planning","Disbursing","2","XDR","P170664","AGILE","500000000.00","0.00","445259878.12","37714001.76","0.00","37192321.88","0.00","37192321.88","0.00","0.00","0.00","482452200.00","2026-01-01T00:00:00.000","2050-07-01T00:00:00.000","2020-12-29T00:00:00.000","2020-07-28T00:00:00.000","2021-04-30T00:00:00.000","2025-07-31T00:00:00.000","2022-07-26T00:00:00.000"
