"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","Direct Selection","Agriculture, Fishing and Forestry","1710588","Servi&#231;o do Facebook ADS para impulsionamento da p&#225;gina atrav&#233;s das publica&#231;&#245;es, especificando o p&#250;blico de interesse do projeto DGM e Subprojetos","2019-05-05T00:00:00.000","FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.","Federative Republic of Brazil","BR","553.0","BR-CAA-110426-NC-DIR"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1710583","Consultoria individual para desenvolvimento de laudo antropol&#243;gico para a consecu&#231;&#227;o dos objetivos do Projeto destacando os potenciais e as vulnerabilidades do territ&#243;rio.","2019-02-11T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","5151.0","SUB 88-8"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1710558","CONTRATA&#199;&#195;O DE CONSULTOR INDIVIDUAL PARA ELABORA&#199;&#195;O DE DIAGN&#211;STICO AMBIENTAL ABRANGENDO 07 ALDEIAS DA TERRA IND&#205;GENA S&#195;O MARCOS-MT (REGI&#195;O NAMUNKUR&#193;)- NAX","2019-02-11T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","5151.0","SUB 88 - 9"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1710409","Contrata&#231;&#227;o de profissional para elabora&#231;&#227;o de diagn&#243;stico socioecon&#244;mico antropol&#243;gico da din&#226;mica de funcionamento da Rede de Sementes do Xingu para compreens&#227;o da vis&#227;o econ&#244;mica e de g&#234;nero","2019-05-31T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","3087.0","SUB 120-14"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1710250","Aquisi&#231;&#227;o de equipamentos de prote&#231;&#227;o ferramentas para coleta de sementes na Associa&#231;&#227;o Rede Sementes do Xingu","2018-07-23T00:00:00.000","BUNZL EQUIPAMENTOS PARA PROTECAO INDIVIDUAL LTDA","Federative Republic of Brazil","BR","104.0","SUB 120-12"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1710159","Loca&#231;&#227;o de dois veiculos tipo Van ou Micro Onibus para utiliza&#231;&#227;o prevista na oficina de areas degradas do Cerrado, em parceria com a Embrapa.","2019-02-13T00:00:00.000","BRASILIA LOCADORA E TURISMO LTDA ME","Federative Republic of Brazil","BR","259.0","BR-CAA-39560-NC-RFQ"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P147157","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Civil Works","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1702004","Contrata&#231;&#227;o de Empresa Especializada para Execu&#231;&#227;o de Obras do SIAA (Sistema Integrado de Abastecimento de &#193;gua) e Servi&#231;o Social no munic&#237;pio de Rio de Contas.","2019-02-28T00:00:00.000","CONSTRUTORA CEARA MENDES LTDA","Federative Republic of Brazil","BR","1577369.0","BR-CERB-BA-69078-CW-RFB"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1700464","Contrata&#231;&#227;o de um (a) profissional para realizar um projeto arquitet&#244;nico e memorial descritivo da constru&#231;&#227;o do Centro de Fortalecimento e Visita&#231;&#227;o Row&#234; com t&#233;cnicas em permacultura.","2019-04-02T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","4078.0","SUB 127-32"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1700142",,"2019-01-25T00:00:00.000","SECUTIT INFORMATICA","Federative Republic of Brazil","BR","143.0","SUB 42-30"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Goods","Community Driven Development","Agriculture, Fishing and Forestry","1696948","Aquisi&#231;&#227;o de caixa de som e tela de proje&#231;&#227;o para uso nas atividades de promo&#231;&#227;o &#224; educa&#231;&#227;o ambiental, aliadas &#224;s pr&#225;ticas de produ&#231;&#227;o de mudas e manejo do solo para horticulturA.","2018-12-12T00:00:00.000","MAGAZINE LUIZA SA","Federative Republic of Brazil","BR","177.0","SUB 93 - 4"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1694347","Aquisi&#231;&#227;o de Kit de ferramentas para montagem de colmeias para o subprojeto 113- Associa&#231;&#227;o do Centro de Tecnologia Alternativa (CTA).","2019-03-25T00:00:00.000","JF FERRAMENTAS LTDA","Federative Republic of Brazil","BR","324.0","SUB 113-11"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P143492","BR DGM for Indigenous People and Traditional Communities","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1693898","Aquisi&#231;&#227;o de g&#234;neros aliment&#237;cios para o SUB 135 - Associa&#231;&#227;o Xavante Rip&#225;","2019-06-06T00:00:00.000","E. P. DE MORAIS SUPERMERCADO EIRELI (SUPERMERCADO PALOMA)","Federative Republic of Brazil","BR","236.0","SUB 135-8"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P129342","Piaui: Pillars of Growth and Social Inclusion Project","Goods","Request for Bids","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1687813","Licen&#231;as de softwares para implanta&#231;&#227;o do Observat&#243;rio da Despesa P&#250;blica do Estado do Piau&#237;. Sistema operacional, ferramenta de BI, ferramenta de minera&#231;&#227;o de dados.","2018-08-08T00:00:00.000","INTELIGENCIA DE NEGOCIOS, SISTEMAS E INFORMATICA LTDA","Federative Republic of Brazil","BR","15344.0","BR-CGE-PI-2-GO-RFQ"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P129342","Piaui: Pillars of Growth and Social Inclusion Project","Consultant Services","Individual Consultant Selection","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1687757","CONTRATA&#199;&#195;O DE CONSULTORIA ESPECIALIZADA PARA DIAGN&#211;STICO DA ESTRUTURA DA &#193;REA DE COMPRAS E FLUXO DOS PROCESSOS LICITAT&#211;RIO E CONTRATOS DO ESTADO DO PIAU&#205;.","2018-08-13T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","51744.0","BR-SEAD-PI-48420-CS-INDV"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P129342","Piaui: Pillars of Growth and Social Inclusion Project","Consultant Services","Individual Consultant Selection","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1686286","Consultor Banco de Dados para Desenvolvimento de Ferramentas de Gest&#227;o de Recursos H&#237;dricos (2)","2019-04-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","15370.0","BR-SEMAR-RH-PI-110256-CS-INDV"
"2022-09-12T00:00:00.000","2019","LATIN AMERICA AND CARIBBEAN","Brazil","BR","P129342","Piaui: Pillars of Growth and Social Inclusion Project","Consultant Services","Individual Consultant Selection","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1686193","Contra&#231;&#227;o de Consultor Banco de Dados para Desenvolvimento de Ferramentas de Gest&#227;o de Recursos H&#237;dricos (1).","2019-04-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","15370.0","BR-SEMAR-RH-PI-110254-CS-INDV"
