"financier","fiscal_year","region","country","gross_disbursement","repayments","net_disbursement","interest","fees","ibrd_commitments_us","ida_grant_commitments_us","ida_non_concessional","ida_concessional_commitments","ida_other_commitments_us"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Rwanda","155030185.3","3556820.52","151473364.8","3118199.52","0","0","100000000","0","60000000","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Sao Tome and Principe","5942335.06","31.24","5942303.82","78106.15","0","0","5500000","0","0","0"
"IBRD","2013","EASTERN AND SOUTHERN AFRICA","Seychelles","7000000","0","7000000","344594.88","17500","7000000","0","0","0","0"
"IBRD","2013","EASTERN AND SOUTHERN AFRICA","South Africa","333146012.2","3342759.28","329803253","9378095.01","0","0","0","0","0","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","South Sudan","0","0","0","0","0","0","0","0","71000000","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Tanzania","613052192.7","8498252.49","604553940.2","28672890.99","0","0","0","0","816460000","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Uganda","329125146.7","12380154.51","316744992.1","14768230.98","1169803.68","0","0","0","262000000","0"
"IDA","2013","EASTERN AND SOUTHERN AFRICA","Zambia","54467045.89","3817753.69","50649292.2","4052295.17","0","0","0","0","184800000","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Benin","78517371.79","1193206.19","77324165.6","3170152.82","0","0","0","0","127000000","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Burkina Faso","212227289.2","4747728.22","207479561","6638684.05","0","0","150000000","0","135000000","0"
"IBRD","2013","WESTERN AND CENTRAL AFRICA","Cabo Verde","2302677.46","0","2302677.46","13292.99","0","0","0","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Cabo Verde","21248467.1","4431778.1","16816689","2311278.08","0","0","0","0","19000000","0"
"IBRD","2013","WESTERN AND CENTRAL AFRICA","Cameroon","0","5334660","-5334660","668696.58","0","0","0","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Cameroon","139844444.8","4257020.45","135587424.4","3552114.14","713209.92","0","0","0","158000000","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Central Africa","4091094.34","177386.04","3913708.3","193385.59","0","0","0","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Central African Republic","27742059.92","593276.19","27148783.73","245289.8","0","0","1600000","0","123400000","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Chad","23472403.33","23001023.19","471380.14","6414114.25","0","0","15000000","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Congo, Republic of","25428946.69","659404.72","24769541.97","652170.45","0","0","0","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Cote d'Ivoire","94109664.6","2235171.2","91874493.4","894272.5","0","0","0","0","0","60000000"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Equatorial Guinea","0","2357543.72","-2357543.72","315262.76","0","0","0","0","0","0"
"IBRD","2013","WESTERN AND CENTRAL AFRICA","Gabon","4171243.9","3695612.28","475631.62","341341.43","145000","0","0","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Gambia, The","15384716.3","1306720.11","14077996.19","555369.37","0","0","0","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Ghana","336231747.2","8748363.52","327483383.7","17900238.05","375000","0","155000000","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Guinea","40086141.65","9615192.03","30470949.62","2449397.9","0","0","30000000","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Guinea-Bissau","4454386.09","31790.92","4422595.17","33639.25","0","0","0","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Liberia","40177004.78","0","40177004.78","251701.67","0","0","0","0","105000000","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Mali","114468186","4614382.75","109853803.2","7670460.05","0","0","70000000","0","130000000","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Mauritania","21789588.12","3145730.4","18643857.72","2802753.96","0","0","25000000","0","35000000","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Niger","103907708.2","1947734.17","101959974.1","3039157.63","0","0","70000000","0","269500000","0"
"IBRD","2013","WESTERN AND CENTRAL AFRICA","Nigeria","0","18606.25","-18606.25","177.8","0","0","0","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Nigeria","606897187.7","78695529.45","528201658.3","33789817.61","0","0","0","0","1015000000","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Senegal","168262689.7","9341883.42","158920806.3","9334627.88","0","0","0","0","160000000","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Sierra Leone","43950426.41","341670.44","43608755.97","1647896.92","0","0","0","0","0","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Togo","40521367.39","0","40521367.39","57580.71","0","0","14000000","0","30000000","0"
"IDA","2013","WESTERN AND CENTRAL AFRICA","Western Africa","5078061.26","2322613.08","2755448.18","1146036.3","0","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Cambodia","35228810.24","9652423.87","25576386.37","4362039.45","0","0","0","0","0","0"
"IBRD","2013","EAST ASIA AND PACIFIC","China","1231194416","1372698547","-141504130.7","134609345.9","3225000","1540000000","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","China","0","727594659.4","-727594659.4","51615242.83","0","0","0","0","0","0"
"IBRD","2013","EAST ASIA AND PACIFIC","Indonesia","882263476.2","378800610.6","503462865.6","262695796.7","7901600","1720500000","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Indonesia","19859503.09","111551294.6","-91691791.49","16425840.96","0","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Kiribati","4032483.72","0","4032483.72","0","0","0","1000000","0","0","0"
"IBRD","2013","EAST ASIA AND PACIFIC","Korea, Republic of","0","202603620","-202603620","3822377.53","0","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","66207332.53","19649800.7","46557531.83","4665004.17","248779.81","0","70500000","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Marshall Islands","3029260","0","3029260","0","0","0","3000000","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Mekong","547820.87","0","547820.87","0","0","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Mongolia","23793898.69","7397611","16396287.69","3418405.14","0","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Myanmar","420632775.7","333905537.6","86727238.14","90638550.01","0","0","80000000","0","440000000","0"
"IBRD","2013","EAST ASIA AND PACIFIC","Papua New Guinea","0","13328626.5","-13328626.5","1141398.36","0","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Papua New Guinea","21432735.62","3633386.25","17799349.37","875529.86","0","0","0","0","7300000","0"
"IBRD","2013","EAST ASIA AND PACIFIC","Philippines","287105726","202260206.4","84845519.57","74437145.57","1060117.91","400000000","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Philippines","0","9755869.62","-9755869.62","1171223.04","0","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Samoa","4426727.35","2247856.99","2178870.36","752370.78","0","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Solomon Islands","4396596.1","1217358.42","3179237.68","292834.57","0","0","0","0","0","0"
"IBRD","2013","EAST ASIA AND PACIFIC","Thailand","999891280.6","7020000","992871280.6","981645.38","2500000","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Timor-Leste","7528251.17","0","7528251.17","0","0","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Tonga","12892444.02","297195.02","12595249","171972.01","0","0","1800000","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Tuvalu","488592.25","0","488592.25","0","0","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Vanuatu","0","581607.09","-581607.09","80401.39","0","0","0","0","0","0"
"IBRD","2013","EAST ASIA AND PACIFIC","Vietnam","220319263.6","0","220319263.6","8340655.17","250000","0","0","0","0","0"
"IDA","2013","EAST ASIA AND PACIFIC","Vietnam","1139354516","80482150.29","1058872366","71011949.6","194360.97","0","0","0","1982400000","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Albania","11534907.25","2808556.12","8726351.13","635396.26","462398.33","40000000","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Albania","21043090.35","15790384.63","5252705.72","6444231.24","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Armenia","42092628.85","1240440.1","40852188.75","2006391.33","37500","75000000","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Armenia","12476766.28","18553942.06","-6077175.78","9484611.18","0","0","0","0","47000000","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Azerbaijan","330677272.3","17616197.51","313061074.8","6881263.23","75000","297100000","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Azerbaijan","37899237.71","333604072.8","-295704835.1","6317105.35","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Belarus","123707842.2","7559865.2","116147977","3538071.9","0","90000000","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Bosnia and Herzegovina","6322669.68","24709215.67","-18386545.99","7475799.98","0","0","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Bosnia and Herzegovina","20234234.08","24647870.55","-4413636.47","8857938.18","0","0","0","0","34100000","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Bulgaria","40506590.99","109753534.5","-69246943.49","10597519.61","0","0","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Central Asia","398603.8","0","398603.8","0","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Croatia","117562319.9","172730346.5","-55168026.6","18887917.87","169493.75","344050000","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Estonia","0","2719123.45","-2719123.45","274932.01","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Georgia","36043919.65","0","36043919.65","3024454.91","0","70000000","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Georgia","107849088.8","18373586.29","89475502.53","10148849.67","0","0","0","0","155000000","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Hungary","0","4105558.03","-4105558.03","82320.54","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Kazakhstan","437101105.5","49953768.85","387147336.6","21944272.41","0","102902440","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Kosovo","0","14827195.48","-14827195.48","10974699.35","0","0","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Kosovo","14507961.65","0","14507961.65","66203.26","0","0","0","0","4200000","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Kyrgyz Republic","64204337.21","14900795.41","49303541.8","4954265.23","0","0","16730000","0","20470000","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Latvia","0","5496573.05","-5496573.05","21607842.68","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Lithuania","0","3132149.56","-3132149.56","141690.73","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Moldova","0","19410472.52","-19410472.52","754541.09","0","0","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Moldova","67302733.51","4883183.24","62419550.27","3441649.39","0","0","0","0","80000000","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Montenegro","17919708.44","12189424.88","5730283.56","5710441.72","2545229.7","0","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Montenegro","3024864.01","2615639.24","409224.77","629188","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","North Macedonia","74590793.12","24536178.31","50054614.81","3438171.97","7458503.57","251500000","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","North Macedonia","0","11641092.73","-11641092.73","2570798.41","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Poland","955709371.8","138345245.8","817364126","69498500.99","2308031.25","1307800000","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Romania","152792950","319011668.8","-166218718.8","52987733.45","3260875","91800000","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Russian Federation","99880211.93","518064206.9","-418183995","16404022.02","0","60000000","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Serbia","66999956.99","81507513.86","-14507556.87","40372855.57","0","100000000","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Serbia","14537211.63","22369071.09","-7831859.46","5253172.27","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Slovak Republic","0","32188317.15","-32188317.15","1495935.09","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Slovenia","0","1372603.25","-1372603.25","50264.86","0","0","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Tajikistan","44123005.37","6787062.19","37335943.18","2751356.03","0","0","56000000","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Turkey","729798826.7","762918947.8","-33120121.15","179948278.4","0","1301000000","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Turkey","0","5403183.1","-5403183.1","236049.18","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Turkmenistan","0","1622500","-1622500","75370.12","0","0","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Ukraine","313691207.3","247197967.7","66493239.62","31446224.53","1150000","460000000","0","0","0","0"
"IBRD","2013","EUROPE AND CENTRAL ASIA","Uzbekistan","26004340.65","39514566.61","-13510225.96","6780281.58","0","0","0","0","0","0"
"IDA","2013","EUROPE AND CENTRAL ASIA","Uzbekistan","60581011.07","599710.56","59981300.51","1378148.07","0","0","0","0","315000000","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Antigua and Barbuda","0","0","0","0","0","10000000","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Argentina","952601522","693984618.1","258616903.9","137360372.4","1000000","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Barbados","3690000","2010727.69","1679272.31","502897.09","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Belize","4490151.94","1721420","2768731.94","142116.1","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Bolivia","0","8340","-8340","1195.15","0","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Bolivia","49231794.08","4642281.82","44589512.26","3194310.4","0","0","0","0","74000000","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Brazil","1830282563","367920653.9","1462361909","175713899.8","8277737.5","3076200000","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Caribbean","480000","992378.15","-512378.15","148322.08","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Chile","672313.75","17075551.4","-16403237.65","1004788.11","100000","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Colombia","524022456.6","405010352.9","119012103.7","241639551","2150000","600000000","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Costa Rica","15936809.27","8549184.87","7387624.4","10691728.98","0","200000000","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Dominica","0","129496.23","-129496.23","5007.01","0","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Dominica","947125.54","605978.79","341146.75","200772.81","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Dominican Republic","31802297.21","56249531.04","-24447233.83","36130782.13","50000","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Dominican Republic","0","662448.1","-662448.1","46838.94","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Ecuador","1127813.58","71303464.52","-70175650.94","11418472.65","0","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Ecuador","0","1125960.9","-1125960.9","57128.1","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","El Salvador","21602359.39","54066873.81","-32464514.42","34118205.73","200000","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","El Salvador","0","550314.34","-550314.34","47550.66","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Grenada","0","1398478.18","-1398478.18","322642.23","0","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Grenada","4979589.2","632147.87","4347441.33","354127.22","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Guatemala","61581683.59","85538073.26","-23956389.67","53949959.44","80000","200000000","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Guyana","1709930.01","163644.9","1546285.11","79947.84","0","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Haiti","76894659.83","0","76894659.83","0","0","0","235000000","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Honduras","87062015.07","3202199.84","83859815.23","7129999.86","0","0","0","0","75000000","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Jamaica","20474264.91","35645360.52","-15171095.61","11366089.68","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Mexico","1607500204","380159664.9","1227340540","262555430.9","2766917.29","50000000","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Nicaragua","44950488.71","3510087.01","41440401.7","3645164.86","0","0","11000000","0","40000000","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Panama","29917625.76","38302636.64","-8385010.88","15219230.08","0","100000000","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Paraguay","120466730.7","26793652.29","93673078.36","4932620.33","250000","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","Paraguay","0","1275784.59","-1275784.59","81306.12","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Peru","59713234.58","751993078.1","-692279843.5","55881137.9","39297000","125000000","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","St. Kitts and Nevis","0","1597600.54","-1597600.54","69749.07","0","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","St. Kitts and Nevis","0","83596.7","-83596.7","8173.98","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","St. Lucia","0","2370168.42","-2370168.42","612537.33","0","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","St. Lucia","3834280.47","1025680.41","2808600.06","476595.59","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","St. Vincent and the Grenadines","3637.31","835553.88","-831916.57","191309.3","0","0","0","0","0","0"
"IDA","2013","LATIN AMERICA AND CARIBBEAN","St. Vincent and the Grenadines","3227919.71","513262.22","2714657.49","166507.25","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Trinidad and Tobago","0","3277955.62","-3277955.62","545587.67","0","0","0","0","0","0"
"IBRD","2013","LATIN AMERICA AND CARIBBEAN","Uruguay","22371378.59","84147930.47","-61776551.88","27647058.91","1020000","408000000","0","0","0","0"
"IBRD","2013","MIDDLE EAST AND NORTH AFRICA","Algeria","0","5619870.51","-5619870.51","378022.25","505000","0","0","0","0","0"
"IDA","2013","MIDDLE EAST AND NORTH AFRICA","Djibouti","8382966.58","3585768.91","4797197.67","1117614.56","0","0","0","0","13000000","0"
"IBRD","2013","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","446469122.4","85492568.99","360976553.4","44771267.38","1850000","585400000","0","0","0","0"
"IDA","2013","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","5696055.5","60979937.47","-55283881.97","9246782.78","0","0","0","0","0","0"
"IBRD","2013","MIDDLE EAST AND NORTH AFRICA","Iran, Islamic Republic of","8550794.46","56641951","-48091156.54","6157845.37","0","0","0","0","0","0"
"IBRD","2013","MIDDLE EAST AND NORTH AFRICA","Iraq","0","0","0","3206875","0","0","0","0","0","0"
"IDA","2013","MIDDLE EAST AND NORTH AFRICA","Iraq","62714135.26","0","62714135.26","1412174.19","0","0","0","0","0","0"
"IBRD","2013","MIDDLE EAST AND NORTH AFRICA","Jordan","23165066.06","117633283.3","-94468217.28","13530587.8","354580.29","70000000","0","0","0","0"
"IDA","2013","MIDDLE EAST AND NORTH AFRICA","Jordan","0","2499340.38","-2499340.38","198335.41","0","0","0","0","0","0"
"IBRD","2013","MIDDLE EAST AND NORTH AFRICA","Lebanon","14379715.06","63196124.7","-48816409.64","3042028.35","600000","60000000","0","0","0","0"
"IBRD","2013","MIDDLE EAST AND NORTH AFRICA","Morocco","717006902.7","186158622.6","530848280","60378377.07","2817061.37","593200000","0","0","0","0"
"IDA","2013","MIDDLE EAST AND NORTH AFRICA","Morocco","0","1354831.1","-1354831.1","72695.16","0","0","0","0","0","0"
"IBRD","2013","MIDDLE EAST AND NORTH AFRICA","Tunisia","576809350.8","166657511.8","410151838.9","39232108.41","1266264","500000000","0","0","0","0"
"IDA","2013","MIDDLE EAST AND NORTH AFRICA","Tunisia","0","1938473.5","-1938473.5","102852.42","0","0","0","0","0","0"
"IDA","2013","MIDDLE EAST AND NORTH AFRICA","Yemen, Republic of","123010782.9","57709544.46","65301238.46","15693697.15","0","0","236000000","0","0","0"
"IBRD","2013","OTHER","World","196190943.8","8332889.07","187858054.7","2063585.7","0","0","0","0","0","0"
"IDA","2013","SOUTH ASIA","Afghanistan","137196306.9","0","137196306.9","1864960.06","0","0","167500000","0","0","0"
"IDA","2013","SOUTH ASIA","Bangladesh","670960671.3","271853981.6","399106689.8","81334374.66","80370.39","0","0","0","1566500000","0"
"IDA","2013","SOUTH ASIA","Bhutan","40649277.3","1674864.74","38974412.56","1205423.75","0","0","0","0","45000000","0"
"IBRD","2013","SOUTH ASIA","India","983318586.9","722737922.5","260580664.4","112722515.9","1204250","377700000","0","0","0","0"
"IDA","2013","SOUTH ASIA","India","1057454364","947556294.4","109898069.9","198925316.4","0","0","0","0","948000000","0"
"IDA","2013","SOUTH ASIA","Maldives","5091987.02","2043757.19","3048229.83","769212.01","0","0","10000000","0","0","0"
"IDA","2013","SOUTH ASIA","Nepal","188290570.8","47589309.5","140701261.3","10839169.72","0","0","175000000","0","240260000","0"
"IBRD","2013","SOUTH ASIA","Pakistan","84896047.61","162857808.6","-77961761.03","13768472.12","250000","0","0","0","0","0"
"IDA","2013","SOUTH ASIA","Pakistan","449976495.2","217427122.5","232549372.7","93352224.32","0","0","0","0","744000000","0"
"IBRD","2013","SOUTH ASIA","Sri Lanka","34648855","0","34648855","127776.01","532500","0","0","0","0","0"
"IDA","2013","SOUTH ASIA","Sri Lanka","174436691.5","71656144.94","102780546.5","20360956.94","0","0","0","0","200000000","0"
"IDA","2014","AFRICA","Africa","36351427.97","149655.19","36201772.78","79138.83","0","0","103310000","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Angola","71301070.76","13187572.37","58113498.39","7043944.4","0","0","0","0","75000000","0"
"IBRD","2014","EASTERN AND SOUTHERN AFRICA","Botswana","14316049.63","2644987.4","11671062.23","645867.08","436764.97","0","0","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Botswana","0","477444.22","-477444.22","22830.96","0","0","0","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Burundi","87791888.27","888670.46","86903217.81","1155731.92","0","0","254450000","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Comoros","8706267.71","9485.23","8696782.48","47156.75","0","0","34300000","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Congo, Democratic Republic of","531258354.2","17931450.89","513326903.3","7227276.61","0","0","356060000","0","0","0"
"IBRD","2014","EASTERN AND SOUTHERN AFRICA","Eswatini","4235023.58","332782.65","3902240.93","78932.98","0","0","0","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Eswatini","0","148990","-148990","15728.73","0","0","0","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Ethiopia","923545873.6","12629233.56","910916640.1","25993287.02","0","0","0","0","1623500000","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Kenya","502945074.6","109540753.7","393404320.9","29187703.43","650541.74","0","0","0","611500000","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Lesotho","39153183.39","9482529.75","29670653.64","2325229.08","0","0","6385000","0","27650000","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Madagascar","83240233.98","9840988.25","73399245.73","9783748.23","0","0","0","0","75000000","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Malawi","160149143.5","1120154.73","159028988.8","2691411.51","0","0","4900000","0","78800000","0"
"IBRD","2014","EASTERN AND SOUTHERN AFRICA","Mauritius","47043132.41","13713706.35","33329426.06","2814962.05","86261.6","0","0","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Mauritius","0","612580.64","-612580.64","43159.4","0","0","0","0","0","0"
"IBRD","2014","EASTERN AND SOUTHERN AFRICA","Mozambique","0","0","0","0","49842.76","0","0","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Mozambique","352811499","11487951.51","341323547.5","15137009.05","0","0","86250000","0","323150000","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Rwanda","138907546","4056739.76","134850806.2","3466510.51","0","0","80650000","0","222470000","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Sao Tome and Principe","5979915.48","30032.69","5949882.79","75941.04","0","0","4400000","0","0","0"
"IBRD","2014","EASTERN AND SOUTHERN AFRICA","Seychelles","7363855.81","0","7363855.81","368127.26","18555.08","7000000","0","0","0","0"
"IBRD","2014","EASTERN AND SOUTHERN AFRICA","South Africa","231744436","0","231744436","32371385.64","0","0","0","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","South Sudan","5304460.67","0","5304460.67","0","0","0","34000000","0","90000000","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Tanzania","637724482.1","11522178.12","626202304","32775429.58","0","0","0","0","753400000","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Uganda","216835697.9","14127958.4","202707739.5","17034383.85","847163.91","0","0","0","603800000","160000000"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Zambia","99982289.2","5051950.38","94930338.82","4521978.57","0","0","0","0","52000000","0"
"IBRD","2014","EASTERN AND SOUTHERN AFRICA","Zimbabwe","0","737084.71","-737084.71","2187711.53","0","0","0","0","0","0"
"IDA","2014","EASTERN AND SOUTHERN AFRICA","Zimbabwe","0","214412.01","-214412.01","476587.99","0","0","0","0","0","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Benin","151347618.9","1411761.68","149935857.2","3935794.04","0","0","0","0","127400000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Burkina Faso","323357440.1","5900055.01","317457385.1","6978549.81","0","0","112950000","0","216000000","0"
"IBRD","2014","WESTERN AND CENTRAL AFRICA","Cabo Verde","22103964.18","0","22103964.18","128706.76","0","0","0","0","0","0"
