"end_of_period","credit_number","region","country_code","country","borrower","credit_status","service_charge_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ida","due_to_ida","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","credits_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IDA04130","EAST ASIA AND PACIFIC","MM","Myanmar","Ministry of Planning, Finance & Industry","Repaying","0.75","USD","P003338","INLAND WATER TRANSPO","16300000.00","16116.23","0.00","16283883.77","15795367.48","488516.29","0.00","488516.29","0.00","0.00","0.00","488516.29","1983-08-01T00:00:00.000","2023-02-01T00:00:00.000","1973-07-02T00:00:00.000","1973-06-26T00:00:00.000","1973-09-17T00:00:00.000","1978-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA04140","EAST ASIA AND PACIFIC","MM","Myanmar","Ministry of Planning, Finance & Industry","Repaying","0.75","USD","P003339","RAILWAYS III","16700000.00","665646.93","0.00","16034353.07","15553322.80","481030.27","0.00","481030.27","0.00","0.00","0.00","481030.27","1983-08-01T00:00:00.000","2023-02-01T00:00:00.000","1973-07-02T00:00:00.000","1973-06-26T00:00:00.000","1973-09-17T00:00:00.000","1978-03-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA04830","EAST ASIA AND PACIFIC","MM","Myanmar","Ministry of Planning, Finance & Industry","Repaying","0.75","USD","P003340","IRRIGATION I","17000000.00","217355.29","0.00","16782644.71","15775200.00","1007444.71","0.00","1007444.71","0.00","0.00","0.00","1007444.71","1984-08-01T00:00:00.000","2024-02-01T00:00:00.000","1974-06-21T00:00:00.000","1974-06-13T00:00:00.000","1974-08-06T00:00:00.000","1981-04-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA04930","EAST ASIA AND PACIFIC","MM","Myanmar","Ministry of Planning, Finance & Industry","Repaying","0.75","USD","P003341","FORESTRY","24000000.00","507481.17","0.00","23492518.83","22084400.00","1408118.83","0.00","1408118.83","0.00","0.00","0.00","1408118.83","1984-08-01T00:00:00.000","2024-02-01T00:00:00.000","1974-07-12T00:00:00.000","1974-07-11T00:00:00.000","1975-02-27T00:00:00.000","1982-03-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA05510","EAST ASIA AND PACIFIC","MM","Myanmar","Ministry of Planning, Finance & Industry","Repaying","0.75","USD","P003342","TELECOMMUNICATIONS","21000000.00","0.00","0.00","21000000.00","19425000.00","1575000.00","0.00","1575000.00","0.00","0.00","0.00","1575000.00","1985-07-15T00:00:00.000","2025-01-15T00:00:00.000","1975-05-30T00:00:00.000","1975-05-27T00:00:00.000","1975-07-23T00:00:00.000","1980-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA05970","EAST ASIA AND PACIFIC","MM","Myanmar","Ministry of Planning, Finance & Industry","Repaying","0.75","USD","P003344","LIVESTOCK I","7500000.00","245811.66","0.00","7254188.34","6492436.00","761752.34","0.00","761752.34","0.00","0.00","0.00","761752.34","1986-05-15T00:00:00.000","2025-11-15T00:00:00.000","1975-12-30T00:00:00.000","1975-12-23T00:00:00.000","1976-03-26T00:00:00.000","1984-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA06420","EAST ASIA AND PACIFIC","MM","Myanmar","Ministry of Planning, Finance & Industry","Repaying","0.75","USD","P003343","LOWER BURMA PADDY DE","30000000.00","1919368.23","0.00","28080631.77","24710928.00","3369703.77","0.00","3369703.77","0.00","0.00","0.00","3369703.77","1986-12-15T00:00:00.000","2026-06-15T00:00:00.000","1976-06-21T00:00:00.000","1976-06-15T00:00:00.000","1976-08-20T00:00:00.000","1985-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA06710","EAST ASIA AND PACIFIC","MM","Myanmar","Ministry of Planning, Finance & Industry","Repaying","0.75","USD","P003346","PORTS II","10000000.00","3874.19","0.00","9996125.81","8796125.81","1200000.00","0.00","1200000.00","0.00","0.00","0.00","1200000.00","1987-01-15T00:00:00.000","2026-07-15T00:00:00.000","1977-01-13T00:00:00.000","1976-12-21T00:00:00.000","1977-03-18T00:00:00.000","1981-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA06860","EAST ASIA AND PACIFIC","MM","Myanmar","Ministry of Planning, Finance & Industry","Repaying","0.75","USD","P003345","INDUSTRY MINING","16000000.00","197841.40","0.00","15802158.60","13668832.00","2133326.60","0.00","2133326.60","0.00","0.00","0.00","2133326.60","1987-03-15T00:00:00.000","2026-09-15T00:00:00.000","1977-03-25T00:00:00.000","1977-03-08T00:00:00.000","1977-06-13T00:00:00.000","1984-03-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA07450","EAST ASIA AND PACIFIC","MM","Myanmar","Ministry of Planning, Finance & Industry","Repaying","0.75","USD","P003347","SEED DEVELOPMENT","5500000.00","116847.98","0.00","5383152.02","4575650.00","807502.02","0.00","807502.02","0.00","0.00","0.00","807502.02","1988-01-01T00:00:00.000","2027-07-01T00:00:00.000","1977-11-14T00:00:00.000","1977-11-01T00:00:00.000","1978-02-14T00:00:00.000","1984-12-31T00:00:00.000",
