"as_of_date","fiscal_year","region","borrower_country","project_id","project_name","procurement_category","procurement_method","major_sector","contract_description","contract_signing_date","supplier","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P108654","Brazil Pernambuco Sustainable Water","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Implantacao do Sistema de Esgotamento Sanitario da Sede do Municipio de Santa Cruz do Capibaribe - PE","2017-03-03T00:00:00.000","ACCIONA ÁGUA","28417618.0","BR-SEPLAG-PE-83382-CW-RFB"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P126537","Energy and Mineral Sector Strengthening","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","Contrata&#231;&#227;o de Servi&#231;o de Consultoria T&#233;cnica Especializada para Elabora&#231;&#227;o do Modelo de Plano de Desenvolvimento Regional Sustent&#225;vel e a Implanta&#231;&#227;o de Usinas Hidrel&#233;tricas Estruturantes","2016-10-17T00:00:00.000","DIALOG INSTITUTO","234627.0","BR-MME-2948-CS-QCBS"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P108443","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Mirante do Paranapanema (Presidente Venceslau).","2017-06-29T00:00:00.000","M.A.S. DA COSTA ME","42914.0","BR-SAA-SP-32997-CW-RFQ"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P126452","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","Direct Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Loca&#231;&#227;o de espa&#231;o e organiza&#231;&#227;o de minilounge para participa&#231;&#227;o na 3&#170; Conven&#231;&#227;o Anual de Vendas da CVC de divulga&#231;&#227;o tur&#237;stica, a ser realizada nos dias 16 a 20 de Fevereiro de 2017, em Foz do Igua&#231;u/","2017-02-14T00:00:00.000","CVC SERVIÇOS AGÊNCIA DE VIAGENS LTDA","66468.0","ID40 NC CONTRATO 23/2017"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P126452","Rio Grande do Norte: Regional Development and Governance","Consultant Services","Least Cost Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Desenvolver e Implantar o Sistema Integrado de Monitoramento e Avaliacao Institucional da SEEC - SIMAIS","2016-09-21T00:00:00.000","AVALIA QUALIDADE EDUCACIONAL LTDA.","1399449.0","82/2016"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P126372","Recife Swap Education and Public Management","Goods","E-Auctions","Education;Transportation;Public Administration","Aquisi&#231;&#227;o de Material de Expediente","2017-05-23T00:00:00.000","V T A MACHADO DE ARRUDA EIRELI - EPP","61706.0","010/2017 SEDUC"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P147272","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","Individual Consultant Selection","Transportation","Contrato de Presta&#231;&#227;o de Consultor Individual n&#186; 008-CT082/2016, firmado entre o Estado da Bahia e Christine June Eida Madureira: Servi&#231;os de Tradu&#231;&#227;o e Vers&#227;o de Textos","2016-11-10T00:00:00.000","Individual Consultant","30815.0","BR-SEINFRA-BA-72733-CS-INDV"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P108443","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Pereiras.","2017-05-25T00:00:00.000","TOTAL BRASIL TERCEIRIZAÇÕES E SERVIÇOS EIRELI ME","45968.0","BR-SAA-SP-39930-CW-RFQ"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P108443","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Palmital.","2017-05-22T00:00:00.000","A.G.E. CONSTRUÇÕES EIRELI ME","36854.0","BR-SAA-SP-39926-CW-RFQ"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P108443","Sao Paulo Sustainable Rural Development and Access to Markets","Non-consulting Services","E-Auctions","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","Execu&#231;&#227;o de servi&#231;o de conserva&#231;&#227;o e manuten&#231;&#227;o Geral do Centro Regional II - Ara&#231;atuba da Secretaria do Meio Ambiente - S&#227;o Paulo","2017-06-01T00:00:00.000","TÉCNICA CONSTRUÇÕES, SERVIÇOS E COMÉRCIO EIRELI - EPP","74045.0","BR-SMA-SP-33853-NC-RFB"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P108654","Brazil Pernambuco Sustainable Water","Non-consulting Services","Request for Quotations","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","GMF LOCA&#199;&#195;O DE VE&#205;CULOS EIRELI - EPP","2017-03-22T00:00:00.000","GMF LOCAÇÃO DE VEÍCULOS EIRELI - EPP","41848.0","BR-SEPLAG-PE-77661-NC-RFQ-COMPES"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P147157","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Prestacao de servico de consultoria para o servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural - ATER referente ao lote V - Baixo Sul.","2017-03-03T00:00:00.000","SERVIÇO DE ASSESSORIA A ORGANIZAÇÃO POPULAR RURAL","186649.0","BR-CAR-BA-188336-CS-CQS"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P108654","Brazil Pernambuco Sustainable Water","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Elabora&#231;&#227;o de Estudos e Projetos (Diagnostico, RTP, Projeto Basico e Estudos Complementares) visando a implantacao dos Sistemas de Esgotamento Sanitario de sedes de 11 (onze) municipios","2017-05-23T00:00:00.000","AQUALOGUS - ENGENHARIA E AMBIENTE, LDA","2373540.0","BR-SEPLAG-PE-77665-CS-QCBS-COMPE"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P150738","CLEAR - Brazil","Consultant Services","Individual Consultant Selection","Public Administration","Clear Junior - Desenvolvimento de relat&#243;rio Polyce Briefs","2017-04-10T00:00:00.000","Individual Consultant","5139.0","12"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P126372","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","AQUISI&#199;&#195;O DE  MOBILI&#193;RIO - LOTE 05","2016-07-01T00:00:00.000","LICITAL INDUSTRIA E COMERCIO DE MOVEIS  EIRELI","125285.0","001/2015 SEPLAG"
"2022-09-12T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Brazil","P126372","Recife Swap Education and Public Management","Goods","E-Auctions","Education;Transportation;Public Administration","Aquisi&#231;&#227;o de PlayGround","2016-08-12T00:00:00.000","BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS","232921.0","008/2016 SEDUC"
