"date_disclosed","project_name","document_type","project_number","project_url","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_approval_date","ifc_signed_date","ifc_invested_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"2022-08-11T00:00:00.000","Omni Equity","Summary of Investment Information (AIP Policy 2012)","46766","https://disclosures.ifc.org/project-detail/SII/46766/omni-equity",,"OMNI MANAGEMENT COMPANY LTD","Latin America Region","LAC","Financial Institutions","FI-2","Global Industry, Financial Markets","Pending","2022-09-12T00:00:00.000",,,,,,,,,"33","2022-08-30T03:05:00.000"
"2022-08-08T00:00:00.000","DCM TTB GreenBlue 2021","Summary of Investment Information (AIP Policy 2012)","46019","https://disclosures.ifc.org/project-detail/SII/46019/dcm-ttb-greenblue-2021","Loan","TMB THANACHART BANK PUBLIC COMPANY LIMITED","Thailand","THL","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2022-02-23T00:00:00.000","2022-02-23T00:00:00.000","2022-03-21T00:00:00.000","2022-08-05T00:00:00.000",,,"150.0",,"150.0","TH","2022-08-30T03:05:00.000"
"2022-08-05T00:00:00.000","Yunda Rural Agri Logistics","Summary of Investment Information (AIP Policy 2012)","44901","https://disclosures.ifc.org/project-detail/SII/44901/yunda-rural-agri-logistics",,"YUNDA HOLDING CO., LTD.","China","CHA","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Pending","2022-09-30T00:00:00.000",,,,,,,,,"CN","2022-08-30T03:05:00.000"
"2022-07-25T00:00:00.000","Korzinka","Summary of Investment Information (AIP Policy 2012)","46466","https://disclosures.ifc.org/project-detail/SII/46466/korzinka",,"ANGLESEY FOOD LLC","Uzbekistan","UZB","Tourism, Retail, and Property","B","Regional Industry MAS MCT","Pending","2022-09-15T00:00:00.000",,,,,,,,,"UZ","2022-08-30T03:05:00.000"
"2022-07-25T00:00:00.000","BUA Cement P1 ","Summary of Investment Information (AIP Policy 2012)","45661","https://disclosures.ifc.org/project-detail/SII/45661/bua-cement-p1-",,"BUA CEMENT PLC","Nigeria","NIR","Manufacturing","A","Regional Industry - MAS Africa","Pending","2022-09-26T00:00:00.000",,,,,,,,,"NG","2022-08-30T03:05:00.000"
"2022-07-22T00:00:00.000","Blueberry III","Summary of Investment Information (AIP Policy 2012)","46696","https://disclosures.ifc.org/project-detail/SII/46696/blueberry-iii",,"UNITED EXPORTS LIMITED","South Africa","SOU","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Pending","2022-08-25T00:00:00.000",,,,,,,,,"ZA","2022-08-30T03:05:00.000"
"2022-07-22T00:00:00.000","BOP Evocabank","Summary of Investment Information (AIP Policy 2012)","46617","https://disclosures.ifc.org/project-detail/SII/46617/bop-evocabank","Loan","EVOCABANK CLOSED JOINT STOCK COMPANY","Armenia","ARM","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Pending","2022-08-12T00:00:00.000","2022-07-31T00:00:00.000",,,,,"15.0",,"15.0","AM","2022-08-30T03:05:00.000"
"2022-07-21T00:00:00.000","Naked Insurance","Summary of Investment Information (AIP Policy 2012)","46574","https://disclosures.ifc.org/project-detail/SII/46574/naked-insurance",,"NAKED FINANCIAL TECHNOLOGY (PTY) LIMITED","South Africa","SOU","Financial Institutions","FI-3","Global Industry, Financial Markets","Pending","2022-08-22T00:00:00.000",,,,,,,,,"ZA","2022-08-30T03:05:00.000"
"2022-07-21T00:00:00.000","BOP CRDB TZ-Senior Loans","Summary of Investment Information (AIP Policy 2012)","46204","https://disclosures.ifc.org/project-detail/SII/46204/bop-crdb-tz-senior-loans","Loan","CRDB BANK PLC","Tanzania","TAN","Financial Institutions","FI-2","CF3S2 - Regional Industry - FIG Africa/FIG Africa East & South","Active","2022-06-24T00:00:00.000","2022-06-24T00:00:00.000","2022-06-29T00:00:00.000","2022-08-03T00:00:00.000",,,"105.0",,"105.0",,"2022-08-30T03:05:00.000"
"2022-07-19T00:00:00.000","BOP BSS Micro Loan","Summary of Investment Information (AIP Policy 2012)","40848","https://disclosures.ifc.org/project-detail/SII/40848/bop-bss-micro-loan",,"BANK SAHABAT SAMPOERNA, PT","Indonesia","INS","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Pending","2022-07-31T00:00:00.000",,,,,,,,,"ID","2022-08-30T03:05:00.000"
"2022-07-19T00:00:00.000","Mavesa Ecuador","Summary of Investment Information (AIP Policy 2012)","46229","https://disclosures.ifc.org/project-detail/SII/46229/mavesa-ecuador",,"SPV OF MAVESA ECUADOR","Ecuador","ECU","Manufacturing","B","Regional Industry - MAS LAC","Pending","2022-08-24T00:00:00.000",,,,,,,,,"EC","2022-08-30T03:05:00.000"
"2022-07-19T00:00:00.000","AIK Banka SME","Summary of Investment Information (AIP Policy 2012)","45419","https://disclosures.ifc.org/project-detail/SII/45419/aik-banka-sme",,"AIK BANKA AD","Serbia","SRB","Financial Institutions","FI-2","Regional Industry - FIG - ECA","Pending","2022-08-31T00:00:00.000",,,,,,,,,"YF","2022-08-30T03:05:00.000"
"2022-07-06T00:00:00.000","KB Bukopin Debt","Summary of Investment Information (AIP Policy 2012)","45295","https://disclosures.ifc.org/project-detail/SII/45295/kb-bukopin-debt","Loan","BANK KB BUKOPIN, PT TBK","Indonesia","INS","Financial Institutions","FI-2","CF4S4 - Regional Industry - FIG Asia & Pac/FIG Inv Ops East Asia & Pacific","Active","2022-03-30T00:00:00.000","2022-03-30T00:00:00.000","2022-05-31T00:00:00.000","2022-08-25T00:00:00.000",,,"300.0",,"300.0","ID","2022-08-30T03:05:00.000"
"2022-07-05T00:00:00.000","Kitabisa ","Summary of Investment Information (AIP Policy 2012)","46825","https://disclosures.ifc.org/project-detail/SII/46825/kitabisa-",,"PT KITA BISA INDONESIA","Indonesia","INS","Financial Institutions","FI-3","Global Industry, Financial Markets","Pending","2022-08-23T00:00:00.000","2022-08-05T00:00:00.000",,,,,,,,"ID","2022-08-30T03:05:00.000"
"2022-07-01T00:00:00.000","SeABank Convert","Summary of Investment Information (AIP Policy 2012)","46462","https://disclosures.ifc.org/project-detail/SII/46462/seabank-convert","Loan","SOUTHEAST ASIA COMMERCIAL JOINT STOCK BANK","Vietnam","VNM","Financial Institutions","FI-1","Regional Industry - FIG Asia & Pac","Pending","2022-05-31T00:00:00.000","2022-05-31T00:00:00.000","2022-06-30T00:00:00.000",,,,"75.0",,"75.0","VN","2022-08-30T03:05:00.000"
"2022-06-30T00:00:00.000","Telecom Arg 2022","Summary of Investment Information (AIP Policy 2012)","46720","https://disclosures.ifc.org/project-detail/SII/46720/telecom-arg-2022","Risk Management","TELECOM ARGENTINA S.A.","Argentina","ARG","Telecommunications, Media, and Technology","B","Regional Industry - INF LAC","Active","2022-06-27T00:00:00.000","2022-06-24T00:00:00.000","2022-06-28T00:00:00.000","2022-07-15T00:00:00.000","4.0",,"50.0",,"54.0","AR","2022-08-30T03:05:00.000"
"2022-06-30T00:00:00.000","BGrimm Bond","Summary of Investment Information (AIP Policy 2012)","46101","https://disclosures.ifc.org/project-detail/SII/46101/bgrimm-bond","Loan","B.GRIMM POWER PUBLIC COMPANY LIMITED","Thailand","THL","Infrastructure","B","Regional Industry - INF Asia & Pac","Pending","2022-06-10T00:00:00.000","2022-06-16T00:00:00.000","2022-06-30T00:00:00.000",,,,"110.0",,"110.0","TH","2022-08-30T03:05:00.000"
"2022-06-30T00:00:00.000","Ege Endustri","Summary of Investment Information (AIP Policy 2012)","46143","https://disclosures.ifc.org/project-detail/SII/46143/ege-endustri","Loan","EGE ENDUSTRI VE TICARET A.S. EGE SERBEST BOLGE SUBESI","Türkiye",,"Manufacturing","B","Regional Industry MAS MCT","Pending","2022-06-17T00:00:00.000","2022-06-17T00:00:00.000","2022-06-30T00:00:00.000",,,,"42.79",,"42.79",,"2022-08-30T03:05:00.000"
"2022-06-29T00:00:00.000","Absa Housing","Summary of Investment Information (AIP Policy 2012)","46933","https://disclosures.ifc.org/project-detail/SII/46933/absa-housing","Loan","ABSA BANK LTD","South Africa","SOU","Financial Institutions","FI-3","Regional Industry - FIG Africa","Active","2022-06-28T00:00:00.000","2022-06-28T00:00:00.000","2022-06-29T00:00:00.000","2022-07-06T00:00:00.000",,,"128.12",,"128.12","ZA","2022-08-30T03:05:00.000"
"2022-06-28T00:00:00.000","AGUNSA UCL","Summary of Investment Information (AIP Policy 2012)","46489","https://disclosures.ifc.org/project-detail/SII/46489/agunsa-ucl",,"Agencias Universales S.A.","Chile","CHL","other","B","CN1S7 - Regional Industry - INF LAC/INR New Business - LAC","Pending","2022-08-12T00:00:00.000",,,,,,,,,"CL","2022-08-30T03:05:00.000"
"2022-06-27T00:00:00.000","ECCBC Green Loan","Summary of Investment Information (AIP Policy 2012)","46396","https://disclosures.ifc.org/project-detail/SII/46396/eccbc-green-loan",,"EQUATORIAL COCA COLA BOTTLING COMPANY SL","Africa Region","AFR","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Pending","2022-07-27T00:00:00.000",,,,,,,,,"3A","2022-08-30T03:05:00.000"
"2022-06-24T00:00:00.000","Horizon Ukr IV","Summary of Investment Information (AIP Policy 2012)","46263","https://disclosures.ifc.org/project-detail/SII/46263/horizon-ukr-iv",,"HORIZON CAPITAL GROWTH FUND IV","Ukraine","UKR","Funds","FI-2","Disruptive Technologies and Funds","Pending","2022-08-15T00:00:00.000",,,,,,,,,"UA","2022-08-30T03:05:00.000"
"2022-06-24T00:00:00.000","RSE Covid HSA","Summary of Investment Information (AIP Policy 2012)","46486","https://disclosures.ifc.org/project-detail/SII/46486/rse-covid-hsa","Loan","NATIONAL DAIRY AND FOOD COMPANY LTD","Yemen, Republic of","YAR","Agribusiness and Forestry","B","Regional Industry MAS MCT","Pending","2022-03-17T00:00:00.000","2022-03-17T00:00:00.000","2022-07-25T00:00:00.000",,,,"20.0",,"20.0","RY","2022-08-30T03:05:00.000"
"2022-06-23T00:00:00.000","South-East Europe Food Retail","Summary of Investment Information (AIP Policy 2012)","46855","https://disclosures.ifc.org/project-detail/SII/46855/south-east-europe-food-retail",,"SC KAUFLAND ROMANIA SCS","Southern Europe Region","EUR","Tourism, Retail, and Property","B","Regional Industry - MAS ECA","Pending","2022-08-05T00:00:00.000","2022-08-05T00:00:00.000",,,,,,,,,"2022-08-30T03:05:00.000"
"2022-06-23T00:00:00.000","Alcazar Energy Partners II SCSP","Summary of Investment Information (AIP Policy 2012)","46314","https://disclosures.ifc.org/project-detail/SII/46314/alcazar-energy-partners-ii-scsp",,"ALCAZAR ENERGY PARTNERS II SCSP","MENA Region","EMN","other","FI-1","Regional Industry INF MCT","Pending","2022-08-31T00:00:00.000",,,,,,,,,"MNA","2022-08-30T03:05:00.000"
"2022-06-23T00:00:00.000","Olam WC Loan","Summary of Investment Information (AIP Policy 2012)","46759","https://disclosures.ifc.org/project-detail/SII/46759/olam-wc-loan","Loan","OLAM INTERNATIONAL LIMITED","World Region","WLD","Agribusiness and Forestry","B","Gbl Ind, Manufact, Agribus & Services","Active","2022-06-27T00:00:00.000","2022-06-27T00:00:00.000","2022-06-30T00:00:00.000","2022-07-27T00:00:00.000",,,"200.0",,"200.0","99","2022-08-30T03:05:00.000"
"2022-06-23T00:00:00.000","Dialog 2021","Summary of Investment Information (AIP Policy 2012)","46205","https://disclosures.ifc.org/project-detail/SII/46205/dialog-2021","Loan","DIALOG AXIATA PLC","Sri Lanka","SRI","Telecommunications, Media, and Technology","B","Regional Industry - INF Asia & Pac","Active","2022-05-27T00:00:00.000","2022-05-27T00:00:00.000","2022-06-21T00:00:00.000","2022-06-29T00:00:00.000",,,"150.0",,"150.0","LK","2022-08-30T03:05:00.000"
"2022-06-23T00:00:00.000","LOGOS Green Data Center Venture","Summary of Investment Information (AIP Policy 2012)","45440","https://disclosures.ifc.org/project-detail/SII/45440/logos-green-data-center-venture",,"LOGOS SE ASIA PTE. LTD.","East Asia and Pacific Region","EAP","other","B","Regional Industry - MAS Asia & Pac","Pending","2022-07-25T00:00:00.000",,,,,,,,,"EAP","2022-08-30T03:05:00.000"
"2022-06-22T00:00:00.000","WCS COVID Daycoval II","Summary of Investment Information (AIP Policy 2012)","47014","https://disclosures.ifc.org/project-detail/SII/47014/wcs-covid-daycoval-ii","Loan","Banco Daycoval S/A.","Brazil","BRA","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2022-06-21T00:00:00.000","2022-06-24T00:00:00.000","2022-06-27T00:00:00.000","2022-06-29T00:00:00.000",,,"100.0",,"100.0","BR","2022-08-30T03:05:00.000"
"2022-06-20T00:00:00.000","DCM BQD Blue Bond","Summary of Investment Information (AIP Policy 2012)","43703","https://disclosures.ifc.org/project-detail/SII/43703/dcm-bqd-blue-bond","Loan","Bank Of Qingdao Co., Ltd.","China","CHA","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Pending","2021-06-01T00:00:00.000","2021-06-01T00:00:00.000","2021-06-23T00:00:00.000",,,,"150.0",,"150.0","CN","2022-08-30T03:05:00.000"
"2022-06-16T00:00:00.000","DCM BCR MREL 2","Summary of Investment Information (AIP Policy 2012)","46493","https://disclosures.ifc.org/project-detail/SII/46493/dcm-bcr-mrel-2","Loan","BANCA COMERCIALA ROMANA SA","Romania","ROM","Financial Institutions","FI-3","Regional Industry - FIG - ECA","Active","2022-06-03T00:00:00.000","2022-06-03T00:00:00.000","2022-06-06T00:00:00.000","2022-06-14T00:00:00.000",,,"115.0",,"115.0","RO","2022-08-30T03:05:00.000"
"2022-06-15T00:00:00.000","Isbank DPR","Summary of Investment Information (AIP Policy 2012)","46006","https://disclosures.ifc.org/project-detail/SII/46006/isbank-dpr","Loan","TURKIYE IS BANKASI ANONIM SIRKETI","Türkiye",,"Financial Institutions","FI-3","Regional Industry FIG MCT","Active","2022-07-15T00:00:00.000","2022-07-15T00:00:00.000","2022-08-23T00:00:00.000","2022-08-25T00:00:00.000",,,"100.0",,"100.0",,"2022-08-30T03:05:00.000"
"2022-06-14T00:00:00.000","MCPP OP Allianz","Summary of Investment Information (AIP Policy 2012)","46878","https://disclosures.ifc.org/project-detail/SII/46878/mcpp-op-allianz","Equity","IEELV S.C.SP.","World Region","WLD","Funds","FI-1","Global Industry, Financial Markets","Pending","2022-07-15T00:00:00.000","2022-07-28T00:00:00.000",,,,,,"56.0","56.0","99","2022-08-30T03:05:00.000"
"2022-06-08T00:00:00.000","Growtheum Capital Partners SEA Fund I LP","Summary of Investment Information (AIP Policy 2012)","46806","https://disclosures.ifc.org/project-detail/SII/46806/growtheum-capital-partners-sea-fund-i-lp",,"GROWTHEUM CAPITAL PARTNERS SEA FUND I, LP","East Asia and Pacific Region","EAP","Funds","FI-2","Disruptive Technologies and Funds","Pending","2022-09-01T00:00:00.000",,,,,,,,,"EAP","2022-08-30T03:05:00.000"
"2022-06-03T00:00:00.000","Accra Medical I","Summary of Investment Information (AIP Policy 2012)","46180","https://disclosures.ifc.org/project-detail/SII/46180/accra-medical-i",,"ACCRA MEDICAL CENTRE LIMITED","Ghana","GHA","Health and Education","B","Regional Industry - MAS Africa","Pending","2022-07-15T00:00:00.000",,,,,,,,,"GH","2022-08-30T03:05:00.000"
"2022-05-31T00:00:00.000","WCS Fidelity GH","Summary of Investment Information (AIP Policy 2012)","46605","https://disclosures.ifc.org/project-detail/SII/46605/wcs-fidelity-gh",,"Fidelity Bank Ghana Limited","Ghana","GHA","Financial Institutions","FI-2","Regional Industry - FIG Africa","Pending","2022-08-05T00:00:00.000",,,,,,,,,"GH","2022-08-30T03:05:00.000"
"2022-05-31T00:00:00.000","GTLP HSBC ","Summary of Investment Information (AIP Policy 2012)","46812","https://disclosures.ifc.org/project-detail/SII/46812/gtlp-hsbc-","Guarantee","GTLP HSBC Bank","World Region","WLD","Financial Institutions","FI-3","CFGPD - Global Industry, Financial Markets/Trade & Supply Chain, Products","Pending","2022-06-24T00:00:00.000",,,,,"200.0","100.0",,"300.0","99","2022-08-30T03:05:00.000"
"2022-05-30T00:00:00.000","GTFP Global IME ","Summary of Investment Information (AIP Policy 2012)","37956","https://disclosures.ifc.org/project-detail/SII/37956/gtfp-global-ime-",,"GLOBAL IME BANK LIMITED.","Nepal","NEP","Financial Institutions","FI-3","CF4S5 - Regional Industry - FIG Asia & Pac/FIG Inv Ops - South Asia","Active","2022-05-23T00:00:00.000","2004-11-11T00:00:00.000","2015-12-09T00:00:00.000",,,,,,,"NP","2022-08-30T03:05:00.000"
"2022-05-28T00:00:00.000","WCS CR Banpais","Summary of Investment Information (AIP Policy 2012)","44278","https://disclosures.ifc.org/project-detail/SII/44278/wcs-cr-banpais","Loan","Banco del Pais S.A.","Honduras","HDS","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2022-06-27T00:00:00.000","2022-06-29T00:00:00.000","2022-06-30T00:00:00.000","2022-07-29T00:00:00.000",,,"60.0",,"60.0","HN","2022-08-30T03:05:00.000"
"2022-05-27T00:00:00.000","SLGP Equity BCDC","Summary of Investment Information (AIP Policy 2012)","45681","https://disclosures.ifc.org/project-detail/SII/45681/slgp-equity-bcdc",,"SLGP RSF Equity BCDC","Congo, Democratic Republic of","ZAI","Financial Institutions","FI-2","CF3S1 - Regional Industry - FIG Africa/FIG Africa Wst & Cen","Pending","2022-06-30T00:00:00.000",,,,,,,,,"ZR","2022-08-30T03:05:00.000"
"2022-05-27T00:00:00.000","Partech Africa Fund II","Summary of Investment Information (AIP Policy 2012)","46744","https://disclosures.ifc.org/project-detail/SII/46744/partech-africa-fund-ii",,"PARTECH AFRICA S.L.P.","Africa Region","AFR","Funds","FI-2","Disruptive Technologies and Funds","Pending","2022-07-04T00:00:00.000",,,,,,,,,"3A","2022-08-30T03:05:00.000"
"2022-05-27T00:00:00.000","BBVA Colombia Green Senior Loan","Summary of Investment Information (AIP Policy 2012)","46526","https://disclosures.ifc.org/project-detail/SII/46526/bbva-colombia-green-senior-loan","Loan","BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S A","Colombia","CLM","Financial Institutions","FI-2","Regional Industry - FIG LAC","Active","2022-06-27T00:00:00.000","2022-06-27T00:00:00.000","2022-06-28T00:00:00.000","2022-06-29T00:00:00.000",,,"200.0",,"200.0","CO","2022-08-30T03:05:00.000"
"2022-05-26T00:00:00.000","DCM Manappuram","Summary of Investment Information (AIP Policy 2012)","46651","https://disclosures.ifc.org/project-detail/SII/46651/dcm-manappuram","Loan","MANAPPURAM FINANCE LIMITED","India","IND","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2022-06-27T00:00:00.000","2022-06-27T00:00:00.000","2022-06-30T00:00:00.000","2022-07-20T00:00:00.000",,,"100.74",,"100.74","IN","2022-08-30T03:05:00.000"
"2022-05-26T00:00:00.000","Chola 2022 Loan","Summary of Investment Information (AIP Policy 2012)","46715","https://disclosures.ifc.org/project-detail/SII/46715/chola-2022-loan","Loan","CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED","India","IND","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2022-06-27T00:00:00.000","2022-06-27T00:00:00.000","2022-06-30T00:00:00.000","2022-07-19T00:00:00.000",,,"150.0",,"150.0","IN","2022-08-30T03:05:00.000"
"2022-05-26T00:00:00.000","Agrocorp Corporate Loan","Summary of Investment Information (AIP Policy 2012)","45872","https://disclosures.ifc.org/project-detail/SII/45872/agrocorp-corporate-loan","Loan","AGROCORP INTERNATIONAL PTE LTD","Bangladesh","BAN","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Pending","2022-06-28T00:00:00.000","2022-06-30T00:00:00.000",,,,,"18.0",,"18.0","BD","2022-08-30T03:05:00.000"
"2022-05-25T00:00:00.000","CSE Loan","Summary of Investment Information (AIP Policy 2012)","44490","https://disclosures.ifc.org/project-detail/SII/44490/cse-loan",,"CLINICA SAGRADA ESPERANCA LIMITADA","Angola","ANG","Health and Education","B","Regional Industry - MAS Africa","Pending","2022-07-29T00:00:00.000",,,,,,,,,"AO","2022-08-30T03:05:00.000"
"2022-05-25T00:00:00.000","BOP Grameen ","Summary of Investment Information (AIP Policy 2012)","45403","https://disclosures.ifc.org/project-detail/SII/45403/bop-grameen-","Loan","CREDITACCESS GRAMEEN LIMITED","India","IND","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2022-06-20T00:00:00.000","2022-06-13T00:00:00.000","2022-06-29T00:00:00.000","2022-08-17T00:00:00.000",,,"50.0",,"50.0","IN","2022-08-30T03:05:00.000"
"2022-05-25T00:00:00.000","DTRT CMT Expan.","Summary of Investment Information (AIP Policy 2012)","46656","https://disclosures.ifc.org/project-detail/SII/46656/dtrt-cmt-expan-","Loan","DTRT APPAREL MAURITIUS LTD","Ghana","GHA","Manufacturing","B","Regional Industry - MAS Africa","Pending","2022-06-27T00:00:00.000","2022-06-29T00:00:00.000",,,,,"4.0",,"4.0","GH","2022-08-30T03:05:00.000"
"2022-05-25T00:00:00.000","Sonker Refi","Summary of Investment Information (AIP Policy 2012)","44905","https://disclosures.ifc.org/project-detail/SII/44905/sonker-refi",,"SONKER BUNKERING COMPANY S.A.E.","Egypt, Arab Republic of","EGT","Infrastructure","B","Regional Industry - INF Africa","Pending","2022-06-30T00:00:00.000",,,,,,,,,"EG","2022-08-30T03:05:00.000"
"2022-05-24T00:00:00.000","Tembici RI","Summary of Investment Information (AIP Policy 2012)","46491","https://disclosures.ifc.org/project-detail/SII/46491/tembici-ri","Equity","TEMBICI","Brazil","BRA","Infrastructure","B","Disruptive Technologies and Funds","Active","2022-06-27T00:00:00.000","2022-06-08T00:00:00.000","2022-06-30T00:00:00.000","2022-07-14T00:00:00.000",,,,"5.0","5.0","BR","2022-08-30T03:05:00.000"
"2022-05-24T00:00:00.000","FCS RE SCE Senior Loan","Summary of Investment Information (AIP Policy 2012)","45510","https://disclosures.ifc.org/project-detail/SII/45510/fcs-re-sce-senior-loan","Loan","SOCIETE CAMEROUNAISE D'EQUIPEMENT S A","Cameroon","CAM","Financial Institutions","FI-2","Regional Industry - FIG Africa","Pending","2022-06-24T00:00:00.000","2022-06-23T00:00:00.000","2022-06-30T00:00:00.000",,,,"3.20",,"3.2","CM","2022-08-30T03:05:00.000"
"2022-05-23T00:00:00.000","DCM Access Bank Total Return Swap","Summary of Investment Information (AIP Policy 2012)","45332","https://disclosures.ifc.org/project-detail/SII/45332/dcm-access-bank-total-return-swap","Loan","Plover SARL","Nigeria","NIR","Financial Institutions","FI-2","Regional Industry - FIG Africa","Pending","2022-06-24T00:00:00.000","2022-06-28T00:00:00.000","2022-06-30T00:00:00.000",,,,"50.0",,"50.0","NG","2022-08-30T03:05:00.000"
"2022-05-23T00:00:00.000","LeapFrog Emerging Consumer Fund IV, LP","Summary of Investment Information (AIP Policy 2012)","46735","https://disclosures.ifc.org/project-detail/SII/46735/leapfrog-emerging-consumer-fund-iv-lp","Equity","LEAPFROG EMERGING CONSUMER FUND IV LP","World Region","WLD","Funds","FI-2","Disruptive Technologies and Funds","Pending","2022-06-23T00:00:00.000","2022-06-30T00:00:00.000","2022-06-30T00:00:00.000",,,,,"100.0","100.0","99","2022-08-30T03:05:00.000"
