"end_of_period","credit_number","region","country_code","country","borrower","credit_status","service_charge_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ida","due_to_ida","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","credits_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IDA00950","WESTERN AND CENTRAL AFRICA","ML","Mali","BANQUE DE DEV. DU MALI","Fully Repaid","0.75","USD","P001684","RAILWAYS","10752686.97","0.00","0.00","10752686.97","10752686.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1977-01-01T00:00:00.000","2016-07-01T00:00:00.000","1966-09-29T00:00:00.000","1966-09-22T00:00:00.000","1967-01-25T00:00:00.000","1974-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA01970","WESTERN AND CENTRAL AFRICA","ML","Mali","MINISTERE DE L'ECONOMIE ET FINANCES MALI","Fully Repaid","0.75","USD","P001685","ROAD STUDIES","8859298.05","0.00","0.00","8859298.05","8859298.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1980-12-01T00:00:00.000","2020-06-01T00:00:00.000","1970-06-17T00:00:00.000","1970-06-02T00:00:00.000","1970-09-09T00:00:00.000","1976-03-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA02770","WESTERN AND CENTRAL AFRICA","ML","Mali","MINISTERE DE L'ECONOMIE ET FINANCES MALI","Fully Repaid","0.75","USD","P001686","RICE DEVELOPMENT","6914655.34","0.00","0.00","6914655.34","6914655.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1982-06-01T00:00:00.000","2021-12-01T00:00:00.000","1972-01-06T00:00:00.000","1971-12-21T00:00:00.000","1972-06-26T00:00:00.000","1978-05-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA02771","WESTERN AND CENTRAL AFRICA","ML","Mali","MINISTERE DE L'ECONOMIE ET FINANCES MALI","Fully Repaid","0.75","USD","P001686","RICE DEVELOPMENT","2600000.00","0.00","0.00","2600000.00","2600000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1982-06-01T00:00:00.000","2021-12-01T00:00:00.000","1975-04-11T00:00:00.000","1975-02-11T00:00:00.000","1975-08-07T00:00:00.000","1979-09-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03210","WESTERN AND CENTRAL AFRICA","ML","Mali","MINISTERE DE L'ECONOMIE ET FINANCES MALI","Fully Repaid","0.75","USD","P001687","COMMUNICATIONS","3600000.00","0.00","0.00","3600000.00","3600000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1982-07-15T00:00:00.000","2022-01-15T00:00:00.000","1972-06-28T00:00:00.000","1972-06-15T00:00:00.000","1973-04-04T00:00:00.000","1979-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03830","WESTERN AND CENTRAL AFRICA","ML","Mali","MINISTERE DE L'ECONOMIE ET FINANCES MALI","Fully Repaid","0.75","USD","P001689","HWY REHABILITATION","9500000.00","0.00","0.00","9500000.00","9500000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1983-06-01T00:00:00.000","2022-12-01T00:00:00.000","1973-05-23T00:00:00.000","1973-04-17T00:00:00.000","1973-09-12T00:00:00.000","1983-03-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03831","WESTERN AND CENTRAL AFRICA","ML","Mali","MINISTERE DE L'ECONOMIE ET FINANCES MALI","Fully Repaid","0.75","USD","P001689","HWY REHABILITATION","8300000.00","0.00","0.00","8300000.00","8300000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1983-06-01T00:00:00.000","2022-12-01T00:00:00.000","1975-06-12T00:00:00.000","1975-06-03T00:00:00.000","1975-10-29T00:00:00.000","1981-12-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03840","WESTERN AND CENTRAL AFRICA","ML","Mali","MINISTERE DE L'ECONOMIE ET FINANCES MALI","Fully Repaid","0.75","USD","P001690","RAILWAYS II","6700000.00","0.00","0.00","6700000.00","6700000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1983-07-15T00:00:00.000","2023-01-15T00:00:00.000","1973-05-23T00:00:00.000","1973-04-17T00:00:00.000","1973-09-12T00:00:00.000","1978-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA04200","WESTERN AND CENTRAL AFRICA","ML","Mali","MINISTERE DE L'ECONOMIE ET FINANCES MALI","Fully Repaid","0.75","USD","P001688","EDUCATION I","5000000.00","0.00","0.00","5000000.00","5000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1983-07-15T00:00:00.000","2023-01-15T00:00:00.000","1973-07-11T00:00:00.000","1973-06-19T00:00:00.000","1973-11-15T00:00:00.000","1980-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA04430","WESTERN AND CENTRAL AFRICA","ML","Mali","MINISTERE DE L'ECONOMIE ET FINANCES MALI","Fully Repaid","0.75","USD","P001686","RICE DEVELOPMENT","2500000.00","0.00","0.00","2500000.00","2500000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1984-01-15T00:00:00.000","2023-07-15T00:00:00.000","1973-12-07T00:00:00.000","1973-11-13T00:00:00.000","1974-03-13T00:00:00.000","1977-12-31T00:00:00.000",
