"end_of_period","credit_number","region","country_code","country","borrower","credit_status","service_charge_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ida","due_to_ida","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","credits_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IDAB0010","WESTERN AND CENTRAL AFRICA","CI","Cote d'Ivoire","MINISTERE DE L'ECONOMIE ET DES FINANCES","Fully Cancelled",,"USD","P058547","AZITO (PART'L GUAR)-DROPPED","30328000.00","30328000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2000-04-15T00:00:00.000","2011-01-15T00:00:00.000","1998-12-28T00:00:00.000","1998-12-10T00:00:00.000","1998-12-28T00:00:00.000","2011-07-15T00:00:00.000",
"2022-07-31T00:00:00.000","IDAB0020","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Effective",,"USD","P065131","BD: Haripur Power Project","60900000.00","60900008.00","-8.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-8.00","2002-06-30T00:00:00.000","2014-12-31T00:00:00.000","2001-06-04T00:00:00.000","2000-06-01T00:00:00.000","2001-06-04T00:00:00.000","2001-12-01T00:00:00.000",
"2022-07-31T00:00:00.000","IDAB0030","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Terminated",,"USD","P063834","UG-Bujagali Priv Hydropower (DR)","115000000.00","115000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,,,"2001-12-18T00:00:00.000","2001-12-18T00:00:00.000",,
"2022-07-31T00:00:00.000","IDAB0040","EAST ASIA AND PACIFIC","VN","Vietnam","MINISTRY OF FINANCE","Effective",,"USD","P067973","Phu My 2.2 BOT Guarantee","75000000.00","75000000.06","-0.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.06","2005-11-15T00:00:00.000","2019-05-15T00:00:00.000","2002-10-31T00:00:00.000","2002-10-15T00:00:00.000","2002-10-31T00:00:00.000","2005-02-04T00:00:00.000",
"2022-07-31T00:00:00.000","IDAB0050","WESTERN AND CENTRAL AFRICA","3W","Western and Central Africa","BANQUE OUEST AFRICAINE DE DEVELOPMENT","Fully Cancelled",,"XDR","P074525","3A-WAEMU Capital Markets Dev FIL (FY04)","70000000.00","70000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2005-07-29T00:00:00.000","2024-04-24T00:00:00.000","2004-04-24T00:00:00.000","2004-02-26T00:00:00.000","2004-04-24T00:00:00.000",,
"2022-07-31T00:00:00.000","IDAB0060","WESTERN AND CENTRAL AFRICA","GH","Ghana","WEST AFRICAN GAS PIPELINE COMPANY LTD.","Effective",,"USD","P082502","3A-W Afr Gas Pipeline [IDA S/UP] (FY05)","50000000.00","8000000.00","42000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","42000000.00","2005-06-15T00:00:00.000","2026-12-15T00:00:00.000","2004-12-15T00:00:00.000","2004-11-23T00:00:00.000","2005-05-02T00:00:00.000","2013-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDAB0070","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Fully Cancelled",,"USD","P050439","UG-Priv & Utility Sec Reform (FY01)","5500000.00","5500000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2005-03-01T00:00:00.000","2011-09-01T00:00:00.000","2005-02-23T00:00:00.000","2005-02-23T00:00:00.000","2005-03-02T00:00:00.000","2012-03-02T00:00:00.000",
"2022-07-31T00:00:00.000","IDAB0080","EAST ASIA AND PACIFIC","LA","Lao People's Democratic Republic","Nam Theun 2 Power Company","Fully Cancelled",,"USD","P076445","LA-Nam Theun 2 Power Project","42000000.00","42000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2010-11-03T00:00:00.000","2022-05-03T00:00:00.000","2005-05-03T00:00:00.000","2005-03-31T00:00:00.000","2005-06-10T00:00:00.000","2017-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDAB0090","EASTERN AND SOUTHERN AFRICA","UG","Uganda","Ministry of Finance, Planning & Eco. Dev","Fully Cancelled",,"USD","P098770","3A-Trade Transp Facilit Rail (FY06)","10000000.00","10000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2006-06-01T00:00:00.000","2033-06-01T00:00:00.000","2008-01-16T00:00:00.000","2006-01-24T00:00:00.000","2012-06-22T00:00:00.000","2015-09-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDAB0100","EASTERN AND SOUTHERN AFRICA","KE","Kenya","The National Treasury and Planning","Fully Cancelled",,"USD","P098770","3A-Trade Transp Facilit Rail (FY06)","45000000.00","45000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2006-06-01T00:00:00.000","2033-06-01T00:00:00.000","2008-01-16T00:00:00.000","2006-01-24T00:00:00.000","2012-06-22T00:00:00.000","2015-09-30T00:00:00.000",
