"date_disclosed","project_name","document_type","project_number","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"2022-08-31T00:00:00.000","KCB Senior Loan","Summary of Investment Information (AIP Policy 2012)","46587","Loan","KCB BANK KENYA LIMITED","Kenya","KEN","Financial Institutions","FI-2","Regional Industry - FIG Africa","Pending","2022-06-29T00:00:00.000",,,"150.0",,"150.0","KE","2022-09-02T03:05:00.000"
"2022-05-11T00:00:00.000","Project Autumn","Summary of Investment Information (AIP Policy 2012)","46166","Equity","EQUITY GROUP HOLDINGS PLC","Kenya","KEN","Financial Institutions","FI-1","Regional Industry - FIG Africa","Active","2021-12-21T00:00:00.000",,,,"84.05","84.05","KE","2022-09-02T03:05:00.000"
"2022-03-10T00:00:00.000","DCM KMRC","Summary of Investment Information (AIP Policy 2012)","45936","Loan","KENYA MORTGAGE REFINANCE COMPANY","Kenya","KEN","Financial Institutions","FI-3","Regional Industry - FIG Africa","Active","2022-02-17T00:00:00.000",,,"36.97",,"36.97","KE","2022-09-02T03:05:00.000"
"2021-12-22T00:00:00.000","EBK Sub Loan II","Summary of Investment Information (AIP Policy 2012)","45970","Loan","EQUITY BANK KENYA LIMITED","Kenya","KEN","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2021-12-15T00:00:00.000",,,"50.0",,"50.0","KE","2022-09-02T03:05:00.000"
"2021-10-22T00:00:00.000","ISC-Antler EA Fund I","Summary of Investment Information (AIP Policy 2012)","45075","Equity","ANTLER EAST AFRICA FUND I LP","Kenya","KEN","Funds","FI-3","Disruptive Technologies and Funds","Active","2021-03-31T00:00:00.000",,,,"30.0","30.0","KE","2022-09-02T03:05:00.000"
"2021-10-08T00:00:00.000","Atlas Tower KE","Summary of Investment Information (AIP Policy 2012)","45720","Loan","ATLAS TOWER KENYA LIMITED","Kenya","KEN","Telecommunications, Media, and Technology","B","Regional Industry - INF Africa","Active","2021-11-12T00:00:00.000",,,"13.64",,"13.64","KE","2022-09-02T03:05:00.000"
"2021-09-29T00:00:00.000","WCS COVID GTBK","Summary of Investment Information (AIP Policy 2012)","44972","Loan","GUARANTY TRUST BANK (KENYA) LIMITED","Kenya","KEN","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2021-10-28T00:00:00.000",,,"15.0",,"15.0","KE","2022-09-02T03:05:00.000"
"2021-06-02T00:00:00.000","LPG Mombasa","Summary of Investment Information (AIP Policy 2012)","44248","Loan","MOMBASA GAS TERMINAL LTD.","Kenya","KEN","Manufacturing","B","Regional Industry - MAS Africa","Pending","2021-03-12T00:00:00.000",,,"5.0",,"5.0","KE","2022-09-02T03:05:00.000"
"2021-05-24T00:00:00.000","Lexo Energy","Summary of Investment Information (AIP Policy 2012)","43838","Loan","LEXO ENERGY LTD","Kenya","KEN","Manufacturing","B","Regional Industry - MAS Africa","Pending","2022-05-27T00:00:00.000",,,"7.80",,"7.8","KE","2022-09-02T03:05:00.000"
"2021-05-19T00:00:00.000","I&M Bank Kenya -Tier II Sub-Loan ","Summary of Investment Information (AIP Policy 2012)","44168","Loan","I AND M BANK LTD","Kenya","KEN","Financial Institutions","FI-2","Regional Industry - FIG Africa","Active","2021-03-31T00:00:00.000",,,"30.0",,"30.0","KE","2022-09-02T03:05:00.000"
