Image,icon,title,link,sort,background,description,data-type
https://www.data.act.gov.au/views/7b8y-e7hx/files/55e2d7e9-8fef-45f9-b9c3-6a10fa36c8be,&#xE9A3;,ACT Public School Census Data,https://www.data.act.gov.au/Education/School-census-Feb-2017-group-by-government-school/5675-n4qc,3,,Click through for a visualisation of February 2017 enrolment numbers for ACT Public Schools,Chart
https://www.data.act.gov.au/views/7b8y-e7hx/files/3fdf7ed8-4e4b-4d83-81cc-2d922797892a,&#x1F6B2;,Do you ride a bike?,https://www.data.act.gov.au/Transport/Cyclist-Crashes-Heat-Map/8ea8-wvzq,1,,This heat map shows on-road cyclist crashes since 2012,Map
https://www.data.act.gov.au/views/7b8y-e7hx/files/bbcb5903-396d-4d63-9074-86d0d94d0769,&#xF414;,Outdoor Fitness Sites in the ACT,https://www.data.act.gov.au/Infrastructure-and-Utilities/Fitness-Sites-locations/f4bf-p2d9,6,,Want to exercise outdoors? This map shows you outdoor fitness sites around the ACT.,Map
,&#xE7A0;,Data Catalogue,/browse,5,#2B328C,Takes you directly to the full catalogue of datasets and pre-built views.,Datasets
https://www.data.act.gov.au/views/7b8y-e7hx/files/5f3110d9-79b7-49d8-8dcb-ec47e30285bd,&#xED50;,Traffic Camera Offences & Fines,https://www.data.act.gov.au/Transport/Traffic-camera-offences-and-fines/2sx9-4wg7/data,8,,What is our most common traffic infringement? Click through to view the data,Dataset
https://www.data.act.gov.au/views/7b8y-e7hx/files/ee2fb5f8-07ab-45c7-b9e1-a0d11cda1e4b,&#xF142;,Public BBQ sites,https://www.data.act.gov.au/Infrastructure-and-Utilities/Barbeques-in-ACT/v2u4-uniz,4,,Winter is coming. Get out and enjoy a BBQ while the weather is good,Map
https://www.data.act.gov.au/views/7b8y-e7hx/files/1fe1faf7-8e8f-4b41-b5fb-0b71f68d2cad,&#x1F4CC,"Wide Brown Land by artists Marcus Tatton, Futago and Chris Viney",https://www.data.act.gov.au/Infrastructure-and-Utilities/ACT-Public-Art-locations/jg2e-9hth,2,,Explore more ACT Public Art like this,Map
,&#x1F50A;,Suggest a Dataset,/nominate,9,#0ADD77,How can we make this better for you? What datasets you would like to have?,
https://www.data.act.gov.au/views/7b8y-e7hx/files/537b250e-7fa1-43d0-ae10-00b657847902,&#xE673;,Geospatial Data Catalogue,http://actmapi.actgov.opendata.arcgis.com/,7,,Access all ACT Government Open Spatial Data,Maps
