"the_geom","id","stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","loc_type","wheelchair"
"POINT (149.156139 -35.22263)","0","6155",,"Bimberi Centre","-35.22263","149.156139",,,"0","0"
"POINT (149.028441 -35.230096)","0","4990",,"Castieau St before Fullagar Cr","-35.230096","149.028441",,,"0","0"
"POINT (149.107132 -35.355484999999994)","0","2102",,"Kareelah Vsta after Gerogery Pl","-35.355485","149.107132",,,"0","0"
"POINT (149.060234 -35.35548300000001)","0","2417",,"Arawang PS Nemerang Cr","-35.355483","149.060234",,,"0","0"
"POINT (149.102015 -35.435899)","0","1079",,"Outtrim Av before 2nd Carter Cr","-35.435899","149.102015",,,"0","0"
"POINT (149.094157 -35.188026)","0","5066",,"Temperley St before Vine Pl","-35.188026","149.094157",,,"0","0"
"POINT (149.128904 -35.297867)","0","3259",,"The Treasury Building King Edward Tce","-35.297867","149.128904",,,"0","0"
"POINT (149.054195 -35.213576)","0","4264",,"Verbrugghen St before Brownlee Pl","-35.213576","149.054195",,,"0","0"
"POINT (149.173424 -35.38624300000001)","0","2663",,"Sheppard St before Arnott St","-35.386243","149.173424",,,"0","0"
"POINT (149.06458899999998 -35.214853000000005)","0","4173",,"Moynihan St before 2nd Ligertwood St","-35.214853","149.064589",,,"0","0"
"POINT (149.064694 -35.206257)","0","4079",,"Alpen St after Baddeley Cr","-35.206257","149.064694",,,"0","0"
"POINT (149.097904 -35.322115000000004)","0","2291",,"Kent St opp Royal Life Saving House","-35.322115","149.097904",,,"0","0"
"POINT (149.127426 -35.245721)","0","4548",,"Mouat St opp National Hockey Centre","-35.245721","149.127426",,,"0","0"
"POINT (149.129512 -35.340634)","0","3280",,"La Perouse St before Cygnet Cr","-35.340634","149.129512",,,"0","0"
"POINT (149.02778 -35.23135800000001)","0","4341",,"Fullagar Cr opp Higgins Shops","-35.231358","149.02778",,,"0","0"
"POINT (149.026142 -35.237959000000004)","0","4883",,"Kinsella St after Drake Brockman Dr","-35.237959","149.026142",,,"0","0"
"POINT (149.09571599999998 -35.250052000000004)","0","3440",,"Vowles Cr opp CIT Solutions","-35.250052","149.095716",,,"0","0"
"POINT (149.086631 -35.373089)","0","2074",,"Torrens Shops Beasley St","-35.373089","149.086631",,,"0","0"
"POINT (149.108831 -35.314271000000005)","0","2642",,"Gawler Cr before Deakin Shops","-35.314271","149.108831",,,"0","0"
"POINT (149.101899 -35.211217)","0","4047",,"Chuculba Cr opp 1st Antares Cr","-35.211217","149.101899",,,"0","0"
"POINT (149.092679 -35.408807)","0","1462",,"Harricks Cr after 1st Cracknell St","-35.408807","149.092679",,,"0","0"
"POINT (149.162296 -35.294171999999996)","0","3351",,"Milne Bay Rd after General Bridges Rd","-35.294172","149.162296",,,"0","0"
"POINT (149.107483 -35.40265)","0","1166",,"Bugden Av after Sternberg Cr","-35.40265","149.107483",,,"0","0"
"POINT (149.044929 -35.239286)","0","4472",,"Petterd St after 2nd Hannaford St","-35.239286","149.044929",,,"0","0"
"POINT (149.142543 -35.278386)","0","3099",,"Gooreen St after Allambee St","-35.278386","149.142543",,,"0","0"
"POINT (149.15298700000005 -35.290421)","0","3077",,"Blamey Cr after Chauvel St","-35.290421","149.152987",,,"0","0"
