"the_geom","id","stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","loc_type","wheelchair"
"POINT (149.16398999999998 -35.192591)","0","6200",,"Bettong Av before Hawksbill St","-35.192591","149.16399",,,"0","0"
"POINT (149.09817900000002 -35.319844)","0","2278",,"Canberra Private Hospital Kent St","-35.319844","149.098179",,,"0","0"
"POINT (149.082777 -35.324606)","0","2014",,"Carruthers St opp Curtin Shops","-35.324606","149.082777",,,"0","0"
"POINT (149.042443 -35.34205300000001)","0","2144",,"Hindmarsh Dr after Dixon Dr","-35.342053","149.042443",,,"0","0"
"POINT (149.08229 -35.257332)","0","4523",,"Bandjalong Cr before Nungara St","-35.257332","149.08229",,,"0","0"
"POINT (149.133731 -35.301181)","0","3261",,"Parkes Pl opp John Gorton Building","-35.301181","149.133731",,,"0","0"
"POINT (149.110769 -35.170969)","0","4742",,"Gurrang Av after Wanganeen Av","-35.170969","149.110769",,,"0","0"
"POINT (149.104023 -35.18132000000001)","0","4731",,"Anne Clark Av opp Freda Bennett Cct","-35.18132","149.104023",,,"0","0"
"POINT (149.115224 -35.44801)","0","1113",,"Louis Loder St after 1st Cochrane Cr","-35.44801","149.115224",,,"0","0"
"POINT (149.069534 -35.216567)","0","4180",,"William Webb Dr before Callaghan St","-35.216567","149.069534",,,"0","0"
"POINT (149.09647900000002 -35.17378000000001)","0","6109",,"Casey Market Town Kingsland Pde","-35.17378","149.096479",,,"0","0"
"POINT (149.04055300000002 -35.228657)","0","4190",,"Southern Cross Dr after Kingsford Smith Dr","-35.228657","149.040553",,,"0","0"
"POINT (149.135991 -35.286351)","0","3034",,"Constitution Av opp CIT Reid","-35.286351","149.135991",,,"0","0"
"POINT (149.032838 -35.226771)","0","4357",,"Southern Cross Dr after Kingsford Smith Dr","-35.226771","149.032838",,,"0","0"
"POINT (149.111349 -35.463891)","0","1687",,"Templestowe Av after Eaglemont Rt","-35.463891","149.111349",,,"0","0"
"POINT (149.088005 -35.416239000000004)","0","1451",,"Clive Steele Av before 2nd Balsillie Cr","-35.416239","149.088005",,,"0","0"
"POINT (149.158305 -35.195551)","0","6058",,"Jenolan St before Cultivation St","-35.195551","149.158305",,,"0","0"
"POINT (149.113629 -35.200692)","0","6332",,"Langtree Cr before 1st Drooka Cr","-35.200692","149.113629",,,"0","0"
"POINT (149.151633 -35.242984)","0","4595",,"Phillip Av after Shirley St","-35.242984","149.151633",,,"0","0"
"POINT (149.139266 -35.265169)","0","3144",,"Cowper St opp All Saints Church","-35.265169","149.139266",,,"0","0"
"POINT (149.137656 -35.213928)","0","4934",,"Hoskins St before Dacre St","-35.213928","149.137656",,,"0","0"
"POINT (149.051652 -35.253723)","0","4437",,"Shumack St after Harcourt St","-35.253723","149.051652",,,"0","0"
"POINT (149.121032 -35.416431)","0","1539",,"Norriss St opp Caroline Chisholm Senior School","-35.416431","149.121032",,,"0","0"
"POINT (149.14789299999998 -35.335868)","0","2571",,"Narrabundah College Jerrabomberra Av","-35.335868","149.147893",,,"0","0"
"POINT (149.089281 -35.472807)","0","1201",,"Knoke Av after 1st Harry Hopman Cct","-35.472807","149.089281",,,"0","0"
"POINT (149.14084200000002 -35.250227)","0","3164",,"Cowper St opp Dickson Shops","-35.250227","149.140842",,,"0","0"
"POINT (149.118563 -35.453058)","0","1811",,"Theodore Terminus Chippindall Cct","-35.453058","149.118563",,,"0","0"
"POINT (149.14255800000004 -35.278631)","0","3096",,"Gooreen St after Coranderrk St","-35.278631","149.142558",,,"0","0"
"POINT (149.114249 -35.203967999999996)","0","6152",,"Langtree Cr after Fergus St","-35.203968","149.114249",,,"0","0"
"POINT (149.161835 -35.28525)","0","2263",,"Fairbairn Av after Truscott St","-35.28525","149.161835",,,"0","0"
"POINT (149.111503 -35.164066999999996)","0","4703",,"Unaipon Av after Len Waters St","-35.164067","149.111503",,,"0","0"
"POINT (149.109052 -35.314192)","0","2643",,"Gawler Cr after Deakin Shops","-35.314192","149.109052",,,"0","0"
"POINT (149.124589 -35.166072)","0","5997",,"Good Shepherd PS Burdekin Av","-35.166072","149.124589",,,"0","0"
"POINT (149.100203 -35.221828)","0","5005",,"Baldwin Dr opp 2nd Maribyrnong Av","-35.221828","149.100203",,,"0","0"
"POINT (149.044157 -35.192678)","0","4233",,"Daley Cr opp Fraser Shops","-35.192678","149.044157",,,"0","0"
"POINT (149.10273 -35.233647999999995)","0","4017",,"Gwydir Square Maribyrnong Av","-35.233648","149.10273",,,"0","0"
"POINT (149.135985 -35.419093)","0","1140",,"Gilmore PS Heagney Cr","-35.419093","149.135985",,,"0","0"
"POINT (149.08879 -35.253913)","0","4977",,"Mary Potter Cct opp Calvary Public Hospital","-35.253913","149.08879",,,"0","0"
"POINT (149.04243500000004 -35.356885999999996)","0","2162",,"Perry Dr opp Chapman PS","-35.356886","149.042435",,,"0","0"
"POINT (149.11316000000002 -35.317139000000005)","0","2219",,"Gawler Cr opp Canberra Girls Grammar Senior School","-35.317139","149.11316",,,"0","0"
"POINT (149.153198 -35.232521000000006)","0","3252",,"Knox St before Piddington St","-35.232521","149.153198",,,"0","0"
"POINT (149.063721 -35.259589)","0","4641",,"Cook Shops Templeton St","-35.259589","149.063721",,,"0","0"
"POINT (149.053761 -35.352146000000005)","0","1258",,"Namatjira Dr opp St John Vianney","-35.352146","149.053761",,,"0","0"
"POINT (149.09498200000002 -35.4012)","0","1336",,"Sternberg Cr opp Whiteman Cr","-35.4012","149.094982",,,"0","0"
"POINT (149.122715 -35.184785999999995)","0","6031",,"Gundaroo Dr after Ginn St","-35.184786","149.122715",,,"0","0"
"POINT (149.031947 -35.298611)","0","2835",,"Holborow Av after Greenwood St","-35.298611","149.031947",,,"0","0"
"POINT (149.041639 -35.202234000000004)","0","4151",,"Tillyard Dr after McDougall St","-35.202234","149.041639",,,"0","0"
"POINT (149.134937 -35.251049)","0","945",,"Dickson Interchange Plt 1","-35.251049","149.134937",,"https://www.transport.act.gov.au/__data/assets/pdf_file/0011/1244198/TC_station_dickson.pdf","0","0"
"POINT (149.027657 -35.22166)","0","4908",,"Southern Cross Dr before Chave St","-35.22166","149.027657",,,"0","0"
"POINT (149.091162 -35.212595)","0","4054",,"Canopus Cr after Achernar Cl","-35.212595","149.091162",,,"0","0"
"POINT (149.06621299999998 -35.256107)","0","4511",,"Redfern St before Allman Cct","-35.256107","149.066213",,,"0","0"
"POINT (149.051151 -35.213204)","0","4261",,"Verbrugghen St opp Melba HS","-35.213204","149.051151",,,"0","0"
"POINT (149.102701 -35.348687)","0","2604",,"Bateson Rd before Canberra Hospital","-35.348687","149.102701",,,"0","0"
"POINT (149.094546 -35.230009)","0","4012",,"Baldwin Dr after 2nd Maribyrnong Av","-35.230009","149.094546",,,"0","0"
"POINT (149.108824 -35.21755)","0","4033",,"Maribyrnong Av before 2nd Onkaparinga Cr","-35.21755","149.108824",,,"0","0"
"POINT (149.09741599999998 -35.397754)","0","1368",,"Langdon Av before Longmore Cr","-35.397754","149.097416",,,"0","0"
"POINT (149.033043 -35.205867)","0","4205",,"Lhotsky St opp Charnwood Shops","-35.205867","149.033043",,,"0","0"
"POINT (149.12004199999998 -35.174667)","0","4720",,"Paul Coe Cr Shops Paul Coe Cr","-35.174667","149.120042",,,"0","0"
"POINT (149.160287 -35.196338)","0","6056",,"Cultivation St before Granites St","-35.196338","149.160287",,,"0","0"
"POINT (149.10630100000003 -35.304595)","0","2230",,"Schlich St before Hopetoun Cct","-35.304595","149.106301",,,"0","0"
"POINT (149.046786 -35.320311)","0","2841",,"Annabelle View after Harold White Av","-35.320311","149.046786",,,"0","0"
"POINT (149.067248 -35.21425)","0","4175",,"Moynihan St before 2nd Alderman St","-35.21425","149.067248",,,"0","0"
"POINT (149.10133000000002 -35.15952)","0","4843",,"Whitrod Av after Kowalski St","-35.15952","149.10133",,,"0","0"
"POINT (149.003141 -35.2162)","0","0404",,"MacFarlane Burnet Av before De Gruchy Pl","-35.2162","149.003141",,,"0","0"
"POINT (149.037345 -35.22048200000001)","0","4414",,"O'Loghlen St after 1st Chambers St","-35.220482","149.037345",,,"0","0"
"POINT (149.060234 -35.35548300000001)","0","2417",,"Arawang PS Nemerang Cr","-35.355483","149.060234",,,"0","0"
"POINT (149.141475 -35.259595000000004)","0","3149",,"Cowper St at 2nd Bonney St","-35.259595","149.141475",,,"0","0"
"POINT (149.115701 -35.410953000000006)","0","1615",,"Holy Family PS Castleton Cr","-35.410953","149.115701",,,"0","0"
"POINT (149.127953 -35.409005)","0","1149",,"Coyne St before Carson St","-35.409005","149.127953",,,"0","0"
"POINT (149.016851 -35.22351)","0","4959",,"Starke St after Luke St","-35.22351","149.016851",,,"0","0"
"POINT (149.117599 -35.15947)","0","6111",,"Crackajack Way before Bandstand St","-35.15947","149.117599",,,"0","0"
"POINT (149.05715800000002 -35.389395)","0","1288",,"Boddington Cr before Broad Pl","-35.389395","149.057158",,,"0","0"
"POINT (149.04036000000002 -35.191592)","0","4228",,"Shakespeare Cr after Filshie Cl","-35.191592","149.04036",,,"0","0"
"POINT (149.038367 -35.221105)","0","4993",,"O'Loghlen St before 2nd Stretton Cr","-35.221105","149.038367",,,"0","0"
"POINT (149.158089 -35.289365999999994)","0","3080",,"Vasey Cr opp 100","-35.289366","149.158089",,,"0","0"
"POINT (149.14553700000002 -35.271755999999996)","0","3230",,"Chisholm St after Paterson St","-35.271756","149.145537",,,"0","0"
"POINT (149.049422 -35.34894)","0","2424",,"Fremantle Dr opp Bunbury St","-35.34894","149.049422",,,"0","0"
"POINT (149.077479 -35.404247)","0","1596",,"Newman-Morris Cct before Taverner St","-35.404247","149.077479",,,"0","0"
"POINT (149.031757 -35.336822999999995)","0","2133",,"Duffy Shops Burrinjuck Cr","-35.336823","149.031757",,,"0","0"
"POINT (149.127409 -35.299451)","0","1778",,"Langton Cr after Newlands St","-35.299451","149.127409",,,"0","0"
"POINT (149.06022 -35.2396)","0","942",,"Cohen St Interchange Plt 2","-35.2396","149.06022",,"https://www.transport.act.gov.au/__data/assets/pdf_file/0009/1244196/TC_station_cohen.pdf","0","0"
"POINT (149.125458 -35.194618)","0","4775",,"Kosciuszko Av before Mainwaring Rich Cct","-35.194618","149.125458",,,"0","0"
"POINT (149.04161299999998 -35.194914000000004)","0","4487",,"Tillyard Dr before Reuther St","-35.194914","149.041613",,,"0","0"
"POINT (149.051974 -35.20671)","0","4162",,"Alfred Hill Dr after Henslowe Pl","-35.20671","149.051974",,,"0","0"
"POINT (149.060178 -35.358631)","0","2090",,"Badimara St after 1st Kalgoorlie Cr","-35.358631","149.060178",,,"0","0"
"POINT (149.024459 -35.228004)","0","4363",,"Starke St opp Hardwick Cr","-35.228004","149.024459",,,"0","0"
"POINT (149.078911 -35.396159999999995)","0","1323",,"Fincham Cr after Morrissey St","-35.39616","149.078911",,,"0","0"
"POINT (149.03456100000002 -35.354717)","0","2156",,"Perry Dr before Rene St","-35.354717","149.034561",,,"0","0"
"POINT (149.125852 -35.336672)","0","3277",,"Golden Gr before Quiros St","-35.336672","149.125852",,,"0","0"
"POINT (149.085728 -35.460663000000004)","0","1235",,"Knoke Av after Midge St","-35.460663","149.085728",,,"0","0"
"POINT (149.075535 -35.35253)","0","2061",,"Chifley Shops Eggleston Cr","-35.35253","149.075535",,,"0","0"
"POINT (149.099516 -35.210207000000004)","0","4048",,"Chuculba Cr after Nyawi Pl","-35.210207","149.099516",,,"0","0"
"POINT (149.066372 -35.419474)","0","2718",,"Soward Way after Athllon Dr","-35.419474","149.066372",,,"0","0"
"POINT (149.04850300000004 -35.334412)","0","2396",,"Blackwood Tce after Mulley St","-35.334412","149.048503",,,"0","0"
"POINT (149.11509099999998 -35.26072)","0","3111",,"Miller St opp Hack St","-35.26072","149.115091",,,"0","0"
"POINT (149.068755 -35.197685)","0","4097",,"Clarey Cr before Boote St","-35.197685","149.068755",,,"0","0"
"POINT (149.074975 -35.207772999999996)","0","4114",,"Heydon Cr opp Evatt PS","-35.207773","149.074975",,,"0","0"
"POINT (149.091607 -35.426111999999996)","0","1001",,"Drumston St opp MacKillop College","-35.426112","149.091607",,,"0","0"
"POINT (149.069179 -35.239779)","0","5512",,"Belconnen Interchange Plt 2","-35.239779","149.069179",,"https://www.transport.act.gov.au/__data/assets/pdf_file/0010/1244197/TC_station_community.pdf","0","0"
"POINT (149.017666 -35.211024)","0","4376",,"Osburn Dr opp Archdall St","-35.211024","149.017666",,,"0","0"
"POINT (149.087902 -35.344530999999996)","0","2908",,"Woden Interchange Plt 5","-35.344531","149.087902",,"https://www.transport.act.gov.au/__data/assets/pdf_file/0016/1244203/TC_station_woden.pdf","0","0"
"POINT (149.019576 -35.199308)","0","4482",,"Lance Hill Av before 2nd Evelyn Owen Cr","-35.199308","149.019576",,,"0","0"
"POINT (149.103166 -35.219273)","0","4037",,"Maribyrnong Av opp Kaleen Village","-35.219273","149.103166",,,"0","0"
"POINT (149.019328 -35.222482)","0","4334",,"Kippax Terminus","-35.222482","149.019328",,,"0","0"
"POINT (149.05613300000002 -35.202913)","0","4251",,"Kingsford Smith Dr before Le Gallienne St","-35.202913","149.056133",,,"0","0"
"POINT (149.113865 -35.420965)","0","1499",,"Beattie Cr opp Hemmings Cr","-35.420965","149.113865",,,"0","0"
"POINT (149.113621 -35.420984000000004)","0","1498",,"Beattie Cr after Hemmings Cr","-35.420984","149.113621",,,"0","0"
"POINT (149.070847 -35.419798)","0","1067",,"Anketell St opp Tuggeranong Square","-35.419798","149.070847",,,"0","0"
"POINT (149.010915 -35.225134000000004)","0","4315",,"Beaurepaire Cr opp Holt Shops","-35.225134","149.010915",,,"0","0"
"POINT (149.14988799999998 -35.291834)","0","3075",,"Blamey Cr before Vasey Cr","-35.291834","149.149888",,,"0","0"
"POINT (149.047228 -35.247203000000006)","0","4443",,"Gillespie St before Southwell St","-35.247203","149.047228",,,"0","0"
"POINT (149.132225 -35.340621)","0","3282",,"La Perouse St before Red Hill Shops","-35.340621","149.132225",,,"0","0"
"POINT (149.10323200000002 -35.424109)","0","1840",,"Ashley Dr before Isabella Dr","-35.424109","149.103232",,,"0","0"
"POINT (149.124129 -35.177537)","0","4874",,"Mirrabei Dr before 1st Paul Coe Cr","-35.177537","149.124129",,,"0","0"
"POINT (149.074925 -35.32116)","0","2009",,"Throssell St after Jennings St","-35.32116","149.074925",,,"0","0"
"POINT (149.099162 -35.403649)","0","1172",,"Erindale Interchange Plt 1","-35.403649","149.099162",,,"0","0"
"POINT (149.045799 -35.225843)","0","4421",,"Krefft St after 2nd Ennor Cr","-35.225843","149.045799",,,"0","0"
"POINT (149.123228 -35.270140000000005)","0","4614",,"McCaughey St at Masson St","-35.27014","149.123228",,,"0","0"
"POINT (149.08626999999998 -35.234327)","0","1739",,"Pantowora St after Allawoona St","-35.234327","149.08627",,,"0","0"
"POINT (149.103025 -35.240176)","0","5171",,"Braybrooke St before Ginninderra Dr","-35.240176","149.103025",,,"0","0"
"POINT (149.11610100000001 -35.269943)","0","3102",,"Boldrewood St after Ridley St","-35.269943","149.116101",,,"0","0"
"POINT (149.093228 -35.180254999999995)","0","4814",,"Gold Creek HS Kelleway Av","-35.180255","149.093228",,,"0","0"
"POINT (149.04215 -35.350687)","0","2298",,"Streeton Dr before Bangalay Cr","-35.350687","149.04215",,,"0","0"
"POINT (149.143845 -35.17083300000001)","0","6165",,"Burgmann Anglican School Forde Campus","-35.170833","149.143845",,,"0","0"
"POINT (149.05726299999998 -35.342273999999996)","0","2202",,"Namatjira Dr after Conder St","-35.342274","149.057263",,,"0","0"
"POINT (149.141162 -35.276208000000004)","0","3236",,"Gooreen St before Batman St","-35.276208","149.141162",,,"0","0"
"POINT (149.110857 -35.193861)","0","5054",,"Gundaroo Dr after Burrowa St","-35.193861","149.110857",,,"0","0"
"POINT (149.117059 -35.28778)","0","4631",,"Constables Cottage Lennox Crossing","-35.28778","149.117059",,,"0","0"
"POINT (149.09981499999998 -35.476442999999996)","0","1678",,"Forsythe St after 2nd Smeaton Cct","-35.476443","149.099815",,,"0","0"
"POINT (149.12108700000002 -35.254883)","0","3190",,"Brigalow St before Scrivener St","-35.254883","149.121087",,,"0","0"
"POINT (149.13863700000002 -35.343101000000004)","0","2333",,"Dalrymple St after Goyder St","-35.343101","149.138637",,,"0","0"
"POINT (149.134429 -35.328977)","0","3301",,"Bremer St before Captain Cook Cr","-35.328977","149.134429",,,"0","0"
"POINT (149.021842 -35.197162)","0","5098",,"Lance Hill Av before 1st Evelyn Owen Cr","-35.197162","149.021842",,,"0","0"
"POINT (149.145898 -35.262491)","0","3221",,"O'Connell St opp Ainslie Shops","-35.262491","149.145898",,,"0","0"
"POINT (149.062983 -35.345901)","0","2185",,"McInnes St after 2nd Buvelot St","-35.345901","149.062983",,,"0","0"
"POINT (149.112125 -35.167805)","0","4698",,"Unaipon Av after Ngunnawal PS","-35.167805","149.112125",,,"0","0"
"POINT (149.087964 -35.209901)","0","4792",,"William Slim Dr after Chuculba Cr","-35.209901","149.087964",,,"0","0"
"POINT (149.04385200000002 -35.243708000000005)","0","4448",,"Hawker Shops Hawker Pl","-35.243708","149.043852",,,"0","0"
"POINT (149.131463 -35.281324)","0","3356",,"Legislative Assembly London Cct","-35.281324","149.131463",,,"0","0"
"POINT (149.063966 -35.351929999999996)","0","2240",,"Nemarang Cr opp Larakia St","-35.35193","149.063966",,,"0","0"
"POINT (149.11451599999998 -35.375628999999996)","0","2468",,"Julia Flynn Av after Alexander Mackie Cct","-35.375629","149.114516",,,"0","0"
"POINT (149.03260600000002 -35.236746999999994)","0","4298",,"Kingsford Smith Dr opp Findlay St","-35.236747","149.032606",,,"0","0"
"POINT (149.069297 -35.333039)","0","2504",,"Heysen St before Devonport St","-35.333039","149.069297",,,"0","0"
"POINT (149.02188 -35.299328)","0","2830",,"Denman Prospect Shops Felstead Vista","-35.299328","149.02188",,,"0","0"
"POINT (149.10523999999998 -35.171595)","0","4736",,"Jabanungga Av after Taylor St","-35.171595","149.10524",,,"0","0"
"POINT (149.097043 -35.414112)","0","1439",,"Clive Steele Av before 2nd Fraenkel St","-35.414112","149.097043",,,"0","0"
"POINT (149.026385 -35.237903)","0","4882",,"Kinsella St before 2nd Nicholas St","-35.237903","149.026385",,,"0","0"
"POINT (149.086937 -35.391088)","0","1906",,"Langdon Av opp Wanniassa Shops","-35.391088","149.086937",,,"0","0"
"POINT (149.135701 -35.271516999999996)","0","3388",,"Fawkner St before Girrahween St","-35.271517","149.135701",,,"0","0"
"POINT (149.085974 -35.443044)","0","1184",,"Clare Dennis Av before Armbruster St","-35.443044","149.085974",,,"0","0"
"POINT (149.09281000000001 -35.186159)","0","5067",,"Temperley St opp Stedman Pl","-35.186159","149.09281",,,"0","0"
"POINT (149.07306499999999 -35.222305000000006)","0","4136",,"Dumas St after 2nd Bean Cr","-35.222305","149.073065",,,"0","0"
"POINT (149.163382 -35.241028)","0","3175",,"Antill St opp Fison St","-35.241028","149.163382",,,"0","0"
"POINT (149.096768 -35.346014000000004)","0","2485",,"Ainsworth St after Kitchener St","-35.346014","149.096768",,,"0","0"
