CRASH_ID,CRASH_DATE,CRASH_TIME,SEVERITY,CRASH_TYPE,CYCLISTS,CYCLIST_CASUALTIES,REPORTED_LOCATION,LATITUDE,LONGITUDE,LOCATION_1,Zip Codes,Suburb
1212158,02 August 2019,12:00,Injury,Other - Vehicle to Vehicle,1,1,FAWKNER STREET (FARRER -> ELOUERA),-35.272927,149.135539,"(-35.272927, 149.135539)",,52
1212428,26 July 2019,18:20,Property Damage Only,Right angle collision,1,0,BATMAN/GOOREEN INTERSECTION,-35.275991,149.14107,"(-35.275991, 149.14107)",,52
1188323,15 July 2018,11:00,Property Damage Only,Right angle collision,1,0,COTTER/LADY DENMAN INTERSECTION,-35.312936,149.082802,"(-35.312936, 149.082802)",,
1188459,19 July 2018,09:30,Property Damage Only,Same direction side swipe,1,0,ANTILL/MELBA INTERSECTION,-35.2488,149.142165,"(-35.2488, 149.142165)",,97
1221087,16 December 2019,07:24,Property Damage Only,Other - Vehicle to Vehicle,1,0,ANTILL/MOUAT/NORTHBOURNE INTERSECTION,-35.248235,149.134223,"(-35.248235, 149.134223)",,71
1221093,16 December 2019,13:20,Property Damage Only,Collision with parked vehicle,1,0,LONSDALE STREET (ELOUERA -> COOYONG),-35.274457,149.132588,"(-35.274457, 149.132588)",,52
1188651,25 June 2018,12:30,Property Damage Only,Right angle collision,1,0,ANKETELL/SOWARD INTERSECTION,-35.417992,149.069415,"(-35.417992, 149.069415)",,101
1212565,30 July 2019,09:15,Property Damage Only,Right angle collision,1,0,CANBERRA/DOMINION INTERSECTION,-35.315435,149.130781,"(-35.315435, 149.130781)",,72
1188703,11 July 2018,15:10,Property Damage Only,Right angle collision,1,0,BRERETON/GILMORE INTERSECTION,-35.340388,149.107859,"(-35.340388, 149.107859)",,9
1188729,23 July 2018,14:25,Property Damage Only,Other - Vehicle to Vehicle,1,0,MASSON STREET (WATSON -> MCCAUGHEY),-35.269785,149.125567,"(-35.269785, 149.125567)",,24
1188716,12 July 2018,16:50,Property Damage Only,Other - Vehicle to Vehicle,1,0,GUNGAHLIN/SANDFORD INTERSECTION,-35.218244,149.130804,"(-35.218244, 149.130804)",,
1212668,07 August 2019,08:00,Property Damage Only,Other - Vehicle to Vehicle,1,0,MOORE/RUDD INTERSECTION,-35.276944,149.128064,"(-35.276944, 149.128064)",,83
1188980,16 July 2018,18:18,Property Damage Only,Other - Vehicle to Vehicle,1,0,CONDAMINE STREET (BENT -> MCCAUGHEY),-35.266618,149.124182,"(-35.266618, 149.124182)",,24
1177374,13 February 2018,07:40,Property Damage Only,Right angle collision,1,0,GEORGE TYSON/TERMINAL INTERSECTION,-35.308083,149.188811,"(-35.308083, 149.188811)",,99
1189151,20 July 2018,08:38,Injury,Other - Vehicle to Vehicle,1,1,COMMONWEALTH AVENUE (QUEEN VICTORIA -> KAYE),-35.29924,149.12588,"(-35.29924, 149.12588)",,2
1221265,17 December 2019,09:20,Property Damage Only,Right angle collision,1,0,BARRY/MOORE INTERSECTION,-35.275603,149.128298,"(-35.275603, 149.128298)",,24
1221277,18 December 2019,17:50,Property Damage Only,Other - Vehicle to Vehicle,1,0,BINDUBI/BARDI INTERSECTION,-35.252351,149.074978,"(-35.252351, 149.074978)",,14
1221457,19 December 2019,11:15,Property Damage Only,Other - Vehicle to Vehicle,1,0,NORTHBOURNE AVENUE (ELOUERA / GOULD -> GIRRAHWEEN / MASSON),-35.272037,149.130276,"(-35.272037, 149.130276)",,24
1087876,28 May 2014,09:00,Injury,Right angle collision,1,1,DRAKEFORD/ERINDALE/SOWARD INTERSECTION,-35.41535,149.07449,"(-35.41535, 149.07449)",,101
1161503,24 May 2017,13:15,Injury,Same direction side swipe,1,1,ANKETELL/ATHLLON (SW) INTERSECTION,-35.424735,149.074472,"(-35.424735, 149.074472)",,66
1130427,29 February 2016,15:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,BARR SMITH/SALAS INTERSECTION,-35.426473,149.073649,"(-35.426473, 149.073649)",,66
1046431,25 September 2012,07:43,Injury,Right turn into oncoming vehicle,1,1,DRAKEFORD/HURTLE INTERSECTION,-35.43398,149.088006,"(-35.43398, 149.088006)",,66
1221567,07 January 2020,14:00,Injury,Same direction side swipe,1,1,LONDON/NORTHBOURNE INTERSECTION,-35.279584,149.129157,"(-35.279584, 149.129157)",,83
1087298,21 March 2014,05:50,Injury,Struck object  (On Road),1,1,HINDMARSH/LAUNCESTON INTERSECTION,-35.347672,149.074321,"(-35.347672, 149.074321)",,51
1101070,18 December 2014,18:24,Injury,Right angle collision,1,1,ANKETELL/COWLISHAW INTERSECTION,-35.41341,149.065926,"(-35.41341, 149.065926)",,101
1061226,03 May 2013,12:35,Property Damage Only,Rear end collision,1,0,HINDMARSH/NAMATJIRA INTERSECTION,-35.345382,149.057384,"(-35.345382, 149.057384)",,85
1195849,14 November 2018,19:50,Property Damage Only,Right angle collision,1,0,FAIRBAIRN/FAIREMAJUNRM/MAJUNFAIRWRM INTERSECTION,-35.297097,149.175434,"(-35.297097, 149.175434)",,21
1196091,13 November 2018,18:24,Injury,Right angle collision,1,1,KENT STREET (HAMPDEN -> KENT CPAK)),-35.320423,149.098195,"(-35.320423, 149.098195)",,80
1221552,22 December 2019,08:20,Property Damage Only,Right angle collision,1,0,DAWES/ HONEYSETT INTERSECTION,-35.315818,149.147883,"(-35.315818, 149.147883)",,27
1196127,05 November 2018,08:30,Injury,Other - Vehicle to Vehicle,1,1,EASTLAKE PARADE (TREVILLIAN -> GILES),-35.311986,149.145788,"(-35.311986, 149.145788)",,27
1061748,29 April 2013,07:20,Property Damage Only,Right angle collision,1,0,BANGALAY/HINDMARSH INTERSECTION,-35.342265,149.039402,"(-35.342265, 149.039402)",,35
1228386,21 May 2020,08:30,Property Damage Only,Right angle collision,1,0,HAWDON/MAJURA INTERSECTION,-35.25345,149.148589,"(-35.25345, 149.148589)",,58
1189407,23 July 2018,08:05,Property Damage Only,Right angle collision,1,0,CAPTAIN COOK/STRZELECKI INTERSECTION,-35.332932,149.141276,"(-35.332932, 149.141276)",,53
1189340,21 July 2018,13:00,Property Damage Only,Right angle collision,1,0,BARTON/GOLD CREEK INTERSECTION,-35.194217,149.086294,"(-35.194217, 149.086294)",,75
1189213,19 July 2018,17:35,Property Damage Only,Other - Vehicle to Vehicle,1,0,COWPER/IPIMA/LIMESTONE INTERSECTION,-35.265724,149.13776,"(-35.265724, 149.13776)",,52
1189211,19 July 2018,08:45,Property Damage Only,Other - Vehicle to Vehicle,1,0,BARRY/MARCUS CLARKE INTERSECTION,-35.275542,149.126787,"(-35.275542, 149.126787)",,83
1189508,24 July 2018,16:15,Injury,Right angle collision,1,1,EASTY/LAUNCESTON INTERSECTION,-35.341083,149.089385,"(-35.341083, 149.089385)",,33
1111104,26 May 2015,13:00,Property Damage Only,Right angle collision,1,0,ATHLLON/DRAKEFORD/ISABELLA INTERSECTION,-35.423955,149.077911,"(-35.423955, 149.077911)",,66
1160646,04 April 2017,16:55,Injury,Right angle collision,1,1,BARR SMITH/DRAKEFORD INTERSECTION,-35.427922,149.083934,"(-35.427922, 149.083934)",,66
1042074,15 August 2012,14:30,Property Damage Only,Right angle collision,1,0,DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION,-35.437784,149.091475,"(-35.437784, 149.091475)",,84
1164548,09 July 2017,10:21,Property Damage Only,Other - Vehicle to Vehicle,1,0,DRAKEFORD/HURTLE INTERSECTION,-35.43398,149.088006,"(-35.43398, 149.088006)",,66
1144584,19 September 2016,14:15,Property Damage Only,Other - Vehicle to Vehicle,1,0,ATHLLON DRIVE (DRAKEFORD / ISABELLA -> ANKETELL),-35.424044,149.077651,"(-35.424044, 149.077651)",,66
1105145,23 February 2015,16:10,Property Damage Only,Other - Vehicle to Vehicle,1,0,DRAKEFORD/ERINDALE/SOWARD INTERSECTION,-35.415367,149.0745,"(-35.415367, 149.0745)",,101
1179174,05 February 2018,17:50,Injury,Other - Vehicle to Vehicle,1,1,DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION,-35.4377,149.091273,"(-35.4377, 149.091273)",,92
1077703,18 December 2013,08:15,Injury,Same direction side swipe,1,1,ANKETELL/ATHLLON (SW) INTERSECTION,-35.424743,149.074406,"(-35.424743, 149.074406)",,66
1078259,06 January 2014,05:30,Property Damage Only,Right angle collision,1,0,DRAKEFORD/NOOROOMA INTERSECTION,-35.429408,149.085654,"(-35.429408, 149.085654)",,66
1160934,24 May 2017,06:50,Property Damage Only,Right angle collision,1,0,ATHLLON/DRAKEFORD/ISABELLA INTERSECTION,-35.423934,149.077973,"(-35.423934, 149.077973)",,66
1077379,14 December 2013,12:00,Property Damage Only,Same direction side swipe,1,0,DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION,-35.437646,149.091348,"(-35.437646, 149.091348)",,84
1130957,08 March 2016,21:10,Injury,Struck object  (On Road),1,1,ATHLLON DRIVE (DON DUNSTAN / SCOLLAY -> ROWLAND REES),-35.424782,149.069767,"(-35.424782, 149.069767)",,101
1086260,29 April 2014,15:10,Injury,Right angle collision,1,1,ATHLLON/DRAKEFORD/ISABELLA INTERSECTION,-35.424081,149.07853,"(-35.424081, 149.07853)",,66
1154365,31 January 2017,21:30,Property Damage Only,Same direction side swipe,1,0,DRAKEFORD DRIVE (ERINDALE / SOWARD -> MORTIMER LEWIS),-35.414883,149.074254,"(-35.414883, 149.074254)",,101
1061209,07 May 2013,15:30,Injury,Same direction side swipe,1,1,ATHLLON/DRAKEFORD/ISABELLA INTERSECTION,-35.424076,149.078526,"(-35.424076, 149.078526)",,66
1221939,13 January 2020,18:21,Property Damage Only,Other - Vehicle to Vehicle,1,0,EDINBURGH/MARCUS CLARKE INTERSECTION,-35.283589,149.124715,"(-35.283589, 149.124715)",,83
1151012,19 November 2016,19:45,Injury,Right angle collision,1,1,ANKETELL/BARTLET/DREW INTERSECTION,-35.4123,149.06394,"(-35.4123, 149.06394)",,101
