CRASH_ID,CRASH_DATE,CRASH_TIME,SEVERITY,CRASH_TYPE,CYCLISTS,CYCLIST_CASUALTIES,REPORTED_LOCATION,LATITUDE,LONGITUDE,LOCATION_1,Zip Codes,Suburb
1193176,14 September 2018,09:20,Injury,Same direction side swipe,1,1,COMMONWEALTH/COMMNPARKELONDWRM INTERSECTION,-35.284607,149.12747,"(-35.284607, 149.12747)",,83
1228489,03 June 2020,08:30,Property Damage Only,Other - Vehicle to Vehicle,1,0,EASTERN VALLEY WAY (AIKMAN / CAMERON -> EMU),-35.240493,149.073258,"(-35.240493, 149.073258)",,32
1228583,10 June 2020,08:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,BLACKWOOD/TYERS INTERSECTION,-35.335975,149.040909,"(-35.335975, 149.040909)",,73
1190242,15 August 2018,09:40,Property Damage Only,Same direction side swipe,1,0,ELOUERA/GOULD/NORTHBOURNE INTERSECTION,-35.27306,149.130211,"(-35.27306, 149.130211)",,52
1190132,02 August 2018,17:30,Property Damage Only,Right angle collision,1,0,ARTHUR/MONARO/TASMANIA INTERSECTION,-35.3226,149.126679,"(-35.3226, 149.126679)",,94
1190150,14 August 2018,17:35,Property Damage Only,Right angle collision,1,0,LONDON/WEST INTERSECTION,-35.279401,149.127684,"(-35.279401, 149.127684)",,83
1190125,02 August 2018,08:39,Property Damage Only,Right angle collision,1,0,CANBERRA/CAPTAIN COOK/MANUKA (SW) INTERSECTION,-35.319557,149.135253,"(-35.319557, 149.135253)",,30
1190559,07 August 2018,17:57,Injury,Struck pedestrian (On Road),1,0,ELOUERA/GOULD/NORTHBOURNE INTERSECTION,-35.273039,149.130014,"(-35.273039, 149.130014)",,24
1190564,18 August 2018,17:15,Injury,Other - Vehicle to Vehicle,1,1,TORRENS STREET (HENTY -> HELEMON),-35.268787,149.134856,"(-35.268787, 149.134856)",,52
1132851,06 April 2016,15:30,Injury,Same direction side swipe,1,1,LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM),-35.28382,149.126355,"(-35.28382, 149.126355)",,83
1053741,24 January 2013,08:30,Injury,Same direction side swipe,1,1,LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM),-35.283691,149.126281,"(-35.283691, 149.126281)",,83
1118823,20 August 2015,19:20,Property Damage Only,Right angle collision,1,0,EDINBURGH/MARCUS CLARKE INTERSECTION,-35.283709,149.124665,"(-35.283709, 149.124665)",,83
1072432,26 September 2013,07:56,Property Damage Only,Right angle collision,1,0,GARRAN/LIVERSIDGE/McCOY INTERSECTION,-35.283568,149.119859,"(-35.283568, 149.119859)",,95
1073656,14 October 2013,19:50,Property Damage Only,Right angle collision,1,0,GARRAN/LIVERSIDGE/McCOY INTERSECTION,-35.283564,149.119854,"(-35.283564, 149.119854)",,95
1033294,03 April 2012,08:15,Property Damage Only,Same direction side swipe,1,0,LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM),-35.283602,149.12623,"(-35.283602, 149.12623)",,83
1074443,24 October 2013,21:10,Property Damage Only,Right angle collision,1,0,GARRAN/LIVERSIDGE/McCOY INTERSECTION,-35.283565,149.119855,"(-35.283565, 149.119855)",,95
1060925,02 May 2013,09:20,Injury,Right turn into oncoming vehicle,1,1,LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM),-35.283625,149.126243,"(-35.283625, 149.126243)",,83
1135586,27 May 2016,08:50,Property Damage Only,Other - Vehicle to Vehicle,1,0,MARCUS CLARKE STREET (MARCUS CLARKE -> EDINBURGH),-35.284704,149.125246,"(-35.284704, 149.125246)",,83
1190779,10 August 2018,12:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,NULLARBOR/SANGER INTERSECTION,-35.200393,149.146594,"(-35.200393, 149.146594)",,112
1158948,24 March 2017,13:10,Property Damage Only,Right angle collision,1,0,BRISBANE/TELOPEA INTERSECTION,-35.310369,149.140567,"(-35.310369, 149.140567)",,62
1213108,08 August 2019,07:15,Property Damage Only,Right angle collision,1,0,BATTYE/BRAYBROOKE/PURDIE INTERSECTION,-35.24701,149.097791,"(-35.24701, 149.097791)",,90
1213081,07 August 2019,17:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,CHALLIS STREET (MORPHETT -> CAPE / DICKSON BUS STN ACC),-35.252236,149.13513,"(-35.252236, 149.13513)",,71
1213489,14 August 2019,09:05,Property Damage Only,Right angle collision,1,0,BOLDREWOOD/DAVID/MILLER INTERSECTION,-35.268289,149.114665,"(-35.268289, 149.114665)",,24
1213634,21 August 2019,10:45,Injury,Other - Vehicle to Vehicle,1,1,DALEY ROAD (NORTH -> LINNAEUS),-35.276574,149.115367,"(-35.276574, 149.115367)",,95
1213630,19 August 2019,07:45,Injury,Other - Vehicle to Vehicle,1,1,FAWKNER STREET (GIRRAHWEEN -> FARRER),-35.271352,149.135793,"(-35.271352, 149.135793)",,52
1213621,16 August 2019,08:35,Property Damage Only,Right angle collision,1,0,BANGALAY/CARBEEN INTERSECTION,-35.344285,149.03902,"(-35.344285, 149.03902)",,43
1213806,07 August 2019,08:05,Injury,Right turn into oncoming vehicle,1,1,ARCHER/MAJURA INTERSECTION,-35.25646,149.14171,"(-35.25646, 149.14171)",,58
1213908,21 August 2019,08:45,Property Damage Only,Other - Vehicle to Vehicle,1,0,AKUNA/LONDON INTERSECTION,-35.282087,149.132002,"(-35.282087, 149.132002)",,83
1214142,26 August 2019,14:20,Property Damage Only,Other - Vehicle to Vehicle,1,0,NORTHBOURNE AVENUE (CONDAMINE / IPIMA -> MACARTHUR / WAKEFIELD),-35.264606,149.131477,"(-35.264606, 149.131477)",,52
1214137,31 July 2019,08:45,Property Damage Only,Collision with parked vehicle,1,0,FAUNCE CRESCENT (HOBBS -> MILLER),-35.265657,149.112969,"(-35.265657, 149.112969)",,103
1214343,02 September 2019,15:30,Property Damage Only,Right angle collision,1,0,BOLDREWOOD/DAVID/MILLER INTERSECTION,-35.268395,149.114559,"(-35.268395, 149.114559)",,24
1214238,26 August 2019,15:45,Property Damage Only,Other - Vehicle to Vehicle,1,0,MELBA STREET (ATHERTON -> BRADFIELD),-35.243385,149.143064,"(-35.243385, 149.143064)",,97
1214651,26 August 2019,18:25,Injury,Rear end collision,1,1,KING GEORGE/PARKES INTERSECTION,-35.300405,149.128173,"(-35.300405, 149.128173)",,111
1222348,23 January 2020,13:00,Property Damage Only,Other - Vehicle to Vehicle,2,0,WINCHCOMBE COURT (WINCHCOMBE -> SANDFORD),-35.220227,149.14231,"(-35.220227, 149.14231)",,93
1190725,09 August 2018,10:50,Property Damage Only,Right angle collision,1,0,ELLERY/MARCUS CLARKE INTERSECTION,-35.281785,149.123599,"(-35.281785, 149.123599)",,83
1191069,10 August 2018,09:15,Property Damage Only,Other - Vehicle to Vehicle,1,0,DAVID STREET (HAY -> SARGOOD),-35.263605,149.125375,"(-35.263605, 149.125375)",,103
1214714,10 September 2019,07:58,Injury,Other - Vehicle to Vehicle,1,1,BRISBANE/STATE INTERSECTION,-35.308818,149.129561,"(-35.308818, 149.129561)",,
1214703,06 September 2019,17:25,Property Damage Only,Right angle collision,1,0,BRIGALOW/SCRIVENER INTERSECTION,-35.255327,149.120729,"(-35.255327, 149.120729)",,103
1222546,30 January 2020,17:35,Injury,Other - Vehicle to Vehicle,1,1,BEAUREPAIRE/TRICKETT INTERSECTION,-35.226168,149.012019,"(-35.226168, 149.012019)",,29
1222550,04 February 2020,08:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,FLEMINGTON SERVICE ROAD 5 (FLEMINGTON SRV.RD -> ELIZABETH JOLLEY),-35.187893,149.147483,"(-35.187893, 149.147483)",,112
1222460,02 February 2020,07:30,Property Damage Only,Right angle collision,1,0,CAPTAIN COOK/HOVELL INTERSECTION,-35.329861,149.137402,"(-35.329861, 149.137402)",,30
1228803,10 June 2020,13:30,Property Damage Only,Other - Vehicle to Vehicle,1,0,PIDDINGTON STREET (HOLROYD -> KERFERD),-35.234717,149.156169,"(-35.234717, 149.156169)",,116
1229020,11 June 2020,17:00,Injury,Right angle collision,1,1,ALLAMBEE/DOONKUNA INTERSECTION,-35.27915,149.139227,"(-35.27915, 149.139227)",,57
1229515,23 June 2020,10:47,Property Damage Only,Other - Vehicle to Vehicle,1,0,COTTER/COTTWTUGGSRM/TUGGSCOTTERM INTERSECTION,-35.319459,149.065323,"(-35.319459, 149.065323)",,106
1229420,17 June 2020,12:15,Property Damage Only,Other - Vehicle to Vehicle,1,0,TORRENS STREET (BALLUMBIR / COOYONG -> ELOUERA),-35.273844,149.134038,"(-35.273844, 149.134038)",,52
1229027,17 June 2020,18:10,Property Damage Only,Right turn into oncoming vehicle,1,0,BUCKINGHAM/CARSTAIRS INTERSECTION,-35.169399,149.13692,"(-35.169399, 149.13692)",,54
1229538,04 July 2020,17:30,Property Damage Only,Other - Vehicle to Vehicle,1,0,FLEMINGTON SERVICE ROAD 5 (FLEMINGTON SRV.RD -> ELIZABETH JOLLEY),-35.187689,149.146254,"(-35.187689, 149.146254)",,112
1228875,24 May 2020,12:42,Injury,Same direction side swipe,1,1,GINNINDERRA/GURAGUMA INTERSECTION,-35.231532,149.083125,"(-35.231532, 149.083125)",,90
1229060,11 June 2020,18:07,Injury,Other - Vehicle to Vehicle,1,1,STATE CIRCLE (SYDNEY -> CANBERRA),-35.311475,149.127713,"(-35.311475, 149.127713)",,72
1229362,29 June 2020,08:40,Injury,Right angle collision,1,1,CANBERRA/MANUKA INTERSECTION,-35.317695,149.132694,"(-35.317695, 149.132694)",,72
1229199,20 June 2020,07:50,Injury,Right angle collision,1,1,AUSTIN/BARRALLIER/CAPTAIN COOK INTERSECTION,-35.326483,149.135502,"(-35.326483, 149.135502)",,30
1229527,02 July 2020,17:25,Property Damage Only,Other - Vehicle to Vehicle,1,0,ATHLLON/CALLAM/HINDMARSH INTERSECTION,-35.348972,149.089909,"(-35.348972, 149.089909)",,33
1191323,07 April 2018,09:05,Fatal,Other - Vehicle to Vehicle,1,1,MENTONE/THARWA INTERSECTION,-35.45145,149.091418,"(-35.45145, 149.091418)",,102
1155517,28 February 2017,09:30,Property Damage Only,Rear end collision,1,0,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,-35.311164,149.141729,"(-35.311164, 149.141729)",,27
1191370,30 August 2018,07:30,Injury,Right turn into oncoming vehicle,1,1,ANZAC/FAIRBAIRN/LIMESTONE INTERSECTION,-35.282591,149.147185,"(-35.282591, 149.147185)",,109
1191458,31 August 2018,09:45,Property Damage Only,Other - Vehicle to Vehicle,1,0,WATSON STREET (BARRY -> McKAY),-35.275063,149.125732,"(-35.275063, 149.125732)",,24
1191546,31 August 2018,08:22,Property Damage Only,Other - Vehicle to Vehicle,1,0,BARRY/MARCUS CLARKE INTERSECTION,-35.275457,149.126763,"(-35.275457, 149.126763)",,83
1191617,23 August 2018,18:45,Property Damage Only,Right angle collision,1,0,COWPER/MORPHETT INTERSECTION,-35.253914,149.139009,"(-35.253914, 149.139009)",,71
1191641,04 September 2018,14:50,Property Damage Only,Other - Vehicle to Vehicle,1,0,ANTILL/MOUAT/NORTHBOURNE INTERSECTION,-35.248242,149.1339,"(-35.248242, 149.1339)",,28
1191771,28 August 2018,11:00,Property Damage Only,Other - Vehicle to Vehicle,1,0,ELLERY CRESCENT (EAST -> ELLERY),-35.279751,149.121159,"(-35.279751, 149.121159)",,83
1191753,27 August 2018,08:39,Injury,Right angle collision,1,1,GRAYSON/MADIGAN INTERSECTION,-35.250742,149.164021,"(-35.250742, 149.164021)",,105
1192227,04 September 2018,08:42,Property Damage Only,Rear end collision,1,0,MOORE/RUDD INTERSECTION,-35.276993,149.128146,"(-35.276993, 149.128146)",,83
1192273,13 September 2018,11:00,Property Damage Only,Same direction side swipe,1,0,BATMAN/LIMESTONE/QUICK INTERSECTION,-35.275074,149.143425,"(-35.275074, 149.143425)",,58
1192283,15 September 2018,17:40,Injury,Right turn into oncoming vehicle,1,1,COOYONG/LONSDALE/GENGE INTERSECTION,-35.275977,149.132343,"(-35.275977, 149.132343)",,52
1184427,16 April 2017,13:20,Property Damage Only,Other - Vehicle to Vehicle,1,0,BENJAMIN WAY (CHANDLER -> SWANSON),-35.238236,149.067477,"(-35.238236, 149.067477)",,32
1192421,07 September 2018,09:10,Property Damage Only,Other - Vehicle to Vehicle,1,0,LILLEY STREET (BURT -> MACPHERSON),-35.260496,149.121323,"(-35.260496, 149.121323)",,103
1192699,22 September 2018,09:30,Injury,Right angle collision,1,1,DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION,-35.437554,149.091464,"(-35.437554, 149.091464)",,113
1101073,19 December 2014,07:40,Property Damage Only,Right angle collision,1,0,COWPER/WAKEFIELD INTERSECTION,-35.261858,149.141886,"(-35.261858, 149.141886)",,58
1161499,24 May 2017,09:00,Property Damage Only,Right angle collision,1,0,COWPER/WAKEFIELD INTERSECTION,-35.261838,149.14189,"(-35.261838, 149.14189)",,58
1039633,21 February 2012,19:39,Injury,Right turn into oncoming vehicle,1,1,BONNEY/WAKEFIELD (N) INTERSECTION,-35.261441,149.140603,"(-35.261441, 149.140603)",,58
1215333,12 September 2019,08:30,Injury,Same direction side swipe,1,1,CHILDERS STREET (ALLSOP -> UNIVERSITY),-35.278614,149.12424,"(-35.278614, 149.12424)",,83
1214699,05 September 2019,11:40,Injury,Other - Vehicle to Vehicle,1,1,KINGS CANYON STREET (KINGS CANYON 23-25 -> BUNGLE BUNGLE),-35.203721,149.14986,"(-35.203721, 149.14986)",,67
1116886,25 June 2015,07:30,Property Damage Only,Right angle collision,1,0,WENTWORTH/DAWES INTERSECTION,-35.316652,149.145701,"(-35.316652, 149.145701)",,27
1191029,26 August 2018,13:05,Injury,Other - Vehicle to Vehicle,1,1,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,-35.311098,149.141787,"(-35.311098, 149.141787)",,62
1053542,18 December 2012,07:46,Injury,Right angle collision,1,1,WENTWORTH/DAWES INTERSECTION,-35.31676,149.145423,"(-35.31676, 149.145423)",,27
1119946,08 September 2015,08:20,Property Damage Only,Other - Vehicle to Vehicle,1,0,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,-35.311173,149.141721,"(-35.311173, 149.141721)",,27
1215127,15 September 2019,13:30,Injury,Overturned (On Road),1,1,ALEXANDRINA DRIVE (MARINER -> MARINER),-35.300559,149.116649,"(-35.300559, 149.116649)",,2
1215130,16 September 2019,17:00,Injury,Right turn into oncoming vehicle,1,1,ELLERY/MARCUS CLARKE INTERSECTION,-35.281797,149.123544,"(-35.281797, 149.123544)",,83
1214894,28 July 2018,12:30,Property Damage Only,Collision with parked vehicle,1,0,SANDFORD STREET (WINCHCOMBE -> DARLING),-35.220987,149.142751,"(-35.220987, 149.142751)",,93
1215581,16 September 2019,07:55,Property Damage Only,Other - Vehicle to Vehicle,1,0,BUNDA STREET (AINSLIE -> PETRIE),-35.279769,149.13372,"(-35.279769, 149.13372)",,83
1215696,24 September 2019,09:00,Injury,Same direction side swipe,1,1,NORTHBOURNE AVENUE (ELOUERA / GOULD -> GIRRAHWEEN / MASSON),-35.271928,149.130294,"(-35.271928, 149.130294)",,52
1187983,10 July 2018,16:00,Property Damage Only,Other - Vehicle to Vehicle,1,0,CANBERRA/NATIONAL INTERSECTION,-35.314358,149.129736,"(-35.314358, 149.129736)",,72
1200494,04 February 2019,11:13,Injury,Other - Vehicle to Vehicle,1,1,ERNEST CAVANAGH/GUNGAHLIN (SW) INTERSECTION,-35.184475,149.13534,"(-35.184475, 149.13534)",,89
1163814,29 June 2017,07:15,Property Damage Only,Other - Vehicle to Vehicle,1,0,WENTWORTH/LEICHHARDT/MILDURA INTERSECTION,-35.320657,149.147912,"(-35.320657, 149.147912)",,27
1055232,01 February 2013,08:00,Property Damage Only,Right angle collision,1,0,WENTWORTH/GOSSE INTERSECTION,-35.312414,149.143138,"(-35.312414, 149.143138)",,27
1037847,29 April 2012,11:00,Injury,Rear end collision,2,1,WENTWORTH/DAWES INTERSECTION,-35.316722,149.145523,"(-35.316722, 149.145523)",,27
1109771,27 April 2015,16:30,Property Damage Only,Other - Vehicle to Vehicle,1,0,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,-35.311098,149.141787,"(-35.311098, 149.141787)",,62
1041536,26 July 2012,08:45,Injury,Right angle collision,1,1,CANBERRA/CUNNINGHAM/BARRALLIER INTERSECTION,-35.321577,149.142979,"(-35.321577, 149.142979)",,30
1099549,18 November 2014,08:00,Property Damage Only,Other - Vehicle to Vehicle,1,0,WENTWORTH/TELOPEA/EASTLAKE INTERSECTION,-35.311098,149.141787,"(-35.311098, 149.141787)",,62
1102721,16 January 2015,17:45,Property Damage Only,Same direction side swipe,1,0,WENTWORTH/LEICHHARDT/MILDURA INTERSECTION,-35.320657,149.147912,"(-35.320657, 149.147912)",,27
1215699,24 September 2019,16:23,Injury,Other - Vehicle to Vehicle,1,1,RUSSELL DRIVE (VIVIAN BULLWINKEL -> SIR THOMAS BLAMEY),-35.298454,149.150795,"(-35.298454, 149.150795)",,65
1036661,23 May 2012,08:40,Property Damage Only,Same direction side swipe,1,0,FLINDERS/LA PEROUSE (S) INTERSECTION,-35.326294,149.131053,"(-35.326294, 149.131053)",,30
1222713,20 December 2019,19:00,Injury,Other - Vehicle to Vehicle,1,1,ELOUERA STREET (ELDER -> DONALDSON / DOONKUNA),-35.274902,149.136768,"(-35.274902, 149.136768)",,52
1229596,25 June 2020,12:40,Property Damage Only,Other - Vehicle to Vehicle,1,0,CHALLIS STREET (CAPE / DICKSON BUS STATION ACCESS -> ANTILL SRV.RD),-35.248963,149.135658,"(-35.248963, 149.135658)",,71
1229613,26 June 2020,16:00,Injury,Right angle collision,1,1,EBDEN/FOVEAUX INTERSECTION,-35.265616,149.146686,"(-35.265616, 149.146686)",,58
