CRASH_ID,CRASH_DATE,CRASH_TIME,SUBURB_LOCATION,LONGITUDE,LATITUDE,INTERSECTION,MIDBLOCK,CRASH_DIRECTION,CRASH_SEVERITY,LIGHTING_CONDITION,ROAD_CONDITION,WEATHER_CONDITION,Location,Suburb,Zip Codes
1025053,08/01/2012,10:20,BARTON,149.1401237,-35.30421688,NO,YES,South bound,Property Damage Only,Daylight,Wet surface,Light rain,"(-35.30421688436534, 149.14012367046323)",62,
1034836,17/05/2012,08:18,LYONS,149.069473,-35.34600073,NO,YES,South bound,Injury,Daylight,Good dry surface,Fine,"(-35.34600072501506, 149.06947304472638)",51,
1031082,06/03/2012,17:15,PARKES,149.1269583,-35.29290159,NO,YES,North bound,Property Damage Only,Daylight,Wet surface,Light rain,"(-35.29290159276425, 149.12695825961492)",111,
1032401,20/03/2012,16:40,BRADDON,149.1299007,-35.27566659,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.27566658772686, 149.1299007276579)",52,
1030579,25/02/2012,12:10,GUNGAHLIN,149.1428555,-35.17992941,YES,NO,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.179929405818235, 149.14285551995127)",89,
1029635,10/03/2012,11:10,PAGE,149.0529386,-35.24035328,YES,NO,East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.24035328451204, 149.05293861791966)",50,
1033627,19/04/2012,09:36,DUNLOP,149.0188566,-35.19992077,YES,NO,West bound,Injury,Daylight,Good dry surface,Fine,"(-35.19992076879525, 149.01885664636663)",114,
1033638,28/04/2012,14:45,NARRABUNDAH,149.154202,-35.32598409,YES,NO,East bound,Injury,Daylight,Good dry surface,Fine,"(-35.325984094514766, 149.15420203491504)",53,
1035655,22/05/2012,08:30,KAMBAH,149.0772678,-35.39360941,YES,NO,North bound,Injury,Daylight,Good dry surface,Fine,"(-35.3936094092052, 149.0772677513241)",108,
1032750,25/03/2012,15:20,PARKES,149.129004,-35.28615816,NO,YES,West bound,Injury,Daylight,Good dry surface,Fine,"(-35.28615815853713, 149.12900395968248)",111,
1035693,16/04/2012,16:30,HUGHES,149.0877347,-35.33659919,YES,NO,North bound,Injury,Semi-darkness,Good dry surface,Fine,"(-35.33659918517742, 149.08773468265926)",20,
1051341,12/12/2012,17:10,LYNEHAM,149.14613,-35.23436246,YES,NO,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.234362463534985, 149.14613004889335)",28,
1042767,25/08/2012,12:25,PAGE,149.0575829,-35.23601643,YES,NO,North bound,Injury,Daylight,Good dry surface,Fine,"(-35.23601642752699, 149.05758294861863)",50,
1038105,28/06/2012,08:45,WARAMANGA,149.0569784,-35.34791696,YES,NO,East bound,Injury,Daylight,Good dry surface,Fine,"(-35.34791696172857, 149.05697835544274)",82,
1045974,06/09/2012,15:30,WANNIASSA,149.105808,-35.40358476,NO,YES,South bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.40358475871473, 149.1058079763587)",104,
1041193,17/07/2012,17:00,BRUCE,149.0915803,-35.23487145,YES,NO,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.23487145116785, 149.091580296478)",90,
1052141,19/12/2012,16:59,CHIFLEY,149.0738744,-35.34779193,NO,YES,West bound,Injury,Daylight,Good dry surface,Fine,"(-35.34779193111445, 149.07387439575982)",78,
1045422,24/08/2012,14:55,WANNIASSA,149.1017037,-35.40498489,YES,NO,North / East bound,Injury,Daylight,Good dry surface,Fine,"(-35.40498488886539, 149.1017037162217)",104,
1049333,07/11/2012,17:42,CAMPBELL,149.1513337,-35.28300662,YES,NO,West bound,Injury,Daylight,Wet surface,Heavy rain,"(-35.28300661787386, 149.15133365819153)",109,
1048327,30/10/2012,14:45,DEAKIN,149.1150318,-35.31867952,YES,NO,North / East bound,Injury,Daylight,Good dry surface,Fine,"(-35.31867951923005, 149.11503176386188)",80,
1046433,28/09/2012,15:30,KAMBAH,149.0620742,-35.38614571,YES,NO,West bound,Property Damage Only,Daylight,Wet surface,Light rain,"(-35.386145706790664, 149.0620741985221)",108,
1059543,12/04/2013,17:05,"O""CONNOR",149.1104159,-35.25877676,NO,YES,West bound,Injury,Daylight,Good dry surface,Fine,"(-35.25877676104668, 149.11041594033912)",103,
1059783,15/04/2013,11:44,GRIFFITH,149.1353976,-35.32642876,YES,NO,East / South bound,Injury,Daylight,Wet surface,Light rain,"(-35.32642875890046, 149.1353976297423)",30,
1065511,19/04/2013,16:10,"O""CONNOR",149.1099436,-35.25885827,YES,NO,North / West bound,Injury,Daylight,Good dry surface,Fine,"(-35.25885826882633, 149.10994355537912)",103,
1066598,20/06/2013,10:51,RURAL - KOWEN,149.3804552,-35.32314009,YES,NO,West bound,Injury,Daylight,Good dry surface,Fine,"(-35.323140090703724, 149.38045524706902)",,
1062909,01/06/2013,15:00,RED HILL,149.1283535,-35.32986065,NO,YES,South bound,Property Damage Only,Daylight,Wet surface,Light rain,"(-35.32986064798743, 149.12835345258938)",30,
1062923,05/06/2013,09:10,WANNIASSA,149.0724602,-35.39640587,YES,NO,West bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.39640587207764, 149.07246017638155)",104,
1053164,08/01/2013,15:40,HUGHES,149.0873592,-35.33500422,YES,NO,South bound,Injury,Daylight,Good dry surface,Fine,"(-35.335004217500796, 149.08735919873553)",20,
1054203,30/01/2013,19:14,HIGGINS,149.0343481,-35.23087722,YES,NO,North bound,Injury,Daylight,Good dry surface,Fine,"(-35.23087722453361, 149.03434813912952)",88,
1081726,17/02/2014,15:10,LYNEHAM,149.1452847,-35.23464281,NO,YES,North bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.23464280793761, 149.14528469066616)",28,
1076861,13/12/2013,08:30,BRADDON,149.1302173,-35.27423327,NO,YES,East / South bound,Injury,Daylight,Good dry surface,Fine,"(-35.27423326630123, 149.130217320479)",52,
1080773,15/02/2014,10:00,CRACE,149.0956641,-35.2013324,YES,NO,West bound,Injury,Daylight,Wet surface,Light rain,"(-35.20133240211553, 149.0956641334988)",75,
1075008,07/11/2013,14:30,NARRABUNDAH,149.1495154,-35.33765178,YES,NO,North / East bound,Property Damage Only,Daylight,Good dry surface,Fine,"(-35.33765178152546, 149.14951539859538)",53,
1078844,22/01/2014,12:20,DEAKIN,149.0932071,-35.32128325,NO,YES,East bound,Injury,Daylight,Good dry surface,Fine,"(-35.32128325414301, 149.09320713646537)",80,
1078034,25/12/2013,15:35,ACTON,149.1121531,-35.26835573,YES,NO,South bound,Injury,Daylight,Good dry surface,Fine,"(-35.26835572565484, 149.11215313651928)",95,
1080021,12/02/2014,16:35,MITCHELL,149.1312438,-35.21835387,YES,NO,West bound,Injury,Daylight,Good dry surface,Fine,"(-35.2183538689076, 149.13124378342224)",93,
