"the_geom","path_type","path_surf","ave_width","seg_length","suburb","owner"
"MULTILINESTRING ((149.02299878311442 -35.19265151113984, 149.02304500003953 -35.19261951067279, 149.02306783404745 -35.19260373578228))","FOOTPATH","CONCRETE","1.2","8.22521","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02482303271313 -35.19267792369885, 149.0248244530426 -35.19264133178582))","FOOTPATH","CONCRETE","1.2","4.06001","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02559293356927 -35.19095855167785, 149.0255934354975 -35.19154784987802, 149.02559840121597 -35.191673802299825, 149.0256034029377 -35.19170512090958, 149.02561400259154 -35.19172949895243, 149.02561790346144 -35.19174603681069, 149.02562202342722 -35.19176014119856, 149.0256169705217 -35.19257101833756, 149.0256113201986 -35.192590757003835, 149.02559578966586 -35.192615724390045, 149.02557669227713 -35.19264763206487, 149.02555622132726 -35.192673771766046, 149.0255399210625 -35.19269292602946))","FOOTPATH","CONCRETE","1.2","194.53921","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02555309675913 -35.19269634910381, 149.0256011306681 -35.19269634264781))","FOOTPATH","CONCRETE","1.2","4.37498","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02563939310753 -35.19269633749149, 149.02577421742782 -35.192696319226016))","FOOTPATH","CONCRETE","1.2","12.28128","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02581709112246 -35.1926963133862, 149.0258610086348 -35.19270022793121))","FOOTPATH","CONCRETE","1.2","4.02358","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.0258610086348 -35.19270022793121, 149.0258832970289 -35.192703469468356, 149.02589641821228 -35.192708695061256, 149.0259063553063 -35.19271329019746, 149.02591546888937 -35.192717524936164, 149.02592463757128 -35.192722751068224, 149.02593298294417 -35.1927286082046, 149.02594094391816 -35.1927338345013, 149.0259517039876 -35.1927361312715, 149.02597756029863 -35.19273775000713, 149.0263008971002 -35.19273680377451, 149.02670174732992 -35.19273769317758, 149.02688345383584 -35.19274230849409, 149.02762509688864 -35.192738142809354, 149.02765759514355 -35.19273755205925, 149.02770211429473 -35.19273114625541, 149.02773428178702 -35.19272442686998, 149.02775618370836 -35.192717573849706, 149.0277712785338 -35.19271072186389, 149.02778006010382 -35.19270287943801, 149.02778878640885 -35.192693414726214, 149.02779992694647 -35.1926787222542, 149.02781172604662 -35.192663218533596, 149.0279445805908 -35.19245139869202, 149.02796844980682 -35.192405790534, 149.02796965482287 -35.19239402871829, 149.02797003663002 -35.192383258431214, 149.02797085812801 -35.19237478632587, 149.02797321655012 -35.19236563802776, 149.02797837510434 -35.19235847210123, 149.02798677324446 -35.1923545502622, 149.02799786157058 -35.192351934855))","FOOTPATH","CONCRETE","1.2","221.31175","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.0256630088899 -35.19411768859643, 149.02566534792157 -35.19291547880214, 149.0256624354855 -35.19290078842687, 149.02565535198238 -35.19289123587756, 149.02562207744555 -35.1928535220428, 149.02557112273286 -35.19279724432752, 149.0255621170017 -35.192783230723755, 149.02555536163928 -35.19276736920521, 149.02555129640456 -35.19275263391802, 149.02554728363558 -35.192725686358486, 149.0255399210625 -35.19269292602946))","FOOTPATH","CONCRETE","1.2","161.23594","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02581474965885 -35.194146734094375, 149.02584620570062 -35.194147405758216, 149.02586887764014 -35.19414510441128))","FOOTPATH","CONCRETE","1.2","4.94435","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.0256630088899 -35.19411768859643, 149.0256913398183 -35.19413836900474))","FOOTPATH","CONCRETE","1.2","3.45303","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02337090787205 -35.19415893935484, 149.02395742599293 -35.1941583290623, 149.02397713376834 -35.19415720008434, 149.02406019172778 -35.19415160209695))","FOOTPATH","CONCRETE","1.2","62.81061","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02431180256525 -35.1942519730994, 149.02434100752836 -35.194250842885346, 149.02436658895988 -35.19424791056706, 149.02439173112236 -35.1942444825974, 149.02441379888765 -35.194240153732125, 149.02444388103294 -35.19423275953015, 149.02446726610057 -35.19422725883436, 149.02448834562037 -35.194222434378496, 149.02451085273483 -35.19421909684172, 149.02453511675907 -35.19421688567225, 149.02455262860502 -35.194215441430885, 149.02457689365679 -35.19421872802382, 149.0246793358209 -35.19424268895104, 149.0247017901974 -35.194250797564266, 149.02471754646152 -35.194255256866384, 149.0247332476087 -35.19425854451739, 149.0247467524015 -35.1942593088794, 149.02476338547456 -35.194255611534786, 149.024785397813 -35.194248578787054, 149.0248276112402 -35.19423640618687, 149.02485994419794 -35.19422941716619, 149.02488645870545 -35.1942257185353, 149.02490622152766 -35.19422535548194, 149.02492060494347 -35.19422756174967))","FOOTPATH","CONCRETE","1.2","57.20913","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02431180256525 -35.1942519730994, 149.0242686648122 -35.194313219997305))","FOOTPATH","CONCRETE","1.2","7.84763","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.0266093104399 -35.194327824323274, 149.02604030330727 -35.194328625292314, 149.02600599327985 -35.19433151410435, 149.0259822784801 -35.19433494221273, 149.02596333970772 -35.19433832459605, 149.0259444010441 -35.19434224774077, 149.02592485889724 -35.194348063640625, 149.02590948912183 -35.19435487036678))","FOOTPATH","CONCRETE","1.2","64.18969","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02671828197063 -35.19433254039532, 149.02667694453638 -35.19433254633081))","FOOTPATH","CONCRETE","1.2","3.76563","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02288788839678 -35.1945971036888, 149.02319463779403 -35.19450329136889, 149.02325732810596 -35.19449053114049, 149.02327791345908 -35.19448435504222, 149.02329421567583 -35.19447141988137, 149.0233038203435 -35.194457899664414, 149.02330519083506 -35.194446633583105, 149.02330640608704 -35.19417084364294))","FOOTPATH","CONCRETE","1.2","73.34735","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.01571889520002 -35.201878989377576, 149.01574635097703 -35.20193869722835, 149.01575354449727 -35.201955595705975, 149.0157561254348 -35.201962355112585, 149.01575782780253 -35.20196740214803, 149.01575920080813 -35.201973080091555, 149.0157599149382 -35.20197812717926, 149.01576073950548 -35.201991105458276, 149.01576128892947 -35.201996152554656, 149.01576227761726 -35.20200178545486, 149.0157640348883 -35.20200683248728, 149.01576815322497 -35.202015304229725, 149.01577737808904 -35.20203161677106, 149.0157997269277 -35.20207726503009))","FOOTPATH","CONCRETE","1.2","23.32408","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.01548346635892 -35.201762962704755, 149.01548088699897 -35.201776481921776, 149.0154766059345 -35.20179338099639, 149.01547095244888 -35.20181199255778, 149.01545772414934 -35.201852505420774, 149.01545261954556 -35.201869404535834, 149.01544746016774 -35.20188801607095, 149.0154442221853 -35.20190432926449, 149.01544301502412 -35.20191334204928, 149.01544213723406 -35.20192181405403, 149.01544213787713 -35.20193028601458, 149.01544246792932 -35.20193871289493, 149.01544334683484 -35.20194493163028, 149.0154447198559 -35.20195110527714, 149.01544713614712 -35.20195899128901, 149.01544971697393 -35.201964624111554, 149.01545004655785 -35.20196687727596))","CYCLEPATH","CONCRETE","2.5","23.13628","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.01545004655785 -35.20196687727596, 149.01544916842204 -35.2019707978551, 149.01544971855617 -35.20198544350382, 149.01545158809898 -35.202023206722856, 149.01545230319732 -35.202041232134576, 149.01545230431083 -35.20205587781077, 149.0154517563581 -35.20206993768753, 149.01545109821708 -35.2020789504445, 149.01544956177108 -35.202089675663174, 149.01544764105046 -35.202100941664604, 149.0154418235966 -35.2021296474824, 149.0154394091403 -35.20214600569732, 149.01543858629068 -35.20215501846237, 149.01543820248781 -35.20216177802442, 149.01543836774835 -35.20216907832228, 149.01543908199028 -35.20217583782913, 149.01544012569033 -35.20218318314644, 149.01544248713017 -35.202191654987935, 149.01544490334277 -35.20219841440912, 149.01544852753224 -35.202206841123306, 149.01545193198666 -35.202213600494595, 149.0154565992796 -35.20222148639258, 149.01547477421263 -35.20225136265379, 149.01548147315327 -35.202262628219394, 149.0154843834024 -35.20226821596068, 149.01549003937754 -35.20228177982308))","CYCLEPATH","CONCRETE","2.5","35.9842","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.04115009858552 -35.32465522304107, 149.04121644708417 -35.32460924177178))","FOOTPATH","CONCRETE","1.5","7.90165","WRIGHT","ROADS_ACT"
"MULTILINESTRING ((149.01565319314253 -35.202078940097394, 149.01563364545592 -35.202046855815865, 149.01561387799686 -35.20201247329783, 149.01559504389374 -35.20197813579194, 149.01557769225025 -35.20194492479727, 149.0155711578505 -35.20193136098335, 149.015564293915 -35.201916174895636, 149.01554540403816 -35.201869985652245, 149.0155380458623 -35.20185308717062, 149.01553184089207 -35.20183956840121, 149.0155251967078 -35.20182604965387, 149.01551866250284 -35.20181478408159, 149.0155116341817 -35.201803518534085, 149.01548346635892 -35.201762962704755))","FOOTPATH","CONCRETE","1.5","38.3887","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.0157017317048 -35.202142612456065, 149.01569042051298 -35.20212571419143, 149.01568201962917 -35.20211498948948, 149.01566895179835 -35.202100930322636, 149.01566401011195 -35.20209471180084, 149.01565835456685 -35.20208682596211, 149.01565319314253 -35.202078940097394))","FOOTPATH","CONCRETE","1.5","8.34701","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02645955036346 -35.189361508520825, 149.02645867182804 -35.18936038205203, 149.0264128694925 -35.18926012172652))","FOOTPATH","CONCRETE","1.2","12.03004","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.02867484087193 -35.19237697398493, 149.02862327549713 -35.19229951769313, 149.0285958191745 -35.19226351616043))","FOOTPATH","CONCRETE","1.2","14.50612","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.0285958191745 -35.19226351616043, 149.02854315497274 -35.192181553636786, 149.02847730898313 -35.19206989618673, 149.02839937987116 -35.19193124743752, 149.0283609356522 -35.19185649278297, 149.02831485708194 -35.19176466016428, 149.02828080379794 -35.191686299695306, 149.02822813193563 -35.191568331115946, 149.0280777569767 -35.19125498139756, 149.02794495523005 -35.1909668193981, 149.02785603869214 -35.19078220697046, 149.02774740851953 -35.19056699920741, 149.0276508135159 -35.190408479690205, 149.02758936917863 -35.19033016822754, 149.02747636480305 -35.19018697271477, 149.0273600687799 -35.190051032846824, 149.02727337072884 -35.189959160803944, 149.02715268896185 -35.18984660946331, 149.02704732782587 -35.189756587622405, 149.02692006153504 -35.18965390597191, 149.02677555892234 -35.189551271741635))","FOOTPATH","CONCRETE","1.2","348.01017","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.01774593845417 -35.1966463007181, 149.0177603766158 -35.196644812611986))","FOOTPATH","CONCRETE","1.2","1.32512","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.01762158552904 -35.20032079934308, 149.01756466070324 -35.20039461745757, 149.017517783014 -35.2004717695752))","CYCLEPATH","BITUMEN","2.5","19.25873","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.017517783014 -35.2004717695752, 149.01744422762877 -35.200592319740714, 149.01739822655946 -35.200653699478345, 149.01733443791937 -35.20072021762669, 149.01727421697754 -35.20077875924384, 149.01722102552588 -35.20085987725269, 149.0171252932489 -35.20102269833935, 149.01704042889938 -35.20116240101291, 149.01698158210058 -35.20124351926881, 149.0169561655209 -35.20127393881746, 149.01690165310262 -35.201326351229326, 149.01685103800264 -35.20137195876685, 149.01676693408527 -35.20143167325397, 149.01654047796254 -35.2015837766511, 149.01615053189505 -35.201841202595176, 149.01601877438162 -35.201929669811115))","CYCLEPATH","BITUMEN","2.5","215.36204","DUNLOP","ROADS_ACT"
"MULTILINESTRING ((149.04753239065923 -35.19021462929163, 149.04753310215398 -35.190210077630546, 149.0475337601036 -35.19020841006534))","FOOTPATH","CONCRETE","1.4","0.70153","FRASER","ROADS_ACT"
"MULTILINESTRING ((149.04647460644372 -35.190150741676085, 149.04662440894106 -35.190263310031206))","FOOTPATH","CONCRETE","1.2","18.50174","FRASER","ROADS_ACT"
"MULTILINESTRING ((149.04721722802745 -35.1901814710096, 149.0472713183609 -35.190223723902356, 149.04740651550028 -35.19032615651105, 149.04744396701776 -35.1903554361872, 149.04747603734754 -35.19038133776238, 149.04751359977823 -35.19041291563225, 149.04753095346874 -35.1904280966515, 149.04754775822286 -35.19044327784103, 149.04757867742245 -35.19047255953091, 149.04759323129548 -35.19048724572201, 149.04763425742573 -35.190530043331584, 149.0476879721141 -35.190589690754635, 149.04771373136666 -35.19061901910309, 149.047738996821 -35.19064884330318, 149.0477631641505 -35.190678127080695, 149.04778700213055 -35.19070741095755, 149.04781018166992 -35.190737280866756, 149.0478325375325 -35.19076656520409, 149.04785428955017 -35.190795804665015, 149.0478756024483 -35.19082508932504, 149.04789620200907 -35.190854960036226, 149.04791592299486 -35.19088424519451, 149.0479349852596 -35.19091353055889, 149.04795355376342 -35.19094340190567, 149.0479708591498 -35.19097210199452))","FOOTPATH","CONCRETE","1.4","112.22668","FRASER","ROADS_ACT"
"MULTILINESTRING ((149.0911283065537 -35.437897199874925, 149.09112141197215 -35.43788544343635, 149.0910644253961 -35.437833120290286, 149.09104458216999 -35.437812270139474, 149.09103565196486 -35.43780213729359, 149.0910196051857 -35.43777849074576, 149.0910163514637 -35.437773446033965, 149.09100621209248 -35.43776547696506))","CYCLEPATH","CONCRETE","2.8","18.45737","BONYTHON","ROADS_ACT"
"MULTILINESTRING ((149.09342084725964 -35.44213093514113, 149.09342844439493 -35.44212921753011, 149.0934508018327 -35.442130373629446, 149.0936452166857 -35.44211275470511, 149.0941149857421 -35.4420724124552, 149.09413475391375 -35.4420723986344, 149.09418122720982 -35.44207123958831, 149.09420099538113 -35.44207122575667, 149.09421426655004 -35.44207180227088, 149.09424383795783 -35.442073448852646, 149.09425677992104 -35.44207515213451, 149.09427291680964 -35.44207797971926, 149.09428894409007 -35.442081303057044, 149.0943402210074 -35.44209253254498, 149.09434985910207 -35.4420942381326, 149.09438257156594 -35.44209813556211, 149.09439925792623 -35.44209983620277, 149.094425910358 -35.44210094404722, 149.09443576748296 -35.442101477870786, 149.09444573360102 -35.44210093013688, 149.09445553509337 -35.442100923257776, 149.09447497051653 -35.44209865653115, 149.0944844398688 -35.44209698260096, 149.09450662553363 -35.44209187505276, 149.09451917669912 -35.44208848661183, 149.09456288373437 -35.442074937401536, 149.09458286623746 -35.442069290647524, 149.09462964917984 -35.44204843925964, 149.09468826679097 -35.44202361409748, 149.09472249967666 -35.44200723261144, 149.09473383702618 -35.442001591919066, 149.09474759545395 -35.44199428223852, 149.09475843660186 -35.441988056091525, 149.09477648530242 -35.441976237218135, 149.0948038315265 -35.44195648093503, 149.09483975770945 -35.441927165521506, 149.09501926500178 -35.4417681964179))","CYCLEPATH","BITUMEN","2.5","159.14038","CALWELL","ROADS_ACT"
"MULTILINESTRING ((149.08109583078607 -35.44403318436772, 149.08106587692706 -35.44403541018816, 149.0810548637594 -35.44403541672985, 149.08103834352912 -35.44403488580043, 149.0809485256476 -35.44402872058726, 149.08089808088326 -35.444023703583504))","CYCLEPATH","BITUMEN","2.5","18.02921","BONYTHON","ROADS_ACT"
"MULTILINESTRING ((149.07995817257262 -35.44555126259838, 149.07951796283623 -35.445354960212484, 149.07949405411082 -35.44534370868566, 149.07945615161523 -35.445324579486346, 149.07944722639786 -35.44531949269856, 149.07944270850822 -35.445316701497205, 149.07943482909178 -35.4453110733609, 149.07942705883454 -35.445304318618376, 149.0794210516881 -35.44529868939415, 149.07941531987592 -35.44529306000982, 149.07940947695616 -35.44528630414734, 149.0794067201897 -35.44528234031841, 149.0794042938626 -35.44527842135932, 149.0794022529635 -35.445274457114806, 149.07939916193712 -35.44526603237206, 149.07939778137074 -35.44526152700394, 149.07939584623836 -35.44525251578829, 149.079395181539 -35.44524801000471, 149.07939412552412 -35.44523674519421, 149.07939428050793 -35.44522493894063, 149.07939531897543 -35.445215925999356, 149.07939597583675 -35.44521137438715, 149.079397895877 -35.44520294673628, 149.07940014580964 -35.4451939330919, 149.07940267158187 -35.44518550508941, 149.07940580257934 -35.44517649093358, 149.0794105821422 -35.44516351039178, 149.07943547561848 -35.44510378919639, 149.07944476333302 -35.44508237949875, 149.07945075438704 -35.445069443313415, 149.07945916540044 -35.4450530810335, 149.07946383875662 -35.44504465178225, 149.0794686226743 -35.445036718145225, 149.07947912624704 -35.445020399710025, 149.07948204137537 -35.445016477648956, 149.0794884227257 -35.44500912888506, 149.07949530018098 -35.445002365634565, 149.0794990968404 -35.44499898380117, 149.07951125923174 -35.4449905501957, 149.07952006494796 -35.44498486730368, 149.07952848625234 -35.44498040130027, 149.0795379537408 -35.444975844564574, 149.0795525405345 -35.44496912188966, 149.07957219191638 -35.44496063886076, 149.0795819903071 -35.44495666773118, 149.07959696353655 -35.44495107136845, 149.07961210192417 -35.44494542984606, 149.07967865816565 -35.444923400980784, 149.07969930271634 -35.44491721549906, 149.07971493813776 -35.444913240956865, 149.07973613381762 -35.44490759588795, 149.07979460358382 -35.4448951698148, 149.07995498357857 -35.444862406386896, 149.08002963984694 -35.44484659110467, 149.0800550755991 -35.444840943497255, 149.0800762722206 -35.44483642491062, 149.08009207280702 -35.44483245022297, 149.0801025880437 -35.44482965023523, 149.0801077628259 -35.444827979919424, 149.08011772637343 -35.44482400864973, 149.08012273591643 -35.44482229336845, 149.08013715743488 -35.444815570720124, 149.0801462939987 -35.44481047339068, 149.08015487942478 -35.444804835643495, 149.08016709627267 -35.444795816138345, 149.08017914740623 -35.44478621092719, 149.08021007252577 -35.44476086810606, 149.08030532073474 -35.44467911530662, 149.0803359699686 -35.44465323187515, 149.08036706014764 -35.44462784385512, 149.08039853581036 -35.44460250066196, 149.08043485526153 -35.444574856462005, 149.08047865925465 -35.444542160931626, 149.08057738454758 -35.4444700040102, 149.08063137069735 -35.44443166970465, 149.08068728561798 -35.44439504657969, 149.0807134275872 -35.44437867373365, 149.08080165077138 -35.444324547515244, 149.0808326365153 -35.44430591869177, 149.08095784698216 -35.444232664294354, 149.0809745259514 -35.444225850084045))","CYCLEPATH","BITUMEN","2.5","254.64127","BONYTHON","ROADS_ACT"
"MULTILINESTRING ((149.1087755115775 -35.445950680526806, 149.1091894404131 -35.44603091040094, 149.1092593366293 -35.446043785481734, 149.1092831305519 -35.44604773128537, 149.10931871019403 -35.446052748840955, 149.10937774919768 -35.44605833282402, 149.10940429437736 -35.446060563990216, 149.109456942812 -35.446063900129104, 149.10948001736907 -35.44606500760481, 149.10950320139293 -35.44606557424592, 149.10955606592543 -35.44606553053988, 149.10958580150051 -35.44606492014432, 149.10961884043942 -35.44606376626827, 149.10966167994815 -35.446061477729145, 149.1096880557512 -35.44606032935005, 149.1097210932917 -35.446058048906124, 149.1098263720332 -35.44605007586624, 149.11032659801893 -35.44600180457253, 149.1103480727581 -35.446000615071824, 149.11042378383192 -35.445995505036414, 149.11044702077368 -35.445994359109775, 149.11046678921372 -35.44599380187457, 149.11051293550324 -35.44599376335585, 149.11053270529268 -35.44599428758814, 149.11065815394093 -35.44599868892949, 149.11098429214144 -35.44602265896695, 149.11100945920353 -35.446023719333475, 149.11107224004186 -35.446027046266316, 149.11110203286378 -35.44602819285325, 149.11111838849914 -35.446028719856706, 149.11115792674426 -35.446028686641455, 149.11117103205714 -35.446028134889396, 149.11120390286834 -35.44602468257714, 149.1112200898476 -35.446022460948484, 149.11129799359867 -35.44600941767246, 149.11139571515295 -35.44599131075312, 149.1114831426824 -35.445976051315725, 149.11157723392878 -35.44596128187094, 149.111622821738 -35.44595506995427, 149.11176288903766 -35.4459363411851, 149.11182152487936 -35.44592786508169, 149.11199308197217 -35.44590239522448, 149.11205397620142 -35.445894457834605, 149.11208012947694 -35.44589159677913, 149.11211300093652 -35.445888730020116, 149.11212830816126 -35.44588759049522, 149.1121391542652 -35.44588591401344, 149.1121761536375 -35.44588137645441, 149.11223258665547 -35.44587285695911, 149.11225631559307 -35.445868916444624, 149.11227784184513 -35.445864977796724, 149.11230982792114 -35.44585873211309, 149.11232689367765 -35.44585475218517, 149.11234786713345 -35.445849146713826, 149.11239410840804 -35.44583725618339, 149.11241304574847 -35.4458327339118, 149.11334133663655 -35.44559424053546, 149.11359472333942 -35.44552697105447, 149.1139986063675 -35.445416266899755, 149.1151685243983 -35.44509643954492, 149.11533470547752 -35.44504668140436, 149.11537598922325 -35.44503429838936, 149.11541094243032 -35.4450235431219, 149.1154539309732 -35.44500944624507, 149.1154965882763 -35.4449947187801, 149.11554183156372 -35.44497836681395, 149.11558982591245 -35.44496030007569, 149.11565345024988 -35.444935460357115, 149.11571278007628 -35.444911165115236, 149.11576968771388 -35.444887457773305, 149.11579704022174 -35.44487562759076, 149.1158242282325 -35.444864338286365, 149.11585124955678 -35.444851922581144, 149.11587997645051 -35.44483837882884, 149.11599191105844 -35.44478474710787, 149.11630420303237 -35.4446256294842, 149.11637023868124 -35.44459236072913, 149.11640237652685 -35.44457656075615, 149.1164428263791 -35.444558500344414, 149.1165207003686 -35.44452463523945, 149.11655614361706 -35.444509958842495, 149.1165960464955 -35.444494737747334, 149.11668069868273 -35.44446478690177))","CYCLEPATH","CONCRETE","2.5","752.15217","CALWELL","ROADS_ACT"
"MULTILINESTRING ((149.13368474946174 -35.24998753186969, 149.13369804682054 -35.249989681238816, 149.1339718833819 -35.250018735646066, 149.13398473900708 -35.25001939835171))","FOOTPATH","CONCRETE","1.2","27.53581","DICKSON","ROADS_ACT"
"MULTILINESTRING ((149.13414140640134 -35.248400745378405, 149.13411717898518 -35.24836359329298, 149.13409581934175 -35.248333783533866, 149.13407949389924 -35.248327040897486, 149.13404569018707 -35.24831405250056))","FOOTPATH","CONCRETE","1.2","13.57579","LYNEHAM","ROADS_ACT"
"MULTILINESTRING ((149.13369103185738 -35.25183786692442, 149.1336778447543 -35.25183616807483, 149.13340416622597 -35.25180661716705, 149.13339070438846 -35.25180487350463))","FOOTPATH","CONCRETE","1.2","27.57851","DICKSON","ROADS_ACT"
"MULTILINESTRING ((149.08820270788752 -35.45807594507883, 149.08821956990687 -35.45808512660462, 149.08828035649304 -35.4581245156791, 149.08830190416063 -35.45813802003459, 149.08842089397984 -35.45822189171928, 149.08844635535814 -35.458238773097875, 149.08850576633986 -35.458279244436696, 149.08853574672347 -35.4582989617063, 149.0885490281685 -35.458307379491195, 149.0885622540115 -35.45831525657238, 149.08857586485635 -35.45832259266027, 149.08858964145975 -35.458330469376335, 149.0886266709789 -35.45834959618762, 149.0886736736087 -35.45837322257964, 149.08879302257083 -35.45842947091643, 149.08883346743187 -35.45844918123162, 149.08894955208459 -35.45849020087539, 149.08904166844545 -35.45852055663893, 149.08906210762825 -35.45852676163496, 149.08907764392774 -35.458531798267195, 149.08910364686713 -35.458539126117635, 149.0891457896902 -35.45854919204029, 149.08917250698437 -35.45855485212045, 149.08919933381262 -35.458559881258495, 149.08921552886102 -35.4585627094138, 149.08923188856065 -35.458564951655816, 149.08925353659342 -35.458568271870156, 149.08929727118215 -35.45857279409684, 149.0893668373024 -35.458578335578814, 149.08979937472856 -35.458606211182726, 149.08996064709947 -35.458616828105164, 149.09020626009737 -35.45864708021828, 149.090378947333 -35.45867174817218, 149.0904718702914 -35.45868182454375, 149.09051009625955 -35.45868517843535, 149.09053212823838 -35.458686830879614, 149.09058549896682 -35.45868909306451, 149.09068739249824 -35.458692358907925, 149.09069290066375 -35.45869294099252, 149.09071509787574 -35.45869459329191, 149.09072594893502 -35.458695712508224, 149.0907310721585 -35.45869688065301, 149.09073625095544 -35.45869854443869, 149.09074126457043 -35.45870025339739, 149.0907512372229 -35.45870416702965, 149.09077515142675 -35.45871541629918, 149.0907842979458 -35.45871933048685, 149.09081152014764 -35.458734002202775, 149.09084540703142 -35.45874916508489, 149.09086006340462 -35.458755328625806, 149.090870036115 -35.45875928730995, 149.0908853522691 -35.4587643238592, 149.09091686416448 -35.45877277413561, 149.0909258437921 -35.45877502114287, 149.09103529590953 -35.45879125934509, 149.0910551238044 -35.458791831707245))","CYCLEPATH","BITUMEN","2.7","278.03468","GORDON","ROADS_ACT"
"MULTILINESTRING ((149.08923793531918 -35.45894459237241, 149.08924757578632 -35.458946794004575, 149.08929059788028 -35.458954651271824, 149.0893446357536 -35.45896308701477, 149.08941932988603 -35.45897430283712, 149.0896983693233 -35.45899890106509, 149.0899075118822 -35.45901791267606, 149.0899405591409 -35.459019557865744, 149.09002301356733 -35.45902518047658, 149.09006140374245 -35.45902736279714, 149.09009995865406 -35.45902904931654, 149.0901328401545 -35.45903015382442, 149.09015487055893 -35.459030139056516, 149.0901769015473 -35.459030710086175, 149.09019893136778 -35.45903010950866, 149.09022646937328 -35.45903009103308, 149.09024849919325 -35.459029490446525, 149.09033110983384 -35.45902605534254, 149.09037516843404 -35.459023817708996, 149.09039703189714 -35.459022090664895, 149.0904243478837 -35.45902035994921, 149.0904835495383 -35.4590152732024, 149.0905711670145 -35.45900678765406, 149.09060404399668 -35.45900338586749, 149.09063658934562 -35.45899881269165, 149.09065823086559 -35.45899546352892, 149.0906797610115 -35.458990897771805, 149.09069005741787 -35.45898809699864, 149.0907054185079 -35.45898299465976, 149.09072980699057 -35.45897283931447, 149.09073927499185 -35.45896778601182, 149.09076283619513 -35.45895650467612, 149.0908406155038 -35.4589136435052, 149.09087276231412 -35.45889618289059, 149.09089186459465 -35.45888715762988, 149.0909071705766 -35.45888205530234, 149.090923194266 -35.458878664831424, 149.09093932864994 -35.458875815023774, 149.09098151057748 -35.45886961300962, 149.09103398429147 -35.458856058950005, 149.09105326139803 -35.458856586624144))","FOOTPATH","CONCRETE","1.2","169.46575","CONDER","ROADS_ACT"
"MULTILINESTRING ((149.09097215547993 -35.46019046755891, 149.09093833765687 -35.46024456447264, 149.09088900967862 -35.46032012122932, 149.0908370889606 -35.46039166922734, 149.09078515855543 -35.460453664131805, 149.09068321051183 -35.4605630075339, 149.09060341592001 -35.46063006806152, 149.09058331223397 -35.46062954087013))","CYCLEPATH","BITUMEN","2.5","61.29198","GORDON","ROADS_ACT"
"MULTILINESTRING ((149.09086039813118 -35.46385464271045, 149.09086121525968 -35.46384562982698, 149.09078487233197 -35.4637330272645, 149.09077555149514 -35.46372064160295, 149.09077036839088 -35.4637150123955, 149.09076590303684 -35.46371109504621, 149.09076298098728 -35.4637082581346, 149.09075796479655 -35.46370429609522, 149.0907545476681 -35.46370209038082, 149.09074385605734 -35.46369587908909, 149.09073079549958 -35.46368912865523, 149.09071938845068 -35.46368350364568, 149.09070770655006 -35.463678419560374, 149.09068963383677 -35.46367171756514, 149.09067134130694 -35.46366551139368, 149.09064880655296 -35.4636581815381, 149.09062004618454 -35.46364918859288, 149.0906073200942 -35.463646403346075, 149.0905882031047 -35.46364191006055, 149.09057751548772 -35.463639664177215, 149.09056666322067 -35.463638004205364, 149.09055806974163 -35.46363688345131, 149.09053691703903 -35.46363459954973, 149.0905079988066 -35.463632951734155))","FOOTPATH","CONCRETE","1.2","43.68387","CONDER","ROADS_ACT"
"MULTILINESTRING ((149.09594840038696 -35.46374355085053, 149.09594718320247 -35.46373845975414, 149.09594149978543 -35.46372886568424, 149.09593559850822 -35.46372156991372, 149.09591734442049 -35.463700178671544, 149.09587291208874 -35.46366416108332, 149.09562226435747 -35.463473954301236))","FOOTPATH","CONCRETE","1.8","42.33346","CONDER","ROADS_ACT"
