"crash_id","crash_date","crash_time","severity","crash_type","cyclists","cyclist_casualties","reported_location","latitude","longitude","location_1"
"1212158","2019-08-02T12:00:00.000","12:00","Injury","Other - Vehicle to Vehicle","1","1","FAWKNER STREET (FARRER -> ELOUERA)","-35.272927","149.135539","
,  
(-35.272927, 149.135539)"
"1212428","2019-07-26T18:20:00.000","18:20","Property Damage Only","Right angle collision","1","0","BATMAN/GOOREEN INTERSECTION","-35.275991","149.14107","
,  
(-35.275991, 149.14107)"
"1188323","2018-07-15T11:00:00.000","11:00","Property Damage Only","Right angle collision","1","0","COTTER/LADY DENMAN INTERSECTION","-35.312936","149.082802","(-35.312936, 149.082802)"
"1188459","2018-07-19T09:30:00.000","09:30","Property Damage Only","Same direction side swipe","1","0","ANTILL/MELBA INTERSECTION","-35.2488","149.142165","(-35.2488, 149.142165)"
"1221087","2019-12-16T07:24:00.000","07:24","Property Damage Only","Other - Vehicle to Vehicle","1","0","ANTILL/MOUAT/NORTHBOURNE INTERSECTION","-35.248235","149.134223","
,  
(-35.248235, 149.134223)"
"1221093","2019-12-16T13:20:00.000","13:20","Property Damage Only","Collision with parked vehicle","1","0","LONSDALE STREET (ELOUERA -> COOYONG)","-35.274457","149.132588","
,  
(-35.274457, 149.132588)"
"1188651","2018-06-25T12:30:00.000","12:30","Property Damage Only","Right angle collision","1","0","ANKETELL/SOWARD INTERSECTION","-35.417992","149.069415","(-35.417992, 149.069415)"
"1212565","2019-07-30T09:15:00.000","09:15","Property Damage Only","Right angle collision","1","0","CANBERRA/DOMINION INTERSECTION","-35.315435","149.130781","
,  
(-35.315435, 149.130781)"
"1188703","2018-07-11T15:10:00.000","15:10","Property Damage Only","Right angle collision","1","0","BRERETON/GILMORE INTERSECTION","-35.340388","149.107859","(-35.340388, 149.107859)"
"1188729","2018-07-23T14:25:00.000","14:25","Property Damage Only","Other - Vehicle to Vehicle","1","0","MASSON STREET (WATSON -> MCCAUGHEY)","-35.269785","149.125567","(-35.269785, 149.125567)"
"1188716","2018-07-12T16:50:00.000","16:50","Property Damage Only","Other - Vehicle to Vehicle","1","0","GUNGAHLIN/SANDFORD INTERSECTION","-35.218244","149.130804","(-35.218244, 149.130804)"
"1212668","2019-08-07T08:00:00.000","08:00","Property Damage Only","Other - Vehicle to Vehicle","1","0","MOORE/RUDD INTERSECTION","-35.276944","149.128064","
,  
(-35.276944, 149.128064)"
"1188980","2018-07-16T18:18:00.000","18:18","Property Damage Only","Other - Vehicle to Vehicle","1","0","CONDAMINE STREET (BENT -> MCCAUGHEY)","-35.266618","149.124182","(-35.266618, 149.124182)"
"1177374","2018-02-13T07:40:00.000","07:40","Property Damage Only","Right angle collision","1","0","GEORGE TYSON/TERMINAL INTERSECTION","-35.308083","149.188811","(-35.308083, 149.188811)"
"1189151","2018-07-20T08:38:00.000","08:38","Injury","Other - Vehicle to Vehicle","1","1","COMMONWEALTH AVENUE (QUEEN VICTORIA -> KAYE)","-35.29924","149.12588","(-35.29924, 149.12588)"
"1221265","2019-12-17T09:20:00.000","09:20","Property Damage Only","Right angle collision","1","0","BARRY/MOORE INTERSECTION","-35.275603","149.128298","
,  
(-35.275603, 149.128298)"
"1221277","2019-12-18T17:50:00.000","17:50","Property Damage Only","Other - Vehicle to Vehicle","1","0","BINDUBI/BARDI INTERSECTION","-35.252351","149.074978","
,  
(-35.252351, 149.074978)"
"1221457","2019-12-19T11:15:00.000","11:15","Property Damage Only","Other - Vehicle to Vehicle","1","0","NORTHBOURNE AVENUE (ELOUERA / GOULD -> GIRRAHWEEN / MASSON)","-35.272037","149.130276","
,  
(-35.272037, 149.130276)"
"1087876","2014-05-28T09:00:00.000","09:00","Injury","Right angle collision","1","1","DRAKEFORD/ERINDALE/SOWARD INTERSECTION","-35.41535","149.07449","(-35.41535, 149.07449)"
"1161503","2017-05-24T13:15:00.000","13:15","Injury","Same direction side swipe","1","1","ANKETELL/ATHLLON (SW) INTERSECTION","-35.424735","149.074472","(-35.424735, 149.074472)"
"1130427","2016-02-29T15:40:00.000","15:40","Property Damage Only","Other - Vehicle to Vehicle","1","0","BARR SMITH/SALAS INTERSECTION","-35.426473","149.073649","(-35.426473, 149.073649)"
"1046431","2012-09-25T07:43:00.000","07:43","Injury","Right turn into oncoming vehicle","1","1","DRAKEFORD/HURTLE INTERSECTION","-35.43398","149.088006","(-35.43398, 149.088006)"
"1221567","2020-01-07T14:00:00.000","14:00","Injury","Same direction side swipe","1","1","LONDON/NORTHBOURNE INTERSECTION","-35.279584","149.129157","
,  
(-35.279584, 149.129157)"
"1087298","2014-03-21T05:50:00.000","05:50","Injury","Struck object  (On Road)","1","1","HINDMARSH/LAUNCESTON INTERSECTION","-35.347672","149.074321","(-35.347672, 149.074321)"
"1101070","2014-12-18T18:24:00.000","18:24","Injury","Right angle collision","1","1","ANKETELL/COWLISHAW INTERSECTION","-35.41341","149.065926","(-35.41341, 149.065926)"
"1061226","2013-05-03T12:35:00.000","12:35","Property Damage Only","Rear end collision","1","0","HINDMARSH/NAMATJIRA INTERSECTION","-35.345382","149.057384","(-35.345382, 149.057384)"
"1195849","2018-11-14T19:50:00.000","19:50","Property Damage Only","Right angle collision","1","0","FAIRBAIRN/FAIREMAJUNRM/MAJUNFAIRWRM INTERSECTION","-35.297097","149.175434","(-35.297097, 149.175434)"
"1196091","2018-11-13T18:24:00.000","18:24","Injury","Right angle collision","1","1","KENT STREET (HAMPDEN -> KENT CPAK))","-35.320423","149.098195","(-35.320423, 149.098195)"
"1221552","2019-12-22T08:20:00.000","08:20","Property Damage Only","Right angle collision","1","0","DAWES/ HONEYSETT INTERSECTION","-35.315818","149.147883","
,  
(-35.315818, 149.147883)"
"1196127","2018-11-05T08:30:00.000","08:30","Injury","Other - Vehicle to Vehicle","1","1","EASTLAKE PARADE (TREVILLIAN -> GILES)","-35.311986","149.145788","(-35.311986, 149.145788)"
"1061748","2013-04-29T07:20:00.000","07:20","Property Damage Only","Right angle collision","1","0","BANGALAY/HINDMARSH INTERSECTION","-35.342265","149.039402","(-35.342265, 149.039402)"
"1228386","2020-05-21T08:30:00.000","08:30","Property Damage Only","Right angle collision","1","0","HAWDON/MAJURA INTERSECTION","-35.25345","149.148589","
,  
(-35.25345, 149.148589)"
"1189407","2018-07-23T08:05:00.000","08:05","Property Damage Only","Right angle collision","1","0","CAPTAIN COOK/STRZELECKI INTERSECTION","-35.332932","149.141276","(-35.332932, 149.141276)"
"1189340","2018-07-21T13:00:00.000","13:00","Property Damage Only","Right angle collision","1","0","BARTON/GOLD CREEK INTERSECTION","-35.194217","149.086294","(-35.194217, 149.086294)"
"1189213","2018-07-19T17:35:00.000","17:35","Property Damage Only","Other - Vehicle to Vehicle","1","0","COWPER/IPIMA/LIMESTONE INTERSECTION","-35.265724","149.13776","(-35.265724, 149.13776)"
"1189211","2018-07-19T08:45:00.000","08:45","Property Damage Only","Other - Vehicle to Vehicle","1","0","BARRY/MARCUS CLARKE INTERSECTION","-35.275542","149.126787","(-35.275542, 149.126787)"
"1189508","2018-07-24T16:15:00.000","16:15","Injury","Right angle collision","1","1","EASTY/LAUNCESTON INTERSECTION","-35.341083","149.089385","(-35.341083, 149.089385)"
"1111104","2015-05-26T13:00:00.000","13:00","Property Damage Only","Right angle collision","1","0","ATHLLON/DRAKEFORD/ISABELLA INTERSECTION","-35.423955","149.077911","(-35.423955, 149.077911)"
"1160646","2017-04-04T16:55:00.000","16:55","Injury","Right angle collision","1","1","BARR SMITH/DRAKEFORD INTERSECTION","-35.427922","149.083934","(-35.427922, 149.083934)"
"1042074","2012-08-15T14:30:00.000","14:30","Property Damage Only","Right angle collision","1","0","DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION","-35.437784","149.091475","(-35.437784, 149.091475)"
"1164548","2017-07-09T10:21:00.000","10:21","Property Damage Only","Other - Vehicle to Vehicle","1","0","DRAKEFORD/HURTLE INTERSECTION","-35.43398","149.088006","(-35.43398, 149.088006)"
"1144584","2016-09-19T14:15:00.000","14:15","Property Damage Only","Other - Vehicle to Vehicle","1","0","ATHLLON DRIVE (DRAKEFORD / ISABELLA -> ANKETELL)","-35.424044","149.077651","(-35.424044, 149.077651)"
"1105145","2015-02-23T16:10:00.000","16:10","Property Damage Only","Other - Vehicle to Vehicle","1","0","DRAKEFORD/ERINDALE/SOWARD INTERSECTION","-35.415367","149.0745","(-35.415367, 149.0745)"
"1179174","2018-02-05T17:50:00.000","17:50","Injury","Other - Vehicle to Vehicle","1","1","DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION","-35.4377","149.091273","(-35.4377, 149.091273)"
"1077703","2013-12-18T08:15:00.000","08:15","Injury","Same direction side swipe","1","1","ANKETELL/ATHLLON (SW) INTERSECTION","-35.424743","149.074406","(-35.424743, 149.074406)"
"1078259","2014-01-06T05:30:00.000","05:30","Property Damage Only","Right angle collision","1","0","DRAKEFORD/NOOROOMA INTERSECTION","-35.429408","149.085654","(-35.429408, 149.085654)"
"1160934","2017-05-24T06:50:00.000","06:50","Property Damage Only","Right angle collision","1","0","ATHLLON/DRAKEFORD/ISABELLA INTERSECTION","-35.423934","149.077973","(-35.423934, 149.077973)"
"1077379","2013-12-14T12:00:00.000","12:00","Property Damage Only","Same direction side swipe","1","0","DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION","-35.437646","149.091348","(-35.437646, 149.091348)"
"1130957","2016-03-08T21:10:00.000","21:10","Injury","Struck object  (On Road)","1","1","ATHLLON DRIVE (DON DUNSTAN / SCOLLAY -> ROWLAND REES)","-35.424782","149.069767","(-35.424782, 149.069767)"
"1086260","2014-04-29T15:10:00.000","15:10","Injury","Right angle collision","1","1","ATHLLON/DRAKEFORD/ISABELLA INTERSECTION","-35.424081","149.07853","(-35.424081, 149.07853)"
"1154365","2017-01-31T21:30:00.000","21:30","Property Damage Only","Same direction side swipe","1","0","DRAKEFORD DRIVE (ERINDALE / SOWARD -> MORTIMER LEWIS)","-35.414883","149.074254","(-35.414883, 149.074254)"
"1061209","2013-05-07T15:30:00.000","15:30","Injury","Same direction side swipe","1","1","ATHLLON/DRAKEFORD/ISABELLA INTERSECTION","-35.424076","149.078526","(-35.424076, 149.078526)"
"1221939","2020-01-13T18:21:00.000","18:21","Property Damage Only","Other - Vehicle to Vehicle","1","0","EDINBURGH/MARCUS CLARKE INTERSECTION","-35.283589","149.124715","
,  
(-35.283589, 149.124715)"
"1151012","2016-11-19T19:45:00.000","19:45","Injury","Right angle collision","1","1","ANKETELL/BARTLET/DREW INTERSECTION","-35.4123","149.06394","(-35.4123, 149.06394)"
"1193176","2018-09-14T09:20:00.000","09:20","Injury","Same direction side swipe","1","1","COMMONWEALTH/COMMNPARKELONDWRM INTERSECTION","-35.284607","149.12747","
,  
(-35.284607, 149.12747)"
"1228489","2020-06-03T08:30:00.000","08:30","Property Damage Only","Other - Vehicle to Vehicle","1","0","EASTERN VALLEY WAY (AIKMAN / CAMERON -> EMU)","-35.240493","149.073258","
,  
(-35.240493, 149.073258)"
"1228583","2020-06-10T08:40:00.000","08:40","Property Damage Only","Other - Vehicle to Vehicle","1","0","BLACKWOOD/TYERS INTERSECTION","-35.335975","149.040909","
,  
(-35.335975, 149.040909)"
"1190242","2018-08-15T09:40:00.000","09:40","Property Damage Only","Same direction side swipe","1","0","ELOUERA/GOULD/NORTHBOURNE INTERSECTION","-35.27306","149.130211","(-35.27306, 149.130211)"
"1190132","2018-08-02T17:30:00.000","17:30","Property Damage Only","Right angle collision","1","0","ARTHUR/MONARO/TASMANIA INTERSECTION","-35.3226","149.126679","(-35.3226, 149.126679)"
"1190150","2018-08-14T17:35:00.000","17:35","Property Damage Only","Right angle collision","1","0","LONDON/WEST INTERSECTION","-35.279401","149.127684","(-35.279401, 149.127684)"
"1190125","2018-08-02T08:39:00.000","08:39","Property Damage Only","Right angle collision","1","0","CANBERRA/CAPTAIN COOK/MANUKA (SW) INTERSECTION","-35.319557","149.135253","(-35.319557, 149.135253)"
"1190559","2018-08-07T17:57:00.000","17:57","Injury","Struck pedestrian (On Road)","1","0","ELOUERA/GOULD/NORTHBOURNE INTERSECTION","-35.273039","149.130014","(-35.273039, 149.130014)"
