"crash_id","crash_date","crash_time","severity","crash_type","cyclists","cyclist_casualties","reported_location","latitude","longitude","location_1"
"1190564","2018-08-18T17:15:00.000","17:15","Injury","Other - Vehicle to Vehicle","1","1","TORRENS STREET (HENTY -> HELEMON)","-35.268787","149.134856","(-35.268787, 149.134856)"
"1132851","2016-04-06T15:30:00.000","15:30","Injury","Same direction side swipe","1","1","LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM)","-35.28382","149.126355","(-35.28382, 149.126355)"
"1053741","2013-01-24T08:30:00.000","08:30","Injury","Same direction side swipe","1","1","LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM)","-35.283691","149.126281","(-35.283691, 149.126281)"
"1118823","2015-08-20T19:20:00.000","19:20","Property Damage Only","Right angle collision","1","0","EDINBURGH/MARCUS CLARKE INTERSECTION","-35.283709","149.124665","(-35.283709, 149.124665)"
"1072432","2013-09-26T07:56:00.000","07:56","Property Damage Only","Right angle collision","1","0","GARRAN/LIVERSIDGE/McCOY INTERSECTION","-35.283568","149.119859","(-35.283568, 149.119859)"
"1073656","2013-10-14T19:50:00.000","19:50","Property Damage Only","Right angle collision","1","0","GARRAN/LIVERSIDGE/McCOY INTERSECTION","-35.283564","149.119854","(-35.283564, 149.119854)"
"1033294","2012-04-03T08:15:00.000","08:15","Property Damage Only","Same direction side swipe","1","0","LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM)","-35.283602","149.12623","(-35.283602, 149.12623)"
"1074443","2013-10-24T21:10:00.000","21:10","Property Damage Only","Right angle collision","1","0","GARRAN/LIVERSIDGE/McCOY INTERSECTION","-35.283565","149.119855","(-35.283565, 149.119855)"
"1060925","2013-05-02T09:20:00.000","09:20","Injury","Right turn into oncoming vehicle","1","1","LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM)","-35.283625","149.126243","(-35.283625, 149.126243)"
"1135586","2016-05-27T08:50:00.000","08:50","Property Damage Only","Other - Vehicle to Vehicle","1","0","MARCUS CLARKE STREET (MARCUS CLARKE -> EDINBURGH)","-35.284704","149.125246","(-35.284704, 149.125246)"
"1190779","2018-08-10T12:40:00.000","12:40","Property Damage Only","Other - Vehicle to Vehicle","1","0","NULLARBOR/SANGER INTERSECTION","-35.200393","149.146594","(-35.200393, 149.146594)"
"1158948","2017-03-24T13:10:00.000","13:10","Property Damage Only","Right angle collision","1","0","BRISBANE/TELOPEA INTERSECTION","-35.310369","149.140567","(-35.310369, 149.140567)"
"1213108","2019-08-08T07:15:00.000","07:15","Property Damage Only","Right angle collision","1","0","BATTYE/BRAYBROOKE/PURDIE INTERSECTION","-35.24701","149.097791","
,  
(-35.24701, 149.097791)"
"1213081","2019-08-07T17:40:00.000","17:40","Property Damage Only","Other - Vehicle to Vehicle","1","0","CHALLIS STREET (MORPHETT -> CAPE / DICKSON BUS STN ACC)","-35.252236","149.13513","
,  
(-35.252236, 149.13513)"
"1213489","2019-08-14T09:05:00.000","09:05","Property Damage Only","Right angle collision","1","0","BOLDREWOOD/DAVID/MILLER INTERSECTION","-35.268289","149.114665","
,  
(-35.268289, 149.114665)"
"1213634","2019-08-21T10:45:00.000","10:45","Injury","Other - Vehicle to Vehicle","1","1","DALEY ROAD (NORTH -> LINNAEUS)","-35.276574","149.115367","
,  
(-35.276574, 149.115367)"
"1213630","2019-08-19T07:45:00.000","07:45","Injury","Other - Vehicle to Vehicle","1","1","FAWKNER STREET (GIRRAHWEEN -> FARRER)","-35.271352","149.135793","
,  
(-35.271352, 149.135793)"
"1213621","2019-08-16T08:35:00.000","08:35","Property Damage Only","Right angle collision","1","0","BANGALAY/CARBEEN INTERSECTION","-35.344285","149.03902","
,  
(-35.344285, 149.03902)"
"1213806","2019-08-07T08:05:00.000","08:05","Injury","Right turn into oncoming vehicle","1","1","ARCHER/MAJURA INTERSECTION","-35.25646","149.14171","
,  
(-35.25646, 149.14171)"
"1213908","2019-08-21T08:45:00.000","08:45","Property Damage Only","Other - Vehicle to Vehicle","1","0","AKUNA/LONDON INTERSECTION","-35.282087","149.132002","
,  
(-35.282087, 149.132002)"
"1214142","2019-08-26T14:20:00.000","14:20","Property Damage Only","Other - Vehicle to Vehicle","1","0","NORTHBOURNE AVENUE (CONDAMINE / IPIMA -> MACARTHUR / WAKEFIELD)","-35.264606","149.131477","
,  
(-35.264606, 149.131477)"
"1214137","2019-07-31T08:45:00.000","08:45","Property Damage Only","Collision with parked vehicle","1","0","FAUNCE CRESCENT (HOBBS -> MILLER)","-35.265657","149.112969","
,  
(-35.265657, 149.112969)"
"1214343","2019-09-02T15:30:00.000","15:30","Property Damage Only","Right angle collision","1","0","BOLDREWOOD/DAVID/MILLER INTERSECTION","-35.268395","149.114559","
,  
(-35.268395, 149.114559)"
"1214238","2019-08-26T15:45:00.000","15:45","Property Damage Only","Other - Vehicle to Vehicle","1","0","MELBA STREET (ATHERTON -> BRADFIELD)","-35.243385","149.143064","
,  
(-35.243385, 149.143064)"
"1214651","2019-08-26T18:25:00.000","18:25","Injury","Rear end collision","1","1","KING GEORGE/PARKES INTERSECTION","-35.300405","149.128173","
,  
(-35.300405, 149.128173)"
"1222348","2020-01-23T13:00:00.000","13:00","Property Damage Only","Other - Vehicle to Vehicle","2","0","WINCHCOMBE COURT (WINCHCOMBE -> SANDFORD)","-35.220227","149.14231","
,  
(-35.220227, 149.14231)"
"1190725","2018-08-09T10:50:00.000","10:50","Property Damage Only","Right angle collision","1","0","ELLERY/MARCUS CLARKE INTERSECTION","-35.281785","149.123599","(-35.281785, 149.123599)"
"1191069","2018-08-10T09:15:00.000","09:15","Property Damage Only","Other - Vehicle to Vehicle","1","0","DAVID STREET (HAY -> SARGOOD)","-35.263605","149.125375","(-35.263605, 149.125375)"
"1214714","2019-09-10T07:58:00.000","07:58","Injury","Other - Vehicle to Vehicle","1","1","BRISBANE/STATE INTERSECTION","-35.308818","149.129561","
,  
(-35.308818, 149.129561)"
"1214703","2019-09-06T17:25:00.000","17:25","Property Damage Only","Right angle collision","1","0","BRIGALOW/SCRIVENER INTERSECTION","-35.255327","149.120729","
,  
(-35.255327, 149.120729)"
"1222546","2020-01-30T17:35:00.000","17:35","Injury","Other - Vehicle to Vehicle","1","1","BEAUREPAIRE/TRICKETT INTERSECTION","-35.226168","149.012019","
,  
(-35.226168, 149.012019)"
"1222550","2020-02-04T08:40:00.000","08:40","Property Damage Only","Other - Vehicle to Vehicle","1","0","FLEMINGTON SERVICE ROAD 5 (FLEMINGTON SRV.RD -> ELIZABETH JOLLEY)","-35.187893","149.147483","
,  
(-35.187893, 149.147483)"
"1222460","2020-02-02T07:30:00.000","07:30","Property Damage Only","Right angle collision","1","0","CAPTAIN COOK/HOVELL INTERSECTION","-35.329861","149.137402","
,  
(-35.329861, 149.137402)"
"1228803","2020-06-10T13:30:00.000","13:30","Property Damage Only","Other - Vehicle to Vehicle","1","0","PIDDINGTON STREET (HOLROYD -> KERFERD)","-35.234717","149.156169","
,  
(-35.234717, 149.156169)"
"1229020","2020-06-11T17:00:00.000","17:00","Injury","Right angle collision","1","1","ALLAMBEE/DOONKUNA INTERSECTION","-35.27915","149.139227","
,  
(-35.27915, 149.139227)"
"1229515","2020-06-23T10:47:00.000","10:47","Property Damage Only","Other - Vehicle to Vehicle","1","0","COTTER/COTTWTUGGSRM/TUGGSCOTTERM INTERSECTION","-35.319459","149.065323","
,  
(-35.319459, 149.065323)"
"1229420","2020-06-17T12:15:00.000","12:15","Property Damage Only","Other - Vehicle to Vehicle","1","0","TORRENS STREET (BALLUMBIR / COOYONG -> ELOUERA)","-35.273844","149.134038","
,  
(-35.273844, 149.134038)"
"1229027","2020-06-17T18:10:00.000","18:10","Property Damage Only","Right turn into oncoming vehicle","1","0","BUCKINGHAM/CARSTAIRS INTERSECTION","-35.169399","149.13692","
,  
(-35.169399, 149.13692)"
"1229538","2020-07-04T17:30:00.000","17:30","Property Damage Only","Other - Vehicle to Vehicle","1","0","FLEMINGTON SERVICE ROAD 5 (FLEMINGTON SRV.RD -> ELIZABETH JOLLEY)","-35.187689","149.146254","
,  
(-35.187689, 149.146254)"
"1228875","2020-05-24T12:42:00.000","12:42","Injury","Same direction side swipe","1","1","GINNINDERRA/GURAGUMA INTERSECTION","-35.231532","149.083125","
,  
(-35.231532, 149.083125)"
"1229060","2020-06-11T18:07:00.000","18:07","Injury","Other - Vehicle to Vehicle","1","1","STATE CIRCLE (SYDNEY -> CANBERRA)","-35.311475","149.127713","
,  
(-35.311475, 149.127713)"
"1229362","2020-06-29T08:40:00.000","08:40","Injury","Right angle collision","1","1","CANBERRA/MANUKA INTERSECTION","-35.317695","149.132694","
,  
(-35.317695, 149.132694)"
"1229199","2020-06-20T07:50:00.000","07:50","Injury","Right angle collision","1","1","AUSTIN/BARRALLIER/CAPTAIN COOK INTERSECTION","-35.326483","149.135502","
,  
(-35.326483, 149.135502)"
"1229527","2020-07-02T17:25:00.000","17:25","Property Damage Only","Other - Vehicle to Vehicle","1","0","ATHLLON/CALLAM/HINDMARSH INTERSECTION","-35.348972","149.089909","
,  
(-35.348972, 149.089909)"
"1191323","2018-04-07T09:05:00.000","09:05","Fatal","Other - Vehicle to Vehicle","1","1","MENTONE/THARWA INTERSECTION","-35.45145","149.091418","(-35.45145, 149.091418)"
"1155517","2017-02-28T09:30:00.000","09:30","Property Damage Only","Rear end collision","1","0","WENTWORTH/TELOPEA/EASTLAKE INTERSECTION","-35.311164","149.141729","(-35.311164, 149.141729)"
"1191370","2018-08-30T07:30:00.000","07:30","Injury","Right turn into oncoming vehicle","1","1","ANZAC/FAIRBAIRN/LIMESTONE INTERSECTION","-35.282591","149.147185","(-35.282591, 149.147185)"
"1191458","2018-08-31T09:45:00.000","09:45","Property Damage Only","Other - Vehicle to Vehicle","1","0","WATSON STREET (BARRY -> McKAY)","-35.275063","149.125732","(-35.275063, 149.125732)"
"1191546","2018-08-31T08:22:00.000","08:22","Property Damage Only","Other - Vehicle to Vehicle","1","0","BARRY/MARCUS CLARKE INTERSECTION","-35.275457","149.126763","(-35.275457, 149.126763)"
"1191617","2018-08-23T18:45:00.000","18:45","Property Damage Only","Right angle collision","1","0","COWPER/MORPHETT INTERSECTION","-35.253914","149.139009","(-35.253914, 149.139009)"
"1191641","2018-09-04T14:50:00.000","14:50","Property Damage Only","Other - Vehicle to Vehicle","1","0","ANTILL/MOUAT/NORTHBOURNE INTERSECTION","-35.248242","149.1339","(-35.248242, 149.1339)"
"1191771","2018-08-28T11:00:00.000","11:00","Property Damage Only","Other - Vehicle to Vehicle","1","0","ELLERY CRESCENT (EAST -> ELLERY)","-35.279751","149.121159","(-35.279751, 149.121159)"
"1191753","2018-08-27T08:39:00.000","08:39","Injury","Right angle collision","1","1","GRAYSON/MADIGAN INTERSECTION","-35.250742","149.164021","(-35.250742, 149.164021)"
"1192227","2018-09-04T08:42:00.000","08:42","Property Damage Only","Rear end collision","1","0","MOORE/RUDD INTERSECTION","-35.276993","149.128146","(-35.276993, 149.128146)"
"1192273","2018-09-13T11:00:00.000","11:00","Property Damage Only","Same direction side swipe","1","0","BATMAN/LIMESTONE/QUICK INTERSECTION","-35.275074","149.143425","(-35.275074, 149.143425)"
"1192283","2018-09-15T17:40:00.000","17:40","Injury","Right turn into oncoming vehicle","1","1","COOYONG/LONSDALE/GENGE INTERSECTION","-35.275977","149.132343","(-35.275977, 149.132343)"
"1184427","2017-04-16T13:20:00.000","13:20","Property Damage Only","Other - Vehicle to Vehicle","1","0","BENJAMIN WAY (CHANDLER -> SWANSON)","-35.238236","149.067477","(-35.238236, 149.067477)"
"1192421","2018-09-07T09:10:00.000","09:10","Property Damage Only","Other - Vehicle to Vehicle","1","0","LILLEY STREET (BURT -> MACPHERSON)","-35.260496","149.121323","(-35.260496, 149.121323)"
"1192699","2018-09-22T09:30:00.000","09:30","Injury","Right angle collision","1","1","DRAKEFORD/JOHNSON/WOODCOCK INTERSECTION","-35.437554","149.091464","(-35.437554, 149.091464)"
"1101073","2014-12-19T07:40:00.000","07:40","Property Damage Only","Right angle collision","1","0","COWPER/WAKEFIELD INTERSECTION","-35.261858","149.141886","(-35.261858, 149.141886)"
"1161499","2017-05-24T09:00:00.000","09:00","Property Damage Only","Right angle collision","1","0","COWPER/WAKEFIELD INTERSECTION","-35.261838","149.14189","(-35.261838, 149.14189)"
"1039633","2012-02-21T19:39:00.000","19:39","Injury","Right turn into oncoming vehicle","1","1","BONNEY/WAKEFIELD (N) INTERSECTION","-35.261441","149.140603","(-35.261441, 149.140603)"
"1215333","2019-09-12T08:30:00.000","08:30","Injury","Same direction side swipe","1","1","CHILDERS STREET (ALLSOP -> UNIVERSITY)","-35.278614","149.12424","
,  
(-35.278614, 149.12424)"
"1214699","2019-09-05T11:40:00.000","11:40","Injury","Other - Vehicle to Vehicle","1","1","KINGS CANYON STREET (KINGS CANYON 23-25 -> BUNGLE BUNGLE)","-35.203721","149.14986","
,  
(-35.203721, 149.14986)"
"1116886","2015-06-25T07:30:00.000","07:30","Property Damage Only","Right angle collision","1","0","WENTWORTH/DAWES INTERSECTION","-35.316652","149.145701","(-35.316652, 149.145701)"
"1191029","2018-08-26T13:05:00.000","13:05","Injury","Other - Vehicle to Vehicle","1","1","WENTWORTH/TELOPEA/EASTLAKE INTERSECTION","-35.311098","149.141787","(-35.311098, 149.141787)"
"1053542","2012-12-18T07:46:00.000","07:46","Injury","Right angle collision","1","1","WENTWORTH/DAWES INTERSECTION","-35.31676","149.145423","(-35.31676, 149.145423)"
"1119946","2015-09-08T08:20:00.000","08:20","Property Damage Only","Other - Vehicle to Vehicle","1","0","WENTWORTH/TELOPEA/EASTLAKE INTERSECTION","-35.311173","149.141721","(-35.311173, 149.141721)"
"1215127","2019-09-15T13:30:00.000","13:30","Injury","Overturned (On Road)","1","1","ALEXANDRINA DRIVE (MARINER -> MARINER)","-35.300559","149.116649","
,  
(-35.300559, 149.116649)"
"1215130","2019-09-16T17:00:00.000","17:00","Injury","Right turn into oncoming vehicle","1","1","ELLERY/MARCUS CLARKE INTERSECTION","-35.281797","149.123544","
,  
(-35.281797, 149.123544)"
"1214894","2018-07-28T12:30:00.000","12:30","Property Damage Only","Collision with parked vehicle","1","0","SANDFORD STREET (WINCHCOMBE -> DARLING)","-35.220987","149.142751","
,  
(-35.220987, 149.142751)"
"1215581","2019-09-16T07:55:00.000","07:55","Property Damage Only","Other - Vehicle to Vehicle","1","0","BUNDA STREET (AINSLIE -> PETRIE)","-35.279769","149.13372","
,  
(-35.279769, 149.13372)"
"1215696","2019-09-24T09:00:00.000","09:00","Injury","Same direction side swipe","1","1","NORTHBOURNE AVENUE (ELOUERA / GOULD -> GIRRAHWEEN / MASSON)","-35.271928","149.130294","
,  
(-35.271928, 149.130294)"
"1187983","2018-07-10T16:00:00.000","16:00","Property Damage Only","Other - Vehicle to Vehicle","1","0","CANBERRA/NATIONAL INTERSECTION","-35.314358","149.129736","
,  
(-35.314358, 149.129736)"
"1200494","2019-02-04T11:13:00.000","11:13","Injury","Other - Vehicle to Vehicle","1","1","ERNEST CAVANAGH/GUNGAHLIN (SW) INTERSECTION","-35.184475","149.13534","
,  
(-35.184475, 149.13534)"
"1163814","2017-06-29T07:15:00.000","07:15","Property Damage Only","Other - Vehicle to Vehicle","1","0","WENTWORTH/LEICHHARDT/MILDURA INTERSECTION","-35.320657","149.147912","(-35.320657, 149.147912)"
"1055232","2013-02-01T08:00:00.000","08:00","Property Damage Only","Right angle collision","1","0","WENTWORTH/GOSSE INTERSECTION","-35.312414","149.143138","(-35.312414, 149.143138)"
