"the_geom","name","suburb","type","descr","tab_chair","toilets","toilet_id","lighting","signposted","owner","plan_no","cons_date","shape_leng","shape_area"
"MULTIPOLYGON (((149.1469490070001 -35.403541553999965, 149.14733583300006 -35.40309270199998, 149.14735108900004 -35.40314511399998, 149.14735789700012 -35.40318511799995, 149.1473495490001 -35.403230657999984, 149.14732940800002 -35.40327897299994, 149.14728064500002 -35.40334111599998, 149.1471998830001 -35.40341571299996, 149.14709049400008 -35.403501380999955, 149.14704335200008 -35.403527648999955, 149.14700582900002 -35.40354278199993, 149.1469717110001 -35.403545925999936, 149.14695559600014 -35.40354516799994, 149.1469490070001 -35.403541553999965)))","MONARO HIGHWAY TRUCK LAYBY","HUME","UNOFFICIAL","PAVED TRUCK LAYBY - NOT OFFICIALLY DESIGNATED","NO","NO",,"YES","NO","ROADS_ACT",,"1983-01-01T00:00:00.000","0.00126656088172","0.0000000523784943189"
"MULTIPOLYGON (((149.1902372940001 -35.212585633999936, 149.1895493940001 -35.21223057399993, 149.19067533100008 -35.21081833799997, 149.1906758770001 -35.21081702999993, 149.1906765330001 -35.21081572299994, 149.1906771890001 -35.21081445999994, 149.19067795500007 -35.210813196999936, 149.19067872100004 -35.21081197899997, 149.1906795420001 -35.21081076099995, 149.19068041800006 -35.21080954299998, 149.1906813480001 -35.210808414999974, 149.19068233400003 -35.21080724199993, 149.19068337500005 -35.21080615899996, 149.19068447100005 -35.21080507599993, 149.19068562300004 -35.21080453299993, 149.19068682900001 -35.21080399099998, 149.19068809100008 -35.21080349299996, 149.19068935300007 -35.21080304099996, 149.1906906150001 -35.21080263299996, 149.19069187700006 -35.21080227099998, 149.19069319400012 -35.21080190799995, 149.19069451100006 -35.21080159099995, 149.19069582800012 -35.21080131799994, 149.19069714600005 -35.21080109099995, 149.1906985180001 -35.21080090899994, 149.19069983500003 -35.210800726999935, 149.19070120800006 -35.21080063399995, 149.1907025800001 -35.21080054199996, 149.19070395300002 -35.210800494999944, 149.19070532600006 -35.210800492999965, 149.1907066430001 -35.210800535999965, 149.19070801600003 -35.210800578999965, 149.19070938900006 -35.21080071199998, 149.19071554000004 -35.210801198999945, 149.19072169100002 -35.210801910999976, 149.19072778800012 -35.21080275799994, 149.1907338300001 -35.21080378499994, 149.1907398180001 -35.210804992999954, 149.1907458060001 -35.21080633599996, 149.19075168400002 -35.21080790399998, 149.19075750800005 -35.21080960799998, 149.19076327800008 -35.21081144699997, 149.19076893800002 -35.210813465999934, 149.1907745430001 -35.210815665999974, 149.19078003900006 -35.21081800099995, 149.19078542600005 -35.210820470999984, 149.19079070300006 -35.210823121999965, 149.1907996640001 -35.21082833599996, 149.1908083520001 -35.21083382099994, 149.1908168750001 -35.21083948599994, 149.19082512500006 -35.21084542199998, 149.19083315500006 -35.210851583999954, 149.190840911 -35.21085797099994, 149.19084839300004 -35.21086453899994, 149.19085565600008 -35.21087133299994, 149.19086259000005 -35.21087830699997, 149.1908692500001 -35.210885462999954, 149.19087558 -35.210892797999975, 149.19088163700007 -35.21090031499995, 149.1908874190001 -35.21090796699997, 149.19089281800007 -35.21091579999995, 149.1908979420001 -35.210923768999976, 149.1909027370001 -35.210931872999936, 149.19098158200006 -35.211103400999946, 149.19098980200013 -35.21112082899998, 149.1909987360001 -35.21113802999997, 149.19100832800007 -35.21115500399998, 149.1910186330001 -35.21117166199997, 149.19102959600002 -35.21118800399995, 149.19104127200012 -35.211204073999966, 149.19105355200008 -35.21121982799997, 149.19106648900004 -35.211235219999935, 149.19108003000008 -35.21125020599993, 149.1910941740001 -35.21126487499998, 149.19110892100002 -35.21127909299998, 149.19112416100006 -35.21129285999996, 149.1911399500001 -35.21130617499995, 149.19115623100004 -35.21131903899993, 149.1911730060001 -35.21133149599996, 149.19118528700005 -35.21133997599998, 149.19072119600003 -35.21195855299993, 149.190243516 -35.21258884899993, 149.1902372940001 -35.212585633999936)))","HUGHIE EDWARDS REST AREA","MAJURA (RURAL DIST.)","REST AREA","PAVED REST AREA","YES","YES","TOLT70","YES","YES","ROADS_ACT","CANB272","2001-05-14T00:00:00.000","0.00494123800881","0.0000012837237692"
"MULTIPOLYGON (((149.19166393000012 -35.20980551599996, 149.19089163 -35.210833469999955, 149.19072108600005 -35.21075093899998, 149.19081272000005 -35.21062938199998, 149.19087543900002 -35.21060905199994, 149.19090679700003 -35.210597965999966, 149.1909672370001 -35.21056108199997, 149.19156172700002 -35.209769120999965, 149.19166393000012 -35.20980551599996)))","FEDERAL HIGHWAY TRUCK LAYBY SOUTH","MAJURA (RURAL DIST.)","TRUCK LAYBY","PAVED TRUCK LAYOVER","NO","NO",,"YES","YES","ROADS_ACT","MAJU3099","2016-02-22T00:00:00.000","0.00289618399819","0.000000149405560692"
"MULTIPOLYGON (((149.19763478100003 -35.20574979799994, 149.19615137900007 -35.20598588299998, 149.19611808600007 -35.20595740099998, 149.19609404800008 -35.20593765499996, 149.19613969800002 -35.20592451699997, 149.19618579100006 -35.20591263899996, 149.1962323250001 -35.205902021999975, 149.1962793020001 -35.205892621999965, 149.19632661100005 -35.20588448199993, 149.19736870400004 -35.20571991899993, 149.197381822 -35.20571805099996, 149.19739505000007 -35.20571654299994, 149.19740827900011 -35.20571539599996, 149.197421565 -35.20571465499996, 149.19743490500002 -35.205714272999955, 149.197448247 -35.205714297999975, 149.19746153500012 -35.20571468299994, 149.19747482400012 -35.20571542799996, 149.19748811300008 -35.205716578999954, 149.19750129400006 -35.20571809099994, 149.19751442000006 -35.20572000799996, 149.19752743800007 -35.20572224099993, 149.19754040100008 -35.205724879999934, 149.19755320100012 -35.20572787899994, 149.19756589200006 -35.20573123899993, 149.19757841800003 -35.20573495999997, 149.19759632900002 -35.20574029499994, 149.19761445900008 -35.20574508799996, 149.19763275200012 -35.20574938599998, 149.19763478100003 -35.20574979799994)))","FEDERAL HIGHWAY TRUCK LAYBY NORTH","GUNGAHLIN (RURAL DIS","TRUCK LAYBY","PAVED TRUCK LAYOVER","NO","NO",,"YES","YES","ROADS_ACT","MAJU3099","2016-02-22T00:00:00.000","0.00314113745057","0.000000102528055932"
