"the_geom","path_type","path_surf","area","suburb","owner"
"MULTIPOLYGON (((149.09381322535327 -35.333194389713356, 149.09381308780502 -35.33316789306882, 149.09381490248697 -35.333167891796684, 149.09381553292766 -35.33313959211424, 149.09383439391195 -35.3331389029532, 149.09383417668803 -35.33319437502415, 149.09381322535327 -35.333194389713356)))","SHOPPING_PAVEMENT","PAVERS OR CONCRETE BLOCKS","11.15466","HUGHES","ROADS_ACT"
"MULTIPOLYGON (((149.09383417668803 -35.33319437502415, 149.09383439391195 -35.3331389029532, 149.09388086023526 -35.33313837467492, 149.09388031394525 -35.3331946581014, 149.09383417668803 -35.33319437502415)))","SHOPPING_PAVEMENT","PAVERS OR CONCRETE BLOCKS","26.09544","HUGHES","ROADS_ACT"
"MULTIPOLYGON (((149.0937277382621 -35.33321653022913, 149.0937286991908 -35.33318872600314, 149.0937385465903 -35.33319268460501, 149.09374535513797 -35.333182811151914, 149.09375732345472 -35.33316396664931, 149.0937586411618 -35.33316198297684, 149.09376522960252 -35.33315197448933, 149.0937648822961 -35.33318815990798, 149.09376483391256 -35.33319451375222, 149.09381322535327 -35.333194389713356, 149.09383417668803 -35.33319437502415, 149.09388031394525 -35.3331946581014, 149.09388086023526 -35.33313837467492, 149.0939089606756 -35.3331387154568, 149.09390945358976 -35.33318959065587, 149.09390989548413 -35.333191482970086, 149.09391138172634 -35.333192923926504, 149.09391259189016 -35.333193283577025, 149.09391363703594 -35.333193598280886, 149.09395927890986 -35.333193431050844, 149.09396180889 -35.33319383483654, 149.09396428420854 -35.333194554097965, 149.09396659488476 -35.333195588912346, 149.09396868588132 -35.33319689425587, 149.09397050216091 -35.33319842510473, 149.0939719887331 -35.333200181497546, 149.09397314555096 -35.33320211837187, 149.09397397256745 -35.33320419066528, 149.0939743597079 -35.333206308330126, 149.09397432054723 -35.33322149441473, 149.09397388283173 -35.333223612658905, 149.09397311512686 -35.33322568607236, 149.0939719623482 -35.33322762456882, 149.09397053447654 -35.333229428071014, 149.09396877647458 -35.33323105155512, 149.09396679827603 -35.33323244988142, 149.09396459983395 -35.33323357798745, 149.09396119160292 -35.33323470694303, 149.09395970728463 -35.33323511354774, 149.09391467075127 -35.33323573097802, 149.09391236167048 -35.33323622828599, 149.09391049331083 -35.33323749134682, 149.0939095603514 -35.333239294500956, 149.09390934681204 -35.33335104960998, 149.0938768474821 -35.33335111747704, 149.09387683645616 -35.33334052780121, 149.09387684687368 -35.333297718434636, 149.09387687052393 -35.33321480344766, 149.09385520426193 -35.333214773583244, 149.09383507777784 -35.333214787697734, 149.09376952927533 -35.333214878705455, 149.09376935087806 -35.333254849254054, 149.09376917402705 -35.33329630686327, 149.0937694935897 -35.33333920612385, 149.09376912604117 -35.33335592456276, 149.09372925784305 -35.33335586236561, 149.09372902008636 -35.333285835432314, 149.09372807251344 -35.33322067574363, 149.0937277382621 -35.33321653022913)))","SHOPPING_PAVEMENT","PAVERS OR CONCRETE BLOCKS","188.54596","HUGHES","ROADS_ACT"
"MULTIPOLYGON (((149.08183021830075 -35.32483683722189, 149.08183142116405 -35.32482922092403, 149.08183421882646 -35.32482187404113, 149.08184025917996 -35.32481294801547, 149.08184712615497 -35.32480609436962, 149.08185432279578 -35.324798970149395, 149.08187602272028 -35.324777642482424, 149.08202748595173 -35.32463276509798, 149.0820407267531 -35.3246210408351, 149.0820555627908 -35.32461008167081, 149.08206732267436 -35.32460245899306, 149.08208375479313 -35.32459321123857, 149.08210106755035 -35.324584954326035, 149.08211904112932 -35.32457782357569, 149.0821375655613 -35.324571819053716, 149.08215664088755 -35.324566985822436, 149.08217648644037 -35.324562647810374, 149.08220243548152 -35.324558531413885, 149.0822348186461 -35.324555447555056, 149.08225785690004 -35.3245551181648, 149.0822783116886 -35.32455569158677, 149.08229876740907 -35.324557301443754, 149.08232906772002 -35.32456151895777, 149.08234897578583 -35.32456556251688, 149.0823685547975 -35.324570552586216, 149.08238774977107 -35.324576489199316, 149.0824065057225 -35.3245833723897, 149.08242471260203 -35.324591112099235, 149.08243857476785 -35.32459781800523, 149.08244919227582 -35.32460389500418, 149.08245694932714 -35.324608576799996, 149.0824621214935 -35.324612584226905, 149.08246602962322 -35.324617268359916, 149.08247043537565 -35.32462501644499, 149.08247291719482 -35.32463335151202, 149.0824728696401 -35.32464159799046, 149.08247166659592 -35.32464894391952, 149.08247090022138 -35.3246527296406, 149.0824715104928 -35.32465876765367, 149.08247261522018 -35.324664354740726, 149.08247410443428 -35.32466949096852, 149.0824775179897 -35.3246744908395, 149.08248192078216 -35.32467894935859, 149.08248714769528 -35.32468268637571, 149.08249787608074 -35.32468975467935, 149.08263645854743 -35.324773937380016, 149.08278818983916 -35.32486604290981, 149.0827681941698 -35.32488682894948, 149.08260600978272 -35.32478810556012, 149.08255448286943 -35.324781242335796, 149.08240445717317 -35.32468985647635, 149.08233695398755 -35.324648755304366, 149.0823176181935 -35.324669676057965, 149.08229665757835 -35.32465693605648, 149.08231593834958 -35.324635970276965, 149.08230488097036 -35.32462989353294, 149.08228947915967 -35.324623098419515, 149.08227660870898 -35.324618599961354, 149.0822592295618 -35.32461414929548, 149.08224553624737 -35.32461176927305, 149.08223233868551 -35.324610380325325, 149.08221908690822 -35.32460984759776, 149.0822057809151 -35.32461017109031, 149.0821918709405 -35.324611441260814, 149.08217818179355 -35.32461370267254, 149.08216344870627 -35.32461682090302, 149.0821471234487 -35.324622598786064, 149.08213470161223 -35.32462783355579, 149.0821211267536 -35.32463491658657, 149.0821111251667 -35.324641186329636, 149.08210068495336 -35.324648853276535, 149.08209107011353 -35.32465719566224, 149.08207316070587 -35.32467460063469, 149.08192938792854 -35.324811181926215, 149.08206857537348 -35.324895950725505, 149.08212727628725 -35.32493173998546, 149.08212958601382 -35.324932144151965, 149.08213079624585 -35.32493277429608, 149.08213211628592 -35.32493322412353, 149.08213354613403 -35.324933493634305, 149.08213503076487 -35.32493353779911, 149.08213646024922 -35.32493340174699, 149.08213777956186 -35.32493304044866, 149.08213904368756 -35.32493245387088, 149.0821401427779 -35.32493177726776, 149.08214107671165 -35.32493087545167, 149.08217919897973 -35.32488939483201, 149.0821553764118 -35.32487363734641, 149.08227561931568 -35.32474135098998, 149.08232854361137 -35.32477358371024, 149.08223494223688 -35.324876743572695, 149.08236637343649 -35.32495728084268, 149.08232605353894 -35.32500065548082, 149.08234244811058 -35.325010739554074, 149.08232377152424 -35.32503107409451, 149.08218348364375 -35.32494603588254, 149.08217260732036 -35.32495793898022, 149.08231218101398 -35.32504365357601, 149.0823254396697 -35.32505175679959, 149.0823522326433 -35.32506877420127, 149.0823142757396 -35.32511070539963, 149.08224715698293 -35.32506942369778, 149.08217954334924 -35.325028052132524, 149.08209572021417 -35.32512160764108, 149.0820599603327 -35.32516105899077, 149.0820515980534 -35.32515597197248, 149.08205038769754 -35.325155206640005, 149.08208752256843 -35.32511616002524, 149.08208850349288 -35.32510633579376, 149.0821583753775 -35.32502941681578, 149.0818904009983 -35.32486965157594, 149.0818848994988 -35.32486627519909, 149.08187895739655 -35.324862087961314, 149.08187719679614 -35.324860872332955, 149.08185884745993 -35.32487832260092, 149.0818481739287 -35.32487107395744, 149.08184168077258 -35.3248655351728, 149.08183656143189 -35.324859094309154, 149.08183287113278 -35.32485202170882, 149.0818307200457 -35.32484454261838, 149.08183021830075 -35.32483683722189), (149.08220590192417 -35.32492871829048, 149.08219189426148 -35.32494373260217, 149.08220966504442 -35.32495561836329, 149.08222383774134 -35.32494069407478, 149.08220590192417 -35.32492871829048), (149.082249912632 -35.32489291196734, 149.08223601483178 -35.324907791029965, 149.0822542802743 -35.32491945117224, 149.0822679031491 -35.32490457227409, 149.082249912632 -35.32489291196734), (149.08227167673505 -35.32494309848018, 149.0822573392134 -35.324958158061804, 149.08227598928082 -35.32496950252976, 149.08229010698312 -35.32495457826686, 149.08227167673505 -35.32494309848018), (149.08232706089169 -35.324959107186544, 149.08231871121689 -35.32496803463619, 149.0823300989169 -35.324974516741314, 149.0823382292191 -35.32496622029979, 149.08232706089169 -35.324959107186544)))","SHOPPING_PAVEMENT","PAVERS OR CONCRETE BLOCKS","1241.96743","CURTIN","ROADS_ACT"
"MULTIPOLYGON (((149.08186612042698 -35.32501814735631, 149.08189094854288 -35.324990103480566, 149.08192148202966 -35.32500896628882, 149.08192423421553 -35.325012254196544, 149.08192621685498 -35.325015812943604, 149.08192742994794 -35.32501964253004, 149.08192776336338 -35.32502356277203, 149.0819273269903 -35.325027483478195, 149.08192601077818 -35.32503131458976, 149.0819135995426 -35.32504849090953, 149.08186612042698 -35.32501814735631)))","SHOPPING_PAVEMENT","CONCRETE","19.70567","CURTIN","ROADS_ACT"
"MULTIPOLYGON (((149.0818234034177 -35.325148313767905, 149.0817753754734 -35.32511914213672, 149.0817852631528 -35.32510836623396, 149.08183312609913 -35.32513749289809, 149.0818234034177 -35.325148313767905)))","SHOPPING_PAVEMENT","CONCRETE","8.10378","CURTIN","ROADS_ACT"
"MULTIPOLYGON (((149.08192585691685 -35.32528965835408, 149.0820515980534 -35.32515597197248, 149.0820599603327 -35.32516105899077, 149.0819380138575 -35.32529550915605, 149.08192585691685 -35.32528965835408)))","SHOPPING_PAVEMENT","CONCRETE","20.65134","CURTIN","ROADS_ACT"
"MULTIPOLYGON (((149.0817457316423 -35.32523465531907, 149.081697978158 -35.32520498780433, 149.081707975587 -35.325193941466665, 149.08175589422456 -35.32522383419097, 149.0817457316423 -35.32523465531907)))","SHOPPING_PAVEMENT","CONCRETE","8.31262","CURTIN","ROADS_ACT"
"MULTIPOLYGON (((149.08192585691685 -35.32528965835408, 149.0819380138575 -35.32529550915605, 149.0818997269258 -35.32533766573524, 149.0819586481456 -35.325373590128784, 149.08203814496375 -35.325421894273276, 149.08202682923928 -35.325434428498305, 149.08218455822592 -35.32553072197069, 149.08217103699354 -35.325536453097094, 149.08201206593836 -35.32571103140168, 149.08198861058523 -35.32573718184344, 149.08175372329745 -35.32599530651536, 149.0817302676189 -35.326021276656114, 149.08149504982143 -35.32628057264218, 149.08150885801425 -35.32628817993587, 149.0814848540382 -35.32631608804669, 149.08145137123057 -35.32632007361524, 149.0814498317492 -35.32632020972519, 149.08145042546218 -35.32630768197932, 149.0814533288568 -35.3262954682876, 149.08145947697002 -35.326283883527516, 149.08146766043473 -35.3262732889237, 149.08147634105183 -35.32626526258701, 149.0816695913839 -35.3260525414823, 149.08203455516616 -35.325649867930615, 149.08214914098443 -35.32552321795007, 149.0818849025761 -35.325361873265386, 149.08181244761977 -35.325317620410544, 149.08180694689787 -35.325315145281216, 149.08180210531341 -35.32531190369133, 149.08179797797223 -35.32530803079545, 149.0817947299503 -35.325303661681986, 149.08179247129806 -35.325298886409904, 149.08179125712118 -35.32529384013376, 149.08179114256544 -35.32528870307067, 149.08179212779154 -35.32528365547076, 149.08179399326121 -35.325279148091774, 149.08179690340668 -35.32527459502139, 149.0818466365515 -35.325304396491845, 149.08187981463738 -35.32526756039021, 149.08192585691685 -35.32528965835408)))","SHOPPING_PAVEMENT","PAVERS OR CONCRETE BLOCKS","399.89682","CURTIN","ROADS_ACT"
"MULTIPOLYGON (((149.08184495906974 -35.325457790460135, 149.0817963807214 -35.3254282136077, 149.0817772097202 -35.32544931442393, 149.08176351113252 -35.32544116634291, 149.08178378055152 -35.325418622865826, 149.0816043216279 -35.32530940895897, 149.08147806417625 -35.32529632642039, 149.08147821975942 -35.3252857816876, 149.08158902450242 -35.32529675556133, 149.0815996811364 -35.32528498783607, 149.08161673445315 -35.3252938999853, 149.0816121751459 -35.32529890466713, 149.08184081791262 -35.32543846111587, 149.08184307367327 -35.32543999188431, 149.0818449998048 -35.325441838289166, 149.08184648625627 -35.32544391027163, 149.08184747796196 -35.325446117739745, 149.08184802994734 -35.32544850572298, 149.0818480320809 -35.325450894037395, 149.0818475393076 -35.32545323758737, 149.08184655158706 -35.32545549131034, 149.08184495906974 -35.325457790460135)))","SHOPPING_PAVEMENT","CONCRETE","58.49767","CURTIN","ROADS_ACT"
"MULTIPOLYGON (((149.06293955901126 -35.23819892864242, 149.0629362012549 -35.23818788962472, 149.06295135909187 -35.23818508895324, 149.06294381657597 -35.23815827963835, 149.06295886251212 -35.238152369647054, 149.06297091784467 -35.23819265088257, 149.06293955901126 -35.23819892864242)))","SHOPPING_PAVEMENT","CONCRETE","8.4844","BELCONNEN","ROADS_ACT"
"MULTIPOLYGON (((149.07171395886607 -35.238084300713865, 149.07171955838032 -35.2380804223705, 149.07177156761892 -35.238072644550634, 149.07177448864942 -35.23808562127332, 149.0717763074972 -35.23809382185511, 149.07178110199365 -35.23811459356117, 149.0717838034256 -35.23812770558727, 149.07172553324386 -35.23813638791955, 149.07171395886607 -35.238084300713865)))","SHOPPING_PAVEMENT","CONCRETE","33.41118","BELCONNEN","ROADS_ACT"
"MULTIPOLYGON (((149.06017394163536 -35.236402595221875, 149.06016647181562 -35.23640259836212, 149.06016268189646 -35.236402464765185, 149.0601570792793 -35.236402061550024, 149.0601441162442 -35.23640094041421, 149.06014147602463 -35.236394812910696, 149.0601372966402 -35.23638665820392, 149.06013564678386 -35.236383279147304, 149.06013498588828 -35.23638039537183, 149.06013613757807 -35.23637760096155, 149.0601386083959 -35.236376293086956, 149.06014289230353 -35.23637588571713, 149.06014926361829 -35.236375883039976, 149.0601695307939 -35.236375559078404, 149.06021226158816 -35.23637400895438, 149.06026031581868 -35.23636556188411, 149.06031083725335 -35.23635003881205, 149.06031945765417 -35.23634548378154, 149.06032363072438 -35.23634349923554, 149.06032709080907 -35.236343182333215, 149.06032895905048 -35.23634444331862, 149.06032918080496 -35.23634773284817, 149.06032903009847 -35.236370264576436, 149.06032458212005 -35.236371798605255, 149.06032117757823 -35.23637310687733, 149.06031442350374 -35.236375858587984, 149.0603093167326 -35.23637788859061, 149.0603040999985 -35.23637973838604, 149.0602936114357 -35.2363831676195, 149.0602830127969 -35.23638623639179, 149.06027581878485 -35.236388132082375, 149.06026132074092 -35.23639165312867, 149.0602553896409 -35.236392962462915, 149.06024358216868 -35.23639526566419, 149.0602316646209 -35.236397208403986, 149.06022370114928 -35.236398293275435, 149.06021837383162 -35.23639897146716, 149.06020766415864 -35.236400147619754, 149.06019272538956 -35.236401550866766, 149.06018520098146 -35.23640209479107, 149.0601776764891 -35.23640250352495, 149.06017394163536 -35.236402595221875)))","SHOPPING_PAVEMENT","PAVERS OR CONCRETE BLOCKS","51.54406","BELCONNEN","ROADS_ACT"
"MULTIPOLYGON (((149.0623968214672 -35.23649307165512, 149.06239154018587 -35.23648005068032, 149.06242158048448 -35.23647422427458, 149.06242675189054 -35.236487200233185, 149.0623968214672 -35.23649307165512)))","SHOPPING_PAVEMENT","CONCRETE","4.25263","BELCONNEN","ROADS_ACT"
"MULTIPOLYGON (((149.0617840344464 -35.23659973457817, 149.06238033764305 -35.23648343536407, 149.06238386070157 -35.236495510783904, 149.06237661154134 -35.23649700106628, 149.0619445717206 -35.2365852442961, 149.06178860314327 -35.23661514424573, 149.0617840344464 -35.23659973457817)))","SHOPPING_PAVEMENT","CONCRETE","91.87711","BELCONNEN","ROADS_ACT"
"MULTIPOLYGON (((149.06172435077005 -35.23663107956575, 149.0617225261225 -35.23661219882621, 149.0617840344464 -35.23659973457817, 149.06178860314327 -35.23661514424573, 149.06175707987958 -35.23662115139294, 149.0617380230035 -35.23662458449888, 149.06172951102963 -35.23662684136843, 149.06172435077005 -35.23663107956575)))","SHOPPING_PAVEMENT","CONCRETE","10.25196","BELCONNEN","ROADS_ACT"
