"the_geom","path_type","path_surf","area","suburb","owner"
"MULTIPOLYGON (((149.15844154169574 -35.23130429522233, 149.15846754854485 -35.23129006821536, 149.15849784239097 -35.23127754831513, 149.15852819444495 -35.23126683086494, 149.1586108799749 -35.2312523986601, 149.15864410391745 -35.231250419902054, 149.15867898441007 -35.231253305917804, 149.15868075666106 -35.23126137004768, 149.15868653809795 -35.231269384160186, 149.1586974822381 -35.23127743695571, 149.15871478852833 -35.231280705183885, 149.15873324734622 -35.23128352135257, 149.15875115521754 -35.23128539187155, 149.15876961057145 -35.23128631538295, 149.158787460964 -35.231286789007214, 149.15880185039472 -35.231286771213284, 149.15881513702018 -35.23128436642992, 149.15882259164715 -35.231276335953545, 149.1588277935838 -35.231267812567374, 149.1589682565624 -35.231283320758465, 149.15897409476904 -35.231292326178234, 149.15898443951548 -35.23130294829455, 149.15900130917842 -35.23130770410929, 149.15901751680923 -35.23131083846496, 149.1590362490118 -35.23131297830031, 149.15905437501146 -35.231313992302724, 149.15906865658857 -35.23131505612843, 149.15908277050684 -35.23131454294681, 149.15909632420906 -35.23130803704692, 149.1591100411019 -35.231300674741746, 149.15922803135877 -35.23131080288899, 149.15923376132636 -35.23132066463203, 149.15924328054905 -35.231330341422066, 149.1592564173082 -35.23133604815914, 149.15927262503732 -35.231339227543785, 149.15928685261116 -35.231340787106376, 149.1593017952422 -35.23134293160217, 149.15931470271252 -35.23134341128171, 149.15933221878643 -35.23134127157266, 149.15934450563242 -35.23133278443468, 149.15935602465174 -35.231324884070595, 149.15946490024015 -35.231336240007565, 149.1594717825126 -35.23134551448593, 149.15948184725036 -35.231353162733846, 149.15949339337874 -35.23135999800219, 149.15951004165547 -35.23136380769307, 149.1595258074561 -35.23136559063252, 149.15954107788502 -35.23136678836344, 149.15955678619335 -35.23136717440989, 149.15957298580844 -35.23136593756699, 149.15958577364847 -35.23136109990413, 149.15959603434936 -35.231355859812545, 149.1596038776715 -35.231350172093215, 149.1596921549271 -35.231360021283486, 149.15975071773707 -35.231368870937985, 149.15976798703156 -35.23138182765812, 149.15978081125817 -35.231396727628095, 149.15979480139117 -35.23141843069438, 149.1597319096213 -35.23141494897341, 149.15966466925474 -35.231406155166354, 149.15954755348474 -35.231393818258994, 149.1592899230706 -35.23136786630347, 149.1586360808359 -35.23130797556889, 149.1585775442361 -35.231313365326315, 149.15852555638918 -35.231325912026854, 149.15845675858552 -35.23133631641094, 149.1584471790173 -35.231323620396736, 149.15844154169574 -35.23130429522233)))","FOOTPATH","PAVERS OR CONCRETE BLOCKS","600.93933","WATSON","ROADS_ACT"
"MULTIPOLYGON (((149.1583939579003 -35.231202240617534, 149.1584889783035 -35.231175536081565, 149.1585561631368 -35.23115413823962, 149.15858734662328 -35.23114761062904, 149.15861683174617 -35.231143383333354, 149.15863956532786 -35.23114123727999, 149.15866197160662 -35.23114030833422, 149.15868954593964 -35.2311423471719, 149.15951584007271 -35.23123181025988, 149.15973589038074 -35.23125050825904, 149.1597992796399 -35.23125579188807, 149.15978782698005 -35.23126986587582, 149.1597758737078 -35.23128051567932, 149.15976391843833 -35.23129008396635, 149.15974883222523 -35.231299430832415, 149.15972281023357 -35.231305321434625, 149.15969469191953 -35.23130616755629, 149.15965437181552 -35.2313020268278, 149.15963750477204 -35.23129871312441, 149.15962371333364 -35.23129539559437, 149.1596190767697 -35.231282828715734, 149.1596108795242 -35.2312752682837, 149.15959911711485 -35.2312702808882, 149.15958483055974 -35.23126651333688, 149.15957054715915 -35.23126445818306, 149.15955467095355 -35.231262359944, 149.15953786191338 -35.23126071349452, 149.15951638604193 -35.23125988397994, 149.1594990355015 -35.2312624290792, 149.15948526256835 -35.23126916061287, 149.1594724859314 -35.23128008178863, 149.15933569498063 -35.23126042380728, 149.1593292525998 -35.2312514191546, 149.1593200650587 -35.23124291360383, 149.15930330349417 -35.23123721137131, 149.1592813296942 -35.23123439965031, 149.1592565008911 -35.23123208716239, 149.1592304663839 -35.231231173125124, 149.15920911319634 -35.23123732820602, 149.1591916702716 -35.23124938171933, 149.15910493298304 -35.23124061177373, 149.15909915109316 -35.23123237236546, 149.15909067821897 -35.23122422641766, 149.15907737416163 -35.23121712290939, 149.159057154388 -35.23121241631851, 149.15903347886544 -35.23121005729296, 149.15900727877673 -35.2312086927804, 149.15898345270807 -35.2312140848087, 149.15896995302484 -35.231220094933555, 149.15895744605743 -35.231228356989924, 149.15885438649462 -35.23121379391192, 149.15884678859163 -35.23120357395564, 149.15883721517054 -35.231194257707294, 149.15882512023734 -35.231187603308086, 149.15880968203393 -35.231184738354536, 149.15879440744024 -35.23118124231133, 149.15877913656198 -35.23117977410739, 149.15876205236967 -35.23117781244777, 149.1587388206102 -35.231177841167664, 149.15872048320952 -35.231181333703276, 149.1587088500155 -35.23118689085964, 149.15869848636444 -35.2311959163154, 149.15868195089007 -35.231193683586916, 149.15866206875577 -35.23119339271033, 149.15863636824847 -35.23119491154757, 149.15860254662286 -35.231200405974356, 149.1585802034081 -35.231205796091885, 149.15855840915745 -35.2312110503378, 149.15852069378215 -35.231219658912494, 149.15848786574904 -35.23122790093833, 149.15845497636406 -35.23123262809828, 149.15843965023126 -35.23123097966674, 149.15842591369235 -35.23122761686934, 149.15841491943982 -35.23122217777892, 149.15840639657145 -35.23121669057612, 149.15839775892206 -35.23120849971994, 149.1583939579003 -35.231202240617534)))","FOOTPATH","PAVERS OR CONCRETE BLOCKS","613.76383","WATSON","ROADS_ACT"
"MULTIPOLYGON (((149.15679133479756 -35.231681921862055, 149.1567924217518 -35.23167556661999, 149.1568040013672 -35.231670640599326, 149.15825886023498 -35.23123746635622, 149.15825888326344 -35.23125008403461, 149.1582552331324 -35.23126631129796, 149.1582477353706 -35.23128083089875, 149.15823491128972 -35.23129594288311, 149.15821576111733 -35.23130551988052, 149.15818958098683 -35.23131510553317, 149.15816630560832 -35.23132135292364, 149.15814730637965 -35.23132335910035, 149.15814005534222 -35.23132260195292, 149.15813346262362 -35.23132143842544, 149.15812697785827 -35.23131923831021, 149.15812131790202 -35.23131757793816, 149.15811521873823 -35.231316008232945, 149.158109121793 -35.231315655232116, 149.15810242227215 -35.23131615917421, 149.15809566955497 -35.2313176095094, 149.15807662205745 -35.23132326585667, 149.15805241464443 -35.23133041563699, 149.15802925147523 -35.23133796969687, 149.158005651803 -35.23134710150254, 149.1579946294866 -35.23135639808724, 149.1579908542669 -35.231364288797174, 149.15798856151795 -35.231371952367454, 149.15786500463102 -35.23141139941392, 149.15785978215976 -35.23140870203756, 149.15785439517018 -35.23140614005286, 149.1578481848494 -35.23140384945903, 149.15784263498207 -35.23140232412838, 149.15783719635223 -35.23140156473583, 149.15783060494354 -35.231401122202044, 149.15782346636925 -35.23140180692105, 149.1578064488811 -35.231406334150705, 149.15778635840607 -35.23141230717601, 149.15776544418623 -35.231418326272845, 149.15774431412893 -35.23142646360319, 149.15773636090654 -35.231432196399865, 149.15773044101138 -35.23143860264803, 149.1577223914646 -35.23145177099603, 149.15733463478517 -35.23156778857259, 149.15732094825293 -35.231561721794634, 149.15730243090292 -35.231556922699966, 149.15727947592862 -35.23155821257127, 149.15725043257012 -35.231563881023305, 149.15722787396848 -35.23157174963202, 149.15720993164288 -35.2315811898018, 149.1571992446118 -35.231593730456126, 149.15719399474537 -35.231606219394735, 149.1570692246694 -35.23164336888503, 149.1570496641288 -35.23163875127982, 149.1570268135877 -35.231637066802044, 149.1570105616472 -35.23163979045458, 149.15699140301194 -35.23164481588098, 149.15697674795715 -35.23164983580301, 149.15696330427681 -35.231656566646485, 149.1569470692034 -35.2316686183593, 149.15693852553582 -35.23168196751075, 149.15681462297852 -35.23171303214171, 149.15680336767676 -35.23171507372072, 149.15679879662812 -35.231708139559984, 149.1567963121193 -35.23170093247397, 149.15679421466902 -35.231695166939126, 149.15679338033834 -35.23168935479994, 149.15679133479756 -35.231681921862055)))","FOOTPATH","PAVERS OR CONCRETE BLOCKS","683.98515","WATSON","ROADS_ACT"
"MULTIPOLYGON (((149.15652952686185 -35.23186722556357, 149.15665356320173 -35.23184922940021, 149.1566651173727 -35.231891033995645, 149.15655057636653 -35.231905638862884, 149.15652952686185 -35.23186722556357)))","SHOPPING_PAVEMENT","CONCRETE","51.02187","WATSON","ROADS_ACT"
"MULTIPOLYGON (((149.15683365610474 -35.23279321958565, 149.15685287879234 -35.232853851226565, 149.15685419693386 -35.23285384961775, 149.15672309625396 -35.23294494714522, 149.15668859369342 -35.232908397876095, 149.15683365610474 -35.23279321958565)))","SHOPPING_PAVEMENT","CONCRETE","96.02179","WATSON","ROADS_ACT"
"MULTIPOLYGON (((149.0941591309558 -35.33310429213716, 149.09415904182907 -35.33312425488042, 149.0941593774671 -35.333129707204755, 149.0941560789884 -35.33313061077614, 149.09415267034063 -35.333131334175036, 149.09414926155165 -35.333131922386485, 149.09414579763103 -35.333132375449196, 149.09414600794366 -35.33312313749191, 149.09406143281362 -35.33312319698403, 149.09406144254686 -35.33313252491147, 149.09391428797954 -35.33313222272011, 149.0939119788078 -35.33313262990316, 149.0939100553663 -35.33313380287768, 149.0939089573431 -35.33313551602273, 149.09390901594756 -35.333138985792914, 149.09388086023526 -35.33313837467492, 149.09383439391195 -35.3331389029532, 149.09381553292766 -35.33313959211424, 149.09378099838295 -35.33313903050711, 149.0937734645654 -35.33313890059879, 149.0937882335796 -35.333116404069294, 149.093772112885 -35.33310821399351, 149.09374520824258 -35.3331473020167, 149.09374530936938 -35.33313878513619, 149.09374609819963 -35.3331041315325, 149.09389682375485 -35.333101231986625, 149.09406487416356 -35.33310111394705, 149.09414614999292 -35.33310119196208, 149.0941591309558 -35.33310429213716)))","SHOPPING_PAVEMENT","PAVERS OR CONCRETE BLOCKS","124.78933","HUGHES","ROADS_ACT"
"MULTIPOLYGON (((149.09358450521262 -35.33317994959018, 149.09358452303474 -35.333091131418755, 149.09361289808183 -35.33309115664015, 149.09362180660577 -35.33309124053451, 149.09362184756273 -35.33307772176012, 149.09363751998583 -35.33307789104721, 149.09363757609904 -35.333078972507614, 149.0936403929097 -35.33309082197079, 149.0936404230412 -35.33311984219045, 149.09363278256663 -35.33312291178443, 149.09364038246161 -35.33313372146436, 149.09367496722732 -35.33318263512306, 149.093640268162 -35.333182524215815, 149.09361365525407 -35.33318488608031, 149.09358462010286 -35.333184681070804, 149.09358450521262 -35.33317994959018)))","SHOPPING_PAVEMENT","PAVERS OR CONCRETE BLOCKS","62.76577","HUGHES","ROADS_ACT"
"MULTIPOLYGON (((149.09374530242937 -35.33307921253544, 149.09374498480798 -35.33309106419161, 149.0936403929097 -35.33309082197079, 149.09363757609904 -35.333078972507614, 149.09363751998583 -35.33307789104721, 149.09374530242937 -35.33307921253544)))","SHOPPING_PAVEMENT","CONCRETE","13.27671","HUGHES","ROADS_ACT"
"MULTIPOLYGON (((149.09358450521262 -35.33317994959018, 149.09357246133968 -35.333179011697645, 149.0935730306208 -35.333091680202685, 149.09358452303474 -35.333091131418755, 149.09358450521262 -35.33317994959018)))","SHOPPING_PAVEMENT","PAVERS OR CONCRETE BLOCKS","10.45819","HUGHES","ROADS_ACT"
"MULTIPOLYGON (((149.0937734645654 -35.33313890059879, 149.09378099838295 -35.33313903050711, 149.09381553292766 -35.33313959211424, 149.09381490248697 -35.333167891796684, 149.09381308780502 -35.33316789306882, 149.09381322535327 -35.333194389713356, 149.09376483391256 -35.33319451375222, 149.0937648822961 -35.33318815990798, 149.09376522960252 -35.33315197448933, 149.0937734645654 -35.33313890059879)))","SHOPPING_PAVEMENT","PAVERS OR CONCRETE BLOCKS","26.8626","HUGHES","ROADS_ACT"
