"date_of_inspection","date_prepared","address","suburb","post_code","inspection_type","inspector"
"2022-06-11T00:00:00.000","2022-06-14T00:00:00.000","15 Mollie Dyer Street","Bonner","2914","Building Report, Pest, EER","109"
"2022-06-14T00:00:00.000","2022-06-15T00:00:00.000","7 Hart Close","Palmerston","2913","Building Report, Pest, EER","109"
"2022-06-09T00:00:00.000","2022-06-15T00:00:00.000","6 Dempsey Place","Gordon","2906","Building Report, Pest, EER","109"
"2022-06-14T00:00:00.000","2022-06-15T00:00:00.000","23 Somerset Street","Duffy","2611","Building Report, Pest, EER","109"
"2022-06-14T00:00:00.000","2022-06-15T00:00:00.000","37 Lorraway Street","Holt","2615","Building Report, Pest, EER","109"
"2022-06-15T00:00:00.000","2022-06-16T00:00:00.000","73 Rockwood Street","Casey","2913","Building Report, Pest, EER","109"
"2022-06-15T00:00:00.000","2022-06-16T00:00:00.000","32 Lindsay Pryor Street","Wright","2611","Building Report, Pest, EER","109"
"2022-06-14T00:00:00.000","2022-06-16T00:00:00.000","9 Gill Street","Lyneham","2602","Building Report, Pest, EER","109"
"2022-06-15T00:00:00.000","2022-06-16T00:00:00.000","40 Alabaster Street","Monash","2904","Building Report, Pest, EER","109"
"2022-06-16T00:00:00.000","2022-06-20T00:00:00.000","19/47 Freda Bennett Circuit","Nicholls","2913","Building Report, Pest, EER","109"
"2022-06-16T00:00:00.000","2022-06-20T00:00:00.000","45/224 Flemington Road","Harrison","2914","Building Report, Pest, EER","109"
"2022-06-16T00:00:00.000","2022-06-21T00:00:00.000","73 Bonython Street","Downer","2602","Building Report, Pest, EER","109"
"2022-06-20T00:00:00.000","2022-06-21T00:00:00.000","1/7 Belbin Place","Macquarie","2614","Building Report, Pest, EER","109"
"2022-06-20T00:00:00.000","2022-06-21T00:00:00.000","19 Helen Mayo Crescent","Bonython","2905","Building Report, Pest, EER","109"
"2022-06-20T00:00:00.000","2022-06-22T00:00:00.000","9 Bamir Square","Ngunnawal","2913","Building Report, Pest, EER","109"
"2022-06-21T00:00:00.000","2022-06-22T00:00:00.000","34/2 Clare Burton Crescent","Franklin","2913","Building Report, Pest, EER","109"
"2022-06-22T00:00:00.000","2022-06-23T00:00:00.000","42 Lionel Rose Street","Holt","2615","Building Report, Pest, EER","109"
"2022-06-21T00:00:00.000","2022-06-23T00:00:00.000","32 Elizabeth Jolley Crescent","Franklin","2913","Building Report, Pest, EER","109"
"2022-06-21T00:00:00.000","2022-06-23T00:00:00.000","9/64 Wattle Street","Lyneham","2602","Building Report, Pest, EER","109"
"2022-06-20T00:00:00.000","2022-06-23T00:00:00.000","23 Beasley Street","Torrens","2607","Building Report, Pest, EER","109"
"2022-06-21T00:00:00.000","2022-06-24T00:00:00.000","6/14 Len Waters Street","Ngunnawal","2913","Building Report, Pest, EER","109"
"2022-06-27T00:00:00.000","2022-06-28T00:00:00.000","19/32 Bunbury Street","Stirling","2611","Building Report, Pest, EER","109"
"2022-06-27T00:00:00.000","2022-06-28T00:00:00.000","34 Levien Street","Scullin","2614","Building Report, Pest, EER","109"
"2022-06-27T00:00:00.000","2022-06-28T00:00:00.000","69 Stradbroke Street","Deakin","2600","Building Report, Pest, EER","109"
"2022-06-28T00:00:00.000","2022-06-30T00:00:00.000","54 Bill Ferguson Circuit","Bonner","2914","Building Report, Pest, EER","109"
"2022-06-27T00:00:00.000","2022-06-29T00:00:00.000","17/23 Jondol Place","Isabella Plains","2905","Building Report, Pest, EER","109"
"2022-06-28T00:00:00.000","2022-06-29T00:00:00.000","7/21 Temperley Street","Nicholls","2913","Building Report, Pest, EER","109"
"2022-06-28T00:00:00.000","2022-06-29T00:00:00.000","12 Stantke Place","Gowrie","2904","Building Report, Pest, EER","109"
"2022-06-29T00:00:00.000","2022-07-01T00:00:00.000","68 Carpentaria Street","Harrison","2914","Building Report, Pest, EER","109"
"2022-06-30T00:00:00.000","2022-07-01T00:00:00.000","4/72 Shackleton Circuit","Mawson","607","Building Report, Pest, EER","109"
"2022-06-30T00:00:00.000","2022-07-01T00:00:00.000","57 Badenoch Crescent","Evatt","2617","Building Report, Pest, EER","109"
"2022-07-01T00:00:00.000","2022-07-04T00:00:00.000","1/7 Sabine Close","Garran","2605","Building Report, Pest, EER","109"
"2022-07-01T00:00:00.000","2022-07-04T00:00:00.000","17 Haddon Street","Hackett","2602","Building Report, Pest, EER","109"
"2022-07-01T00:00:00.000","2022-07-04T00:00:00.000","1/14 Flora Place","Palmerston","2913","Building Report, Pest, EER","109"
"2022-07-01T00:00:00.000","2022-07-04T00:00:00.000","51 Katoomba Street","Harrison","2914","Building Report, Pest, EER","109"
"2022-07-01T00:00:00.000","2022-07-04T00:00:00.000","22 Gymea Street","Narrabundah","2604","Building Report, Pest, EER","109"
"2022-07-04T00:00:00.000","2022-07-05T00:00:00.000","26 Lawley Place","Deakin","2600","Building Report, Pest, EER","109"
"2022-07-04T00:00:00.000","2022-07-05T00:00:00.000","36 Mackerras Crescent","Theodore","2905","Building Report, Pest, EER","109"
"2022-07-04T00:00:00.000","2022-07-05T00:00:00.000","5/70 Franklin Street","Forrest","2603","Building Report, Pest, EER","109"
"2022-07-04T00:00:00.000","2022-07-05T00:00:00.000","15 Dorrit Black Street","Lyneham","2602","Building Report, Pest, EER","109"
"2022-07-05T00:00:00.000","2022-07-06T00:00:00.000","6/12 Tewksbury Circuit","Theodore","2905","Building Report, Pest, EER","109"
"2022-07-05T00:00:00.000","2022-07-06T00:00:00.000","41 Newbery Crescent","Page","2614","Building Report, Pest, EER","109"
"2022-07-05T00:00:00.000","2022-07-06T00:00:00.000","22 Toorale Terrace","Lawson","2617","Building Report, Pest, EER","109"
"2022-07-06T00:00:00.000","2022-07-07T00:00:00.000","43 Katoomba Street","Harrison","2914","Building Report, Pest, EER","109"
"2022-07-06T00:00:00.000","2022-07-07T00:00:00.000","2 Abercrombie Circuit","Banks","2906","Building Report, Pest, EER","109"
"2022-07-07T00:00:00.000","2022-07-08T00:00:00.000","20 Piper Street","Ainslie","2602","Building Report, Pest, EER","109"
"2022-07-08T00:00:00.000","2022-07-11T00:00:00.000","29 Mornington Street","Amaroo","2914","Building Report, Pest, EER","109"
"2022-07-08T00:00:00.000","2022-07-11T00:00:00.000","7 Dymphna Place","Franklin","2913","Building Report, Pest, EER","109"
"2022-07-08T00:00:00.000","2022-07-11T00:00:00.000","51 Groom Street","Hughes","2605","Building Report, Pest, EER","109"
"2022-07-11T00:00:00.000","2022-07-12T00:00:00.000","32/14 Federal Highway","Watson","2602","Building Report, Pest, EER","109"
"2022-07-11T00:00:00.000","2022-07-12T00:00:00.000","24 Patey Street","Campbell","2612","Building Report, Pest, EER","109"
"2022-07-07T00:00:00.000","2022-07-13T00:00:00.000","48 Perunga Rise","Throsby","2914","Building Report, Pest, EER","109"
"2022-07-12T00:00:00.000","2022-07-13T00:00:00.000","4 Price Place","Gordon","2906","Building Report, Pest, EER","109"
"2022-07-12T00:00:00.000","2022-07-13T00:00:00.000","5 Coleman Street","Pearce","2607","Building Report, Pest, EER","109"
"2022-07-12T00:00:00.000","2022-07-14T00:00:00.000","31 Woolcock Street","Watson","2602","Building Report, Pest, EER","109"
"2022-07-15T00:00:00.000","2022-07-18T00:00:00.000","3/15 Tallon Place","Gordon","2906","Building Report, Pest, EER","109"
"2022-07-15T00:00:00.000","2022-07-18T00:00:00.000","6 Frew Close","Nicholls","2913","Building Report, Pest, EER","109"
"2022-07-18T00:00:00.000","2022-07-19T00:00:00.000","5 Bale Place","Richardson","2905","Building Report, Pest, EER","109"
"2022-07-19T00:00:00.000","2022-07-20T00:00:00.000","18 Chauncy Crescent","Richardson","2905","Building Report, Pest, EER","109"
"2022-07-19T00:00:00.000","2022-07-20T00:00:00.000","1/97 Namadgi Circuit","Palmerston","2913","Building Report, Pest, EER","109"
"2022-07-19T00:00:00.000","2022-07-20T00:00:00.000","29 Corringle Close","Amaroo","2914","Building Report, Pest, EER","109"
"2022-07-20T00:00:00.000","2022-07-21T00:00:00.000","31 Frome Street","Griffith","2603","Building Report, Pest, EER","109"
"2022-07-20T00:00:00.000","2022-07-21T00:00:00.000","11/33 Ebenezer Street","Bonython","2905","Building Report, Pest, EER","109"
"2022-07-20T00:00:00.000","2022-07-21T00:00:00.000","3/42 Adder Street","Harrison","2914","Building Report, Pest, EER","109"
"2022-07-21T00:00:00.000","2022-07-22T00:00:00.000","160/50 Ellenborough Street","Lyneham","2602","Building Report, Pest, EER","109"
"2022-07-25T00:00:00.000","2022-07-26T00:00:00.000","3 Coliban Place","Duffy","2611","Building Report, Pest, EER","109"
"2022-07-25T00:00:00.000","2022-07-26T00:00:00.000","4 Lewin Street","Lyneham","2602","Building Report, Pest, EER","109"
"2022-07-25T00:00:00.000","2022-07-26T00:00:00.000","6/81 Bimberi Crescent","Palmerston","2913","Building Report, Pest, EER","109"
"2022-07-25T00:00:00.000","2022-07-27T00:00:00.000","22 Stephen Street","Ainslie","2602","Building Report, Pest, EER","109"
"2022-07-26T00:00:00.000","2022-07-27T00:00:00.000","5/97 Clift Crescent","Chisholm","2905","Building Report, Pest, EER","109"
"2022-07-26T00:00:00.000","2022-07-27T00:00:00.000","10 Howson Place","Richardson","2905","Building Report, Pest, EER","109"
"2022-07-26T00:00:00.000","2022-07-28T00:00:00.000","38 Enright Crescent","Florey","2615","Building Report, Pest, EER","109"
"2022-07-27T00:00:00.000","2022-07-28T00:00:00.000","5/25 McGovern Street","Casey","2913","Building Report, Pest, EER","109"
"2022-07-28T00:00:00.000","2022-07-29T00:00:00.000","64 Munro Street","Curtin","2605","Building Report, Pest, EER","109"
"2022-07-28T00:00:00.000","2022-07-29T00:00:00.000","22 Macedon Crescent","Palmerston","2913","Building Report, Pest, EER","109"
"2022-07-28T00:00:00.000","2022-08-02T00:00:00.000","20 Mawson Drive","Mawson","2607","Building Report, Pest, EER","109"
"2022-07-29T00:00:00.000","2022-08-02T00:00:00.000","22 Jeannie Gunn Street","Franklin","2913","Building Report, Pest, EER","109"
"2022-07-29T00:00:00.000","2022-08-02T00:00:00.000","114 Hopetoun Circuit","Yarralumla","2600","Building Report, Pest, EER","109"
"2022-07-29T00:00:00.000","2022-08-02T00:00:00.000","30 Chisholm Street","Ainslie","2602","Building Report, Pest, EER","109"
"2022-07-21T00:00:00.000","2022-07-21T00:00:00.000","8 Schomburgk Street","Yarralumba","2600","Building, pest, Compliance, EER","111"
"2022-07-06T00:00:00.000","2022-07-12T00:00:00.000","805/17 Dooring Street","Braddon","2612","Pest - Building and Compliance","56"
"2022-07-06T00:00:00.000","2022-07-12T00:00:00.000","G12/ Bradbury, Beechworth Street","Watson","2602","Pest - Building and Compliance","56"
"2022-07-08T00:00:00.000","2022-07-08T00:00:00.000","49/25 Pinkerton Circuit","Kambah","2902","Pest - Building and Compliance","56"
"2022-07-08T00:00:00.000","2022-07-14T00:00:00.000","80 Hallen Close","Phillips","2606","Pest - Building and Compliance","56"
"2022-07-11T00:00:00.000","2022-07-12T00:00:00.000","47 Ivo Whitton Circuit","Kambah","2902","Pest - Building and Compliance","56"
"2022-07-13T00:00:00.000","2022-07-14T00:00:00.000","7 Glasgow Place","Hughes","2605","Pest - Building and Compliance","56"
"2022-07-15T00:00:00.000","2022-07-19T00:00:00.000","7 Pullar Place","Gordon","2906","Pest - Building and Compliance","56"
"2022-07-18T00:00:00.000","2022-07-19T00:00:00.000","8/15 Oxenham Circuit","Gordon","2906","Pest - Building and Compliance","56"
"2022-07-18T00:00:00.000","2022-07-20T00:00:00.000","1 Rowley Place","Nicholls","2913","Pest - Building and Compliance","56"
"2022-07-18T00:00:00.000","2022-07-19T00:00:00.000","7 Dakin Place","Hackett","2602","Pest - Building and Compliance","56"
"2022-07-20T00:00:00.000","2022-07-25T00:00:00.000","35 Ainsworth Street","Mawson","2607","Pest - Building and Compliance","56"
"2022-07-21T00:00:00.000","2022-07-22T00:00:00.000","62 Ngunawal Drive","Isaacs","2607","Pest - Building and Compliance","56"
"2022-07-22T00:00:00.000","2022-07-25T00:00:00.000","48 Wilson Street","Curtin","2605","Pest - Building and Compliance","56"
"2022-07-22T00:00:00.000","2022-07-27T00:00:00.000","61 Couchman Crescent","Chisholm","2905","Pest - Building and Compliance","56"
"2022-07-22T00:00:00.000","2022-07-25T00:00:00.000","4 Roope Close","Calwell","2905","Pest - Building and Compliance","56"
"2022-07-25T00:00:00.000","2022-07-27T00:00:00.000","61 O'Connor Circuit","Calwell","2905","Pest - Building and Compliance","56"
"2022-07-29T00:00:00.000","2022-08-01T00:00:00.000","9A Anderson Street","Chifley","2606","Pest - Building and Compliance","56"
"2022-06-02T00:00:00.000","2022-06-02T00:00:00.000","15 Freeman Street","Conder","2906","Pest - Building and Compliance","56"
"2022-06-30T00:00:00.000","2022-06-30T00:00:00.000","70 Atherton Street","Downer","2612","Building, pest, Compliance, EER","111"
"2022-07-05T00:00:00.000","2022-07-05T00:00:00.000","6 Stockdill Drive","Strathnairn","2615","Building, pest, Compliance, EER","111"
"2022-05-20T00:00:00.000","2022-06-07T00:00:00.000","38 Gungurra Crescent","Rivett","2611","Pest - Building and Compliance","56"
"2022-05-31T00:00:00.000","2022-06-01T00:00:00.000","5 Dods Place","Greenway","2900","Pest - Building and Compliance","56"
"2022-05-31T00:00:00.000","2022-06-02T00:00:00.000","27 Harry Hopman Circuit","Gordon","2906","Pest - Building and Compliance","56"
"2022-05-31T00:00:00.000","2022-06-02T00:00:00.000","54 Bieundurry Street","Bonner","2914","Pest - Building and Compliance","56"
"2022-06-01T00:00:00.000","2022-06-02T00:00:00.000","34 Traeger Street","Dunlop","2615","Pest - Building and Compliance","56"
"2022-06-02T00:00:00.000","2022-06-03T00:00:00.000","20 Donoavan Circuit","Calwell","2905","Pest - Building and Compliance","56"
"2022-06-02T00:00:00.000","2022-06-03T00:00:00.000","5 Goesling Place","Flynn","2615","Pest - Building and Compliance","56"
"2022-06-06T00:00:00.000","2022-06-08T00:00:00.000","5 Faulkner Place","Chapman","2611","Pest - Building and Compliance","56"
"2022-06-06T00:00:00.000","2022-06-08T00:00:00.000","32 Sellbach Street","Weston","2611","Pest - Building and Compliance","56"
"2022-06-08T00:00:00.000","2022-06-09T00:00:00.000","11 Maitland Street","Hackett","2602","Pest - Building and Compliance","56"
"2022-06-10T00:00:00.000","2022-06-14T00:00:00.000","18B Wootton Crescent","Gordon","2906","Pest - Building and Compliance","56"
"2022-06-10T00:00:00.000","2022-06-15T00:00:00.000","56 McGilvray Close","Gordon","2906","Pest - Building and Compliance","56"
"2022-06-10T00:00:00.000","2022-06-14T00:00:00.000","52 Mackellar Crescent","Cook","2614","Pest - Building and Compliance","56"
"2022-06-10T00:00:00.000","2022-06-14T00:00:00.000","22/11 Joy Cummings Place","Belconnen","2617","Pest - Building and Compliance","56"
"2022-06-15T00:00:00.000","2022-06-16T00:00:00.000","119 Namatjira Drive","Fisher","2611","Pest - Building and Compliance","56"
"2022-06-20T00:00:00.000","2022-06-23T00:00:00.000","10 Letters Street","Evatt","2617","Pest - Building and Compliance","56"
"2022-06-22T00:00:00.000","2022-06-28T00:00:00.000","2 Souter Place","Weston","2611","Pest - Building and Compliance","56"
"2022-06-23T00:00:00.000","2022-06-27T00:00:00.000","14 Whitmore Crescent","Watson","2602","Pest - Building and Compliance","56"
"2022-06-24T00:00:00.000","2022-06-27T00:00:00.000","81 Costello Circuit","Calwell","2905","Pest - Building and Compliance","56"
"2022-06-27T00:00:00.000","2022-06-28T00:00:00.000","4 Flowerdale Place","Kaleen","2617","Pest - Building and Compliance","56"
"2022-06-28T00:00:00.000","2022-06-29T00:00:00.000","121 Hawkesbury Crescent","Farrer","2607","Pest - Building and Compliance","56"
"2022-06-22T00:00:00.000","2022-06-22T00:00:00.000","Unit 18 6 Kemsley Place","Pearce","2612","Building, pest, Compliance, EER","111"
"2022-05-20T00:00:00.000","2022-05-20T00:00:00.000","1/75 Fullagar Crescent","Higgins","2615","Building Report, Pest, EER","113"
"2022-05-19T00:00:00.000","2022-05-20T00:00:00.000","1 Luehmann Street","Paage","2614","Building Report, Pest, EER","113"
"2022-05-19T00:00:00.000","2022-05-20T00:00:00.000","10 Oodgeroo Avenue","Franklin","2913","Building Report, Pest, EER","113"
"2022-05-19T00:00:00.000","2022-05-20T00:00:00.000","9 Colborne Place","Spence","2615","Building Report, Pest, EER","113"
"2022-04-06T00:00:00.000","2022-05-18T00:00:00.000","1 Box Place","Latham","2615","Building Report, Pest, EER","113"
"2022-05-18T00:00:00.000","2022-05-19T00:00:00.000","10/14 Burgoyne Street","Bonython","2905","Building Report, Pest, EER","113"
"2022-05-17T00:00:00.000","2022-05-18T00:00:00.000","16 Inlander Crescent","Flynn","2615","Building Report, Pest, EER","113"
"2022-05-17T00:00:00.000","2022-05-18T00:00:00.000","11 Yoornie Way","Strathnairn","2615","Building Report, Pest, EER","113"
"2022-05-16T00:00:00.000","2022-05-17T00:00:00.000","71 Carlile Street","Evatt","2617","Building Report, Pest, EER","113"
"2022-05-16T00:00:00.000","2022-05-17T00:00:00.000","72 Longmore Crescent","Wanniassa","2903","Building Report, Pest, EER","113"
"2022-05-09T00:00:00.000","2022-05-10T00:00:00.000","12 Archel Place","Palmerston","2913","Building Report, Pest, EER","113"
"2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","6 Winchester Street","Casey","2913","Building Report, Pest, EER","113"
"2022-05-10T00:00:00.000","2022-05-11T00:00:00.000","9 Foley Place","Holt","2615","Building Report, Pest, EER","113"
"2022-05-11T00:00:00.000","2022-05-12T00:00:00.000","16 Boote Place","Spence","2615","Building Report, Pest, EER","113"
"2022-05-11T00:00:00.000","2022-05-12T00:00:00.000","6 Monaghan Place","Nicholls","2913","Building Report, Pest, EER","113"
"2022-05-13T00:00:00.000","2022-05-16T00:00:00.000","24 Croton Street","Rivett","2611","Building Report, Pest, EER","113"
"2022-05-13T00:00:00.000","2022-05-13T00:00:00.000","53/224 Flemington Road","Harrison","2914","Building Report, Pest, EER","113"
"2022-05-13T00:00:00.000","2022-05-16T00:00:00.000","4 Geehi Place","Amaroo","2914","Building Report, Pest, EER","113"
"2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","50 Mulgara Loop","Throsby","2914","Building Report, Pest, EER","113"
"2022-05-06T00:00:00.000","2022-05-09T00:00:00.000","24 Mimosa Close","Isabella Plains","2905","Building Report, Pest, EER","113"
"2022-05-04T00:00:00.000","2022-05-05T00:00:00.000","8 Crockett Place","Holt","2615","Building Report, Pest, EER","113"
"2022-05-05T00:00:00.000","2022-05-06T00:00:00.000","152 Boddington Crescent","Kambah","2902","Building Report, Pest, EER","113"
"2022-05-05T00:00:00.000","2022-05-06T00:00:00.000","11/71 Morrison Street","Kambah","2902","Building Report, Pest, EER","113"
"2022-05-03T00:00:00.000","2022-05-04T00:00:00.000","11 Challinor Crescent","Florey","2615","Building Report, Pest, EER","113"
"2022-05-02T00:00:00.000","2022-05-02T00:00:00.000","8 Coolgardie Street","Dunlop","2615","Building Report, Pest, EER","113"
"2022-05-04T00:00:00.000","2022-05-05T00:00:00.000","42 Crawford Crescent","Flynn","2615","Building Report, Pest, EER","113"
"2022-04-29T00:00:00.000","2022-04-29T00:00:00.000","17 Souter Place","Weston","2611","Building Report, Pest, EER","113"
"2022-04-28T00:00:00.000","2022-04-29T00:00:00.000","6 Powley Street","Casey","2913","Building Report, Pest, EER","113"
"2022-04-21T00:00:00.000","2022-04-27T00:00:00.000","5/21 Namadgi Circuit","Palmerston","2913","Building Report, Pest, EER","113"
"2022-04-27T00:00:00.000","2022-04-28T00:00:00.000","8 Geehi Place","Amroo","2914","Building Report, Pest, EER","113"
"2022-04-28T00:00:00.000","2022-04-29T00:00:00.000","29 Barnard Circuit","Florey","2615","Building Report, Pest, EER","113"
"2022-05-02T00:00:00.000","2022-05-03T00:00:00.000","9 Tweed Place","Kaleen","2617","Building Report, Pest, EER","113"
"2022-04-28T00:00:00.000","2022-04-29T00:00:00.000","4 Rockwood Street","Casey","2913","Building Report, Pest, EER","113"
"2022-04-27T00:00:00.000","2022-04-28T00:00:00.000","22 Ebden Street","Ainslie","2602","Building Report, Pest, EER","113"
"2022-04-27T00:00:00.000","2022-04-28T00:00:00.000","10a Hargraves Street","Ainslie","2602","Building Report, Pest, EER","113"
"2022-05-03T00:00:00.000","2022-05-05T00:00:00.000","80 Hibberd Crescent","Forde","2914","Building Report, Pest, EER","113"
"2022-04-19T00:00:00.000","2022-04-20T00:00:00.000","24 Ironside Street","Weston","2611","Building Report, Pest, EER","113"
"2022-04-22T00:00:00.000","2022-04-26T00:00:00.000","13 Basedow Street","Torrens","2607","Building Report, Pest, EER","113"
"2022-04-22T00:00:00.000","2022-04-26T00:00:00.000","19/9 Tristania Street","Rivett","2611","Building Report, Pest, EER","113"
"2022-05-06T00:00:00.000","2022-05-06T00:00:00.000","8 Longman Street","Richardson","2905","Building Report, Pest, EER","113"
"2022-04-20T00:00:00.000","2022-04-26T00:00:00.000","13/60 Copland Drive","Evatt","2617","Building Report, Pest, EER","113"
"2022-04-16T00:00:00.000","2022-04-19T00:00:00.000","4 Wilari Place","Giralang","2617","Building Report, Pest, EER","113"
"2022-04-12T00:00:00.000","2022-04-13T00:00:00.000","5 Burrowa Street","Palmerston","2913","Building Report, Pest, EER","113"
"2022-04-13T00:00:00.000","2022-04-13T00:00:00.000","101 Appel Crescent","Fadden","2904","Building Report, Pest, EER","113"
"2022-04-14T00:00:00.000","2022-04-14T00:00:00.000","16 Shannon Circuit","Kaleen","2617","Building Report, Pest, EER","113"
"2022-04-14T00:00:00.000","2022-04-14T00:00:00.000","6/12 Thurlow Place","Belconnen","2617","Building Report, Pest, EER","113"
"2022-04-20T00:00:00.000","2022-04-21T00:00:00.000","48 Macdowell Street","Evatt","2617","Building Report, Pest, EER","113"
"2022-04-21T00:00:00.000","2022-04-27T00:00:00.000","16 Murrell Place","Flynn","2615","Building Report, Pest, EER","113"
"2022-04-12T00:00:00.000","2022-04-13T00:00:00.000","70 Gouldsmith Street","Dunlop","2615","Building Report, Pest, EER","113"
"2022-04-05T00:00:00.000","2022-04-07T00:00:00.000","4/4 Skewes Street","Casey","2913","Building Report, Pest, EER","113"
"2022-04-12T00:00:00.000","2022-04-13T00:00:00.000","10 Westerman Street","Casey","2913","Building Report, Pest, EER","113"
"2022-04-19T00:00:00.000","2022-04-19T00:00:00.000","13 Crockett Place","Holt","2615","Building Report, Pest, EER","113"
"2022-04-21T00:00:00.000","2022-04-22T00:00:00.000","26 Montagu Place","Evatt","2617","Building Report, Pest, EER","113"
"2022-04-11T00:00:00.000","2022-04-11T00:00:00.000","6 Bindugan Crescent","Ngunnawal","2913","Building Report, Pest, EER","113"
"2022-04-07T00:00:00.000","2022-04-08T00:00:00.000","16 Karrugang Circuit","Ngunnawal","2913","Building Report, Pest, EER","113"
"2022-04-13T00:00:00.000","2022-04-14T00:00:00.000","3/71 Lawrenson Circuit","Jacka","2914","Building Report, Pest, EER","113"
"2022-04-12T00:00:00.000","2022-04-13T00:00:00.000","18 Stutchbury Street","Page","2614","Building Report, Pest, EER","113"
"2022-04-07T00:00:00.000","2022-04-12T00:00:00.000","8 Vela Place","Giralang","2617","Building Report, Pest, EER","113"
"2022-04-05T00:00:00.000","2022-04-06T00:00:00.000","14 Maplestone Place","Chapman","2611","Building Report, Pest, EER","113"
"2022-04-04T00:00:00.000","2022-04-05T00:00:00.000","18 Budyan Court","Ngunnawal","2913","Building Report, Pest, EER","113"
"2022-04-08T00:00:00.000","2022-04-08T00:00:00.000","20 Molesworth Street","Watson","2602","Building Report, Pest, EER","113"
"2022-04-20T00:00:00.000","2022-04-21T00:00:00.000","56 Morphett Street","Dickson","2602","Building Report, Pest, EER","113"
"2022-03-30T00:00:00.000","2022-03-31T00:00:00.000","6 Keene Place","Page","2614","Building Report, Pest, EER","113"
"2022-03-30T00:00:00.000","2022-03-31T00:00:00.000","18 Bindaga Place","Aranda","2614","Building Report, Pest, EER","113"
"2022-03-31T00:00:00.000","2022-04-01T00:00:00.000","17 Lange Place","Bruce","2617","Building Report, Pest, EER","113"
"2022-04-06T00:00:00.000","2022-04-06T00:00:00.000","24 Paloona Place","Duffy","2611","Building Report, Pest, EER","113"
"2022-03-23T00:00:00.000","2022-03-25T00:00:00.000","13 Rosella Street","Nicholls","2913","Building Report, Pest, EER","113"
"2022-04-06T00:00:00.000","2022-04-07T00:00:00.000","32 Bill Ferguson Circuit","Bonner","2914","Building Report, Pest, EER","113"
"2022-04-08T00:00:00.000","2022-04-08T00:00:00.000","16 Britten-Jones Drive","Holt","2615","Building Report, Pest, EER","113"
"2022-03-30T00:00:00.000","2022-03-30T00:00:00.000","78 Darwinia Terrace","Chapman","2611","Building Report, Pest, EER","113"
"2022-03-25T00:00:00.000","2022-05-04T00:00:00.000","203 Phillip Avenue","Hackett","2602","Building Report, Pest, EER","113"
"2022-04-05T00:00:00.000","2022-04-06T00:00:00.000","6 Lalor Street","Ainslie","2602","Building Report, Pest, EER","113"
"2022-03-29T00:00:00.000","2022-03-30T00:00:00.000","63 Alabaster Street","Monash","2904","Building Report, Pest, EER","113"
"2022-03-31T00:00:00.000","2022-04-01T00:00:00.000","5 Forbes Street","Turner","2612","Building Report, Pest, EER","113"
"2022-04-13T00:00:00.000","2022-04-14T00:00:00.000","11 Hoadley Street","Mawson","2607","Building Report, Pest, EER","113"
"2022-03-23T00:00:00.000","2022-03-24T00:00:00.000","6 Muscio Place","Chisholm","2905","Building Report, Pest, EER","113"
"2022-03-28T00:00:00.000","2022-03-31T00:00:00.000","6 Nina Murdoch Crescent","Franklin","2913","Building Report, Pest, EER","113"
