ID,DIVISION,LOCATION,IMAGE_LINK,VIDEO_LINK,LATITUDE,LONGITUDE,Location_1,Zip Codes,Suburb
6,Greenway,Mortimer Lewis Drive District Park,,,-35.411595,149.071984,"(-35.411595, 149.071984)",,101
5,Yarralumla,Weston Park Road Pedestrian Parkland,,,-35.298963,149.094421,"(-35.298963, 149.094421)",,2
9,O'connor,Belconnen Way Pedestrian Parkland,,,-35.259656,149.108039,"(-35.259656, 149.108039)",,103
3,Forde,Pooley Street Pedestrian Parkland,,,-35.167574,149.144216,"(-35.167574, 149.144216)",,18
2,Casey,Yeend Avenue Pedestrian Parkland,,,-35.167553,149.098844,"(-35.167553, 149.098844)",,74
7,Belconnen,Diddams Close Pedestrian Parkland,,,-35.228804,149.073311,"(-35.228804, 149.073311)",,32
1,Duffy,Warragamba Avenue Pedestrian Parkland,,,-35.329716,149.028726,"(-35.329716, 149.028726)",,35
