"the_geom","asset_id","parent_id","suburb","location","plan_num","cons_date","owned_by","managed_by","shape_area","group_name"
"MULTIPOLYGON (((149.09836835663316 -35.167874832446856, 149.09834560380426 -35.16740179511453, 149.09874964791265 -35.167194017441396, 149.09912355111413 -35.167150584834765, 149.09944103250885 -35.167266537634475, 149.09901733980055 -35.167985562539315, 149.09836835663316 -35.167874832446856)))","DGPK2","UOS20677","CASEY","YEEND AVENUE PEDESTRIAN PARKLAND","CASE2066","20120307000000","PLACE MANAGEMENT","PLACE MANAGEMENT","6422.0","NEIGHBOUR, PEDESTRIAN, LANE"
"MULTIPOLYGON (((149.14408875811907 -35.16777540056419, 149.14393681618583 -35.167655981618836, 149.14436701225148 -35.16729506661115, 149.14443227662477 -35.167346843133394, 149.14430870272582 -35.167754248713806, 149.14422415576956 -35.167743471267414, 149.14420480713986 -35.167744329090894, 149.14418952943507 -35.16774350982149, 149.14411419797196 -35.16776282807775, 149.14408875811907 -35.16777540056419)))","DGPK5","UOS19630","FORDE","POOLEY STREET PEDESTRIAN PARKLAND","FORD1769","20100401000000","PLACE MANAGEMENT","PLACE MANAGEMENT","1186.0","NEIGHBOUR, PEDESTRIAN, LANE"
"MULTIPOLYGON (((149.0737447021883 -35.22912684628818, 149.07345640168413 -35.229235602764966, 149.0734228943042 -35.229227959810466, 149.07340313929848 -35.22924869947013, 149.07326411753394 -35.229155041445566, 149.073224439493 -35.229192420031225, 149.07314592748685 -35.22929322335236, 149.07309192216496 -35.2293396221549, 149.07301089434384 -35.22938396229656, 149.07270144786497 -35.2294224292608, 149.07256133393568 -35.22926532176093, 149.0725342319299 -35.22916051854162, 149.07258326204564 -35.229001283878254, 149.07261512058892 -35.228936781448496, 149.0726617588291 -35.22888033759125, 149.07280897277204 -35.228704918506814, 149.07292679935782 -35.22859400045811, 149.07304704997586 -35.22849317521063, 149.07331463516104 -35.22830358696677, 149.0734791674693 -35.228224908959675, 149.07368788494506 -35.22818446596572, 149.07391630811867 -35.22820047648677, 149.07401707055155 -35.22825080332979, 149.07406623266496 -35.2283313953473, 149.0740859611012 -35.22841601380107, 149.07405901422007 -35.22850876873341, 149.07389700913018 -35.228657970376865, 149.07371916169208 -35.22877577108086, 149.07389229581582 -35.228947820618046, 149.0737447021883 -35.22912684628818)))","DGPK3","UOS3499","BELCONNEN","DIDDAMS CLOSE PEDESTRIAN PARKLAND","BELC1473","20090129000000","PLACE MANAGEMENT","PLACE MANAGEMENT","9973.0","NEIGHBOUR, PEDESTRIAN, LANE"
"MULTIPOLYGON (((149.09333596275968 -35.298773245117324, 149.09422442593896 -35.298294932737484, 149.09508391522377 -35.29868627716492, 149.09507392740895 -35.2998407042393, 149.09333596275968 -35.298773245117324)))","DGPK1","UOS5091","YARRALUMLA","WESTON PARK ROAD PEDESTRIAN PARKLAND","YARR1899","20100521000000","PLACE MANAGEMENT","PLACE MANAGEMENT","14055.0","NEIGHBOUR, PEDESTRIAN, LANE"
"MULTIPOLYGON (((149.07176056445806 -35.412095915623425, 149.07166226951136 -35.411992838978435, 149.07130095185224 -35.41136202498267, 149.07129234063072 -35.41126938952303, 149.0713285691693 -35.41118022690056, 149.07138615929347 -35.411105036671664, 149.0714651056143 -35.41103682711965, 149.07156115132995 -35.41099307961919, 149.0716700330349 -35.410982535942345, 149.07188999350353 -35.41104185158453, 149.07191348629382 -35.41105057902708, 149.07222525899326 -35.41111334230268, 149.07240893443787 -35.41118665926828, 149.07248371327816 -35.41125129332404, 149.07252860217264 -35.411317690896986, 149.07255429293048 -35.41140682149252, 149.07255237323557 -35.41168299421712, 149.07255258728463 -35.41195741789019, 149.07253556357867 -35.4120308395281, 149.07249293062523 -35.41212000585342, 149.0724289422382 -35.412203939551254, 149.07229660111292 -35.412251202494495, 149.07211723827174 -35.412235564545284, 149.0719058108273 -35.41217100112582, 149.07176056445806 -35.412095915623425)))","DGPK4","UOS9817","GREENWAY","MORTIMER LEWIS DRIVE DISTRICT PARK","GREE1499","20090219000000","PLACE MANAGEMENT","PLACE MANAGEMENT","11848.0","TOWN AND DISTRICT PARKS"
"MULTIPOLYGON (((149.02812152586986 -35.330295700154686, 149.02812216221196 -35.33029118926308, 149.02821762781423 -35.32962670604631, 149.02826500753156 -35.32929691196191, 149.028261036787 -35.32929138952381, 149.02827302055138 -35.32927600646562, 149.0283095438367 -35.329229123004666, 149.0283603511678 -35.32919487669986, 149.02842573375835 -35.329161578932236, 149.0284923228571 -35.329147341463994, 149.0285670191353 -35.329146087892994, 149.02922086497688 -35.32922097960479, 149.02931240060218 -35.32924997418067, 149.0293591420247 -35.32925682148038, 149.029244692702 -35.32996976875389, 149.02923723933716 -35.33000350322958, 149.02920926396044 -35.330060778987246, 149.0292061946595 -35.33008673150638, 149.02919677408298 -35.330089123782805, 149.02916707016468 -35.33008740689871, 149.02913688047477 -35.33014595510609, 149.0290361692555 -35.33021002126121, 149.02903532835907 -35.330210095939925, 149.02812152586986 -35.330295700154686)))","DGPK7","UOS51455","DUFFY","WARRAGAMBA AVENUE PEDESTRIAN PARKLAND","DUFF","20170702000000","PLACE MANAGEMENT","PLACE MANAGEMENT","11378.3806620006","NEIGHBOUR, PEDESTRIAN, LANE"
"MULTIPOLYGON (((149.10759685808637 -35.25978687858303, 149.10752548098245 -35.25973380706016, 149.10748489826628 -35.25970355754189, 149.10743606710236 -35.259667186107606, 149.107445745486 -35.259583135380836, 149.1075593250025 -35.25950603014224, 149.10758472912755 -35.25915893269733, 149.1076772325622 -35.25909986975235, 149.10830147271378 -35.25901540762517, 149.10862026915385 -35.2589519225703, 149.10875636859512 -35.25914238302448, 149.1087102101903 -35.25922565271186, 149.10857937669724 -35.259254195061864, 149.10851633280544 -35.25936744556425, 149.10850652578858 -35.25943513854013, 149.10856100033172 -35.25945848164598, 149.108582926765 -35.25950785291825, 149.1084836955971 -35.259681833232484, 149.10844841577835 -35.2599015001981, 149.10838775824033 -35.25998973859113, 149.10829822549806 -35.260052404695884, 149.10829383016497 -35.260052363230486, 149.10826663410643 -35.2600521601723, 149.10822487857902 -35.26005187889159, 149.10824290858767 -35.260240859194184, 149.10825249762678 -35.26026500522246, 149.10826333685205 -35.26032335319312, 149.10817776169065 -35.26043324219713, 149.1076037314061 -35.26038459126893, 149.10756288020747 -35.26026854167114, 149.10757012737062 -35.260127442908825, 149.1075921324375 -35.260014361459746, 149.10759685808637 -35.25978687858303)))","DGPK6","UOS21659","O""CONNOR","BELCONNEN WAY PEDESTRIAN PARKLAND","O'CO2647","20140711000000","PLACE MANAGEMENT","PLACE MANAGEMENT","12425.0","NEIGHBOUR, PEDESTRIAN, LANE"
