"the_geom","asset_cate","external_i","asset_id","asset_name","asset_clas","asset_sub_","asset_type","asset_su00","region","suburb","signal_loc","fixed_sign","status","commission","connection","modificati","latest_rep","service_pr","cctv_camer","bluetooth_","constructi","ownership","maintained","asset_hand","latitude","longitude"
"POINT (149.23083462149347 -35.328966147266094)","Signals","10442656","TSSI301","Site 301 PIALLIGO AV / OAKS ESTATE RD TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","MAJURA (RURAL DIST.)","PIALLIGO AV / OAKS ESTATE RD","YES","ACTIVE/IN SERVICE","20160519000000","20160606000000",,"20160519000000",,"NO","NO","20160519000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.328974528","149.230829452"
"POINT (149.06748973761637 -35.2479341847301)","Signals","740565","TSSI66","Site 66 BELCONNEN WAY / BENJAMIN WAY, BELCONNEN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","BELCONNEN","BELCONNEN WAY / BENJAMIN WAY, BELCONNEN","YES","ACTIVE/IN SERVICE","19780227000000","19850808000000","20050310000000","20050310000000","TELSTRA","NO","NO","19780227000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2479425663","149.06748411"
"POINT (149.06340883131202 -35.23927942390814)","Signals","9084220","TSSI239","Site 239 LATHLAIN ST / COHEN ST, BELCONNEN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","BELCONNEN","LATHLAIN ST / COHEN ST, BELCONNEN","YES","ACTIVE/IN SERVICE","20090417000000","20090331000000","20101115000000","20101115000000","TELSTRA","NO","NO","20090417000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2392878115","149.0634032"
"POINT (149.0686995439904 -35.34831729117202)","Signals","740525","TSSI48","Site 48 HINDMARSH DR / TUGG PKWY (NTH RAMP), WARRAMANGA CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","WARAMANGA","HINDMARSH DR / TUGG PKWY (NTH RAMP), WARRAMANGA","YES","ACTIVE/IN SERVICE","19800201000000","19800619000000","20050412000000","20050412000000","TELSTRA","NO","YES","19800201000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3483257718","149.068693924"
"POINT (149.18491225487426 -35.213191359765055)","Signals","9951097","TSSI271","Site 271 FEDERAL HWY OFF RAMP TO HORSE PARK DR TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","GUNGAHLIN (RURAL DIST.)","FEDERAL HWY OFF RAMP TO HORSE PARK DR","YES","ACTIVE/IN SERVICE","20150402000000","20150320000000",,,"TELSTRA","NO","NO","20150402000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2131996135","149.184906826"
"POINT (149.1856169837993 -35.29658230699041)","Signals","10773922","TSSI305","Site 305 MEDDHUNG RD / IKEA ACCESS TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","PIALLIGO","MEDDHUNG RD / IKEA ACCESS","YES","ACTIVE/IN SERVICE","20171222000000",,,,,"NO","NO","20171222000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2965906014","149.185611485"
"POINT (149.16366057251656 -35.32811973431683)","Signals","740676","TSSI130","Site 130 IPSWICH ST / WILUNA ST, FYSHWICK TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","FYSHWICK","IPSWICH ST / WILUNA ST, FYSHWICK","YES","ACTIVE/IN SERVICE","19880928000000","19800928000000",,"19880928000000","TELSTRA","NO","NO","19880928000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3281280722","149.163655048"
"POINT (149.09033057272526 -35.24199749873889)","Signals","740715","TSSI151","Site 151 HAYDON DR / COLLEGE ST, BRUCE TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","BRUCE","HAYDON DR / COLLEGE ST, BRUCE","YES","ACTIVE/IN SERVICE","19930430000000","19930603000000",,"19930430000000","TELSTRA","NO","NO","19930430000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2420058234","149.090324999"
"POINT (149.0862906632481 -35.348862772593954)","Signals","740744","TSSI166","Site 166 HINDMASH DR / BALL ST, PHILLIP TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","PHILLIP","HINDMASH DR / BALL ST, PHILLIP","YES","ACTIVE/IN SERVICE","19980812000000","19900812000000",,"19980812000000","TELSTRA","NO","NO","19980812000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3488712083","149.086285042"
"POINT (149.14891434963062 -35.18795553006288)","Signals","9084225","TSSI244","Site 244 FLEMINGTON RD / WIZARD ST, GUNGAHLIN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","GUNGAHLIN","FLEMINGTON RD / WIZARD ST, GUNGAHLIN","YES","ACTIVE/IN SERVICE","20100831000000","20100831000000",,,"TELSTRA","NO","NO","20100831000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.1879638519","149.148909039"
"POINT (149.13055811643508 -35.27031425165339)","Signals","740667","TSSI125","Site 125 NORTHBOURNE AV / MASSON ST, TURNER CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","BRADDON","NORTHBOURNE AV / MASSON ST, TURNER","YES","ACTIVE/IN SERVICE","19881220000000","19890201000000",,"19881220000000","TELSTRA","NO","NO","19881220000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2703225819","149.130552541"
"POINT (149.13776534286825 -35.26571151428822)","Signals","740499","TSSI32","Site 32 LIMESTONE AV / COWPER ST, AINSLIE CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","AINSLIE","LIMESTONE AV / COWPER ST, AINSLIE","YES","ACTIVE/IN SERVICE","19721221000000","19920505000000",,"19920327000000","TELSTRA","NO","NO","19721221000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.265719833","149.137759783"
"POINT (149.06384425779103 -35.41767214293147)","Signals","740864","TSSI1031","Site 1031 ATHLLON DR (NEAR SET 169), GREENWAY PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","WODEN","GREENWAY","ATHLLON DR (NEAR SET 169), GREENWAY","YES","ACTIVE/IN SERVICE","20030815000000","20030815000000",,,"TELSTRA","NO","NO","20030815000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.4176805745","149.063838577"
"POINT (149.073804644987 -35.2429869869096)","Signals","740584","TSSI80","Site 80 EASTERN VALLEY WAY / COLLEGE ST, BELCONNEN CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","BRUCE","EASTERN VALLEY WAY / COLLEGE ST, BELCONNEN","YES","ACTIVE/IN SERVICE","19790323000000","19870611000000","20021217000000","19790323000000","TELSTRA","NO","NO","19790323000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2429953514","149.073799034"
"POINT (149.17012573192594 -35.29172962673755)","Signals","740842","TSSI1020","Site 1020 FAIRBAIRN AV / ADFA, CAMPBELL PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","MAJURA (RURAL DIST.)","FAIRBAIRN AV / ADFA, CAMPBELL","YES","ACTIVE/IN SERVICE","19870514000000","19800804000000",,"19870514000000","TELSTRA","NO","NO","19870514000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.291737939","149.170120189"
"POINT (149.11537528684585 -35.25868589567943)","Signals","740465","TSSI12","Site 12 MACARTHUR AV / MILLER ST, O""CONNOR CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","O""CONNOR","MACARTHUR AV / MILLER ST, O""CONNOR","YES","ACTIVE/IN SERVICE","19691105000000","19870611000000","20000622000000","20000622000000","TELSTRA","NO","YES","19691105000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2586942208","149.11536972"
"POINT (149.08286072136886 -35.312989281884626)","Signals","9416854","TSSI236","Site 236 LADY DENMAN DR / COTTER RD TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","WESTON CREEK (RURAL DIST.)","LADY DENMAN DR / COTTER RD","YES","ACTIVE/IN SERVICE","20130216000000","20130220000000",,,"TELSTRA","NO","YES","20130216000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.3129977692","149.082855093"
"POINT (149.06164407070463 -35.411905059281224)","Signals","740750","TSSI170","Site 170 ANKETELL ST / ATHLLON DR, GREENWAY TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","GREENWAY","ANKETELL ST / ATHLLON DR, GREENWAY","YES","ACTIVE/IN SERVICE","19981118000000","19981118000000","20000829000000","19981118000000","TELSTRA","NO","NO","19981118000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.4119135013","149.061638391"
"POINT (149.16855865889931 -35.37208622852977)","Signals","2981935","TSSI212","Site 212 MONARO HIGHWAY / ALEXANDER MACONAOCHIE CENTRE, HUME TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","HUME","MONARO HIGHWAY / ALEXANDER MACONAOCHIE CENTRE, HUME","YES","ACTIVE/IN SERVICE","20060220000000","20060213000000",,,"TELSTRA","NO","YES","20060220000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3720946456","149.168553196"
"POINT (149.05402801262142 -35.21989360955883)","Signals","740569","TSSI70","Site 70 GINNINDERRA DR / JOHN CLELAND CR, FLOREY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","FLOREY","GINNINDERRA DR / JOHN CLELAND CR, FLOREY","YES","ACTIVE/IN SERVICE","19780814000000","19870611000000",,"19780814000000","TELSTRA","NO","YES","19780814000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2199019936","149.054022379"
"POINT (149.06942111755305 -35.41797917784767)","Signals","740620","TSSI102","Site 102 SOWARD WAY / ANKETELL ST, GREENWAY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","GREENWAY","SOWARD WAY / ANKETELL ST, GREENWAY","YES","ACTIVE/IN SERVICE","19870625000000","19800301000000","20160507000000","20041015000000","TELSTRA","NO","NO","19870625000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.41798761","149.069415449"
"POINT (149.0948724481688 -35.20145828859141)","Signals","10534507","TSSI300","Site 300 BARTON HWY / GUNDAROO DR / WILLIAM WEB DR CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","GIRALANG","BARTON HWY / GUNDAROO DR / WILLIAM WEB DR","YES","ACTIVE/IN SERVICE","20161220000000",,,,"TELSTRA","NO","YES","20161220000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2014666074","149.094866905"
"POINT (149.1323509388708 -35.18510441357806)","Signals","740794","TSSI194","Site 194 GOZZARD ST / HIBBERSON ST, GUNGAHLIN CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","GUNGAHLIN","GOZZARD ST / HIBBERSON ST, GUNGAHLIN","YES","ACTIVE/IN SERVICE","20031212000000","20031119000000",,,"TELSTRA","NO","NO","20031212000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.1851127312","149.132345575"
"POINT (149.0940996689059 -35.349081173752275)","Signals","740473","TSSI17","Site 17 HINDMARSH DR / AINSWORTH ST, PHILLIP CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","PHILLIP","HINDMARSH DR / AINSWORTH ST, PHILLIP","YES","ACTIVE/IN SERVICE","19701123000000","19850731000000",,"19950825000000","TELSTRA","NO","NO","19701123000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3490895909","149.094094048"
"POINT (149.14293566353953 -35.179833146055344)","Signals","740796","TSSI196","Site 196 GUNDAROO DR / HORSE PARK DR, GUNGAHLIN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","GUNGAHLIN","GUNDAROO DR / HORSE PARK DR, GUNGAHLIN","YES","ACTIVE/IN SERVICE","20040211000000","20040217000000",,,"TELSTRA","NO","YES","20040211000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.1798414489","149.142930331"
"POINT (149.1356150929997 -35.30381937501829)","Signals","740830","TSSI1014","Site 1014 KINGS AV (NORTH AND SOUTH), BARTON PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","PARKES","KINGS AV (NORTH AND SOUTH), BARTON","YES","ACTIVE/IN SERVICE","19741128000000","19880426000000",,"20160901000000","TELSTRA","NO","NO","19741128000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3038277781","149.135609522"
"POINT (149.06722958214704 -35.348222245903806)","Signals","740595","TSSI88","Site 88 HINDMARSH DR / BADIMARA ST, WARAMANGA TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","WARAMANGA","HINDMARSH DR / BADIMARA ST, WARAMANGA","YES","ACTIVE/IN SERVICE","19800714000000","19800801000000",,"19800714000000","TELSTRA","NO","NO","19800714000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3482307303","149.067223963"
"POINT (149.15575530058044 -35.184557745429096)","Signals","4287117","TSSI197","Site 197 HORSE PARK DR / ANTHONY ROLFE AVE, GUNGAHLIN TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","THROSBY","HORSE PARK DR / ANTHONY ROLFE AVE, GUNGAHLIN","YES","ACTIVE/IN SERVICE","20070411000000","20070411000000",,,"TELSTRA","NO","YES","20070411000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.1845660376","149.155749985"
"POINT (149.03413484717655 -35.29892852865247)","Signals","9951490","TSSI286","Site 286 JOHN GORTON DR / HOLBOROW AVE / EAST-WEST ARTERIAL CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","DENMAN PROSPECT","JOHN GORTON DR / HOLBOROW AVE / EAST-WEST ARTERIAL","YES","ACTIVE/IN SERVICE","20150212000000","20140731000000",,,"TELSTRA","NO","NO","20150212000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2989371042","149.034129141"
"POINT (149.18699121409404 -35.31170213710283)","Signals","9084215","TSSI234","Site 234 PIALLIGO AVE / BRINDABELLA CIRC, PIALLIGO PART TIME","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PART TIME","CITY","CANBERRA AIRPORT","PIALLIGO AVE / BRINDABELLA CIRC, PIALLIGO","YES","ACTIVE/IN SERVICE","20090325000000","20090318000000",,,"TELSTRA","NO","NO","20090325000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3117104574","149.186985745"
"POINT (149.05344412224719 -35.32637940731193)","Signals","740517","TSSI44","Site 44 COTTER RD / STREETON DR, HOLDER TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","WESTON","COTTER RD / STREETON DR, HOLDER","YES","ACTIVE/IN SERVICE","19730821000000","19801212000000",,"20140922000000","TELSTRA","NO","YES","19730821000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.326387937","149.053438492"
"POINT (149.06594439634245 -35.413413261959306)","Signals","740660","TSSI120","Site 120 ANKETELL ST / COWLISHAW ST, GREENWAY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","GREENWAY","ANKETELL ST / COWLISHAW ST, GREENWAY","YES","ACTIVE/IN SERVICE","19881013000000","19900927000000",,"19881013000000","TELSTRA","NO","NO","19881013000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.4134217006","149.065938724"
"POINT (149.19788019579414 -35.32071279700737)","Signals","9084209","TSSI229","Site 229 PIALLIGO AVE / GLENORA DR, PIALLIGO TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","MAJURA (RURAL DIST.)","PIALLIGO AVE / GLENORA DR, PIALLIGO","YES","ACTIVE/IN SERVICE","20081121000000","20010101000000","20170922000000",,"TELSTRA","NO","YES","20081121000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3207211477","149.197874795"
"POINT (149.1353102743649 -35.25113842944803)","Signals","10534515","TSSI262","Site 262 CHALLIS ST / CAPE ST CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","DICKSON","CHALLIS ST / CAPE ST","YES","ACTIVE/IN SERVICE","20171007000000",,,,,"NO","NO","20171007000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2511467302","149.135304737"
"POINT (149.0742926961811 -35.225798448424236)","Signals","740573","TSSI74","Site 74 GINNINDERRA DR / WILLIAM SLIM DR, MCKELLAR TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","MCKELLAR","GINNINDERRA DR / WILLIAM SLIM DR, MCKELLAR","YES","ACTIVE/IN SERVICE","19781117000000","19870611000000",,"19781117000000","TELSTRA","NO","YES","19781117000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2258068022","149.074287086"
"POINT (149.1653492420511 -35.20020481404291)","Signals","9178438","TSSI260","Site 260 CNR HORSE PARK DR / WELL STALION DR, HARRISON TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","HARRISON","CNR HORSE PARK DR / WELL STALION DR, HARRISON","YES","ACTIVE/IN SERVICE","20120511000000","20120503000000",,,"TELSTRA","NO","YES","20120511000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2002130908","149.165343861"
"POINT (149.07761828110418 -35.29154622446726)","Signals","4287217","TSSI219","Site 219 LADY DENMAN DR / LAKESIDE INTERCHANGE, YARRALUMBLA TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","MOLONGLO VALLEY (RURAL DIST.)","LADY DENMAN DR / LAKESIDE INTERCHANGE, YARRALUMBLA","YES","ACTIVE/IN SERVICE","20061207000000","20061207000000",,,"TELSTRA","NO","NO","20061207000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2915546849","149.077612647"
"POINT (149.17607771210248 -35.337675907853004)","Signals","740568","TSSI69","Site 69 CANBERRA AV / NEWCASTLE STREET, FYSHWICK CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","SYMONSTON","CANBERRA AV / NEWCASTLE STREET, FYSHWICK","YES","ACTIVE/IN SERVICE","19780420000000","19900101000000","20020722000000","20020809000000","TELSTRA","NO","YES","19780420000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3376842402","149.176072221"
"POINT (149.13968766266137 -35.248811076685286)","Signals","740831","TSSI1015","Site 1015 ANTILL ST (EAST AND WEST), DOWNER PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","DOWNER","ANTILL ST (EAST AND WEST), DOWNER","YES","ACTIVE/IN SERVICE","19781106000000","19930305000000","20160829000000","20080612000000","TELSTRA","NO","NO","19781106000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2488193723","149.139682133"
"POINT (149.14354749351898 -35.29069417062367)","Signals","9277357","TSSI263","Site 263 CONSTITUTION AV / WENDOUREE DR, PARKES TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","CAMPBELL","CONSTITUTION AV / WENDOUREE DR, PARKES","YES","ACTIVE/IN SERVICE","20130705000000","20130618000000",,,"TELSTRA","NO","NO","20130705000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2907025317","149.143541925"
"POINT (149.1312179000147 -35.26622918721121)","Signals","740466","TSSI13","Site 13 NORTHBOURNE AV / CONDAMINE ST, TURNER CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","TURNER","NORTHBOURNE AV / CONDAMINE ST, TURNER","YES","ACTIVE/IN SERVICE","19700511000000","19850527000000","20020311000000","19970109000000","TELSTRA","NO","YES","19700511000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2662375112","149.131212332"
"POINT (149.07029414835048 -35.41912669386964)","Signals","740647","TSSI115","Site 115 ANKETELL STREET / REED ST (SOUTH), GREENWAY CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","WODEN","GREENWAY","ANKETELL STREET / REED ST (SOUTH), GREENWAY","YES","ACTIVE/IN SERVICE","19871013000000","19800812000000",,"19871013000000","TELSTRA","NO","NO","19871013000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.4191351247","149.070288481"
"POINT (149.1095747261842 -35.37088515793856)","Signals","740618","TSSI101","Site 101 YAMBA DR / DORSCH ST, ISAACS TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","WODEN","ISAACS","YAMBA DR / DORSCH ST, ISAACS","YES","ACTIVE/IN SERVICE","19870527000000","19800201000000","20040205000000","20131210000000","TELSTRA","NO","NO","19870527000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.3708935805","149.109569124"
"POINT (149.11461273708406 -35.15140351506315)","Signals","10772895","TSSI1002","Site 1002 SUTHERLAND CR / EAST PED XING PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","BELCONNEN","TAYLOR","SUTHERLAND CR / EAST PED XING","YES","ACTIVE/IN SERVICE","20171208000000",,,,"TELSTRA","NO","NO","20171208000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.1514117723","149.114607234"
"POINT (149.12748275151853 -35.28934687528374)","Signals","740855","TSSI1027","Site 1027 COMMONWEALTH AVE, PARKES PEDESTRIAN","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","PEDESTRIAN","CITY","PARKES","COMMONWEALTH AVE, PARKES","YES","ACTIVE/IN SERVICE","19980918000000","19980918000000",,"19980918000000","TELSTRA","NO","NO","19980918000000","NCA","NCA","GIFTED","-35.289355249","149.127477162"
"POINT (149.10730616239618 -35.28353344921922)","Signals","9084778","TSSI224","Site 224 CLUNIES ROSS ST / LADY DENMAN DR / PARKES WAY OFF RAMP - ACTON TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","CITY","ACTON","CLUNIES ROSS ST / LADY DENMAN DR / PARKES WAY OFF RAMP - ACTON","YES","ACTIVE/IN SERVICE","20061211000000","20061211000000",,"20061211000000","TELSTRA","NO","YES","20061211000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2835418318","149.107300546"
"POINT (149.13439955015295 -35.26075413447889)","Signals","9084201","TSSI222","Site 222 WAKEFIELD AVE / DOORING ST, BRADDON CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","DICKSON","WAKEFIELD AVE / DOORING ST, BRADDON","YES","ACTIVE/IN SERVICE","20091222000000","20091222000000",,,"TELSTRA","NO","NO","20091222000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2607624488","149.134393995"
"POINT (149.18758135161653 -35.21400991501479)","Signals","9951096","TSSI270","Site 270 MAJURA PKY / HORSE PARK DR / FEDERAL HWY SOUTH BOUND ON RAMP TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","GUNGAHLIN (RURAL DIST.)","MAJURA PKY / HORSE PARK DR / FEDERAL HWY SOUTH BOUND ON RAMP","YES","ACTIVE/IN SERVICE","20150402000000","20150320000000",,,,"NO","YES","20150402000000","ROADS_ACT","ROADS_ACT","CAPITAL WORKS","-35.2140181739","149.187575928"
"POINT (149.13441643783474 -35.1876146424519)","Signals","11135539","TSSI318","Site 318  CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","GUNGAHLIN",,"YES","ACTIVE/IN SERVICE","20180420000000","20180420000000",,,,"NO","NO",,,,,"-35.1876229657","149.134411082"
"POINT (149.10848612600492 -35.15255159139459)","Signals","10773918","TSSI1009","Site 1009 SUTHERLAND CR CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","BELCONNEN","TAYLOR","SUTHERLAND CR","YES","ACTIVE/IN SERVICE","20171208000000",,,,,"NO","NO","20171208000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.1525598559","149.108480572"
"POINT (149.13214179446265 -35.26050918496989)","Signals","740460","TSSI9","Site 9 NORTHBOURNE AV / MACARTHUR AV, TURNER CROSS","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","CROSS","CITY","BRADDON","NORTHBOURNE AV / MACARTHUR AV, TURNER","YES","ACTIVE/IN SERVICE","19681209000000","19850920000000","20010301000000","20010301000000","TELSTRA","YES","YES","19681209000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2605175003","149.132136238"
"POINT (149.07056127059147 -35.22269721360832)","Signals","740776","TSSI183","Site 183 GINNINDERRA DR / WILLIAM WEBB DR, MCKELLAR TEE","ROAD INFRASTRUCTURE","ELECTRICAL AND MECHANICAL","TRAFFIC SIGNAL SITE","TEE","BELCONNEN","BELCONNEN","GINNINDERRA DR / WILLIAM WEBB DR, MCKELLAR","YES","ACTIVE/IN SERVICE","20020823000000","20020823000000",,,"TELSTRA","NO","NO","20020823000000","ROADS_ACT","ROADS_ACT","GIFTED","-35.2227055757","149.070555658"
