"crash_id","crash_date","crash_time","suburb_location","x","y","intersection","midblock","crash_direction","crash_severity","lighting_condition","road_condition","weather_condition","location"
"1052498","2012-12-12T00:00:00.000","18:10","GUNGAHLIN","149.13427138742884","-35.180073755390225","YES","NO","East bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.180073755390225, 149.13427138742884)"
"1075330","2013-11-06T00:00:00.000","18:10","GOWRIE","149.10826338891522","-35.40415956978319","NO","YES","South bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.40415956978319, 149.10826338891522)"
"1124978","2015-11-27T00:00:00.000","08:45","LYNEHAM","149.13179342321084","-35.24797788371387","NO","YES","East bound","Injury","Daylight","Good dry surface","Fine","
,  
(-35.24797788371387, 149.13179342321084)"
"1032404","2012-03-20T00:00:00.000","17:45","DEAKIN","149.1075803145033","-35.31282767955382","YES","NO","West bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.31282767955382, 149.1075803145033)"
"1121528","2015-10-09T00:00:00.000","07:30","CHISHOLM","149.13260873380975","-35.43052554476597","YES","NO","North bound","Injury","Daylight","Good dry surface","Fine","
,  
(-35.43052554476597, 149.13260873380975)"
"1061899","2013-05-01T00:00:00.000","08:00","CITY","149.13389326488908","-35.27766333984232","NO","YES","South bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.27766333984232, 149.13389326488908)"
"1116088","2015-07-23T00:00:00.000","08:36","MAWSON","149.1018258682843","-35.35770548905402","YES","NO","North / West bound","Injury","Daylight","Wet surface","Light rain","
,  
(-35.35770548905402, 149.1018258682843)"
"1106320","2015-03-02T00:00:00.000","13:30","KALEEN","149.1114913605122","-35.240110670268514","NO","YES","South bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.240110670268514, 149.1114913605122)"
"1069344","2013-08-25T00:00:00.000","14:45","PHILLIP","149.08264891095556","-35.34386646939729","YES","NO","South / West bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.34386646939729, 149.08264891095556)"
"1069663","2013-08-14T00:00:00.000","18:36","NARRABUNDAH","149.14275032551876","-35.343814986426786","NO","YES","South bound","Property Damage Only","Dark - poor street lighting","Good dry surface","Fine","
,  
(-35.343814986426786, 149.14275032551876)"
"1090512","2014-06-30T00:00:00.000","17:46","BELCONNEN","149.07137166972572","-35.239398884100005","NO","YES","South bound","Property Damage Only","Dark - good street lighting","Good dry surface","Fine","
,  
(-35.239398884100005, 149.07137166972572)"
"1095184","2014-09-09T00:00:00.000","08:30","MAWSON","149.1065646119595","-35.3644881678363","NO","YES","North bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.3644881678363, 149.1065646119595)"
"1050628","2012-11-11T00:00:00.000","11:20","GARRAN","149.10685886062427","-35.343849305826296","NO","YES","South / West bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.343849305826296, 149.10685886062427)"
"1082345","2014-03-20T00:00:00.000","08:45","PARKES","149.12828484744975","-35.290493930637325","NO","YES","West bound","Injury","Daylight","Good dry surface","Fine","
,  
(-35.290493930637325, 149.12828484744975)"
"1101242","2014-12-24T00:00:00.000","19:20","GREENWAY","149.0719868962378","-35.396415131292216","YES","NO","North / South bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.396415131292216, 149.0719868962378)"
"1116891","2015-07-25T00:00:00.000","13:40","BRUCE","149.07825139350928","-35.24275686986368","YES","NO","East bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.24275686986368, 149.07825139350928)"
"1081836","2014-02-19T00:00:00.000","08:24","BELCONNEN","149.0749211163466","-35.22717582316747","NO","YES","West bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.22717582316747, 149.0749211163466)"
"1078838","2014-01-21T00:00:00.000","09:05","KAMBAH","149.07172273595688","-35.39641526823377","YES","NO","East bound","Property Damage Only","Daylight","Good dry surface","Fine","
,  
(-35.39641526823377, 149.07172273595688)"
"1084981","2014-05-01T00:00:00.000","15:15","ACTON","149.09950090913372","-35.2850481865468","NO","YES","West bound","Injury","Daylight","Good dry surface","Fine","
,  
(-35.2850481865468, 149.09950090913372)"
