"month","total_container_tons","total_automobile_tons","total_ro_ro_tons","forest_products_break_bulk_","steel_amp_other_metals_tons","total_breakbulk_tons","total_general_cargo_tons","imported_loaded_teus","export_loaded_teus","total_loaded_teus","import_empty_teus","export_empty_teus","total_empty_teus","total_teus","total_containers","import_auto_units","export_auto_units","total_auto_units","import_ro_ro_tons","export_ro_ro_tons"
"2020-03-01T00:00:00.000","714039.00","95029.00","80941.00","45036.00","535.00","15344.00","950924.00","40522.00","21450.00","61972.00","94.00","20771.00","20865.00","82837.00","50023.00","35876.00","15221.00","51097.00","50783.00","30158.00"
"2020-02-01T00:00:00.000","600966.00","74470.00","46088.00","35184.00","321.00","9495.00","766524.00","36869.00","20049.00","56919.00","600.00","21593.00","22193.00","79112.00","47181.00","27966.00","11579.00","39545.00","27775.00","18313.00"
"2020-01-01T00:00:00.000","729033.00","68067.00","52121.00","39908.00","1132.00","14334.00","904595.00","45268.00","20361.00","65629.00","418.00","24243.00","24661.00","90290.00","54685.00","26094.00","11085.00","37179.00","33969.00","18152.00"
"2019-12-01T00:00:00.000","644068.00","110432.00","66314.00","44675.00","2026.00","12102.00","879617.00","41429.00","17857.00","59286.00","184.00","22437.00","22621.00","81907.00","49778.00","46850.00","14074.00","60924.00","40139.00","26175.00"
"2019-11-01T00:00:00.000","660858.00","92590.00","71295.00","46237.00","1293.00","14146.00","886419.00","38915.00","20254.00","59169.00","370.00","22999.00","23369.00","82538.00","50314.00","34994.00","14649.00","49643.00","49919.00","21376.00"
"2019-10-01T00:00:00.000","696698.00","104230.00","65316.00","58336.00","1026.00","9757.00","935363.00","44150.00","20134.00","64284.00","932.00","25320.00","26252.00","90536.00","54957.00","43811.00","12407.00","56218.00","44642.00","20674.00"
"2019-09-01T00:00:00.000","690068.00","80994.00","58850.00","25848.00","1927.00","7416.00","865103.00","45026.00","20320.00","65346.00","588.00","29796.00","30384.00","95730.00","57864.00","32094.00","11969.00","44063.00","36188.00","22662.00"
"2019-08-01T00:00:00.000","698139.00","95151.00","64682.00","48359.00","1273.00","12920.00","920524.00","44878.00","19924.00","64802.00","120.00","22997.00","23117.00","87919.00","53854.00","36255.00","15918.00","52173.00","45141.00","19541.00"
"2019-07-01T00:00:00.000","723741.00","99728.00","90812.00","29803.00","1924.00","15523.00","961531.00","48806.00","19175.00","67981.00","288.00","30269.00","30557.00","98538.00","60232.00","36123.00","17630.00","53753.00","66036.00","24776.00"
"2019-06-01T00:00:00.000","648956.00","92162.00","67699.00","66046.00","1806.00","12101.00","888770.00","38839.00","20127.00","58966.00","65.00","24241.00","24306.00","83272.00","51253.00","37140.00","14579.00","51719.00","46892.00","20807.00"
"2019-05-01T00:00:00.000","758627.00","111793.00","86028.00","19638.00","1055.00","13217.00","990358.00","49342.00","19134.00","68476.00","356.00","25701.00","26057.00","94533.00","57978.00","42817.00","21146.00","63963.00","58331.00","27697.00"
"2019-04-15T00:00:00.000","719866.00","98641.00","98813.00","59362.00","1871.00","14540.00","993093.00","42984.00","20940.00","63924.00","186.00","28467.00","28653.00","92577.00","57668.00","35909.00","15891.00","51800.00","64881.00","33932.00"
"2019-03-15T00:00:00.000","727999.00","108240.00","96535.00","73148.00","770.00","11582.00","1018274.00","43700.00","20589.00","64289.00","153.00","31520.00","31673.00","95962.00","59006.00","39809.00","19243.00","59052.00","59828.00","36707.00"
"2019-02-15T00:00:00.000","654179.00","87641.00","74710.00","56274.00","1497.00","8519.00","882820.00","42287.00","18556.00","60843.00","379.00","23688.00","24067.00","84910.00","51226.00","32484.00","14188.00","46672.00","48979.00","25731.00"
"2019-01-15T00:00:00.000","672507.00","75017.00","65580.00","41474.00","1237.00","9493.00","865308.00","43869.00","15947.00","59816.00","54.00","25396.00","25450.00","85266.00","52885.00","28694.00","12940.00","41634.00","42540.00","23040.00"
"2018-12-15T00:00:00.000","659988.00","106076.00","68133.00","47415.00","507.00","12450.00","894598.00","44195.00","16398.00","60593.00","19.00","19116.00","19135.00","79728.00","48289.00","40680.00","16858.00","57538.00","48222.00","19911.00"
"2018-11-15T00:00:00.000","654165.00","104187.00","62964.00","45291.00","615.00","12075.00","879297.00","42794.00","17581.00","60375.00","351.00","23709.00","24060.00","84435.00","50821.00","37029.00","20255.00","57284.00","45561.00","17403.00"
"2018-10-15T00:00:00.000","673405.00","93942.00","72847.00","41627.00","0.00","14467.00","896288.00","41608.00","19491.00","61099.00","46.00","24140.00","24186.00","85285.00","52194.00","35132.00","15449.00","50581.00","52568.00","20279.00"
"2018-09-15T00:00:00.000","645299.00","94979.00","54344.00","48984.00","177.00","12230.00","856013.00","41392.00","18810.00","60202.00","130.00","25226.00","25356.00","85558.00","52042.00","33957.00","19172.00","53129.00","40303.00","14041.00"
"2018-08-15T00:00:00.000","673225.00","120058.00","65024.00","54750.00","744.00","13051.00","926852.00","44141.00","18715.00","62856.00","263.00","27743.00","28006.00","90862.00","55268.00","45055.00","20226.00","65281.00","47073.00","17951.00"
"2018-07-15T00:00:00.000","685467.00","102101.00","72416.00","31617.00","1697.00","15094.00","908392.00","45798.00","18567.00","64365.00","184.00","26293.00","26477.00","90842.00","55742.00","38268.00","17183.00","55451.00","50492.00","21924.00"
"2018-06-15T00:00:00.000","672205.00","96626.00","67627.00","49371.00","1061.00","15225.00","902115.00","42889.00","19133.00","62022.00","243.00","19496.00","19739.00","81761.00","49976.00","38397.00","15570.00","53967.00","43860.00","23648.00"
"2018-05-15T00:00:00.000","706141.00","109074.00","83402.00","51250.00","2176.00","11554.00","963597.00","43494.00","19552.00","63046.00","345.00","26761.00","27106.00","90152.00","55993.00","42030.00","19116.00","61146.00","59131.00","24271.00"
"2018-04-15T00:00:00.000","687267.00","91188.00","72114.00","54079.00","1234.00","19151.00","925033.00","38689.00","21248.00","59937.00","302.00","18691.00","18993.00","78930.00","48982.00","33591.00","16908.00","50499.00","46017.00","26097.00"
"2018-03-15T00:00:00.000","713631.00","95909.00","83235.00","70235.00","1188.00","14364.00","978562.00","42155.00","21197.00","63352.00","138.00","23487.00","23625.00","86977.00","53849.00","38026.00","12090.00","50116.00","57220.00","26015.00"
"2018-02-15T00:00:00.000","671746.00","83195.00","66668.00","46456.00","2267.00","14795.00","885127.00","40195.00","19211.00","59406.00","358.00","21125.00","21483.00","80889.00","50227.00","31059.00","12494.00","43553.00","41125.00","25543.00"
"2018-01-15T00:00:00.000","701139.00","71314.00","51671.00","65288.00","2007.00","10745.00","902164.00","43185.00","18663.00","61848.00","209.00","23865.00","24074.00","85922.00","52814.00","29600.00","8416.00","38016.00","33898.00","17773.00"
"2017-12-15T00:00:00.000","679395.00","105313.00","70992.00","41462.00","2706.00","19758.00","919626.00","41094.00","19788.00","60882.00","382.00","18317.00","18699.00","79581.00","48778.00","41147.00","15486.00","56633.00","51783.00","19209.00"
"2017-11-15T00:00:00.000","649688.00","83582.00","47969.00","57779.00","1638.00","9885.00","850541.00","37698.00","18631.00","56329.00","345.00","15663.00","16008.00","72337.00","45391.00","32668.00","11757.00","44425.00","30747.00","17222.00"
"2017-10-15T00:00:00.000","716312.00","102225.00","60055.00","47249.00","2570.00","18991.00","947402.00","41526.00","22930.00","64456.00","197.00","23738.00","23935.00","88391.00","54049.00","38667.00","16516.00","55183.00","41099.00","18956.00"
"2017-09-15T00:00:00.000","632541.00","82910.00","47191.00","56591.00","1319.00","11679.00","832231.00","39607.00","18514.00","58121.00","69.00","22393.00","22462.00","80583.00","49561.00","32451.00","11762.00","44213.00","25052.00","22139.00"
"2017-08-15T00:00:00.000","691559.00","93527.00","59475.00","69068.00","1212.00","13616.00","928457.00","43357.00","19692.00","63051.00","417.00","24915.00","25332.00","88381.00","54468.00","32735.00","20211.00","52946.00","35575.00","23900.00"
"2017-07-15T00:00:00.000","692646.00","95582.00","61901.00","67367.00","2418.00","15139.00","935053.00","42553.00","20266.00","62817.00","453.00","20207.00","20660.00","83477.00","51744.00","36988.00","12734.00","49722.00","40604.00","21297.00"
"2017-06-15T00:00:00.000","682204.00","84664.00","61258.00","52607.00","1957.00","15181.00","897871.00","40581.00","20744.00","61325.00","1617.00","24623.00","26240.00","87565.00","53896.00","30914.00","13909.00","44823.00","34462.00","26796.00"
"2017-05-15T00:00:00.000","766360.00","89945.00","79875.00","51518.00","2036.00","18180.00","1007914.00","43411.00","22377.00","65788.00","488.00","20127.00","20615.00","86403.00","54358.00","35477.00","13681.00","49158.00","46264.00","33611.00"
"2017-04-15T00:00:00.000","633151.00","89628.00","71496.00","47028.00","2211.00","14814.00","858328.00","36982.00","18824.00","55806.00","605.00","20666.00","21271.00","77077.00","47444.00","34684.00","13683.00","48367.00","41341.00","30155.00"
"2017-03-15T00:00:00.000","597988.00","100322.00","61597.00","68640.00","16700.00","11213.00","856460.00","33043.00","18930.00","51973.00","443.00","17493.00","17936.00","69909.00","44140.00","39475.00","14633.00","54108.00","35923.00","25674.00"
"2017-02-15T00:00:00.000","577863.00","72362.00","57506.00","51881.00","10972.00","10344.00","780928.00","33653.00","17362.00","51015.00","125.00","16608.00","16733.00","67748.00","42680.00","27485.00","12447.00","39932.00","32709.00","24797.00"
"2017-01-15T00:00:00.000","712368.00","86326.00","48631.00","59621.00","862.00","14869.00","922677.00","40302.00","22516.00","62818.00","289.00","17921.00","18210.00","81028.00","50463.00","36613.00","9074.00","45687.00","21911.00","26720.00"
"2016-12-15T00:00:00.000","672343.00","94573.00","54560.00","70226.00","3379.00","9116.00","904197.00","39316.00","13939.00","59255.00","124.00","17326.00","17450.00","76705.00","48207.00","40263.00","10120.00","50383.00","34014.00","20546.00"
"2016-11-15T00:00:00.000","646545.00","92175.00","46552.00","43796.00","10725.00","11257.00","851050.00","34554.00","21721.00","56275.00","89.00","14421.00","14510.00","70785.00","44154.00","38021.00","11627.00","49648.00","22080.00","18812.00"
"2016-10-15T00:00:00.000","605280.00","90103.00","47608.00","83478.00","2420.00","10834.00","839723.00","33389.00","22124.00","55513.00","456.00","12548.00","13004.00","68517.00","42094.00","37220.00","11528.00","48748.00","28940.00","18668.00"
"2016-09-15T00:00:00.000","562096.00","77734.00","42637.00","58836.00","2013.00","12336.00","755652.00","33059.00","18154.00","51213.00","85.00","17218.00","17303.00","68516.00","42418.00","30260.00","11419.00","41679.00","25704.00","16933.00"
"2016-08-15T00:00:00.000","610043.00","82204.00","48584.00","81329.00","1322.00","18210.00","841692.00","38266.00","19514.00","57780.00","271.00","20653.00","20924.00","78704.00","48718.00","34084.00","11869.00","45953.00","29481.00","19103.00"
"2016-07-15T00:00:00.000","588238.00","93974.00","63942.00","67391.00","1646.00","16111.00","831302.00","35664.00","18918.00","54582.00","750.00","19669.00","20419.00","75001.00","43293.00","36309.00","13308.00","49617.00","41198.00","22744.00"
"2016-06-15T00:00:00.000","635668.00","92751.00","70554.00","29371.00","2706.00","11016.00","842066.00","39298.00","19395.00","58693.00","1060.00","18433.00","19493.00","78186.00","48112.00","34483.00","15487.00","49970.00","41900.00","28654.00"
"2016-05-15T00:00:00.000","666259.00","107677.00","59490.00","59169.00","1488.00","13817.00","907900.00","38767.00","21085.00","59852.00","614.00","18257.00","18871.00","78723.00","48894.00","41622.00","15568.00","57190.00","40248.00","19242.00"
"2016-04-15T00:00:00.000","609217.00","82980.00","69745.00","66738.00","2143.00","14380.00","845203.00","33282.00","20326.00","53608.00","354.00","15222.00","15576.00","69814.00","43236.00","30598.00","12639.00","43237.00","41012.00","28733.00"
"2016-03-15T00:00:00.000","577353.00","89879.00","78907.00","59731.00","2513.00","17221.00","825604.00","31386.00","19297.00","50683.00","304.00","13913.00","14217.00","64900.00","40305.00","32397.00","15240.00","47637.00","50867.00","28040.00"
"2016-02-15T00:00:00.000","579892.00","82470.00","65766.00","63752.00","1215.00","16259.00","809354.00","33999.00","19969.00","53968.00","632.00","16548.00","17180.00","71148.00","43327.00","33698.00","10752.00","44450.00","40434.00","25332.00"
"2016-01-15T00:00:00.000","593778.00","76934.00","52384.00","71540.00","2808.00","10660.00","808104.00","34907.00","18373.00","53280.00","422.00","15414.00","15836.00","69116.00","42765.00","29958.00","9677.00","39635.00","33161.00","19223.00"
"2015-12-15T00:00:00.000","554819.00","83590.00","48115.00","50431.00","1037.00","11379.00","749371.00","30911.00","18502.00","49413.00","1416.00","13087.00","14503.00","63916.00","39148.00","30114.00","13420.00","43534.00","28705.00","19410.00"
"2015-11-15T00:00:00.000","588560.00","113544.00","56616.00","45956.00","2606.00","15877.00","823159.00","34286.00","20750.00","55036.00","770.00","12923.00","13693.00","68729.00","41958.00","42013.00","18611.00","60624.00","30781.00","25835.00"
"2015-10-15T00:00:00.000","555365.00","83458.00","53172.00","83090.00","2413.00","11088.00","788586.00","33636.00","18893.00","52529.00","712.00","18076.00","18788.00","71317.00","43186.00","31355.00","12834.00","44189.00","32730.00","20442.00"
"2015-09-15T00:00:00.000","516663.00","90904.00","48112.00","58470.00","1540.00","13945.00","729634.00","33575.00","16355.00","49930.00","1333.00","19715.00","21048.00","70978.00","43338.00","31161.00","15065.00","46226.00","29224.00","18888.00"
"2015-08-15T00:00:00.000","600924.00","96205.00","69502.00","75017.00","2095.00","16838.00","860581.00","39067.00","19273.00","58340.00","1400.00","26409.00","27809.00","86149.00","52667.00","33750.00","16648.00","50398.00","42129.00","27373.00"
"2015-07-15T00:00:00.000","561372.00","98996.00","67185.00","46106.00","3157.00","20604.00","797420.00","35513.00","17124.00","52637.00","456.00","23436.00","23892.00","76529.00","47865.00","37319.00","16186.00","53505.00","43627.00","23558.00"
"2015-06-15T00:00:00.000","663948.00","85551.00","64165.00","41175.00","2488.00","12452.00","869779.00","39362.00","20170.00","59532.00","1708.00","18404.00","20112.00","79644.00","49816.00","29093.00","15242.00","44335.00","41225.00","22940.00"
"2015-05-15T00:00:00.000","634982.00","81430.00","68650.00","52760.00","2967.00","24654.00","865443.00","34653.00","19680.00","54333.00","1851.00","17360.00","19211.00","73544.00","46672.00","30078.00","12199.00","42277.00","44988.00","23662.00"
"2015-04-15T00:00:00.000","535665.00","103882.00","83838.00","64695.00","3627.00","15012.00","806719.00","27759.00","18325.00","46084.00","1872.00","10908.00","12780.00","58864.00","37423.00","36106.00","15830.00","51936.00","52369.00","31469.00"
"2015-03-15T00:00:00.000","661533.00","108782.00","84478.00","35919.00","3017.00","19417.00","913146.00","36684.00","20413.00","57097.00","2896.00","17779.00","20675.00","77772.00","49971.00","44180.00","12856.00","57036.00","52276.00","32202.00"
"2015-02-15T00:00:00.000","489222.00","84560.00","57240.00","76639.00","3645.00","10455.00","721761.00","25772.00","16171.00","41943.00","923.00","10326.00","11249.00","53192.00","33597.00","28611.00","14041.00","42652.00","40238.00","16833.00"
"2015-01-15T00:00:00.000","515193.00","71997.00","59109.00","44370.00","2253.00","11342.00","704264.00","28592.00","16479.00","45071.00","486.00","14123.00","14609.00","59680.00","38214.00","25838.00","12414.00","38252.00","43981.00","15128.00"
"2014-12-15T00:00:00.000","590397.00","99976.00","79324.00","52378.00","3667.00","11511.00","837253.00","33248.00","18706.00","51954.00","417.00","12763.00","13180.00","65134.00","40612.00","27279.00","22819.00","50098.00","56309.00","23015.00"
"2014-11-15T00:00:00.000","491612.00","104714.00","56477.00","45003.00","2199.00","8159.00","708164.00","27405.00","17004.00","44409.00","1042.00","14558.00","15600.00","60009.00","37378.00","33108.00","20570.00","53678.00","35756.00","20721.00"
"2014-10-15T00:00:00.000","595710.00","98995.00","71579.00","48891.00","13363.00","14061.00","842599.00","33666.00","20135.00","53801.00","1752.00","18499.00","20251.00","74052.00","46827.00","27732.00","22826.00","50558.00","41076.00","30503.00"
"2014-09-15T00:00:00.000","558230.00","93848.00","62796.00","68038.00","2866.00","17121.00","802899.00","32675.00","18049.00","50724.00","897.00","17586.00","18483.00","69207.00","43575.00","25939.00","20753.00","46692.00","36651.00","26145.00"
"2014-08-15T00:00:00.000","566941.00","89897.00","57230.00","47335.00","1315.00","15707.00","778425.00","33442.00","18085.00","51527.00","979.00","16688.00","17667.00","69194.00","42885.00","27567.00","19701.00","47268.00","32412.00","24818.00"
"2014-07-15T00:00:00.000","583661.00","106499.00","82689.00","95287.00","4069.00","19407.00","891612.00","33296.00","19667.00","52963.00","422.00","14823.00","15245.00","68208.00","43457.00","33094.00","20975.00","54069.00","53167.00","32106.00"
"2014-06-15T00:00:00.000","565331.00","103618.00","71062.00","74166.00","3429.00","14831.00","832437.00","31719.00","18364.00","50083.00","1386.00","14468.00","15854.00","65937.00","42661.00","25701.00","26892.00","52593.00","34162.00","36900.00"
"2014-05-15T00:00:00.000","550785.00","112498.00","82643.00","70257.00","3476.00","19376.00","839035.00","29873.00","19434.00","49307.00","2017.00","14019.00","16036.00","65343.00","41236.00","29625.00","29521.00","59146.00","44421.00","38222.00"
"2014-04-15T00:00:00.000","612618.00","104866.00","81510.00","70904.00","16492.00","14457.00","900847.00","32393.00","20507.00","52900.00","1249.00","10378.00","11627.00","64527.00","40557.00","27895.00","25537.00","53432.00","43582.00","37928.00"
"2014-03-15T00:00:00.000","505715.00","107909.00","81549.00","77568.00","9741.00","16375.00","798587.00","25817.00","17659.00","43476.00","1571.00","7045.00","8616.00","52092.00","32556.00","28997.00","25476.00","54473.00","42405.00","39144.00"
"2014-02-15T00:00:00.000","464302.00","67528.00","62531.00","68713.00","7144.00","10368.00","680586.00","24584.00","16462.00","41046.00","991.00","14386.00","15377.00","56423.00","35241.00","21403.00","14337.00","35740.00","34907.00","27624.00"
"2014-01-15T00:00:00.000","539248.00","62110.00","72486.00","71455.00","1139.00","17203.00","763641.00","29266.00","17582.00","46848.00","737.00","12428.00","13165.00","60013.00","37425.00","23416.00","9905.00","33321.00","47820.00","24666.00"
"2013-12-15T00:00:00.000","491736.00","97637.00","72658.00","62897.00","6351.00","11895.00","743174.00","27834.00","16318.00","44152.00","1134.00","11066.00","12200.00","56352.00","34904.00","35636.00","17020.00","52656.00","43916.00","28742.00"
"2013-11-15T00:00:00.000","570152.00","92615.00","79557.00","57921.00","2584.00","12071.00","814900.00","28022.00","20305.00","48327.00","854.00","9154.00","10008.00","58335.00","36592.00","29529.00","19584.00","49113.00","45811.00","33746.00"
"2013-10-15T00:00:00.000","474665.00","95766.00","68304.00","106072.00","9410.00","9711.00","763928.00","25354.00","16742.00","42096.00","503.00","8916.00","9419.00","51515.00","31632.00","29544.00","20496.00","50040.00","36678.00","31626.00"
"2013-09-15T00:00:00.000","539451.00","101350.00","56087.00","79181.00","1918.00","16213.00","794200.00","29771.00","19013.00","48784.00","1540.00","12311.00","13851.00","62635.00","38622.00","30090.00","21757.00","51847.00","26460.00","29627.00"
"2013-08-15T00:00:00.000","528484.00","91438.00","76187.00","107177.00","6339.00","19066.00","828691.00","30737.00","18801.00","49538.00","1009.00","14311.00","15320.00","64858.00","39727.00","27120.00","22113.00","49233.00","41738.00","34449.00"
"2013-07-15T00:00:00.000","581616.00","98598.00","75151.00","57476.00","9061.00","18073.00","839975.00","32633.00","19111.00","51744.00","478.00","16255.00","16733.00","68477.00","44095.00","31436.00","19961.00","51397.00","43699.00","31452.00"
"2013-06-15T00:00:00.000","544902.00","93041.00","84002.00","47553.00","5841.00","17195.00","792534.00","28545.00","18698.00","47243.00","888.00","11753.00","12641.00","59884.00","37750.00","26373.00","22997.00","49370.00","45402.00","38600.00"
"2013-05-15T00:00:00.000","541105.00","102180.00","80900.00","91642.00","9831.00","12368.00","838026.00","28486.00","18439.00","46925.00","1622.00","10540.00","12162.00","59087.00","18851.00","30452.00","22897.00","53349.00","41994.00","38906.00"
"2013-04-15T00:00:00.000","536864.00","94189.00","90063.00","79139.00","10598.00","13760.00","824613.00","27214.00","19064.00","46278.00","1028.00","8390.00","9418.00","55696.00","35155.00","30195.00","19226.00","49421.00","45104.00","44959.00"
"2013-03-15T00:00:00.000","564556.00","86317.00","81352.00","91837.00","9019.00","12743.00","845824.00","28395.00","20044.00","48439.00","1320.00","10922.00","12242.00","60681.00","37386.00","28248.00","17207.00","45455.00","39260.00","42092.00"
"2013-02-15T00:00:00.000","438923.00","78949.00","69845.00","73214.00","6419.00","15498.00","682848.00","22749.00","15521.00","38270.00","402.00","8988.00","9390.00","47660.00","29566.00","25349.00","17415.00","42764.00","32053.00","37792.00"
"2013-01-15T00:00:00.000","556116.00","62212.00","65310.00","80235.00","15031.00","20484.00","799388.00","30301.00","17814.00","48115.00","283.00","11652.00","11935.00","60050.00","36870.00","17186.00","16724.00","33910.00","28646.00","36664.00"
"2012-12-15T00:00:00.000","536672.00","89333.00","64876.00","34919.00","11345.00","13859.00","751004.00","27539.00","19378.00","46917.00","536.00","12607.00","13143.00","60060.00","37006.00","30826.00","15966.00","46762.00","31835.00","31835.00"
"2012-11-15T00:00:00.000","532247.00","105576.00","88482.00","85380.00","6291.00","18265.00","836241.00","29115.00","18118.00","47233.00","747.00","9757.00","10504.00","57737.00","35767.00","33734.00","22832.00","56566.00","42799.00","45683.00"
"2012-10-15T00:00:00.000","497320.00","83230.00","77250.00","117312.00","11174.00","12977.00","799263.00","24669.00","18274.00","42943.00","269.00","9964.00","10233.00","53176.00","33340.00","24336.00","18633.00","42969.00","38262.00","38988.00"
