"date","fiscal_year","core_bus","metro","light_rail","marc","baltimore_area_services_without_mobility_paratransit","contracted_commuter_bus_washington"
"2010-07-01T00:00:00.000","FY 2011","30","26","17","50","28",
"2011-07-01T00:00:00.000","FY 2012","29","28","16","56","27","28"
"2012-07-01T00:00:00.000","FY 2013","30","26","16","55","27","25"
"2013-07-01T00:00:00.000","FY 2014","28","24","16","50","28","33"
"2014-07-01T00:00:00.000","FY 2015","28","21","16","44","25","30"
