"overflow_type","municipality_facility","npdes","date_discovered","time_discovered","days","hours","minutes","location","zip_code","collection_system","quantity_in_gallons_estimated","net_in_gallons_estimated","cause","watershed","receiving_waters","county","notes","penalty_collected","penalty_comments","latitude","longitude"
"CSO","Cumberland, City of","MD0021598","2005-04-02T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","216700","216700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-04-02T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","93300","93300","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-04-02T00:00:00.000","12:00:00 AM","0","0","0","017 Evitts Creek PS","21502","Cumberland WWTP","5841500","5841500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Frostburg, City of","MD0067423","2005-04-02T00:00:00.000","7:00:00 AM","2","0","0","001/C","21532","Cumberland WWTP","20000","20000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-04-02T00:00:00.000","7:00:00 AM","2","0","0","003/E","21532","Cumberland WWTP","20000","20000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57912643","81.52842579"
"CSO","Frostburg, City of","MD0067423","2005-04-02T00:00:00.000","7:00:00 AM","2","0","0","004/F","21532","Cumberland WWTP","20000","20000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-04-02T00:00:00.000","7:00:00 AM","2","0","0","005/G","21532","Cumberland WWTP","20000","20000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-04-02T00:00:00.000","7:00:00 AM","2","0","0","006/H","21532","Cumberland WWTP","20000","20000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-04-02T00:00:00.000","7:00:00 AM","2","0","0","009/P.1","21532","Cumberland WWTP","40000","40000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57912886","81.52841316"
"CSO","Frostburg, City of","MD0067423","2005-04-02T00:00:00.000","7:00:00 AM","2","0","0","009/P.2","21532","Cumberland WWTP","30000","30000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57912857","81.52841349"
"CSO","Frostburg, City of","MD0067423","2005-04-02T00:00:00.000","7:00:00 AM","2","0","0","010/Q","21532","Cumberland WWTP","20000","20000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-04-02T00:00:00.000","7:00:00 AM","2","0","0","011/R","21532","Cumberland WWTP","20000","20000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-04-02T00:00:00.000","7:00:00 AM","2","0","0","012/U","21532","Cumberland WWTP","20000","20000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","Cumberland, City of","MD0021598","2005-04-02T00:00:00.000","1:40:00 PM","0","4","0","003 Mill Race PS","21502","Cumberland WWTP","1198500","1198500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cambridge, City of","MD0021636","2005-04-02T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","1350000","1350000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-04-03T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","110000","110000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Allegany County DPW","MD0067407","2005-04-04T00:00:00.000","11:00:00 AM","2","2","0","002 Braddock Estates","21532","Cumberland WWTP","117000","117000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-04-04T00:00:00.000","11:00:00 AM","2","2","0","003 Grahamtown","21532","Cumberland WWTP","117000","117000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Cambridge, City of","MD0021636","2005-04-07T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","60000","60000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-04-08T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","19100","19100","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cambridge, City of","MD0021636","2005-04-08T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","160000","160000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-04-21T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","70000","70000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-04-22T00:00:00.000","5:26:00 AM","0","1","29","003 Mill Race PS","21502","Cumberland WWTP","281500","281500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","City of Baltimore","MD0021601","2005-04-22T00:00:00.000","11:58:00 AM",,,,"Forest Park & Purnell Drive","21216","Patapsco WWTP","1220","1220","Blockage",,"Gwynn's Falls","City of Baltimore","Duration not provided",,,,
"CSO","Allegany County DPW","MD0067407","2005-04-22T00:00:00.000","5:00:00 PM","0","20","0","002 Braddock Estates","21532","Cumberland WWTP","60000","60000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-04-22T00:00:00.000","5:00:00 PM","0","20","0","003 Grahamtown","21532","Cumberland WWTP","60000","60000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","La Vale","MD0067547","2005-04-22T00:00:00.000","5:00:00 PM","1","17","0","006 Red Hill","21504","Cumberland WWTP","5605279","5605279","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57912013","81.52834872"
"CSO","Cumberland, City of","MD0021598","2005-04-22T00:00:00.000","5:13:00 PM","0","1","30","003 A Howard Street Extended","21502","Cumberland WWTP","446500","446500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Allegany County DPW","MD0067407","2005-04-22T00:00:00.000","7:00:00 PM","0","1","0","001 Wright's Crossing PS","21532","Cumberland WWTP","3000","3000","Precipitation",,"Georges Creek","Allegany","None",,,"39.382","78.5557"
"CSO","Cumberland, City of","MD0021598","2005-04-22T00:00:00.000","8:32:00 PM","0","0","56","003 A Howard Street Extended","21502","Cumberland WWTP","281500","281500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-04-22T00:00:00.000","8:32:00 PM",,,,"005 Elizabeth St","21502","Cumberland WWTP","15700","15700","Precipitation",,"Potomac River","Allegany","Duration not provided",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-04-22T00:00:00.000","8:32:00 PM",,,,"007 Oldtown Road","21502","Cumberland WWTP","578600","578600","Precipitation",,"Potomac River","Allegany","Duration not provided",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-04-22T00:00:00.000","8:32:00 PM",,,,"008 Bedford Street","21502","Cumberland WWTP","20400","20400","Precipitation",,"Potomac River","Allegany","Duration not provided",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-04-22T00:00:00.000","8:32:00 PM",,,,"010 N. Mechanic Street","21502","Cumberland WWTP","10700","10700","Precipitation",,"Potomac River","Allegany","Duration not provided",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-04-22T00:00:00.000","8:32:00 PM",,,,"011 Franklin Street","21502","Cumberland WWTP","79800","79800","Precipitation",,"Potomac River","Allegany","Duration not provided",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-04-22T00:00:00.000","8:32:00 PM",,,,"012 Valley Street","21502","Cumberland WWTP","50100","50100","Precipitation",,"Potomac River","Allegany","Duration not provided",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-04-22T00:00:00.000","8:32:00 PM",,,,"015 Avirett","21502","Cumberland WWTP","81400","81400","Precipitation",,"Potomac River","Allegany","Duration not provided",,,"39.391","78.491"
"CSO","Cambridge, City of","MD0021636","2005-04-22T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","20000","20000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-04-23T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","87000","87000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cambridge, City of","MD0021636","2005-04-23T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","550000","550000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-04-24T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","10000","10000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-04-30T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","210000","210000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-05-01T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","60000","60000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","City of Baltimore","MD0021601","2005-05-02T00:00:00.000","11:46:00 AM","0","1","24","Forest Park & Purnell Drive (DRY WEATHER)","21216","Patapsco WWTP","840","840","Blockage/Debris",,"Gwynn's Falls","City of Baltimore","None",,,,
"CSO","Cambridge, City of","MD0021636","2005-05-02T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","20000","20000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Allegany County DPW","MD0067407","2005-05-07T00:00:00.000","3:00:00 PM","0","1","0","001 Wright's Crossing PS","21532","Cumberland WWTP","3000","3000","Precipitation",,"Georges Creek","Allegany","None",,,"39.382","78.5557"
"CSO","Cumberland, City of","MD0021598","2005-05-10T00:00:00.000","12:00:00 AM","0","0","0","003 A Howard Street Extended","21502","Cumberland WWTP","372000","372000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-10T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","88400","88400","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-10T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","2800","2800","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-10T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","23400","23400","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-10T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","18900","18900","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-10T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","51800","51800","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-10T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","48600","48600","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-10T00:00:00.000","12:00:00 AM","0","0","0","019 Walnut Place","21502","Cumberland WWTP","4700","4700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","La Vale","MD0067547","2005-05-10T00:00:00.000","7:30:00 PM","0","1","45","001 LA Vale PS","21504","Cumberland WWTP","41372","41372","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57914957","81.52828562"
"CSO","Cumberland, City of","MD0021598","2005-05-10T00:00:00.000","8:30:00 PM","0","1","15","003 Mill Race PS","21502","Cumberland WWTP","372000","372000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Allegany County DPW","MD0067407","2005-05-15T00:00:00.000","2:30:00 PM","0","13","0","002 Braddock Estates","21532","Cumberland WWTP","3000","3000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Cambridge, City of","MD0021636","2005-05-15T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","60000","60000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","La Vale","MD0067547","2005-05-19T00:00:00.000","7:00:00 AM",,,,"006 Red Hill","21504","Cumberland WWTP","1000000","1000000","Excessive flow",,"Braddock Run","Allegany","Duration not provided",,,"37.57912013","81.52834872"
"CSO","La Vale","MD0067547","2005-05-19T00:00:00.000","10:47:00 AM",,,,"001 LA Vale PS","21504","Cumberland WWTP","1000000","1000000","Excessive flow",,"Braddock Run","Allegany","Duration not provided",,,"37.57914957","81.52828562"
"CSO","Allegany County DPW","MD0067407","2005-05-19T00:00:00.000","9:00:00 PM",,,,"002 Braddock Estates","21532","Cumberland WWTP","141000","141000","Precipitation",,"Georges Creek","Allegany","Duration not provided",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-05-19T00:00:00.000","9:00:00 PM",,,,"003 Grahamtown","21532","Cumberland WWTP","141000","141000","Precipitation",,"Georges Creek","Allegany","Duration not provided",,,"39.3857","78.5525"
"CSO","Cumberland, City of","MD0021598","2005-05-20T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","1601000","1601000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-20T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","9000","9000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-20T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","19100","19100","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-20T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","3000","3000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-20T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","80700","80700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-20T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","31400","31400","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-20T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","87000","87000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Salisbury, City of","MD0021571","2005-05-20T00:00:00.000","12:00:00 AM","0","0","0","MD/13 & Priscilla St","21801","Salisbury WWTP","9268","9268","Precipitation",,"Middle Neck Branch","Wicomico","None",,,,
"CSO","La Vale","MD0067547","2005-05-20T00:00:00.000","4:30:00 AM","0","10","30","001 LA Vale PS","21504","Cumberland WWTP","633299","633299","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57914957","81.52828562"
"CSO","La Vale","MD0067547","2005-05-20T00:00:00.000","5:30:00 AM","0","22","30","006 Red Hill","21504","Cumberland WWTP","2515210","2515210","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57912013","81.52834872"
"CSO","Frostburg, City of","MD0067423","2005-05-20T00:00:00.000","7:00:00 AM",,,,"001/C","21532","Cumberland WWTP","5000","5000","Precipitation",,"Sand Spring Run","Allegany","Duration not provided",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-05-20T00:00:00.000","7:00:00 AM",,,,"004/F","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","Duration not provided",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-05-20T00:00:00.000","7:00:00 AM",,,,"005/G","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","Duration not provided",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-05-20T00:00:00.000","7:00:00 AM",,,,"006/H","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","Duration not provided",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-05-20T00:00:00.000","7:00:00 AM",,,,"009/P.2","21532","Cumberland WWTP","7500","7500","Precipitation",,"Jennings Run","Allegany","Duration not provided",,,"37.57912857","81.52841349"
"CSO","Frostburg, City of","MD0067423","2005-05-20T00:00:00.000","7:00:00 AM",,,,"010/Q","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","Duration not provided",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-05-20T00:00:00.000","7:00:00 AM",,,,"011/R","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","Duration not provided",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-05-20T00:00:00.000","7:00:00 AM",,,,"012/U","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","Duration not provided",,,"37.57912589","81.5284116"
"CSO","Westernport, Town of","MD0067384","2005-05-20T00:00:00.000","8:00:00 AM","0","4","0","Washington Street","21562","Cumberland WWTP","50000","50000","Precipitation",,"Georges Creek","Allegany","None",,,"39.2907","79.0241"
"CSO","Westernport, Town of","MD0067384","2005-05-20T00:00:00.000","8:00:00 AM","0","4","0","Waverly Street","21562","Cumberland WWTP","30000","30000","Precipitation",,"Georges Creek","Allegany","None",,,"39.2922","79.0232"
"CSO","Cambridge, City of","MD0021636","2005-05-20T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","2650000","2650000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","002 WWTP Bypass","21502","Cumberland WWTP","730400","730400","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","770000","770000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","005 Elizabeth St","21502","Cumberland WWTP","204900","204900","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","656500","656500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","1800","1800","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","106700","106700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","17100","17100","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","68300","68300","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","180200","180200","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","017 Evitts Creek PS","21502","Cumberland WWTP","200","200","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-05-23T00:00:00.000","12:00:00 AM","0","0","0","019 Walnut Place","21502","Cumberland WWTP","56200","56200","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","La Vale","MD0067547","2005-05-23T00:00:00.000","2:00:00 PM","1","4","0","001 LA Vale PS","21504","Cumberland WWTP","542970","542970","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57914957","81.52828562"
"CSO","Allegany County DPW","MD0067407","2005-05-23T00:00:00.000","2:00:00 PM","0","7","0","002 Braddock Estates","21532","Cumberland WWTP","42000","42000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-05-23T00:00:00.000","2:00:00 PM","0","7","0","003 Grahamtown","21532","Cumberland WWTP","42000","42000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Frostburg, City of","MD0067423","2005-05-23T00:00:00.000","4:00:00 PM","0","7","30","001/C","21532","Cumberland WWTP","5000","5000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-05-23T00:00:00.000","4:00:00 PM","0","7","30","003/E","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57912643","81.52842579"
"CSO","Frostburg, City of","MD0067423","2005-05-23T00:00:00.000","4:00:00 PM","0","7","30","004/F","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-05-23T00:00:00.000","4:00:00 PM","0","7","30","005/G","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-05-23T00:00:00.000","4:00:00 PM","0","7","30","006/H","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-05-23T00:00:00.000","4:00:00 PM","0","7","30","009/P.1","21532","Cumberland WWTP","10000","10000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57912886","81.52841316"
"CSO","Frostburg, City of","MD0067423","2005-05-23T00:00:00.000","4:00:00 PM","0","7","30","009/P.2","21532","Cumberland WWTP","7500","7500","Precipitation",,"Jennings Run","Allegany","None",,,"37.57912857","81.52841349"
"CSO","Frostburg, City of","MD0067423","2005-05-23T00:00:00.000","4:00:00 PM","0","7","30","010/Q","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-05-23T00:00:00.000","4:00:00 PM","0","7","30","011/R","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-05-23T00:00:00.000","4:00:00 PM","0","7","30","012/U","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","La Vale","MD0067547","2005-05-23T00:00:00.000","6:30:00 PM","0","15","0","006 Red Hill","21504","Cumberland WWTP","4432840","4432840","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57912013","81.52834872"
"CSO","Cambridge, City of","MD0021636","2005-05-24T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","50000","50000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-05-25T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","80000","80000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Frostburg, City of","MD0067423","2005-05-28T00:00:00.000","10:00:00 AM","0","7","0","001/C","21532","Cumberland WWTP","5000","5000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-05-28T00:00:00.000","10:00:00 AM","0","7","0","003/E","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57912643","81.52842579"
"CSO","Frostburg, City of","MD0067423","2005-05-28T00:00:00.000","10:00:00 AM","0","7","0","004/F","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-05-28T00:00:00.000","10:00:00 AM","0","7","0","005/G","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-05-28T00:00:00.000","10:00:00 AM","0","7","0","006/H","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-05-28T00:00:00.000","10:00:00 AM","0","7","0","010/Q","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-05-28T00:00:00.000","10:00:00 AM","0","7","0","011/R","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
