"id","program_name","link","program_type","project_name","recipient_region_s_if_applicable","mea_award","total_project_cost","sector","electricity_savings_kwh","natural_gas_savings_therms","gasoline_savings_gallons","propane_savings_gallons","fuel_oil_savings_gallons","co2_emissions_reductions_metric_tons","award_date","notes","legislative_district","congressional_district","county"
"LMI0093","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Community Action Council of Howard County grant FY 2011","Howard County","36500",,"Residential","30977"," -   ","0","0","0","15.33","2010-12-06T00:00:00.000",,,,
"LMI0094","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Community Action Council of Howard County-Howard County FY13","Howard County","67841.97",,"Residential","11002"," 928 ","0","0","0","10.37","2013-01-22T00:00:00.000",,,,
"LMI0095","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Community Coalition for Affordable Housing FY 2011","Cecil County","18071.64",,"Residential","6605"," -   ","0","0","90","4.18","2010-12-06T00:00:00.000",,,,
"LMI0096","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Community Coalition for Affordable Housing, Inc. (Cecil) FY14","Cecil County","50000",,"Residential","2100"," 227 ","0","0","0","2.24","2014-05-30T00:00:00.000",,,,
"LMI0097","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Community Living, Inc. - Frederick County grant","Frederick County","8578.87",,"Residential","4130"," -   ","0","0","0","2.04","2010-06-16T00:00:00.000",,,,
"LMI0098","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Comprehensive Housing Assistance Inc.","Baltimore City","8000",,"Residential","241"," -   ","0","0","0","0.12","2010-12-21T00:00:00.000",,,,
"LMI0099","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","County Comissioners of Kent County (Kent)FY14","Kent County","38000",,"Residential","0"," -   ","0","0","0","0.00","2014-05-30T00:00:00.000",,,,
"LMI0100","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","County Commissioners of Kent County FY 2011","Kent County","21000",,"Residential","1216"," -   ","0","0","117","1.79","2010-12-06T00:00:00.000",,,,
"LMI0101","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Crossroads Community, Inc. (Dorchester, Kent, Queen Anne's) FY14","Dorchester County, Kent County, Queen Anne's County","77000",,"Residential","121685"," 452 ","0","0","0","62.63","2014-05-30T00:00:00.000",,,,
"LMI0102","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Deep Roots, Inc. (Statewide)FY14","Cecil County","54907",,"Residential","10740"," 1,729 ","0","0","0","14.49","2014-05-30T00:00:00.000",,,,
"LMI0103","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Diversified Housing Development - Baltimore County grant","Baltimore County","226286.42",,"Residential","165783"," 20,500 ","0","0","0","190.84","2010-06-10T00:00:00.000",,,,
"LMI0104","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Diversified Housing Development - Baltimore County grant FY 2011","Baltimore County","188000",,"Residential","91529"," 1,177 ","0","0","0","51.55","2010-06-10T00:00:00.000",,,,
"LMI0105","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Diversified Housing Development FY13","Baltimore County","156051",,"Residential","38768"," 4,948 ","0","0","0","45.44","2013-01-18T00:00:00.000",,,,
"LMI0106","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Diversified Housing Development, Inc. (Baltimore County)FY14","Baltimore County","150000",,"Residential","41782"," 3,614 ","0","0","0","39.86","2014-05-30T00:00:00.000",,,,
"LMI0107","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","DM Inc. (Baltimore City)FY14","Baltimore City","6583",,"Residential","6459"," -   ","0","0","0","3.20","2014-05-30T00:00:00.000",,,,
"LMI0108","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","DM Inc. FY13","Baltimore City","22000",,"Residential","3220"," -   ","0","0","0","1.59","2013-01-18T00:00:00.000",,,,
"LMI0109","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Eagle's Nest Outreach Center (Statewide)FY14","Baltimore City","323000",,"Residential","40244"," 2,927 ","0","0","0","35.45","2014-05-30T00:00:00.000",,,,
"LMI0110","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Eagle's Nest Outreach Center FY13","Baltimore City","52500",,"Residential","38212"," 87,945 ","0","0","0","485.55","2013-01-18T00:00:00.000",,,,
"LMI0112","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Fort Recovery, Inc. FY 2011","Allegany County","23154",,"Residential","0"," -   ","0","0","0","0.00","2010-12-06T00:00:00.000",,,,
"LMI0113","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Frederick County Government (Frederick)FY14","Frederick County","50000",,"Residential","5295"," -   ","0","0","0","2.62","2014-05-30T00:00:00.000",,,,
"LMI0114","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Frederick County Government (Statewide)FY14","Frederick County","500000",,"Residential","0"," -   ","0","0","0","0.00","2014-05-30T00:00:00.000",,,,
"LMI0115","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Friends of Cedar Lane (St. Mary's)FY14","St. Mary's County","50000",,"Residential","0"," -   ","0","0","0","0.00","2014-05-30T00:00:00.000",,,,
"LMI0116","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Friends of Cedar Lane FY13","St. Mary's County","43500",,"Residential","92850"," -   ","0","0","0","45.96","2013-01-22T00:00:00.000",,,,
"LMI0117","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Friends of Cedar Lane/St. Mary's Home for the Elderly grant","St. Mary's County","50000",,"Residential","62343"," -   ","0","0","0","30.86","2010-06-24T00:00:00.000",,,,
"LMI0119","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Garrett Co. Habitat for Humanity, Inc. FY 2011","Garrett County","10000",,"Residential","30780"," -   ","0","0","0","15.24","2011-05-31T00:00:00.000",,,,
"LMI0120","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Garrett Community Action Committee (Garrett)FY14","Garrett County","82000",,"Residential","15464"," -   ","0","0","0","7.65","2014-05-30T00:00:00.000",,,,
"LMI0121","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Garrett County Community Action Committee grant","Garrett County","50000",,"Residential","17957"," 1,234 ","0","0","0","15.44","2010-06-16T00:00:00.000",,,,
"LMI0122","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Garrett County Habitat for Humanity, Inc. (Garrett)FY14","Garrett County","17924",,"Residential","28760"," -   ","0","0","0","14.24",,,,,
"LMI0123","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Govans Ecumenical Development Corporation","Baltimore City","48950",,"Residential","12342"," (150)","0","0","0","5.32","2010-07-15T00:00:00.000",,,,
"LMI0124","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","GUIDE Program Baltimore City FY 2011","Baltimore City","9920.08",,"Residential","26390"," -   ","0","0","0","13.06","2010-12-06T00:00:00.000",,,,
"LMI0125","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","GUIDE Program Prince George's Co. FY 2011","Prince George's County","60000",,"Residential","9667"," -   ","0","0","0","4.79","2010-12-06T00:00:00.000",,,,
"LMI0126","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Choptank (Dorchester)FY14","Dorchester County","61192",,"Residential","41317"," -   ","0","0","0","20.45","2014-05-30T00:00:00.000",,,,
"LMI0127","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Choptank (Talbot)FY14","Talbot County","65000",,"Residential","2233"," -   ","0","0","0","1.11",,,,,
"LMI0128","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Choptank Talbot County FY13","Talbot County","21877.86",,"Residential","0"," -   ","0","0","0","0.00","2013-01-22T00:00:00.000",,,,
"LMI0129","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Choptank-Dorchester County FY13","Dorchester County","27650",,"Residential","6027"," -   ","0","0","0","2.98","2013-01-22T00:00:00.000",,,,
"LMI0130","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Metro, Inc. (Montgomery)FY14","Montgomery County","78000",,"Residential","12650"," 41 ","0","0","0","6.48","2014-05-30T00:00:00.000",,,,
"LMI0131","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Metro, Inc. (Prince George's)FY14","Prince George's County","22000",,"Residential","18832"," 878 ","0","0","0","13.98","2014-05-30T00:00:00.000",,,,
"LMI0132","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Montgomery County FY13","Montgomery County","81867",,"Residential","10584"," 7,339 ","0","0","0","44.18","2013-01-22T00:00:00.000",,,,
"LMI0133","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Susqehanna Cecil County FY13","Cecil County","623.42",,"Residential","9144"," 820 ","0","0","0","8.88","2013-01-18T00:00:00.000",,,,
"LMI0134","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Susquehanna Harford County FY13","Harford County","34356.41",,"Residential","0"," -   ","0","0","0","0.00","2013-01-22T00:00:00.000",,,,
"LMI0135","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Susquehanna, Inc. (Harford)FY14","Harford County","100000",,"Residential","20523"," 636 ","0","0","0","13.53","2014-05-30T00:00:00.000",,,,
"LMI0136","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Susquehannah, Inc. (Cecil)FY14","Cecil County","50000",,"Residential","3271"," 223 ","0","0","0","2.80","2014-05-30T00:00:00.000",,,,
"LMI0137","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Habitat for Humanity Wicomico County (Wicomico) FY14","Wicomico County","26000",,"Residential","0"," -   ","0","0","0","0.00","2014-05-30T00:00:00.000",,,,
"LMI0138","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Hagerstown Light Department FY13","Washington County","71000",,"Residential","7707"," 107 ","0","0","0","4.38","2013-01-22T00:00:00.000",,,,
"LMI0139","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Hagerstown Light Department grant","Washington County","19597.93",,"Residential","310250"," -   ","0","0","0","153.57","2010-06-22T00:00:00.000",,,,
"LMI0140","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Hagerstown Light Department grant FY 2011","Washington County","28132.5",,"Residential","904950"," -   ","0","0","3735","485.86","2010-12-06T00:00:00.000",,,,
"LMI0141","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Harford County Habitat for Humanity grant FY 10","Harford County","69920.89",,"Residential","199800"," -   ","0","0","0","98.90","2010-06-25T00:00:00.000",,,,
"LMI0142","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Harford County Habitat for Humanity grant FY 2011","Harford County","25201.03",,"Residential","14180"," -   ","0","0","0","7.02","2010-12-06T00:00:00.000",,,,
"LMI0143","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Healthy Neighborhoods, Inc. (Statewide) FY14","Baltimore City","998789",,"Residential","15194"," 148 ","0","0","0","8.30","2014-05-30T00:00:00.000",,,,
"LMI0144","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Hindman Foundation and First Global Visions FY 10 grant","Carroll County","61129.96",,"Residential","0"," -   ","0","0","160","1.62","2010-06-29T00:00:00.000",,,,
"LMI0145","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Hindman Foundation and First Global Visions grant FY 2011","Carroll County","27988.33",,"Residential","19140"," -   ","0","0","450","14.04","2010-12-06T00:00:00.000",,,,
"LMI0146","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","HopeWorks of Howard County, Inc. (Howard)FY14","Howard County","5192",,"Residential","1013"," -   ","0","0","0","0.50","2014-05-30T00:00:00.000",,,,
"LMI0147","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Housing Authority of Calvert County (Calvert)FY14","Calvert County","100000",,"Residential","215"," 2,050,000 ","0","0","0","10877.41","2014-05-30T00:00:00.000",,,,
"LMI0148","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Housing Authority of Cumberland (Allegany)FY14","Allegany County","50000",,"Residential","16136"," -   ","0","0","0","7.99","2014-05-30T00:00:00.000",,,,
"LMI0149","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Housing Authority of St. Mary's Co. FY 2011","St. Mary's County","21000",,"Residential","15202"," -   ","0","0","0","7.52","2010-12-06T00:00:00.000",,,,
"LMI0150","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Housing Authority of St. Mary's County FY13","St. Mary's County","43500",,"Residential","3147"," -   ","0","0","0","1.56","2013-01-22T00:00:00.000",,,,
"LMI0151","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Housing Authority of the City of Cumberland FY13","Cumberland","43500",,"Residential","5775"," -   ","0","0","0","2.86","2013-01-18T00:00:00.000",,,,
"LMI0152","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Howard County Community Action Council (Anne Arundel)FY14","Anne Arundel County","80000",,"Residential","16469"," -   ","0","0","0","8.15","2014-05-30T00:00:00.000",,,,
"LMI0153","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Howard County Community Action Council (Carroll)FY14","Carroll County","100000",,"Residential","20920"," 563 ","0","0","0","13.34","2014-05-30T00:00:00.000",,,,
"LMI0154","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Howard County Community Action Council (Frederick)FY14","Frederick County","50000",,"Residential","111331"," -   ","0","0","0","55.11","2014-05-30T00:00:00.000",,,,
"AppReb00001","Energy Efficient Appliance Rebate Program","http://energy.maryland.gov/residential/appliancerebate.html","Rebate/Voucher",,,"100","1002","Residential","242",,,,,"0.12",,"Product Rebated: Air conditioners (central)","1A",,"Garrett"
"LMI0155","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Howard County Community Action Council (Howard)FY14","Howard County","89808",,"Residential","26100"," -   ","0","0","0","12.92","2014-05-08T00:00:00.000",,,,
"LMI0156","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Howard County Community Action Council (Statewide)FY14","Queen Anne's County, Frederick County, Carroll County, Charles County","500000",,"Residential","34547"," 1,700 ","0","0","0","26.12","2014-05-30T00:00:00.000",,,,
"LMI0157","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Howard County Housing Commission (Howard)FY 14","Howard County","100000",,"Residential","352982"," (1,732)","0","0","0","165.53","2014-05-30T00:00:00.000",,,,
"LMI0158","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Howard County Housing Commission FY 2011","Howard County","36500",,"Residential","2995"," 3,902 ","0","0","0","22.19","2010-12-06T00:00:00.000",,,,
"LMI0159","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Howard County Housing Commission FY13","Howard County","70000",,"Residential","54055"," -   ","0","0","0","26.76","2013-01-22T00:00:00.000",,,,
"LMI0160","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Interfaith Housing Alliance - Frederick County grant","Frederick County","9899.75",,"Residential","35272"," 2,665 ","0","0","0","31.60","2010-06-15T00:00:00.000",,,,
"LMI0161","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Jewish Community Services FY13","Baltimore City","3671",,"Residential","2220"," -   ","0","0","0","1.10","2013-01-18T00:00:00.000",,,,
"LMI0162","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Jewish Community Services grant","Baltimore City","17913.5",,"Residential","1788"," 60 ","0","0","0","1.21","2010-06-21T00:00:00.000",,,,
"LMI0163","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Kent Center, Inc. FY 2011","Kent County","16000",,"Residential","3810"," -   ","0","0","0","1.89","2010-12-06T00:00:00.000",,,,
"LMI0164","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Life Redecided Foundation, LLC (Caroline)","Caroline County","25000",,"Residential","5062"," -   ","0","0","0","2.51","2014-03-12T00:00:00.000",,,,
"LMI0165","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Life Redecided Foundation, LLC (Kent)","Kent County","34502",,"Residential","20322"," -   ","0","0","0","10.06","2014-03-12T00:00:00.000",,,,
"LMI0166","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Life Redecided Foundation, LLC (Queen Anne's)","Queen Anne's County","40000",,"Residential","29805"," -   ","0","0","0","14.75","2014-05-30T00:00:00.000",,,,
"LMI0167","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Maryland Coastal Bays Program grant","Worcester County","5380",,"Residential","26329"," -   ","0","0","0","13.03","2010-06-29T00:00:00.000",,,,
"LMI0168","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Mayor and City Council of Baltimore City FY 2011","Baltimore City","98140",,"Residential","44000"," -   ","0","0","0","21.78","2010-12-06T00:00:00.000",,,,
"LMI0169","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Montgomery County - Habitat for Humanity grant 2011","Montgomery County","75098.73",,"Residential","0"," 4,552 ","0","0","0","24.15","2010-06-24T00:00:00.000",,,,
"LMI0170","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Montgomery County - Habitat for Humanity grant FY 10","Montgomery County","97380.72",,"Residential","38637"," 2,834 ","0","0","0","34.16","2010-06-24T00:00:00.000",,,,
"LMI0171","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","National Association of American Veterans - Prince George's County grant","Prince George's County","159834.87",,"Residential","9993"," 2,099 ","0","0","0","16.08","2010-07-25T00:00:00.000",,,,
"LMI0172","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Patuxent Habitat for Humanity grant of Calvert Co.","Calvert County","46951.19",,"Residential","0"," -   ","0","0","0","0.00","2010-06-23T00:00:00.000",,,,
"LMI0173","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Patuxent Habitat for Humanity grant St. Mary's Co.","St. Mary's County","44264",,"Residential","62910"," -   ","0","0","0","31.14","2010-06-23T00:00:00.000",,,,
"LMI0174","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Prince George's Community College/GreenTech Center","Prince George's County","25000",,"Residential","123287"," -   ","0","0","0","61.03","2010-12-06T00:00:00.000",,,,
"LMI0175","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Prosperity Pail Calvert Co. FY 2011","Calvert County","20988.88",,"Residential","0"," -   ","0","0","0","0.00","2010-12-06T00:00:00.000",,,,
"LMI0176","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Prosperity Pail Charles Co. FY 2011","Charles County","30500",,"Residential","13796"," -   ","0","0","0","6.83","2010-12-06T00:00:00.000",,,,
"LMI0177","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Prosperity Pail Garrett Co. FY 2011","Garrett County","6000",,"Residential","19739"," -   ","0","0","0","9.77","2010-12-06T00:00:00.000",,,,
"AppReb00002","Energy Efficient Appliance Rebate Program","http://energy.maryland.gov/residential/appliancerebate.html","Rebate/Voucher",,,"100","1229","Residential","242",,,,,"0.12",,"Product Rebated: Air conditioners (central)","4B",,"Frederick"
"LMI0178","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Prosperity Pail Montgomery Co. FY 2011","Montgomery County","42085.09",,"Residential","5336"," -   ","0","0","0","2.64","2010-12-06T00:00:00.000",,,,
"LMI0179","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Queen Anne's County Housing Authority grant","Queen Anne's County","50000",,"Residential","27895"," -   ","0","0","0","13.81","2010-06-22T00:00:00.000",,,,
"LMI0180","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Queen Anne's County Housing Authority grant FY 2011","Queen Anne's County","21000",,"Residential","28460"," -   ","0","0","0","14.09","2010-12-06T00:00:00.000",,,,
"LMI0181","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Rebuilding Together Montgomery County FY10 grant","Montgomery County","78101",,"Residential","10044"," -   ","0","0","346","8.48","2010-06-24T00:00:00.000",,,,
"LMI0182","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Rebuilding Together Montgomery County FY13","Montgomery County","110669",,"Residential","128670"," -   ","0","0","0","63.69","2013-01-22T00:00:00.000",,,,
"LMI0183","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Rebuilding Together Montgomery County grant FY 2011","Montgomery County","75618.86",,"Residential","15244"," 1,599 ","0","0","0","16.03","2010-06-24T00:00:00.000",,,,
"LMI0184","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Rebuilding Together Montgomery County, Inc. (Montgomery)FY14","Montgomery County","150000",,"Residential","141331"," 3,355 ","0","0","0","87.76","2014-05-30T00:00:00.000",,,,
"LMI0185","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","Revitz House grant","Montgomery County","44658",,"Residential","24165"," 961 ","0","0","0","17.06","2010-06-21T00:00:00.000",,,,
"LMI0186","EmPOWER Clean Energy Communities Low-to-Moderate Income Grant Program","http://energy.maryland.gov/Govt/empowercleanenergycommunities.html","Grant","SHORE UP! Inc. (Somerset)FY14","Somerset County","100000",,"Residential","74060"," -   ","0","0","0","36.66","2014-05-30T00:00:00.000",,,,
