"fiscal_year","age","baltimore_city","allegany","anne_arundel","baltimore","calvert","caroline","carroll","cecil","charles","dorchester","frederick","garrett","harford","howard","kent","montgomery","prince_george_s","queen_anne_s","st_mary_s","somerset","talbot","washington","wicomico","worcester"
"2017","40 - 44","26506","3190","34149","49011","4800","1970","9314","5682","9958","1475","15919","1527","14845","22162","781","71773","58057","2667","5641","1123","1739","8428","5265","2556"
"2017","45 - 49","25550","3874","37886","51719","6318","2189","12484","6949","12365","1790","18750","1897","17855","24137","942","73845","59201","3508","7116","1251","2191","10096","5481","3144"
"2017","50 - 54","25831","4095","41462","54341","7854","2444","14668","7674","13167","2121","20018","1961","19829","24839","1147","72715","58969","4196","8395","1399","2409","10630","6081","3689"
"2017","55 - 59","26028","4492","40224","56442","7521","2597","14275","7569","11447","2326","18921","2275","19809","23157","1342","70311","55774","4024","7829","1588","2758","10356","6308","3929"
"2017","60 - 64","23501","4233","34030","51335","5946","2115","11525","6648","8800","2230","15320","2050","16606","18630","1433","61374","46798","3426","6099","1433","2825","9147","5906","4054"
"2017","65 - 69","19711","3897","26728","41946","4376","1776","9030","5161","6528","1944","11779","1908","13204","14218","1363","47636","38130","2735","4637","1373","2737","7843","4861","4017"
"2017","70 - 74","13302","3247","20813","30255","3370","1358","7163","3958","4856","1627","8459","1570","10112","10822","1331","33973","25559","2494","3398","980","2722","5800","3916","3537"
"2017","75 - 79","8460","2412","12816","19422","2072","907","4548","2415","2914","1125","5307","1077","6374","6061","862","21145","15725","1602","2195","678","1891","4024","2450","2476"
"2017","80 - 84","5295","1606","7542","13010","1168","537","2749","1425","1639","697","3218","640","3849","3542","572","13200","9066","908","1207","430","1209","2711","1588","1682"
"2017","85 - 89","2945","849","4139","8487","658","297","1540","760","810","416","1870","329","2043","1713","362","8330","4261","491","628","245","744","1654","928","904"
"2017","90 - 94","1160","373","1533","3435","214","109","627","292","246","144","680","128","727","568","135","3678","1438","157","198","73","275","617","365","297"
"2017","95 - 99","187","55","219","595","38","24","88","52","32","29","101","17","103","72","42","716","262","28","46","17","55","82","57","45"
"2017","100 - OVER","17","4","14","27","2","1","4","1","4","2","6",,"10","0","2","55","8","2","1","1","4","6","4","0"
"2018","16","119","89","906","844","208","61","467","178","176","49","522","73","474","580","25","1229","270","130","252","19","97","279","168","105"
"2018","17","770","384","3418","3895","799","244","1569","685","871","172","2089","220","1828","2441","94","5861","2163","446","871","99","253","979","536","371"
"2018","18","1489","488","4943","5704","1091","300","2044","942","1440","197","2638","273","2521","3361","136","8426","4159","552","1079","128","346","1309","827","396"
"2018","19","1897","512","5348","6676","1198","330","2128","1069","1621","219","2980","314","2829","3708","147","9476","5556","568","1187","151","326","1514","823","480"
"2018","20","2319","616","5775","7515","1182","360","2252","1074","1946","243","3017","312","2931","3976","156","10504","6698","555","1205","167","332","1497","890","492"
"2018","21","2836","606","5913","8065","964","622","2200","1095","1916","297","3094","308","3103","4011","170","11058","7772","601","1305","194","356","1569","1006","498"
"2018","22","3494","615","5905","8583","985","484","2148","1081","1909","266","3090","316","3038","3958","154","11514","8429","515","1175","231","323","1579","950","511"
"2018","23","4630","680","6319","9226","1136","419","2205","1086","1955","278","3200","350","3205","4151","185","11922","9465","548","1288","222","362","1614","979","553"
"2018","24","5572","662","6464","9508","1190","411","2125","1183","1994","292","3152","359","3201","4111","184","12654","10580","523","1243","259","354","1682","1165","587"
"2018","25 - 29","41250","3726","37497","56123","5067","2645","11143","6370","10224","1808","17079","1789","16210","21279","1048","70535","63002","2769","6758","1597","2065","9168","6113","3041"
"2018","30 - 34","45500","3531","41555","60710","4948","2721","10870","6194","10338","1774","18361","1487","16785","21865","1016","79595","72081","2886","6675","1675","2034","9104","6208","2881"
"2018","35 - 39","37316","3431","40383","57780","5095","2573","10293","5893","10200","1573","18121","1588","16647","24428","891","82363","71237","2804","6497","1490","1935","9045","6269","2735"
"2018","40 - 44","27676","3116","35192","50165","4729","2099","9301","5783","10107","1452","16386","1480","15128","22840","796","73817","60342","2663","5832","1149","1768","8342","5355","2527"
"2018","45 - 49","25275","3829","37530","51314","6025","2268","11870","6782","12253","1752","18385","1832","17340","23979","925","74033","59463","3346","6875","1155","2107","9920","5595","3065"
"2018","50 - 54","25253","3962","40397","53227","7418","2439","14127","7356","13160","2025","19662","1963","19359","24233","1143","72055","58649","4100","8225","1330","2342","10454","5840","3583"
"2018","55 - 59","25630","4461","41046","56155","7724","2659","14521","7650","11991","2297","19529","2201","20079","23753","1375","71209","56767","4164","8090","1600","2695","10477","6269","4054"
"2018","60 - 64","23912","4281","35125","52784","6112","2341","11924","6798","9244","2319","15926","2151","17254","19250","1438","62675","48400","3581","6404","1436","2870","9397","6077","4153"
"2018","65 - 69","19952","3837","27271","42651","4542","1773","9225","5370","6779","1926","12193","1928","13531","14624","1351","49418","38655","2805","4795","1374","2817","8003","4954","4060"
"2018","70 - 74","14013","3384","21755","31848","3483","1457","7498","4061","5018","1673","9188","1618","10568","11367","1343","35792","27453","2539","3592","1008","2694","6092","4022","3586"
"2018","75 - 79","8954","2486","14081","20854","2250","960","5021","2644","3280","1191","5791","1140","7054","6885","968","23030","16923","1795","2370","719","2076","4318","2731","2630"
"2018","80 - 84","5373","1701","7868","13492","1256","579","2872","1535","1736","738","3406","686","4053","3853","566","13901","9670","978","1328","456","1261","2745","1613","1733"
"2018","85 - 89","3026","878","4352","8595","689","320","1664","772","868","419","1945","364","2117","1819","367","8579","4664","512","645","253","762","1685","967","965"
"2018","90 - 94","1242","395","1605","3662","251","119","676","306","286","143","744","125","804","633","145","3848","1554","166","227","83","294","668","379","311"
"2018","95 - 99","244","74","287","729","45","25","109","71","34","37","139","20","133","119","44","862","334","37","50","15","66","115","84","58"
"2018","100 - OVER","22","4","19","36","4","3","5","1","3","3","9",,"11","5","4","60","19","1","2",,"3","8","7","1"
"2019","16","115","105","819","814","223","68","404","148","186","36","505","57","424","522","27","1163","275","135","211","29","76","258","151","89"
"2019","17","746","316","3446","3675","802","255","1529","671","796","156","1933","194","1727","2365","80","5439","2090","464","855","70","283","922","574","314"
"2019","18","1387","501","4781","5795","1067","308","1916","893","1396","232","2711","272","2430","3375","125","8542","4106","536","1094","123","307","1326","715","469"
"2019","19","2044","547","5596","6823","1143","382","2163","1041","1685","206","2968","281","2894","3819","155","9971","5775","598","1223","151","356","1482","965","430"
"2019","20","2387","549","5855","7444","1252","358","2203","1104","1805","239","3153","327","2963","3899","154","10532","6859","583","1228","159","342","1626","915","512"
"2019","21","2740","659","6084","8261","942","620","2230","1067","2062","251","3112","320","3001","4051","162","11177","7920","558","1233","162","342","1536","967","525"
"2019","22","3405","598","6076","8441","900","631","2071","1044","1909","316","3091","297","3105","4044","174","11500","8609","592","1303","188","346","1520","1045","474"
"2019","23","4446","619","6164","9129","967","473","2060","1083","1932","279","3132","307","3038","4050","147","12297","9537","530","1270","228","330","1600","1017","518"
"2019","24","5567","663","6596","9737","1092","427","2113","1097","2033","295","3213","347","3172","4297","190","12720","10408","564","1376","215","351","1649","1031","556"
"2019","25 - 29","39961","3555","37145","55048","5039","2669","10432","6153","10197","1725","16909","1745","16075","21274","1001","70430","63301","2700","7094","1332","1980","8850","6164","2996"
"2019","30 - 34","46441","3584","42485","61230","5050","2813","10799","6235","10518","1816","18902","1497","16845","22143","989","80586","73998","2916","7054","1462","2110","9092","6229","2952"
"2019","35 - 39","38755","3432","42111","59377","5201","2729","10628","5950","10694","1604","19046","1575","17205","25259","946","84208","73639","3004","6893","1414","2002","8990","6311","2862"
"2019","40 - 44","29086","3139","36605","51571","4880","2235","9301","5776","10347","1460","17053","1479","15327","23858","793","76563","63871","2654","6060","1153","1800","8509","5656","2599"
"2019","45 - 49","25083","3633","36828","50802","5744","2192","11021","6435","11969","1654","18059","1741","16838","23792","884","74130","59876","3190","6693","1095","2072","9458","5504","2988"
"2019","50 - 54","24549","3924","39328","52016","7024","2460","13483","7162","12975","1947","19299","1934","18664","23747","1080","71807","58478","3923","7955","1197","2270","10160","5726","3470"
"2019","55 - 59","25360","4342","41805","55424","7872","2662","14538","7677","12580","2275","19824","2161","20073","24196","1423","71992","57743","4222","8362","1517","2699","10601","6279","4125"
"2019","60 - 64","24016","4284","36059","53329","6301","2431","12145","6919","9724","2350","16390","2179","17883","19854","1477","63989","49766","3780","6748","1464","2859","9536","6043","4191"
"2019","65 - 69","19970","3848","28116","43328","4737","1856","9432","5595","6994","1960","12746","1950","13736","15084","1387","50984","39479","2915","4927","1352","2816","7947","5187","4072"
"2019","70 - 74","14644","3492","22577","33604","3586","1544","7652","4299","5293","1709","9670","1666","11093","11765","1319","37739","29288","2517","3776","1049","2745","6367","4235","3702"
"2019","75 - 79","9214","2475","14787","21576","2424","1010","5236","2706","3434","1229","6171","1158","7320","7449","1041","24564","18067","1933","2520","726","2157","4366","2831","2686"
"2019","80 - 84","5425","1774","8396","13740","1332","610","2972","1593","1830","776","3552","705","4227","4015","570","14578","10203","1045","1445","457","1333","2892","1641","1768"
"2019","85 - 89","2946","885","4341","8282","714","316","1681","792","899","409","1945","371","2139","1899","362","8612","4935","516","673","252","736","1617","976","927"
"2019","90 - 94","1221","377","1699","3729","261","121","643","296","320","159","801","147","833","685","148","3886","1625","179","238","93","308","685","388","327"
"2019","95 - 99","249","72","291","762","56","27","125","67","47","33","130","23","142","120","45","958","358","38","50","13","85","142","91","67"
"2019","100 - OVER","30","5","26","46","4","2","7","3","5","4","15",,"12","7","2","72","28","3","2","1","3","6","6","3"
"2020","16","74","70","488","449","165","56","225","78","67","30","299","43","291","290","22","635","147","70","143","21","36","177","151","75"
"2020","17","548","311","3014","3136","712","214","1299","531","711","118","1711","198","1495","2021","90","4518","1592","403","695","90","211","790","511","293"
"2020","18","1185","387","4451","5219","1015","324","1817","874","1194","189","2462","227","2292","3167","94","7615","3753","562","1046","97","330","1179","711","378"
"2020","19","1781","557","5346","6739","1116","343","2071","969","1615","265","2936","291","2647","3661","154","9867","5381","559","1173","144","330","1437","803","512"
"2020","20","2439","593","5893","7439","1157","408","2210","1082","1820","227","3097","289","2989","3979","156","10690","6763","638","1244","163","381","1570","1029","450"
"2020","21","2767","576","6026","7898","863","700","2194","1117","1848","248","3220","329","3003","3903","151","10965","7631","584","1225","159","352","1669","993","532"
"2020","22","3156","655","6050","8415","880","607","2122","1050","2022","262","3080","302","2941","3976","155","11252","8430","547","1200","158","345","1507","986","503"
"2020","23","4161","590","6224","8691","870","599","2014","1056","1907","320","3109","291","3085","4126","172","11982","9352","591","1350","189","352","1518","1088","487"
"2020","24","5091","602","6281","9340","937","486","1963","1071","1914","282","3106","308","3048","4017","146","12706","10106","500","1338","222","334","1617","1037","493"
"2020","25 - 29","37736","3371","35779","52438","4767","2652","9957","5901","9965","1681","16420","1675","15652","20461","946","66964","60816","2643","7045","1125","1838","8505","5936","2840"
"2020","30 - 34","45696","3515","42550","60699","5070","2799","10907","6369","10550","1826","19027","1503","16820","22018","1011","78138","73304","2927","7302","1325","2178","9025","6171","2959"
"2020","35 - 39","38997","3378","42643","59566","5217","2771","11016","5949","10985","1653","19756","1535","17642","25038","960","83980","73801","3102","7044","1308","1989","9009","6267","2899"
"2020","40 - 44","30213","3150","37727","52536","4983","2410","9639","5796","10503","1472","17689","1485","15701","24523","788","78171","66313","2686","6278","1104","1820","8585","5781","2663"
"2020","45 - 49","24612","3428","35844","49803","5401","2134","10343","6191","11547","1608","17614","1675","16160","23652","862","73242","59129","3061","6522","1029","1989","8998","5406","2842"
"2020","50 - 54","24191","3796","38592","51058","6712","2413","12850","6961","12834","1846","19040","1873","18083","23440","1034","71858","58357","3743","7666","1133","2178","9907","5623","3461"
"2020","55 - 59","24970","4232","41821","54392","7769","2681","14334","7705","12854","2274","19914","2123","19934","24073","1384","71329","57952","4274","8427","1444","2653","10594","6234","4147"
"2020","60 - 64","23685","4341","36424","53069","6441","2471","12397","6933","10021","2333","16707","2207","18070","20176","1467","64200","50524","3868","6962","1476","2839","9472","6090","4179"
"2020","65 - 69","19932","3842","28768","44301","4927","1936","9740","5726","7278","2044","13217","1965","14262","15567","1415","52156","40249","3000","5170","1366","2833","8179","5257","4167"
"2020","70 - 74","15348","3525","23117","35079","3685","1603","7848","4460","5448","1729","10210","1688","11502","12130","1331","39300","30814","2597","3847","1067","2746","6609","4357","3768"
"2020","75 - 79","9435","2546","15393","22287","2521","1056","5426","2844","3604","1225","6449","1198","7528","7946","1038","25796","18861","1972","2552","743","2217","4483","2977","2803"
"2020","80 - 84","5456","1725","8798","13730","1385","626","3108","1601","1933","782","3696","710","4352","4241","592","15111","10685","1115","1530","445","1354","2885","1664","1780"
"2020","85 - 89","2879","900","4468","8125","693","335","1719","821","913","420","1907","385","2263","2014","358","8542","5181","545","682","251","758","1646","953","936"
"2020","90 - 94","1224","370","1737","3682","270","119","635","309","308","177","850","145","837","706","159","3941","1720","182","259","100","318","674","418","343"
"2020","95 - 99","275","67","321","758","56","29","132","69","60","31","141","24","156","121","38","985","367","45","49","17","88","150","94","66"
"2020","100 - OVER","26","7","25","63","5","2","16","5","6","4","15",,"13","11","7","85","33","6","6","1","3","7","12","5"
"2021","16","102","54","661","656","147","48","287","103","103","31","388","55","355","445","17","1022","185","104","159","19","48","176","102","61"
"2021","17","712","295","3152","3481","798","229","1329","541","730","149","1816","193","1603","2236","101","5195","1857","413","721","80","232","842","522","287"
"2021","18","1230","431","4570","5364","1021","297","1808","786","1329","175","2525","267","2263","3221","115","8013","3918","530","1038","133","278","1154","721","379"
"2021","19","1803","454","5169","6586","1136","391","1981","977","1582","220","2831","260","2625","3647","116","9536","5700","607","1186","132","370","1386","806","446"
"2021","20","2360","603","5780","7589","1158","374","2138","1035","1814","287","3172","291","2804","3886","167","11009","6846","592","1259","170","355","1529","917","545"
"2021","21","2958","623","6115","8117","833","737","2181","1098","1871","241","3179","284","3035","4007","161","11136","7898","640","1254","170","395","1645","1088","479"
"2021","22","3239","572","6041","8126","762","727","2104","1102","1840","260","3202","326","2940","3844","147","11226","8307","585","1193","157","342","1620","1006","535"
"2021","23","4043","658","6245","8699","866","591","2052","1080","2048","277","3171","295","2968","4082","160","11812","9166","540","1279","168","338","1500","1047","530"
"2021","24","4904","595","6435","9022","870","595","2004","1082","1953","312","3158","289","3059","4210","178","12389","10002","597","1400","202","359","1527","1118","494"
"2021","25 - 29","35713","3299","34978","50665","4620","2572","9655","5723","9787","1567","16567","1591","15445","19945","923","65623","59213","2589","7124","1071","1734","8393","5730","2793"
"2021","30 - 34","45252","3540","42435","59303","4927","3036","11026","6378","10852","1875","19366","1577","16803","21816","1003","75709","70918","3000","7452","1209","2160","9104","6097","3001"
"2021","35 - 39","39174","3340","43133","58924","5179","3036","11321","6035","11228","1723","20516","1500","17789","24644","962","82047","72638","3147","7257","1239","2045","9156","6247","2955"
"2021","40 - 44","30990","3178","39121","53010","5082","2593","10152","5847","10802","1479","18866","1537","16312","24978","822","78631","66676","2776","6567","1099","1844","8739","5861","2774"
"2021","45 - 49","23910","3208","34632","48219","5152","2099","9702","5800","11041","1531","17216","1608","15291","23136","791","71468","57199","2849","6222","969","1866","8554","5200","2699"
"2021","50 - 54","23793","3769","38030","50511","6390","2419","12417","6851","12859","1812","19172","1828","17923","23311","1048","71826","58351","3722","7543","1137","2171","9863","5556","3447"
"2021","55 - 59","24075","4057","40778","52251","7466","2680","13945","7589","12856","2213","19647","2054","19205","23465","1311","69764","57178","4243","8382","1370","2636","10405","6098","4173"
"2021","60 - 64","23364","4393","36703","52545","6569","2567","12638","7000","10343","2424","17069","2244","18471","20439","1479","63938","51083","3961","7172","1488","2904","9597","6134","4235"
"2021","65 - 69","19703","3858","29376","44368","4981","2008","9897","5722","7465","2057","13712","1926","14511","15673","1465","52874","40353","3134","5303","1353","2869","8271","5371","4299"
"2021","70 - 74","15973","3610","23671","36449","3763","1651","8082","4623","5800","1793","10745","1765","11915","12580","1355","40724","32395","2661","4015","1122","2783","6881","4434","3899"
"2021","75 - 79","9416","2473","15709","22813","2595","1113","5505","2912","3707","1216","6740","1201","7599","8394","1033","26609","19251","1989","2614","722","2232","4565","3098","2783"
"2021","80 - 84","5503","1738","9163","13920","1452","661","3301","1622","2004","776","3941","732","4526","4381","600","15824","11022","1179","1567","438","1398","2892","1704","1805"
"2021","85 - 89","2837","923","4651","8067","675","329","1685","844","972","407","1995","360","2306","2150","361","8586","5434","558","709","246","764","1637","954","978"
"2021","90 - 94","1167","337","1743","3545","276","117","653","303","317","168","844","140","839","737","166","3884","1815","180","267","94","341","669","399","349"
"2021","95 - 99","282","78","320","751","60","37","119","64","65","37","163","28","155","143","32","1035","357","40","43","13","80","150","87","58"
"2021","100 - OVER","33","8","34","65","6","1","15","8","4","2","10","1","12","15","7","98","41","5","9","2","6","11","11","4"
"2022","16","389","278","2531","2607","613","224","1385","504","460","156","1585","181","1329","1672","98","3733","660","418","681","63","214","748","502","339"
"2022","17","2021","868","10041","10798","2313","650","4072","1794","2272","387","5585","576","5148","6786","247","15712","5992","1243","2282","223","697","2526","1444","827"
"2022","18","1719","375","4125","5880","879","264","1253","771","1592","177","2184","187","1923","3076","80","8846","6004","368","855","117","223","1029","596","311"
"2022","19","1378","175","2239","3576","386","155","592","375","1002","110","1065","83","988","1606","55","5195","4450","216","472","94","133","560","393","181"
"2022","20","945","111","1162","1891","197","89","300","233","502","54","581","48","532","722","26","2555","2601","103","223","38","73","320","225","90"
"2022","21","9045","2487","22834","30058","3443","2336","8813","3948","6844","1051","12352","1213","12100","15034","606","40744","25301","2313","4898","641","1371","6140","3711","1880"
"2022","22","5885","655","6880","10468","965","565","1651","1272","2331","294","3323","331","2783","4548","186","14181","12728","539","1374","190","368","1762","1181","533"
"2022","23","5060","381","4187","6291","492","287","910","691","1201","198","1948","164","1735","2387","104","8662","8452","307","871","131","208","1013","798","412"
"2022","24","5366","355","4268","6303","491","288","925","698","1232","193","1905","159","1651","2355","97","8551","8545","296","902","124","209","986","747","355"
"2022","25 - 29","39052","3386","37917","53444","4622","2906","10010","6115","10027","1747","17728","1586","15748","19797","985","66802","63241","2733","7421","1140","1900","8808","6043","2965"
"2022","30 - 34","41802","3489","43786","59689","5128","3063","11575","6479","11410","1884","20665","1494","17704","22866","1013","76932","70874","3209","7535","1218","2176","9201","6256","3083"
"2022","35 - 39","34017","3339","42272","57009","5471","2909","11421","5878","11339","1626","21158","1566","17874","25554","953","80500","68465","3087","7157","1162","1967","9096","6102","2998"
"2022","40 - 44","26370","3157","37542","50839","5200","2337","10025","5739","11090","1507","18806","1561","16003","24807","779","74795","61342","2751","6530","984","1797","8503","5501","2728"
"2022","45 - 49","22027","3410","35469","48339","5483","2183","10669","6205","11665","1608","18385","1645","15927","23270","861","71679","56984","3088","6591","1010","1944","8989","5207","3013"
"2022","50 - 54","21996","3908","38937","50749","6779","2478","12944","7043","13231","1976","19280","1984","18345","23165","1160","70339","57361","4059","7858","1210","2321","10109","5796","3721"
"2022","55 - 59","21996","4069","38063","50212","6941","2606","12887","7025","11650","2204","18271","1998","18457","21596","1351","65735","54183","4047","7826","1413","2731","9829","5961","4265"
"2022","60 - 64","20428","4065","33171","48732","5802","2309","11407","6508","9091","2312","15517","2155","16535","17809","1481","58112","45731","3736","6329","1406","2949","9050","5789","4383"
"2022","65 - 69","17093","3624","26249","40154","4400","1865","8829","5121","6577","1955","12177","1873","13019","13881","1449","46251","35652","2890","4490","1312","2792","7427","4930","4179"
"2022","70 - 74","12359","3153","20105","30334","3192","1391","6973","3809","4759","1531","9168","1459","10167","10846","1249","34229","26180","2374","3396","924","2544","5800","3839","3425"
"2022","75 - 79","7196","2084","12969","18992","2155","885","4594","2375","3038","988","5627","1028","6235","6837","846","21907","15504","1717","2157","585","1871","3787","2467","2290"
"2022","80 - 84","3780","1260","6887","10977","1019","481","2458","1139","1476","543","3037","515","3385","3384","481","12149","8097","843","1191","303","1090","2232","1268","1380"
"2022","85 - 89","1682","542","2860","5109","441","196","1097","495","553","253","1247","219","1376","1293","219","5763","3170","333","426","139","508","979","606","578"
"2022","90 - 94","474","132","744","1531","116","46","280","122","131","62","340","55","333","331","62","1828","756","76","92","29","147","270","149","128"
"2022","95 - 99","61","15","64","166","11","3","28","13","19","5","38","6","33","39","15","227","110","5","14","3","15","34","19","13"
"2022","100 - OVER","5","1","4","5","1",,"1",,,,"1",,"1",,,"3","4",,"1",,,,"2",
