"com_id","common_name","scientific_name","genus","family","diametre_at_breast_height","year_planted","date_planted","age_description","useful_life_expectency","useful_life_expectency_value","precinct","located_in","uploaddate","location","latitude","longitude","easting","northing"
"1013843","Purple-leafed Cherry Plum","Prunus cerasifera","Prunus","Rosaceae","25","1997","1997-03-07T00:00:00.000","Mature","6-10 years (>50% canopy)","10",,"Street","2021-10-01T02:04:01.000","
,  
(-37.80810145246797, 144.94569475131027)","-37.80810145246797","144.94569475131027","319158.79","5813488.3"
"1013844","Purple-leafed Cherry Plum","Prunus cerasifera","Prunus","Rosaceae","22","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:18.000","
,  
(-37.808174240367215, 144.94561572329297)","-37.808174240367215","144.94561572329297","319152.01","5813480.07"
"1013845","Purple-leafed Cherry Plum","Prunus cerasifera","Prunus","Rosaceae","23","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:03.000","
,  
(-37.80825959882775, 144.94552373873572)","-37.80825959882775","144.94552373873572","319144.12","5813470.42"
"1013856","London Plane","Platanus x acerifolia","Platanus","Platanaceae","20","1900","2000-01-02T00:00:00.000","Semi-Mature","31-60 years","60",,"Street","2021-10-01T02:04:10.000","
,  
(-37.807884409878135, 144.94611092080467)","-37.807884409878135","144.94611092080467","319194.9","5813513.19"
"1013862","London Plane","Platanus x acerifolia","Platanus","Platanaceae","19","1900","2000-01-02T00:00:00.000","Semi-Mature","6-10 years (>50% canopy)","10",,"Street","2021-10-01T02:04:15.000","
,  
(-37.80729183572095, 144.94675386831238)","-37.80729183572095","144.94675386831238","319250.06","5813580.19"
"1013863","London Plane","Platanus x acerifolia","Platanus","Platanaceae","19","1900","2000-01-01T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:01.000","
,  
(-37.807219612181896, 144.94682913035018)","-37.807219612181896","144.94682913035018","319256.51","5813588.35"
"1013865","Purple-leafed Cherry Plum","Prunus cerasifera","Prunus","Rosaceae","15","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:03:59.000","
,  
(-37.80666287056892, 144.94726355819)","-37.80666287056892","144.94726355819","319293.4","5813650.97"
"1013868","English Elm","Ulmus procera","Ulmus","Ulmaceae","105","1900","2000-01-02T00:00:00.000","Mature","21-30 years","30",,"Park","2021-10-01T02:03:53.000","
,  
(-37.80612392794085, 144.94771622757554)","-37.80612392794085","144.94771622757554","319331.94","5813711.65"
"1013878","Purple-leafed Cherry Plum","Prunus cerasifera","Prunus","Rosaceae","10","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:03:54.000","
,  
(-37.80618192418547, 144.94812249513512)","-37.80618192418547","144.94812249513512","319367.85","5813706"
"1013879","Purple-leafed Cherry Plum","Prunus cerasifera","Prunus","Rosaceae","17","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:09.000","
,  
(-37.80629657108176, 144.9479993787981)","-37.80629657108176","144.9479993787981","319357.29","5813693.04"
"1013882","Purple-leafed Cherry Plum","Prunus cerasifera","Prunus","Rosaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:15.000","
,  
(-37.806711430447685, 144.94755230411943)","-37.806711430447685","144.94755230411943","319318.94","5813646.14"
"1013885","London Plane","Platanus x acerifolia","Platanus","Platanaceae","23","1997","1997-03-07T00:00:00.000","Semi-Mature","6-10 years (>50% canopy)","10",,"Street","2021-10-01T02:03:59.000","
,  
(-37.80684446483455, 144.9472226371254)","-37.80684446483455","144.9472226371254","319290.24","5813630.74"
"1013888","London Plane","Platanus x acerifolia","Platanus","Platanaceae","23","1900","2000-01-02T00:00:00.000","Semi-Mature","1-5 years (<50% canopy)","5",,"Street","2021-10-01T02:04:15.000","
,  
(-37.806670115216576, 144.94741033372964)","-37.806670115216576","144.94741033372964","319306.34","5813650.45"
"1013890","London Plane","Platanus x acerifolia","Platanus","Platanaceae","20","1900","2000-01-02T00:00:00.000","Semi-Mature","1-5 years (<50% canopy)","5",,"Street","2021-10-01T02:04:00.000","
,  
(-37.806514632371915, 144.94758955627677)","-37.806514632371915","144.94758955627677","319321.74","5813668.05"
"1013892","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1900","2000-01-02T00:00:00.000",,,,,"Street","2021-10-01T02:03:56.000","
,  
(-37.806396679862466, 144.94771946650002)","-37.806396679862466","144.94771946650002","319332.89","5813681.39"
"1013893","London Plane","Platanus x acerifolia","Platanus","Platanaceae","22","1900","2000-01-02T00:00:00.000","Semi-Mature","1-5 years (<50% canopy)","5",,"Street","2021-10-01T02:04:17.000","
,  
(-37.806248337357076, 144.94787406988087)","-37.806248337357076","144.94787406988087","319346.14","5813698.15"
"1013896","London Plane","Platanus x acerifolia","Platanus","Platanaceae","24","1997","1997-03-07T00:00:00.000","Semi-Mature","6-10 years (>50% canopy)","10",,"Street","2021-10-01T02:03:54.000","
,  
(-37.80596673465822, 144.94818001774192)","-37.80596673465822","144.94818001774192","319372.39","5813729.99"
"1013901","London Plane","Platanus x acerifolia","Platanus","Platanaceae","32","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:17.000","
,  
(-37.80808899502302, 144.9436593136235)","-37.80808899502302","144.9436593136235","318979.56","5813485.74"
"1013902","London Plane","Platanus x acerifolia","Platanus","Platanaceae","18","1900","2000-01-01T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:03.000","
,  
(-37.80822676971826, 144.943560420632)","-37.80822676971826","144.943560420632","318971.19","5813470.26"
"1013903","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:18.000","
,  
(-37.80826887694041, 144.94353074252248)","-37.80826887694041","144.94353074252248","318968.68","5813465.53"
"1013910","Claret Ash","Fraxinus angustifolia subsp. oxycarpa","Fraxinus","Oleaceae","20","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:59.000","
,  
(-37.80724129068124, 144.94408423514267)","-37.80724129068124","144.94408423514267","319014.9","5813580.63"
"1013911","Claret Ash","Fraxinus angustifolia subsp. oxycarpa","Fraxinus","Oleaceae","24","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:19.000","
,  
(-37.80706117437704, 144.94420974275926)","-37.80706117437704","144.94420974275926","319025.51","5813600.86"
"1013914","Claret Ash","Fraxinus angustifolia subsp. oxycarpa","Fraxinus","Oleaceae","19","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:18.000","
,  
(-37.806479907762004, 144.9446170414466)","-37.806479907762004","144.9446170414466","319059.95","5813666.15"
"1013915","London Plane","Platanus x acerifolia","Platanus","Platanaceae","45","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:10.000","
,  
(-37.80752984508047, 144.94372287170714)","-37.80752984508047","144.94372287170714","318983.79","5813547.91"
"1013917","London Plane","Platanus x acerifolia","Platanus","Platanaceae","58","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:09.000","
,  
(-37.80685617588507, 144.94419532397495)","-37.80685617588507","144.94419532397495","319023.74","5813623.58"
"1013919","London Plane","Platanus x acerifolia","Platanus","Platanaceae","66","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:57.000","
,  
(-37.80649442830103, 144.94444217610916)","-37.80649442830103","144.94444217610916","319044.59","5813664.2"
"1013921","London Plane","Platanus x acerifolia","Platanus","Platanaceae","59","1900","2000-01-01T00:00:00.000","Mature","6-10 years (>50% canopy)","10",,"Street","2021-10-01T02:04:02.000","
,  
(-37.806434096904894, 144.94480629056926)","-37.806434096904894","144.94480629056926","319076.5","5813671.6"
"1013923","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:00.000","
,  
(-37.80683551885548, 144.94452971735922)","-37.80683551885548","144.94452971735922","319053.13","5813626.52"
"1013924","London Plane","Platanus x acerifolia","Platanus","Platanaceae","37","1900","2000-01-01T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:01.000","
,  
(-37.80697740014649, 144.94442855579524)","-37.80697740014649","144.94442855579524","319044.57","5813610.58"
"1013950","Spotted Gum","Corymbia maculata","Corymbia","Myrtaceae","35","1900","2000-01-02T00:00:00.000","Semi-Mature","31-60 years","60",,"Street","2021-10-01T02:03:56.000","
,  
(-37.80631873925644, 144.942205162472)","-37.80631873925644","144.942205162472","318847.21","5813679.36"
"1013951","Yellow Gum","Eucalyptus leucoxylon","Eucalyptus","Myrtaceae","32","1900","2000-01-01T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:13.000","
,  
(-37.80620553876297, 144.94193627604517)","-37.80620553876297","144.94193627604517","318823.26","5813691.4"
"1014001","Snow-in-Summer","Melaleuca linariifolia","Melaleuca","Myrtaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:03:57.000","
,  
(-37.804194134907284, 144.9427881924035)","-37.804194134907284","144.9427881924035","318893.35","5813916.25"
"1014002","Snow-in-Summer","Melaleuca linariifolia","Melaleuca","Myrtaceae","44","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:56.000","
,  
(-37.804731195604276, 144.9426931012507)","-37.804731195604276","144.9426931012507","318886.29","5813856.47"
"1014005","Snow-in-Summer","Melaleuca linariifolia","Melaleuca","Myrtaceae","42","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:18.000","
,  
(-37.80461165228938, 144.94253047907748)","-37.80461165228938","144.94253047907748","318871.68","5813869.42"
"1014006","Snow-in-Summer","Melaleuca linariifolia","Melaleuca","Myrtaceae","54","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:08.000","
,  
(-37.80474093715164, 144.94250792303492)","-37.80474093715164","144.94250792303492","318870.01","5813855.03"
"1014007","Snow-in-Summer","Melaleuca linariifolia","Melaleuca","Myrtaceae","61","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:54.000","
,  
(-37.804912167424064, 144.94247738789852)","-37.804912167424064","144.94247738789852","318867.74","5813835.97"
"1014008","Snow-in-Summer","Melaleuca linariifolia","Melaleuca","Myrtaceae","48","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:57.000","
,  
(-37.80503110289226, 144.94246079791318)","-37.80503110289226","144.94246079791318","318866.57","5813822.74"
"1014009","Snow-in-Summer","Melaleuca linariifolia","Melaleuca","Myrtaceae","38","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:54.000","
,  
(-37.805106191473584, 144.94245167179642)","-37.805106191473584","144.94245167179642","318865.95","5813814.39"
"1014010","Snow-in-Summer","Melaleuca linariifolia","Melaleuca","Myrtaceae","56","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:59.000","
,  
(-37.805175474488, 144.94243521048853)","-37.805175474488","144.94243521048853","318864.67","5813806.67"
"1014014","Snow-in-Summer","Melaleuca linariifolia","Melaleuca","Myrtaceae","57","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:10.000","
,  
(-37.806074825950375, 144.94227417639294)","-37.806074825950375","144.94227417639294","318852.69","5813706.56"
"1014026","Lemon Scented Gum","Corymbia citriodora","Corymbia","Myrtaceae","80","1997","1997-03-07T00:00:00.000","Mature","31-60 years","60",,"Park","2021-10-01T02:04:10.000","
,  
(-37.80531470775401, 144.94127520859024)","-37.80531470775401","144.94127520859024","318762.88","5813788.97"
"1014027","Spotted Gum","Corymbia maculata","Corymbia","Myrtaceae","69","1997","1997-03-07T00:00:00.000","Mature","31-60 years","60",,"Park","2021-10-01T02:04:08.000","
,  
(-37.805320694786964, 144.9413547759257)","-37.805320694786964","144.9413547759257","318769.9","5813788.46"
"1014028","Brush Box","Lophostemon confertus","Lophostemon","Myrtaceae","40","1900","2000-01-02T00:00:00.000","Semi-Mature","31-60 years","60",,"Park","2021-10-01T02:04:16.000","
,  
(-37.80524655769074, 144.94148018322412)","-37.80524655769074","144.94148018322412","318780.76","5813796.93"
"1014030","London Plane","Platanus x acerifolia","Platanus","Platanaceae","56","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:15.000","
,  
(-37.80432286628515, 144.94133137521263)","-37.80432286628515","144.94133137521263","318765.4","5813899.14"
"1014032","Cyprus Plane","Platanus orientalis","Platanus","Platanaceae","54","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:59.000","
,  
(-37.80464114190896, 144.94127358376318)","-37.80464114190896","144.94127358376318","318761.09","5813863.71"
"1014033","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:17.000","
,  
(-37.80453172739034, 144.94110795689204)","-37.80453172739034","144.94110795689204","318746.24","5813875.53"
"1014038","Spotted Gum","Corymbia maculata","Corymbia","Myrtaceae","69","1997","1997-03-07T00:00:00.000","Mature","31-60 years","60",,"Park","2021-10-01T02:04:15.000","
,  
(-37.80575570733814, 144.9416701500254)","-37.80575570733814","144.9416701500254","318798.73","5813740.8"
"1014039","Spotted Gum","Corymbia maculata","Corymbia","Myrtaceae","82","1997","1997-03-07T00:00:00.000","Mature","31-60 years","60",,"Park","2021-10-01T02:03:53.000","
,  
(-37.80572916372721, 144.9416570301479)","-37.80572916372721","144.9416570301479","318797.51","5813743.72"
"1014043","Snow-in-Summer","Melaleuca linariifolia","Melaleuca","Myrtaceae","56","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:17.000","
,  
(-37.805810418846775, 144.94196462396656)","-37.805810418846775","144.94196462396656","318824.79","5813735.3"
"1014055","London Plane","Platanus x acerifolia","Platanus","Platanaceae","41","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:53.000","
,  
(-37.807794582485975, 144.94394837572494)","-37.807794582485975","144.94394837572494","319004.29","5813518.97"
"1014056","London Plane","Platanus x acerifolia","Platanus","Platanaceae","42","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:18.000","
,  
(-37.80787394211127, 144.94410644229004)","-37.80787394211127","144.94410644229004","319018.4","5813510.47"
"1014057","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:07.000","
,  
(-37.808121161384, 144.94467069062281)","-37.808121161384","144.94467069062281","319068.68","5813484.13"
"1014058","London Plane","Platanus x acerifolia","Platanus","Platanaceae","34","1997","1997-03-07T00:00:00.000","Semi-Mature","31-60 years","60",,"Street","2021-10-01T02:04:18.000","
,  
(-37.80802061533479, 144.94399072021957)","-37.80802061533479","144.94399072021957","319008.57","5813493.97"
"1014062","London Plane","Platanus x acerifolia","Platanus","Platanaceae","48","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:03:54.000","
,  
(-37.80818019336209, 144.944350901917)","-37.80818019336209","144.944350901917","319040.67","5813476.96"
"1014073","London Plane","Platanus x acerifolia","Platanus","Platanaceae","41","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:01.000","
,  
(-37.80832600343471, 144.9451357080765)","-37.80832600343471","144.9451357080765","319110.12","5813462.3"
"1014075","Willow Leaf Peppermint","Eucalyptus nicholii","Eucalyptus","Myrtaceae","47","1997","1997-03-07T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:01.000","
,  
(-37.804436988031846, 144.94367486798814)","-37.804436988031846","144.94367486798814","318972.01","5813891.02"
"1014099","Willow Leaf Peppermint","Eucalyptus nicholii","Eucalyptus","Myrtaceae","33","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:59.000","
,  
(-37.804683131664696, 144.9460468539482)","-37.804683131664696","144.9460468539482","319181.45","5813868.3"
"1014100","Willow Leaf Peppermint","Eucalyptus nicholii","Eucalyptus","Myrtaceae","51","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:14.000","
,  
(-37.80469672739241, 144.94618050137575)","-37.80469672739241","144.94618050137575","319193.25","5813867.05"
"1014136","Prickly Paperbark","Melaleuca styphelioides","Melaleuca","Myrtaceae","38","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:03.000","
,  
(-37.80531801171345, 144.94785609563132)","-37.80531801171345","144.94785609563132","319342.29","5813801.35"
"1014137","Prickly Paperbark","Melaleuca styphelioides","Melaleuca","Myrtaceae","29","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:09.000","
,  
(-37.8054137754132, 144.9478387926538)","-37.8054137754132","144.9478387926538","319341","5813790.69"
"1014138","Prickly Paperbark","Melaleuca styphelioides","Melaleuca","Myrtaceae","43","1900","2000-01-01T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:01.000","
,  
(-37.80549331286854, 144.94782636848868)","-37.80549331286854","144.94782636848868","319340.1","5813781.84"
"1014140","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1900","2000-01-01T00:00:00.000",,,,,"Street","2021-10-01T02:04:01.000","
,  
(-37.80577020511988, 144.94763799496954)","-37.80577020511988","144.94763799496954","319324.19","5813750.75"
"1014141","London Plane","Platanus x acerifolia","Platanus","Platanaceae","25","1900","2000-01-01T00:00:00.000","Semi-Mature","1-5 years (<50% canopy)","5",,"Street","2021-10-01T02:04:15.000","
,  
(-37.80554830599502, 144.94767764496842)","-37.80554830599502","144.94767764496842","319327.14","5813775.45"
"1014144","Brush Box","Lophostemon confertus","Lophostemon","Myrtaceae","23","1900","2000-01-02T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:18.000","
,  
(-37.80590000338944, 144.94742768272107)","-37.80590000338944","144.94742768272107","319305.99","5813735.94"
"1014146","Brush Box","Lophostemon confertus","Lophostemon","Myrtaceae","27","1900","2000-01-02T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:53.000","
,  
(-37.805851342914174, 144.94698844724644)","-37.805851342914174","144.94698844724644","319267.2","5813740.49"
"1014148","Brush Box","Lophostemon confertus","Lophostemon","Myrtaceae","28","1997","1997-03-07T00:00:00.000","Semi-Mature","31-60 years","60",,"Street","2021-10-01T02:04:15.000","
,  
(-37.805802576884446, 144.9465484202316)","-37.805802576884446","144.9465484202316","319228.34","5813745.05"
"1014149","Brush Box","Lophostemon confertus","Lophostemon","Myrtaceae","25","1900","2000-01-02T00:00:00.000","Semi-Mature","31-60 years","60",,"Street","2021-10-01T02:03:53.000","
,  
(-37.80577804082981, 144.9463300013322)","-37.80577804082981","144.9463300013322","319209.05","5813747.35"
"1014150","Brush Box","Lophostemon confertus","Lophostemon","Myrtaceae","24","1900","2000-01-02T00:00:00.000","Semi-Mature","6-10 years (>50% canopy)","10",,"Street","2021-10-01T02:04:00.000","
,  
(-37.8057533043812, 144.94610011641703)","-37.8057533043812","144.94610011641703","319188.75","5813749.65"
"1014151","Brush Box","Lophostemon confertus","Lophostemon","Myrtaceae","25","1997","1997-03-07T00:00:00.000","Semi-Mature","31-60 years","60",,"Street","2021-10-01T02:04:13.000","
,  
(-37.80572869621069, 144.94587761089608)","-37.80572869621069","144.94587761089608","319169.1","5813751.95"
"1014152","Brush Box","Lophostemon confertus","Lophostemon","Myrtaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:18.000","
,  
(-37.80570414505994, 144.945658397808)","-37.80570414505994","144.945658397808","319149.74","5813754.25"
"1014179","Smooth-barked apple","Angophora costata","Angophora","Myrtaceae","13","1997","1997-03-07T00:00:00.000","Juvenile","31-60 years","60",,"Street","2021-10-01T02:04:17.000","
,  
(-37.80554015944183, 144.94416253684085)","-37.80554015944183","144.94416253684085","319017.64","5813769.55"
"1014180","Smooth-barked apple","Angophora costata","Angophora","Myrtaceae","26","1899","1999-12-30T00:00:00.000","Semi-Mature","31-60 years","60",,"Street","2021-10-01T02:03:57.000","
,  
(-37.80556374126801, 144.94437768685975)","-37.80556374126801","144.94437768685975","319036.64","5813767.35"
"1014181","Smooth-barked apple","Angophora costata","Angophora","Myrtaceae","14","1997","1997-03-07T00:00:00.000","Semi-Mature","31-60 years","60",,"Street","2021-10-01T02:04:14.000","
,  
(-37.80558734450214, 144.94459408582122)","-37.80558734450214","144.94459408582122","319055.75","5813765.15"
"1014182","Brush Box","Lophostemon confertus","Lophostemon","Myrtaceae","29","1997","1997-03-07T00:00:00.000","Semi-Mature","31-60 years","60",,"Street","2021-10-01T02:04:17.000","
,  
(-37.80561141356261, 144.94481138066203)","-37.80561141356261","144.94481138066203","319074.94","5813762.9"
"1014195","London Plane","Platanus x acerifolia","Platanus","Platanaceae","13","1900","2000-01-02T00:00:00.000","Juvenile","6-10 years (<50% canopy)","10",,"Street","2021-10-01T02:04:02.000","
,  
(-37.80532090355123, 144.9451848239693)","-37.80532090355123","144.9451848239693","319107.11","5813795.86"
"1014197","London Plane","Platanus x acerifolia","Platanus","Platanaceae","36","1997","1997-03-07T00:00:00.000","Semi-Mature","6-10 years (<50% canopy)","10",,"Street","2021-10-01T02:04:09.000","
,  
(-37.805034129058406, 144.94495641253206)","-37.805034129058406","144.94495641253206","319086.3","5813827.24"
"1014198","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:18.000","
,  
(-37.80532425443266, 144.9449069126719)","-37.80532425443266","144.9449069126719","319082.65","5813794.95"
"1014201","Spotted Gum","Corymbia maculata","Corymbia","Myrtaceae","27","1900","2000-01-01T00:00:00.000","Semi-Mature","31-60 years","60",,"Street","2021-10-01T02:04:08.000","
,  
(-37.80546429418942, 144.94502035944)","-37.80546429418942","144.94502035944","319092.98","5813779.63"
"1014202","London Plane","Platanus x acerifolia","Platanus","Platanaceae","33","1997","1997-03-07T00:00:00.000","Semi-Mature","6-10 years (<50% canopy)","10",,"Street","2021-10-01T02:04:01.000","
,  
(-37.80439883127131, 144.94506659107515)","-37.80439883127131","144.94506659107515","319094.45","5813897.95"
"1014206","London Plane","Platanus x acerifolia","Platanus","Platanaceae","22","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:08.000","
,  
(-37.805446577089306, 144.94350477296507)","-37.805446577089306","144.94350477296507","318959.5","5813778.66"
"1014207","London Plane","Platanus x acerifolia","Platanus","Platanaceae","22","1997","1997-03-07T00:00:00.000","Semi-Mature","6-10 years (>50% canopy)","10",,"Street","2021-10-01T02:03:56.000","
,  
(-37.80551627549498, 144.94366173917763)","-37.80551627549498","144.94366173917763","318973.49","5813771.23"
"1014209","London Plane","Platanus x acerifolia","Platanus","Platanaceae","33","1900","2000-01-02T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:03.000","
,  
(-37.80569154321758, 144.9435011573547)","-37.80569154321758","144.9435011573547","318959.78","5813751.47"
"1014210","London Plane","Platanus x acerifolia","Platanus","Platanaceae","29","1900","2000-01-02T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:15.000","
,  
(-37.805751837160884, 144.94365111574837)","-37.805751837160884","144.94365111574837","318973.13","5813745.07"
"1014213","London Plane","Platanus x acerifolia","Platanus","Platanaceae","37","1900","2000-01-02T00:00:00.000","Semi-Mature","11-20 years","20",,"Street","2021-10-01T02:04:17.000","
,  
(-37.80582280038869, 144.943808274815)","-37.80582280038869","144.943808274815","318987.14","5813737.5"
"1014214","Spotted Gum","Corymbia maculata","Corymbia","Myrtaceae","38","1900","2000-01-01T00:00:00.000","Semi-Mature","11-20 years","20",,"Park","2021-10-01T02:04:15.000","
,  
(-37.80565020653511, 144.94280105395194)","-37.80565020653511","144.94280105395194","318898.04","5813754.7"
"1014215","Spotted Gum","Corymbia maculata","Corymbia","Myrtaceae","55","1900","2000-01-01T00:00:00.000","Mature","31-60 years","60",,"Park","2021-10-01T02:03:54.000","
,  
(-37.80566098661282, 144.9427681569865)","-37.80566098661282","144.9427681569865","318895.17","5813753.44"
"1014216","Spotted Gum","Corymbia maculata","Corymbia","Myrtaceae","70","1900","2000-01-01T00:00:00.000","Mature","31-60 years","60",,"Park","2021-10-01T02:04:10.000","
,  
(-37.80563793697803, 144.94274869279926)","-37.80563793697803","144.94274869279926","318893.4","5813755.96"
"1014217","Daimyo Oak","Quercus dentata","Quercus","Fagaceae","33","1997","1997-03-07T00:00:00.000","Semi-Mature","31-60 years","60",,"Park","2021-10-01T02:04:18.000","
,  
(-37.80560199635512, 144.9425948792068)","-37.80560199635512","144.9425948792068","318879.77","5813759.65"
"1014219","London Plane","Platanus x acerifolia","Platanus","Platanaceae","47","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:18.000","
,  
(-37.80582761002629, 144.94436764369533)","-37.80582761002629","144.94436764369533","319036.4","5813738.05"
"1014220","London Plane","Platanus x acerifolia","Platanus","Platanaceae","39","1997","1997-03-07T00:00:00.000","Semi-Mature","6-10 years (>50% canopy)","10",,"Street","2021-10-01T02:04:18.000","
,  
(-37.80602292748812, 144.94425080366418)","-37.80602292748812","144.94425080366418","319026.59","5813716.15"
"1014224","London Plane","Platanus x acerifolia","Platanus","Platanaceae","46","1997","1997-03-07T00:00:00.000","Mature","11-20 years","20",,"Street","2021-10-01T02:04:15.000","
,  
(-37.80627772768142, 144.945425105505)","-37.80627772768142","144.945425105505","319130.6","5813690.15"
"1014227","London Plane","Platanus x acerifolia","Platanus","Platanaceae","51","1997","1997-03-07T00:00:00.000","Mature","21-30 years","30",,"Street","2021-10-01T02:04:19.000","
,  
(-37.80652194613247, 144.94596750815705)","-37.80652194613247","144.94596750815705","319178.95","5813664.1"
"1014228","London Plane","Platanus x acerifolia","Platanus","Platanaceae",,"1997","1997-03-07T00:00:00.000",,,,,"Street","2021-10-01T02:04:01.000","
,  
(-37.806623587201535, 144.94618901756914)","-37.806623587201535","144.94618901756914","319198.7","5813653.25"
"1014229","London Plane","Platanus x acerifolia","Platanus","Platanaceae","28","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:04:15.000","
,  
(-37.80670878978853, 144.94637225124833)","-37.80670878978853","144.94637225124833","319215.04","5813644.15"
"1014231","London Plane","Platanus x acerifolia","Platanus","Platanaceae","35","1997","1997-03-07T00:00:00.000","Semi-Mature","21-30 years","30",,"Street","2021-10-01T02:03:56.000","
,  
(-37.806918921182124, 144.94629862047074)","-37.806918921182124","144.94629862047074","319209.07","5813620.69"
"1014232","London Plane","Platanus x acerifolia","Platanus","Platanaceae","38","1900","2000-01-01T00:00:00.000","Semi-Mature","1-5 years (<50% canopy)","5",,"Street","2021-10-01T02:04:14.000","
,  
(-37.806863795461986, 144.9461657789693)","-37.806863795461986","144.9461657789693","319197.24","5813626.55"
