"date","road_name","location","suburb","speed_limit","direction","time","vehicle_class_1","vehicle_class_2","vehicle_class_3","vehicle_class_4","vehicle_class_5","vehicle_class_6","vehicle_class_7","vehicle_class_8","vehicle_class_9","vehicle_class_10","vehicle_class_11","vehicle_class_12","vehicle_class_13","motorcycle","bike","average_speed","_85th_percentile_speed","maximum_speed","road_segment","road_segment_1","road_segment_2"
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","0:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","1:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","2:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","3:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","4:00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","18.2","18","18","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","5:00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.7","44","45","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","6:00","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.4","32","32","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","7:00","14","0","0","0","0","0","0","0","0","0","0","0","0","0","5","27.3","38","41","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","8:00","16","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32.1","37","40","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","9:00","25","0","1","0","0","0","0","0","0","0","0","0","0","0","2","26.3","32.3","39","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","10:00","23","0","0","0","0","0","0","0","0","0","0","0","0","0","1","24.1","33.7","46","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","11:00","31","0","0","1","0","0","0","0","0","0","0","0","0","1","1","26","32.4","47","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","12:00","22","0","1","0","0","0","0","0","0","0","0","0","0","0","1","22.5","29.6","36","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","13:00","28","0","2","0","0","0","0","0","0","0","0","0","0","0","0","29.5","37.5","46","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","14:00","21","0","2","0","0","0","0","0","0","0","0","0","0","0","0","25.1","30.8","41","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","15:00","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","30.3","39.9","50","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","16:00","27","0","2","0","0","0","0","0","0","0","0","0","0","0","0","32.5","39.3","45","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","17:00","35","0","1","0","0","0","0","0","0","0","0","0","0","1","0","35.1","43.2","68","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","18:00","16","0","1","0","0","0","0","0","0","0","0","0","0","1","2","31.4","39","46","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","19:00","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.8","39.3","52","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","20:00","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","30.3","38","44","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","21:00","11","0","0","0","0","0","0","0","0","0","0","0","0","1","0","33.1","45.8","51","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","22:00","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.4","39","41","22353",,
"3/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","23:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","0:00","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.1","33.3","34","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","1:00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.2","33","33","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","2:00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.7","27","28","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","3:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","4:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","5:00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.2","30","30","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","6:00","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.7","34.1","36","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","7:00","14","0","0","0","0","0","0","0","0","0","0","0","0","0","2","27.2","34.9","36","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","8:00","14","0","1","0","0","0","0","0","0","0","0","0","0","0","3","28.6","36.8","39","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","9:00","17","0","1","0","0","0","0","0","0","0","0","0","0","0","2","25.6","31.2","40","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","10:00","25","0","2","0","0","0","0","0","0","0","0","0","0","1","2","28.6","34","40","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","11:00","26","0","1","0","0","0","0","0","0","0","0","0","0","0","0","28.9","34","43","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","12:00","26","0","2","0","0","0","0","0","0","0","0","0","0","0","0","29","35.4","50","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","13:00","22","0","0","0","0","0","0","0","0","0","0","0","0","0","1","29.4","36","49","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","14:00","23","0","2","0","0","0","0","0","0","0","0","0","0","0","0","30.9","37.5","42","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","15:00","26","0","1","0","0","0","0","0","0","0","0","0","0","0","2","29.7","39.9","51","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","16:00","27","0","0","0","0","0","0","0","0","0","0","0","0","1","5","33.4","41","53","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","17:00","14","0","1","0","0","0","0","0","0","0","0","0","0","1","0","31.7","40","58","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","18:00","17","0","1","0","0","0","0","0","0","0","0","0","0","0","1","31.1","39.9","49","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","19:00","12","0","0","0","0","0","0","0","0","0","0","0","0","0","1","25.9","38","41","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","20:00","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","35.8","38","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","21:00","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.8","29","32","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","22:00","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.3","37.3","38","22353",,
"4/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","23:00","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.4","41.2","43","22353",,
"5/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","0:00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.3","28","28","22353",,
"5/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","1:00","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.1","42.9","45","22353",,
"5/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","2:00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.7","39","40","22353",,
"5/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","3:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","22353",,
"5/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","4:00","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.8","24","25","22353",,
"5/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","5:00","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.9","26.5","30","22353",,
"5/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","6:00","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.3","32.9","35","22353",,
"5/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","7:00","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","31.2","36.1","37","22353",,
"5/09/2015","Bayles Street","Between Fitzgibbon Street and Jageurs Lane","Parkville","40","E","8:00","11","0","0","0","0","0","0","0","0","0","0","0","0","0","1","32.3","37.4","39","22353",,
