"gis_id","description","asset_class","asset_type","model_no","model_descr","division","company","location_desc","condition_rating","evaluation_date","easting","northing","upload_date","geometry"
"1073802","Bicycle Rails - Galvanised Steel Bicycle Rail","Outdoor Furniture","Bicycle Rails","200101-002","Bicycle Rails - Galvanised Steel Bicycle Rail","Infrastructure and Assets","City of Melbourne","Russell Street between Flinders Street and Flinders Lane approximately 3m West of District, 20 Russell Street, Melbourne, 3000","3.12","2021-04-30T00:00:00.000","321300.59","5812638.12","2021-08-14T02:52:13.000","
,  
(-37.81618116569443, 144.96980110865644)"
"1073804","Bicycle Rails - Galvanised Steel Bicycle Rail","Outdoor Furniture","Bicycle Rails","200101-002","Bicycle Rails - Galvanised Steel Bicycle Rail","Infrastructure and Assets","City of Melbourne","Elizabeth Street between Little La Trobe Street and A'Beckett Street approximately 5m NE of Cecil Walker Cycles, 395 Elizabeth Street, Melbourne, 3000","3.12","2021-04-30T00:00:00.000","320502.1","5813347.1","2021-08-14T02:52:13.000","
,  
(-37.80963838054166, 144.96091047255698)"
"1073805","Bicycle Rails - Galvanised Steel Bicycle Rail","Outdoor Furniture","Bicycle Rails","200101-002","Bicycle Rails - Galvanised Steel Bicycle Rail","Infrastructure and Assets","City of Melbourne","Elizabeth Street between Little La Trobe Street and A'Beckett Street approximately 5m NE of Cecil Walker Cycles, 395 Elizabeth Street, Melbourne, 3000","3.12","2021-04-30T00:00:00.000","320502.45","5813346.36","2021-08-14T02:52:13.000","
,  
(-37.80964511488054, 144.9609142628543)"
"1073806","Bicycle Rails - Galvanised Steel Bicycle Rail","Outdoor Furniture","Bicycle Rails","200101-002","Bicycle Rails - Galvanised Steel Bicycle Rail","Infrastructure and Assets","City of Melbourne","Royal Park approximately 27m NW of 90 Gatehouse Street, Parkville, 3052","1.17","2021-04-30T00:00:00.000","319812.74","5815005.37","2021-08-14T02:52:13.000","
,  
(-37.79456582475606, 144.95349630310034)"
"1073809","Bicycle Rails - Stainless Steel Bicycle Rack","Outdoor Furniture","Bicycle Rails","200101-005","Bicycle Rails - Stainless Steel Bicycle Rack","Infrastructure and Assets","City of Melbourne","La Trobe Street between Swanston Street and Elizabeth Street approximately 14m West of Ikura Sushi, Shop 3, LwrGround, 300 Lonsdale Street, Melbourne, 3000","4.1","2021-04-30T00:00:00.000","320647.49","5813300.14","2021-08-14T02:52:13.000","
,  
(-37.81008994430922, 144.96254950991172)"
"1073810","Bicycle Rails - Stainless Steel Bicycle Rack","Outdoor Furniture","Bicycle Rails","200101-005","Bicycle Rails - Stainless Steel Bicycle Rack","Infrastructure and Assets","City of Melbourne","La Trobe Street between Swanston Street and Elizabeth Street approximately 13m West of Ikura Sushi, Shop 3, LwrGround, 300 Lonsdale Street, Melbourne, 3000","4.1","2021-04-30T00:00:00.000","320648.92","5813300.63","2021-08-14T02:52:13.000","
,  
(-37.810085811562764, 144.96256586664904)"
"1073811","Bicycle Rails - Stainless Steel Bicycle Hoop","Outdoor Furniture","Bicycle Rails","200101-004","Bicycle Rails - Stainless Steel Bicycle Hoop","Infrastructure and Assets","City of Melbourne","La Trobe Street between Swanston Street and Elizabeth Street approximately 6m NW of Ikura Sushi, Shop 3, LwrGround, 300 Lonsdale Street, Melbourne, 3000","4.1","2021-04-30T00:00:00.000","320655.7","5813303.21","2021-08-14T02:52:13.000","
,  
(-37.810063904141295, 144.9626434817287)"
"1073812","Bicycle Rails - Stainless Steel Bicycle Hoop","Outdoor Furniture","Bicycle Rails","200101-004","Bicycle Rails - Stainless Steel Bicycle Hoop","Infrastructure and Assets","City of Melbourne","La Trobe Street between Swanston Street and Elizabeth Street approximately 5m NW of Ikura Sushi, Shop 3, LwrGround, 300 Lonsdale Street, Melbourne, 3000","1.1","2021-04-30T00:00:00.000","320658.94","5813304.39","2021-08-14T02:52:13.000","
,  
(-37.81005391176846, 144.96268055900245)"
"1073813","Bicycle Rails - Stainless Steel Bicycle Hoop","Outdoor Furniture","Bicycle Rails","200101-004","Bicycle Rails - Stainless Steel Bicycle Hoop","Infrastructure and Assets","City of Melbourne","Nicholson Street between Kay Street and Princes Street approximately 3m East of Maric Goya Natural Therapies, Ground, 239 Nicholson Street, Carlton, 3053","2.88","2021-04-30T00:00:00.000","321736.4","5815064.69","2021-08-14T02:52:13.000","
,  
(-37.79440891779446, 144.97534654578013)"
"1073816","Bicycle Rails - Galvanised Steel Bicycle Rail","Outdoor Furniture","Bicycle Rails","200101-002","Bicycle Rails - Galvanised Steel Bicycle Rail","Infrastructure and Assets","City of Melbourne","Council House 2 approximately 24m North of Shop 4, 220-224 Little Collins Street, Melbourne, 3000","1.17","2021-04-30T00:00:00.000","321042.91","5812877.44","2021-08-14T02:52:13.000","
,  
(-37.813975008349395, 144.9669344483088)"
"1073817","Bicycle Rails - Galvanised Steel Bicycle Rail","Outdoor Furniture","Bicycle Rails","200101-002","Bicycle Rails - Galvanised Steel Bicycle Rail","Infrastructure and Assets","City of Melbourne","Council House 2 approximately 24m North of Shop 4, 220-224 Little Collins Street, Melbourne, 3000","1.17","2021-04-30T00:00:00.000","321042.15","5812877.25","2021-08-14T02:52:13.000","
,  
(-37.813976570782074, 144.96692577227262)"
"1073818","Bicycle Rails - Galvanised Steel Bicycle Rail","Outdoor Furniture","Bicycle Rails","200101-002","Bicycle Rails - Galvanised Steel Bicycle Rail","Infrastructure and Assets","City of Melbourne","Council House 2 approximately 24m North of Shop 4, 220-224 Little Collins Street, Melbourne, 3000","1.17","2021-04-30T00:00:00.000","321041.4","5812876.98","2021-08-14T02:52:13.000","
,  
(-37.81397885577431, 144.9669171900075)"
"1073819","Bicycle Rails - Galvanised Steel Bicycle Rail","Outdoor Furniture","Bicycle Rails","200101-002","Bicycle Rails - Galvanised Steel Bicycle Rail","Infrastructure and Assets","City of Melbourne","Council House 2 approximately 24m North of Shop 4, 220-224 Little Collins Street, Melbourne, 3000","1.17","2021-04-30T00:00:00.000","321040.69","5812876.63","2021-08-14T02:52:13.000","
,  
(-37.81398186920742, 144.966909042135)"
"1073820","Bicycle Rails - Galvanised Steel Bicycle Rail","Outdoor Furniture","Bicycle Rails","200101-002","Bicycle Rails - Galvanised Steel Bicycle Rail","Infrastructure and Assets","City of Melbourne","Council House 2 approximately 24m North of Shop 4, 220-224 Little Collins Street, Melbourne, 3000","1.17","2021-04-30T00:00:00.000","321039.9","5812876.36","2021-08-14T02:52:13.000","
,  
(-37.81398414635661, 144.9669000057064)"
"1073821","Bicycle Rails - Galvanised Steel Bicycle Rail","Outdoor Furniture","Bicycle Rails","200101-002","Bicycle Rails - Galvanised Steel Bicycle Rail","Infrastructure and Assets","City of Melbourne","Council House 2 approximately 24m North of Shop 4, 220-224 Little Collins Street, Melbourne, 3000","1.17","2021-04-30T00:00:00.000","321039.11","5812876.07","2021-08-14T02:52:13.000","
,  
(-37.81398660365504, 144.96689096433494)"
