"date","gender","white_alone","black_or_african_american","american_indian_and_alaska","asian_alone","native_hawaiian_and_other","some_other_race_alone","two_or_more_races","hispanic_or_latino_of_any","white_alone_not_hispanic","all_veterans"
"2013-09-30T00:00:00.000","Female","1427000","414000","22000","35000","6000","34000","63000","168000","1315000","2001000"
"2014-09-30T00:00:00.000","Female","1435000","421000","23000","36000","6000","35000","65000","173000","1319000","2020000"
"2015-09-30T00:00:00.000","Female","1440000","428000","23000","36000","6000","36000","66000","178000","1321000","2035000"
"2016-09-30T00:00:00.000","Female","1447000","434000","24000","37000","6000","37000","68000","183000","1324000","2051000"
"2017-09-30T00:00:00.000","Female","1455000","440000","24000","37000","6000","38000","69000","187000","1329000","2069000"
"2018-09-30T00:00:00.000","Female","1464000","445000","25000","37000","6000","38000","71000","192000","1334000","2087000"
"2019-09-30T00:00:00.000","Female","1473000","451000","25000","38000","7000","39000","73000","197000","1339000","2106000"
"2020-09-30T00:00:00.000","Female","1483000","457000","26000","38000","7000","40000","74000","202000","1345000","2125000"
"2021-09-30T00:00:00.000","Female","1492000","462000","27000","38000","7000","41000","76000","207000","1351000","2144000"
"2022-09-30T00:00:00.000","Female","1501000","467000","28000","39000","7000","42000","78000","212000","1357000","2162000"
"2023-09-30T00:00:00.000","Female","1510000","472000","28000","39000","7000","43000","81000","217000","1363000","2181000"
"2024-09-30T00:00:00.000","Female","1519000","477000","29000","39000","7000","44000","83000","223000","1369000","2199000"
"2025-09-30T00:00:00.000","Female","1528000","482000","30000","40000","8000","45000","85000","228000","1374000","2216000"
"2026-09-30T00:00:00.000","Female","1536000","486000","31000","40000","8000","46000","87000","233000","1380000","2234000"
"2027-09-30T00:00:00.000","Female","1544000","491000","32000","40000","8000","47000","90000","238000","1385000","2251000"
"2028-09-30T00:00:00.000","Female","1552000","495000","33000","40000","8000","48000","92000","243000","1390000","2268000"
"2029-09-30T00:00:00.000","Female","1559000","499000","34000","41000","9000","49000","95000","248000","1395000","2284000"
"2030-09-30T00:00:00.000","Female","1566000","502000","34000","41000","9000","51000","97000","254000","1399000","2300000"
"2031-09-30T00:00:00.000","Female","1571000","506000","35000","41000","9000","52000","100000","259000","1403000","2314000"
"2032-09-30T00:00:00.000","Female","1576000","509000","36000","41000","9000","53000","102000","264000","1405000","2328000"
"2033-09-30T00:00:00.000","Female","1580000","512000","37000","41000","10000","55000","105000","270000","1408000","2340000"
"2034-09-30T00:00:00.000","Female","1584000","515000","38000","41000","10000","56000","108000","275000","1409000","2352000"
"2035-09-30T00:00:00.000","Female","1587000","517000","39000","42000","10000","57000","111000","280000","1410000","2362000"
"2036-09-30T00:00:00.000","Female","1589000","519000","40000","42000","10000","59000","113000","285000","1410000","2372000"
"2037-09-30T00:00:00.000","Female","1590000","521000","40000","42000","11000","60000","116000","290000","1410000","2380000"
"2038-09-30T00:00:00.000","Female","1590000","522000","41000","42000","11000","62000","119000","296000","1408000","2387000"
"2039-09-30T00:00:00.000","Female","1589000","523000","42000","42000","11000","63000","122000","301000","1406000","2392000"
"2040-09-30T00:00:00.000","Female","1588000","524000","43000","42000","11000","65000","125000","306000","1404000","2397000"
"2041-09-30T00:00:00.000","Female","1586000","525000","44000","42000","12000","66000","127000","311000","1400000","2401000"
"2042-09-30T00:00:00.000","Female","1583000","525000","45000","41000","12000","68000","130000","315000","1396000","2403000"
"2043-09-30T00:00:00.000","Female","1579000","524000","45000","41000","12000","69000","133000","320000","1392000","2404000"
"2013-09-30T00:00:00.000","Male","16978000","2273000","156000","265000","37000","244000","346000","1308000","16035000","20298000"
"2014-09-30T00:00:00.000","Male","16661000","2267000","155000","264000","37000","247000","348000","1316000","15714000","19979000"
"2015-09-30T00:00:00.000","Male","16333000","2258000","155000","263000","37000","250000","349000","1322000","15384000","19645000"
"2016-09-30T00:00:00.000","Male","16011000","2249000","154000","262000","37000","253000","350000","1329000","15058000","19317000"
"2017-09-30T00:00:00.000","Male","15696000","2241000","153000","261000","38000","257000","351000","1337000","14740000","18997000"
"2018-09-30T00:00:00.000","Male","15380000","2231000","152000","261000","38000","260000","352000","1345000","14420000","18675000"
"2019-09-30T00:00:00.000","Male","15068000","2220000","151000","260000","38000","265000","353000","1354000","14105000","18356000"
"2020-09-30T00:00:00.000","Male","14763000","2210000","150000","260000","38000","269000","354000","1364000","13795000","18045000"
"2021-09-30T00:00:00.000","Male","14456000","2199000","149000","260000","38000","274000","355000","1373000","13485000","17731000"
"2022-09-30T00:00:00.000","Male","14153000","2187000","147000","261000","38000","280000","356000","1384000","13178000","17421000"
"2023-09-30T00:00:00.000","Male","13854000","2174000","146000","261000","38000","286000","357000","1394000","12875000","17115000"
"2024-09-30T00:00:00.000","Male","13558000","2161000","144000","262000","38000","292000","358000","1406000","12576000","16812000"
"2025-09-30T00:00:00.000","Male","13268000","2147000","142000","263000","37000","298000","359000","1418000","12282000","16515000"
"2026-09-30T00:00:00.000","Male","12983000","2133000","140000","264000","37000","305000","361000","1430000","11994000","16223000"
"2027-09-30T00:00:00.000","Male","12708000","2119000","138000","265000","37000","313000","362000","1445000","11714000","15943000"
"2028-09-30T00:00:00.000","Male","12436000","2104000","136000","266000","37000","321000","364000","1460000","11438000","15666000"
"2029-09-30T00:00:00.000","Male","12169000","2089000","134000","268000","36000","329000","366000","1475000","11166000","15392000"
"2030-09-30T00:00:00.000","Male","11905000","2072000","132000","270000","36000","338000","368000","1490000","10898000","15121000"
"2031-09-30T00:00:00.000","Male","11646000","2055000","130000","272000","36000","346000","371000","1506000","10634000","14855000"
"2032-09-30T00:00:00.000","Male","11391000","2036000","127000","273000","35000","355000","373000","1523000","10374000","14592000"
"2033-09-30T00:00:00.000","Male","11139000","2017000","125000","275000","35000","365000","376000","1540000","10117000","14331000"
"2034-09-30T00:00:00.000","Male","10892000","1996000","122000","277000","35000","374000","378000","1557000","9866000","14075000"
"2035-09-30T00:00:00.000","Male","10651000","1975000","119000","280000","34000","384000","381000","1575000","9619000","13824000"
"2036-09-30T00:00:00.000","Male","10417000","1953000","117000","282000","34000","394000","384000","1593000","9379000","13580000"
"2037-09-30T00:00:00.000","Male","10187000","1930000","114000","284000","33000","404000","387000","1612000","9143000","13339000"
"2038-09-30T00:00:00.000","Male","9964000","1907000","111000","287000","33000","414000","390000","1631000","8915000","13106000"
"2039-09-30T00:00:00.000","Male","9753000","1883000","109000","289000","33000","424000","393000","1650000","8698000","12885000"
"2040-09-30T00:00:00.000","Male","9555000","1859000","106000","292000","32000","435000","397000","1671000","8493000","12676000"
"2041-09-30T00:00:00.000","Male","9370000","1836000","103000","295000","32000","446000","400000","1691000","8302000","12482000"
"2042-09-30T00:00:00.000","Male","9199000","1812000","101000","298000","31000","457000","404000","1713000","8124000","12302000"
"2043-09-30T00:00:00.000","Male","9040000","1789000","98000","301000","31000","468000","408000","1735000","7958000","12135000"
"2013-09-30T00:00:00.000","All","18405000","2687000","178000","300000","42000","277000","409000","1476000","17350000","22299000"
"2014-09-30T00:00:00.000","All","18096000","2689000","178000","300000","43000","282000","412000","1489000","17033000","21999000"
"2015-09-30T00:00:00.000","All","17774000","2686000","178000","299000","43000","285000","415000","1499000","16705000","21681000"
"2016-09-30T00:00:00.000","All","17458000","2683000","178000","299000","43000","290000","418000","1511000","16383000","21368000"
"2017-09-30T00:00:00.000","All","17151000","2680000","177000","298000","44000","294000","421000","1524000","16068000","21066000"
"2018-09-30T00:00:00.000","All","16844000","2676000","177000","298000","44000","299000","423000","1537000","15754000","20761000"
"2019-09-30T00:00:00.000","All","16541000","2672000","176000","298000","44000","304000","426000","1551000","15444000","20462000"
"2020-09-30T00:00:00.000","All","16246000","2667000","176000","298000","45000","310000","429000","1566000","15141000","20170000"
"2021-09-30T00:00:00.000","All","15948000","2661000","175000","299000","45000","315000","432000","1581000","14836000","19875000"
"2022-09-30T00:00:00.000","All","15654000","2654000","175000","299000","45000","322000","435000","1596000","14536000","19584000"
"2023-09-30T00:00:00.000","All","15364000","2647000","174000","300000","45000","328000","438000","1612000","14239000","19296000"
"2024-09-30T00:00:00.000","All","15077000","2638000","173000","301000","45000","336000","441000","1628000","13945000","19011000"
"2025-09-30T00:00:00.000","All","14795000","2629000","172000","302000","45000","343000","444000","1645000","13657000","18731000"
