"date","gender","age_group","veterans"
"2022-09-30T00:00:00.000","Female","45-49","188952"
"2022-09-30T00:00:00.000","Female","50-54","210402"
"2022-09-30T00:00:00.000","Female","55-59","218353"
"2022-09-30T00:00:00.000","Female","60-64","234201"
"2022-09-30T00:00:00.000","Female","65-69","181935"
"2022-09-30T00:00:00.000","Female","70-74","107622"
"2022-09-30T00:00:00.000","Female","75-79","64727"
"2022-09-30T00:00:00.000","Female","80-84","38285"
"2022-09-30T00:00:00.000","Female","85+","45277"
"2023-09-30T00:00:00.000","Male","< 20","7193"
"2023-09-30T00:00:00.000","Male","20-24","199782"
"2023-09-30T00:00:00.000","Male","25-29","511805"
"2023-09-30T00:00:00.000","Male","30-34","714255"
"2023-09-30T00:00:00.000","Male","35-39","837043"
"2023-09-30T00:00:00.000","Male","40-44","930316"
"2023-09-30T00:00:00.000","Male","45-49","891728"
"2023-09-30T00:00:00.000","Male","50-54","1180371"
"2023-09-30T00:00:00.000","Male","55-59","1404850"
"2023-09-30T00:00:00.000","Male","60-64","1567148"
"2023-09-30T00:00:00.000","Male","65-69","1526875"
"2023-09-30T00:00:00.000","Male","70-74","1657096"
"2023-09-30T00:00:00.000","Male","75-79","2254035"
"2023-09-30T00:00:00.000","Male","80-84","1221839"
"2023-09-30T00:00:00.000","Male","85+","1279016"
"2023-09-30T00:00:00.000","Female","< 20","2726"
"2023-09-30T00:00:00.000","Female","20-24","51285"
"2023-09-30T00:00:00.000","Female","25-29","122359"
"2023-09-30T00:00:00.000","Female","30-34","166400"
"2023-09-30T00:00:00.000","Female","35-39","191601"
"2023-09-30T00:00:00.000","Female","40-44","220235"
"2023-09-30T00:00:00.000","Female","45-49","193426"
"2023-09-30T00:00:00.000","Female","50-54","204445"
"2023-09-30T00:00:00.000","Female","55-59","212582"
"2023-09-30T00:00:00.000","Female","60-64","237639"
"2023-09-30T00:00:00.000","Female","65-69","191472"
"2023-09-30T00:00:00.000","Female","70-74","114950"
"2023-09-30T00:00:00.000","Female","75-79","73221"
"2023-09-30T00:00:00.000","Female","80-84","39770"
"2023-09-30T00:00:00.000","Female","85+","44582"
"2024-09-30T00:00:00.000","Male","< 20","7132"
"2024-09-30T00:00:00.000","Male","20-24","200232"
"2024-09-30T00:00:00.000","Male","25-29","502158"
"2024-09-30T00:00:00.000","Male","30-34","690257"
"2024-09-30T00:00:00.000","Male","35-39","830882"
"2024-09-30T00:00:00.000","Male","40-44","935193"
"2024-09-30T00:00:00.000","Male","45-49","887107"
"2024-09-30T00:00:00.000","Male","50-54","1100993"
"2024-09-30T00:00:00.000","Male","55-59","1357861"
"2024-09-30T00:00:00.000","Male","60-64","1539657"
"2024-09-30T00:00:00.000","Male","65-69","1515046"
"2024-09-30T00:00:00.000","Male","70-74","1493350"
"2024-09-30T00:00:00.000","Male","75-79","2243395"
"2024-09-30T00:00:00.000","Male","80-84","1279775"
"2024-09-30T00:00:00.000","Male","85+","1251436"
"2024-09-30T00:00:00.000","Female","< 20","2697"
"2024-09-30T00:00:00.000","Female","20-24","50322"
"2024-09-30T00:00:00.000","Female","25-29","121381"
"2024-09-30T00:00:00.000","Female","30-34","160995"
"2024-09-30T00:00:00.000","Female","35-39","190555"
"2024-09-30T00:00:00.000","Female","40-44","219656"
"2024-09-30T00:00:00.000","Female","45-49","199089"
"2024-09-30T00:00:00.000","Female","50-54","198581"
"2024-09-30T00:00:00.000","Female","55-59","210644"
"2024-09-30T00:00:00.000","Female","60-64","235691"
"2024-09-30T00:00:00.000","Female","65-69","199846"
"2024-09-30T00:00:00.000","Female","70-74","127884"
"2024-09-30T00:00:00.000","Female","75-79","80332"
"2024-09-30T00:00:00.000","Female","80-84","40638"
"2024-09-30T00:00:00.000","Female","85+","44171"
"2025-09-30T00:00:00.000","Male","< 20","7056"
"2025-09-30T00:00:00.000","Male","20-24","201675"
"2025-09-30T00:00:00.000","Male","25-29","493887"
"2025-09-30T00:00:00.000","Male","30-34","668818"
"2025-09-30T00:00:00.000","Male","35-39","821029"
"2025-09-30T00:00:00.000","Male","40-44","930023"
"2025-09-30T00:00:00.000","Male","45-49","901091"
"2025-09-30T00:00:00.000","Male","50-54","1011526"
"2025-09-30T00:00:00.000","Male","55-59","1327522"
"2025-09-30T00:00:00.000","Male","60-64","1493400"
"2025-09-30T00:00:00.000","Male","65-69","1497931"
"2025-09-30T00:00:00.000","Male","70-74","1413172"
"2025-09-30T00:00:00.000","Male","75-79","2124182"
"2025-09-30T00:00:00.000","Male","80-84","1375315"
"2025-09-30T00:00:00.000","Male","85+","1225831"
"2025-09-30T00:00:00.000","Female","< 20","2666"
"2025-09-30T00:00:00.000","Female","20-24","49875"
"2025-09-30T00:00:00.000","Female","25-29","120293"
"2025-09-30T00:00:00.000","Female","30-34","156068"
"2025-09-30T00:00:00.000","Female","35-39","189309"
"2025-09-30T00:00:00.000","Female","40-44","216263"
"2025-09-30T00:00:00.000","Female","45-49","206932"
"2025-09-30T00:00:00.000","Female","50-54","190222"
"2025-09-30T00:00:00.000","Female","55-59","213130"
"2025-09-30T00:00:00.000","Female","60-64","228684"
"2025-09-30T00:00:00.000","Female","65-69","207772"
"2025-09-30T00:00:00.000","Female","70-74","143503"
"2025-09-30T00:00:00.000","Female","75-79","86374"
"2025-09-30T00:00:00.000","Female","80-84","41378"
"2025-09-30T00:00:00.000","Female","85+","44836"
"2026-09-30T00:00:00.000","Male","< 20","7047"
"2026-09-30T00:00:00.000","Male","20-24","203383"
"2026-09-30T00:00:00.000","Male","25-29","485347"
"2026-09-30T00:00:00.000","Male","30-34","655232"
"2026-09-30T00:00:00.000","Male","35-39","805454"
"2026-09-30T00:00:00.000","Male","40-44","915855"
"2026-09-30T00:00:00.000","Male","45-49","923116"
"2026-09-30T00:00:00.000","Male","50-54","946069"
"2026-09-30T00:00:00.000","Male","55-59","1281972"
"2026-09-30T00:00:00.000","Male","60-64","1435353"
"2026-09-30T00:00:00.000","Male","65-69","1478255"
"2026-09-30T00:00:00.000","Male","70-74","1393772"
"2026-09-30T00:00:00.000","Male","75-79","1858305"
"2026-09-30T00:00:00.000","Male","80-84","1542794"
"2026-09-30T00:00:00.000","Male","85+","1224349"
"2026-09-30T00:00:00.000","Female","< 20","2659"
"2026-09-30T00:00:00.000","Female","20-24","50174"
"2026-09-30T00:00:00.000","Female","25-29","117831"
"2026-09-30T00:00:00.000","Female","30-34","153174"
"2026-09-30T00:00:00.000","Female","35-39","187137"
"2026-09-30T00:00:00.000","Female","40-44","210608"
"2026-09-30T00:00:00.000","Female","45-49","214472"
"2026-09-30T00:00:00.000","Female","50-54","187612"
"2026-09-30T00:00:00.000","Female","55-59","211647"
"2026-09-30T00:00:00.000","Female","60-64","219531"
"2026-09-30T00:00:00.000","Female","65-69","216283"
"2026-09-30T00:00:00.000","Female","70-74","157097"
"2026-09-30T00:00:00.000","Female","75-79","90712"
"2026-09-30T00:00:00.000","Female","80-84","46692"
"2026-09-30T00:00:00.000","Female","85+","45313"
"2027-09-30T00:00:00.000","Male","< 20","7014"
"2027-09-30T00:00:00.000","Male","20-24","203667"
"2027-09-30T00:00:00.000","Male","25-29","480379"
"2027-09-30T00:00:00.000","Male","30-34","644541"
"2027-09-30T00:00:00.000","Male","35-39","783739"
"2027-09-30T00:00:00.000","Male","40-44","897946"
"2027-09-30T00:00:00.000","Male","45-49","946792"
"2027-09-30T00:00:00.000","Male","50-54","910753"
"2027-09-30T00:00:00.000","Male","55-59","1217552"
"2027-09-30T00:00:00.000","Male","60-64","1377536"
"2027-09-30T00:00:00.000","Male","65-69","1456812"
"2027-09-30T00:00:00.000","Male","70-74","1365818"
"2027-09-30T00:00:00.000","Male","75-79","1612627"
"2027-09-30T00:00:00.000","Male","80-84","1674026"
"2027-09-30T00:00:00.000","Male","85+","1248053"
"2027-09-30T00:00:00.000","Female","< 20","2646"
"2027-09-30T00:00:00.000","Female","20-24","50309"
"2027-09-30T00:00:00.000","Female","25-29","115257"
"2027-09-30T00:00:00.000","Female","30-34","152227"
"2027-09-30T00:00:00.000","Female","35-39","182522"
"2027-09-30T00:00:00.000","Female","40-44","204446"
"2027-09-30T00:00:00.000","Female","45-49","221518"
"2027-09-30T00:00:00.000","Female","50-54","189940"
"2027-09-30T00:00:00.000","Female","55-59","207347"
"2027-09-30T00:00:00.000","Female","60-64","211207"
"2027-09-30T00:00:00.000","Female","65-69","222581"
"2027-09-30T00:00:00.000","Female","70-74","168692"
"2027-09-30T00:00:00.000","Female","75-79","95618"
"2027-09-30T00:00:00.000","Female","80-84","53081"
"2027-09-30T00:00:00.000","Female","85+","46424"
"2028-09-30T00:00:00.000","Male","< 20","7003"
"2028-09-30T00:00:00.000","Male","20-24","202074"
"2028-09-30T00:00:00.000","Male","25-29","480586"
"2028-09-30T00:00:00.000","Male","30-34","631084"
"2028-09-30T00:00:00.000","Male","35-39","758817"
"2028-09-30T00:00:00.000","Male","40-44","887487"
"2028-09-30T00:00:00.000","Male","45-49","963830"
"2028-09-30T00:00:00.000","Male","50-54","891993"
"2028-09-30T00:00:00.000","Male","55-59","1142551"
"2028-09-30T00:00:00.000","Male","60-64","1324430"
"2028-09-30T00:00:00.000","Male","65-69","1440042"
"2028-09-30T00:00:00.000","Male","70-74","1363983"
"2028-09-30T00:00:00.000","Male","75-79","1401878"
"2028-09-30T00:00:00.000","Male","80-84","1737636"
"2028-09-30T00:00:00.000","Male","85+","1271719"
"2028-09-30T00:00:00.000","Female","< 20","2642"
"2028-09-30T00:00:00.000","Female","20-24","49858"
"2028-09-30T00:00:00.000","Female","25-29","113939"
"2028-09-30T00:00:00.000","Female","30-34","150357"
"2028-09-30T00:00:00.000","Female","35-39","177560"
"2028-09-30T00:00:00.000","Female","40-44","200805"
"2028-09-30T00:00:00.000","Female","45-49","225378"
"2028-09-30T00:00:00.000","Female","50-54","194374"
"2028-09-30T00:00:00.000","Female","55-59","201499"
"2028-09-30T00:00:00.000","Female","60-64","205745"
"2028-09-30T00:00:00.000","Female","65-69","225910"
"2028-09-30T00:00:00.000","Female","70-74","177620"
"2028-09-30T00:00:00.000","Female","75-79","102393"
"2028-09-30T00:00:00.000","Female","80-84","60215"
"2028-09-30T00:00:00.000","Female","85+","47590"
"2029-09-30T00:00:00.000","Male","< 20","6995"
"2029-09-30T00:00:00.000","Male","20-24","201505"
"2029-09-30T00:00:00.000","Male","25-29","481645"
"2029-09-30T00:00:00.000","Male","30-34","617727"
"2029-09-30T00:00:00.000","Male","35-39","732060"
"2029-09-30T00:00:00.000","Male","40-44","879680"
"2029-09-30T00:00:00.000","Male","45-49","968564"
"2029-09-30T00:00:00.000","Male","50-54","887926"
"2029-09-30T00:00:00.000","Male","55-59","1066352"
"2029-09-30T00:00:00.000","Male","60-64","1281123"
"2029-09-30T00:00:00.000","Male","65-69","1415598"
"2029-09-30T00:00:00.000","Male","70-74","1354514"
"2029-09-30T00:00:00.000","Male","75-79","1267142"
"2029-09-30T00:00:00.000","Male","80-84","1725539"
"2029-09-30T00:00:00.000","Male","85+","1304315"
"2029-09-30T00:00:00.000","Female","< 20","2639"
"2029-09-30T00:00:00.000","Female","20-24","49675"
"2029-09-30T00:00:00.000","Female","25-29","113028"
"2029-09-30T00:00:00.000","Female","30-34","148551"
"2029-09-30T00:00:00.000","Female","35-39","171523"
"2029-09-30T00:00:00.000","Female","40-44","199428"
"2029-09-30T00:00:00.000","Female","45-49","224780"
"2029-09-30T00:00:00.000","Female","50-54","200017"
"2029-09-30T00:00:00.000","Female","55-59","195762"
"2029-09-30T00:00:00.000","Female","60-64","203978"
"2029-09-30T00:00:00.000","Female","65-69","224112"
"2029-09-30T00:00:00.000","Female","70-74","185502"
"2029-09-30T00:00:00.000","Female","75-79","114088"
"2029-09-30T00:00:00.000","Female","80-84","65972"
"2029-09-30T00:00:00.000","Female","85+","48240"
"2030-09-30T00:00:00.000","Male","< 20","6998"
"2030-09-30T00:00:00.000","Male","20-24","200786"
"2030-09-30T00:00:00.000","Male","25-29","482520"
"2030-09-30T00:00:00.000","Male","30-34","606655"
"2030-09-30T00:00:00.000","Male","35-39","708286"
"2030-09-30T00:00:00.000","Male","40-44","869249"
"2030-09-30T00:00:00.000","Male","45-49","964640"
"2030-09-30T00:00:00.000","Male","50-54","902179"
"2030-09-30T00:00:00.000","Male","55-59","980622"
"2030-09-30T00:00:00.000","Male","60-64","1253511"
"2030-09-30T00:00:00.000","Male","65-69","1373849"
"2030-09-30T00:00:00.000","Male","70-74","1340503"
"2030-09-30T00:00:00.000","Male","75-79","1202433"
"2030-09-30T00:00:00.000","Male","80-84","1629364"
"2030-09-30T00:00:00.000","Male","85+","1361995"
"2030-09-30T00:00:00.000","Female","< 20","2641"
"2030-09-30T00:00:00.000","Female","20-24","49489"
"2030-09-30T00:00:00.000","Female","25-29","112440"
"2030-09-30T00:00:00.000","Female","30-34","146807"
"2030-09-30T00:00:00.000","Female","35-39","166065"
"2030-09-30T00:00:00.000","Female","40-44","198042"
"2030-09-30T00:00:00.000","Female","45-49","221578"
"2030-09-30T00:00:00.000","Female","50-54","207843"
"2030-09-30T00:00:00.000","Female","55-59","187615"
"2030-09-30T00:00:00.000","Female","60-64","206496"
"2030-09-30T00:00:00.000","Female","65-69","217513"
"2030-09-30T00:00:00.000","Female","70-74","193006"
"2030-09-30T00:00:00.000","Female","75-79","128113"
"2030-09-30T00:00:00.000","Female","80-84","70789"
"2030-09-30T00:00:00.000","Female","85+","49474"
"2031-09-30T00:00:00.000","Male","< 20","6998"
"2031-09-30T00:00:00.000","Male","20-24","199947"
"2031-09-30T00:00:00.000","Male","25-29","484930"
"2031-09-30T00:00:00.000","Male","30-34","596725"
"2031-09-30T00:00:00.000","Male","35-39","693257"
"2031-09-30T00:00:00.000","Male","40-44","852795"
"2031-09-30T00:00:00.000","Male","45-49","951186"
"2031-09-30T00:00:00.000","Male","50-54","924246"
"2031-09-30T00:00:00.000","Male","55-59","918029"
"2031-09-30T00:00:00.000","Male","60-64","1211169"
"2031-09-30T00:00:00.000","Male","65-69","1321354"
"2031-09-30T00:00:00.000","Male","70-74","1324343"
"2031-09-30T00:00:00.000","Male","75-79","1188220"
"2031-09-30T00:00:00.000","Male","80-84","1425828"
"2031-09-30T00:00:00.000","Male","85+","1484310"
"2031-09-30T00:00:00.000","Female","< 20","2640"
"2031-09-30T00:00:00.000","Female","20-24","49299"
"2031-09-30T00:00:00.000","Female","25-29","112894"
"2031-09-30T00:00:00.000","Female","30-34","144019"
"2031-09-30T00:00:00.000","Female","35-39","162848"
"2031-09-30T00:00:00.000","Female","40-44","195665"
"2031-09-30T00:00:00.000","Female","45-49","216042"
"2031-09-30T00:00:00.000","Female","50-54","215372"
"2031-09-30T00:00:00.000","Female","55-59","185104"
"2031-09-30T00:00:00.000","Female","60-64","205125"
"2031-09-30T00:00:00.000","Female","65-69","208911"
"2031-09-30T00:00:00.000","Female","70-74","201057"
"2031-09-30T00:00:00.000","Female","75-79","140317"
"2031-09-30T00:00:00.000","Female","80-84","74464"
"2031-09-30T00:00:00.000","Female","85+","53932"
"2032-09-30T00:00:00.000","Male","< 20","6994"
"2032-09-30T00:00:00.000","Male","20-24","199330"
"2032-09-30T00:00:00.000","Male","25-29","484862"
"2032-09-30T00:00:00.000","Male","30-34","591229"
"2032-09-30T00:00:00.000","Male","35-39","681742"
"2032-09-30T00:00:00.000","Male","40-44","831028"
"2032-09-30T00:00:00.000","Male","45-49","934192"
"2032-09-30T00:00:00.000","Male","50-54","947972"
"2032-09-30T00:00:00.000","Male","55-59","884456"
"2032-09-30T00:00:00.000","Male","60-64","1150748"
"2032-09-30T00:00:00.000","Male","65-69","1269068"
"2032-09-30T00:00:00.000","Male","70-74","1306510"
"2032-09-30T00:00:00.000","Male","75-79","1166985"
"2032-09-30T00:00:00.000","Male","80-84","1241923"
"2032-09-30T00:00:00.000","Male","85+","1593805"
"2032-09-30T00:00:00.000","Female","< 20","2639"
"2032-09-30T00:00:00.000","Female","20-24","49161"
"2032-09-30T00:00:00.000","Female","25-29","112946"
"2032-09-30T00:00:00.000","Female","30-34","141339"
"2032-09-30T00:00:00.000","Female","35-39","161699"
"2032-09-30T00:00:00.000","Female","40-44","190978"
"2032-09-30T00:00:00.000","Female","45-49","210025"
"2032-09-30T00:00:00.000","Female","50-54","222418"
"2032-09-30T00:00:00.000","Female","55-59","187433"
"2032-09-30T00:00:00.000","Female","60-64","200995"
"2032-09-30T00:00:00.000","Female","65-69","201101"
"2032-09-30T00:00:00.000","Female","70-74","207013"
"2032-09-30T00:00:00.000","Female","75-79","150715"
"2032-09-30T00:00:00.000","Female","80-84","78740"
"2032-09-30T00:00:00.000","Female","85+","59531"
"2033-09-30T00:00:00.000","Male","< 20","7000"
"2033-09-30T00:00:00.000","Male","20-24","199174"
"2033-09-30T00:00:00.000","Male","25-29","482375"
"2033-09-30T00:00:00.000","Male","30-34","591454"
"2033-09-30T00:00:00.000","Male","35-39","667950"
"2033-09-30T00:00:00.000","Male","40-44","807073"
"2033-09-30T00:00:00.000","Male","45-49","924727"
"2033-09-30T00:00:00.000","Male","50-54","965146"
"2033-09-30T00:00:00.000","Male","55-59","866788"
"2033-09-30T00:00:00.000","Male","60-64","1080352"
"2033-09-30T00:00:00.000","Male","65-69","1221180"
"2033-09-30T00:00:00.000","Male","70-74","1292646"
"2033-09-30T00:00:00.000","Male","75-79","1166563"
"2033-09-30T00:00:00.000","Male","80-84","1083770"
"2033-09-30T00:00:00.000","Male","85+","1650704"
"2033-09-30T00:00:00.000","Female","< 20","2641"
"2033-09-30T00:00:00.000","Female","20-24","49125"
"2033-09-30T00:00:00.000","Female","25-29","112303"
"2033-09-30T00:00:00.000","Female","30-34","140023"
"2033-09-30T00:00:00.000","Female","35-39","159735"
"2033-09-30T00:00:00.000","Female","40-44","186114"
"2033-09-30T00:00:00.000","Female","45-49","206536"
"2033-09-30T00:00:00.000","Female","50-54","226314"
"2033-09-30T00:00:00.000","Female","55-59","191822"
"2033-09-30T00:00:00.000","Female","60-64","195373"
"2033-09-30T00:00:00.000","Female","65-69","196018"
"2033-09-30T00:00:00.000","Female","70-74","210165"
"2033-09-30T00:00:00.000","Female","75-79","158742"
"2033-09-30T00:00:00.000","Female","80-84","84651"
"2033-09-30T00:00:00.000","Female","85+","65567"
"2034-09-30T00:00:00.000","Male","< 20","7014"
"2034-09-30T00:00:00.000","Male","20-24","199265"
"2034-09-30T00:00:00.000","Male","25-29","480831"
"2034-09-30T00:00:00.000","Male","30-34","592284"
"2034-09-30T00:00:00.000","Male","35-39","653948"
"2034-09-30T00:00:00.000","Male","40-44","781425"
"2034-09-30T00:00:00.000","Male","45-49","917488"
"2034-09-30T00:00:00.000","Male","50-54","970409"
"2034-09-30T00:00:00.000","Male","55-59","863430"
"2034-09-30T00:00:00.000","Male","60-64","1008929"
"2034-09-30T00:00:00.000","Male","65-69","1182340"
"2034-09-30T00:00:00.000","Male","70-74","1271746"
"2034-09-30T00:00:00.000","Male","75-79","1159655"
"2034-09-30T00:00:00.000","Male","80-84","984252"
"2034-09-30T00:00:00.000","Male","85+","1657283"
"2034-09-30T00:00:00.000","Female","< 20","2646"
"2034-09-30T00:00:00.000","Female","20-24","49144"
"2034-09-30T00:00:00.000","Female","25-29","111919"
"2034-09-30T00:00:00.000","Female","30-34","139054"
"2034-09-30T00:00:00.000","Female","35-39","157772"
"2034-09-30T00:00:00.000","Female","40-44","180239"
"2034-09-30T00:00:00.000","Female","45-49","205234"
"2034-09-30T00:00:00.000","Female","50-54","225820"
"2034-09-30T00:00:00.000","Female","55-59","197421"
"2034-09-30T00:00:00.000","Female","60-64","189878"
"2034-09-30T00:00:00.000","Female","65-69","194460"
"2034-09-30T00:00:00.000","Female","70-74","208548"
"2034-09-30T00:00:00.000","Female","75-79","165922"
"2034-09-30T00:00:00.000","Female","80-84","94551"
"2034-09-30T00:00:00.000","Female","85+","69977"
"2035-09-30T00:00:00.000","Male","< 20","7010"
"2035-09-30T00:00:00.000","Male","20-24","199448"
"2035-09-30T00:00:00.000","Male","25-29","479604"
"2035-09-30T00:00:00.000","Male","30-34","593197"
"2035-09-30T00:00:00.000","Male","35-39","642680"
"2035-09-30T00:00:00.000","Male","40-44","758722"
"2035-09-30T00:00:00.000","Male","45-49","907234"
"2035-09-30T00:00:00.000","Male","50-54","966978"
"2035-09-30T00:00:00.000","Male","55-59","877521"
"2035-09-30T00:00:00.000","Male","60-64","928600"
"2035-09-30T00:00:00.000","Male","65-69","1157835"
"2035-09-30T00:00:00.000","Male","70-74","1235212"
"2035-09-30T00:00:00.000","Male","75-79","1149197"
"2035-09-30T00:00:00.000","Male","80-84","938071"
"2035-09-30T00:00:00.000","Male","85+","1620895"
"2035-09-30T00:00:00.000","Female","< 20","2645"
"2035-09-30T00:00:00.000","Female","20-24","49185"
"2035-09-30T00:00:00.000","Female","25-29","111632"
"2035-09-30T00:00:00.000","Female","30-34","138479"
"2035-09-30T00:00:00.000","Female","35-39","155961"
"2035-09-30T00:00:00.000","Female","40-44","174962"
"2035-09-30T00:00:00.000","Female","45-49","203860"
"2035-09-30T00:00:00.000","Female","50-54","222721"
"2035-09-30T00:00:00.000","Female","55-59","205127"
"2035-09-30T00:00:00.000","Female","60-64","182070"
"2035-09-30T00:00:00.000","Female","65-69","196966"
"2035-09-30T00:00:00.000","Female","70-74","202477"
"2035-09-30T00:00:00.000","Female","75-79","172832"
"2035-09-30T00:00:00.000","Female","80-84","106289"
"2035-09-30T00:00:00.000","Female","85+","73984"
"2036-09-30T00:00:00.000","Male","< 20","7015"
"2036-09-30T00:00:00.000","Male","20-24","199795"
"2036-09-30T00:00:00.000","Male","25-29","478571"
"2036-09-30T00:00:00.000","Male","30-34","595610"
"2036-09-30T00:00:00.000","Male","35-39","633011"
"2036-09-30T00:00:00.000","Male","40-44","745155"
"2036-09-30T00:00:00.000","Male","45-49","891134"
"2036-09-30T00:00:00.000","Male","50-54","954173"
"2036-09-30T00:00:00.000","Male","55-59","899213"
"2036-09-30T00:00:00.000","Male","60-64","870027"
"2036-09-30T00:00:00.000","Male","65-69","1119409"
"2036-09-30T00:00:00.000","Male","70-74","1189045"
"2036-09-30T00:00:00.000","Male","75-79","1137181"
"2036-09-30T00:00:00.000","Male","80-84","929746"
"2036-09-30T00:00:00.000","Male","85+","1554939"
"2036-09-30T00:00:00.000","Female","< 20","2646"
"2036-09-30T00:00:00.000","Female","20-24","49260"
"2036-09-30T00:00:00.000","Female","25-29","111410"
"2036-09-30T00:00:00.000","Female","30-34","138941"
"2036-09-30T00:00:00.000","Female","35-39","153211"
"2036-09-30T00:00:00.000","Female","40-44","171986"
"2036-09-30T00:00:00.000","Female","45-49","201516"
"2036-09-30T00:00:00.000","Female","50-54","217314"
"2036-09-30T00:00:00.000","Female","55-59","212562"
"2036-09-30T00:00:00.000","Female","60-64","179703"
"2036-09-30T00:00:00.000","Female","65-69","195724"
"2036-09-30T00:00:00.000","Female","70-74","194590"
"2036-09-30T00:00:00.000","Female","75-79","180234"
"2036-09-30T00:00:00.000","Female","80-84","116489"
"2036-09-30T00:00:00.000","Female","85+","79478"
"2037-09-30T00:00:00.000","Male","< 20","7030"
"2037-09-30T00:00:00.000","Male","20-24","200364"
"2037-09-30T00:00:00.000","Male","25-29","478129"
"2037-09-30T00:00:00.000","Male","30-34","595489"
