"date","state","gender","period_of_service","veterans"
"2020-09-30T00:00:00.000","Alaska","Female","(d) World War II (i+j+k)","82"
"2020-09-30T00:00:00.000","Alaska","Female","(e) Korean Conflict (j+k+m+n)","98"
"2020-09-30T00:00:00.000","Alaska","Female","(f) Vietnam Era (k+n+p+q+r+s)","1613"
"2020-09-30T00:00:00.000","Alaska","Female","(g) Gulf War Era (q+r+s+u+v+w)","7784"
"2020-09-30T00:00:00.000","Alaska","Female","(h) Pre-WWII","0"
"2020-09-30T00:00:00.000","Alaska","Female","(i) WWII only","82"
"2020-09-30T00:00:00.000","Alaska","Female","(j) WWII & KC","0"
"2020-09-30T00:00:00.000","Alaska","Female","(k) WWII, KC, VNE","0"
"2020-09-30T00:00:00.000","Alaska","Female","(l) Between WWII & KC","2"
"2020-09-30T00:00:00.000","Alaska","Female","(m) KC only","91"
"2020-09-30T00:00:00.000","Alaska","Female","(n) KC & VNE","7"
"2020-09-30T00:00:00.000","Alaska","Female","(o) Between KC & VNE","88"
"2020-09-30T00:00:00.000","Alaska","Female","(p) VNE only","952"
"2020-09-30T00:00:00.000","Alaska","Female","(q) VNE & GW Era - Pre 9/11","26"
"2020-09-30T00:00:00.000","Alaska","Female","(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11","155"
"2020-09-30T00:00:00.000","Alaska","Female","(s) VNE & GW Era - Post 9/11","473"
"2020-09-30T00:00:00.000","Alaska","Female","(t) Between VNE & GW Era","915"
"2020-09-30T00:00:00.000","Alaska","Female","(u) GW Era - Pre 9/11 only","2574"
"2020-09-30T00:00:00.000","Alaska","Female","(v) GW Era - Pre 9/11 & GW Era - Post 9/11","1823"
"2020-09-30T00:00:00.000","Alaska","Female","(w) GW Era - Post 9/11 only","2733"
"2020-09-30T00:00:00.000","Alaska","Female","(x) Post GW Era","0"
"2020-09-30T00:00:00.000","Arizona","Male","(a) All Veterans (b+c)","456828"
"2020-09-30T00:00:00.000","Arizona","Male","(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w)","356014"
"2020-09-30T00:00:00.000","Arizona","Male","(c) Peacetime Veterans (h+l+o+t+x)","100814"
"2020-09-30T00:00:00.000","Arizona","Male","(d) World War II (i+j+k)","7477"
"2020-09-30T00:00:00.000","Arizona","Male","(e) Korean Conflict (j+k+m+n)","36548"
"2020-09-30T00:00:00.000","Arizona","Male","(f) Vietnam Era (k+n+p+q+r+s)","169192"
"2020-09-30T00:00:00.000","Arizona","Male","(g) Gulf War Era (q+r+s+u+v+w)","158341"
"2020-09-30T00:00:00.000","Arizona","Male","(h) Pre-WWII","0"
"2020-09-30T00:00:00.000","Arizona","Male","(i) WWII only","6860"
"2020-09-30T00:00:00.000","Arizona","Male","(j) WWII & KC","404"
"2020-09-30T00:00:00.000","Arizona","Male","(k) WWII, KC, VNE","213"
"2020-09-30T00:00:00.000","Arizona","Male","(l) Between WWII & KC","1461"
"2020-09-30T00:00:00.000","Arizona","Male","(m) KC only","31513"
"2020-09-30T00:00:00.000","Arizona","Male","(n) KC & VNE","4418"
"2020-09-30T00:00:00.000","Arizona","Male","(o) Between KC & VNE","41937"
"2020-09-30T00:00:00.000","Arizona","Male","(p) VNE only","154265"
"2020-09-30T00:00:00.000","Arizona","Male","(q) VNE & GW Era - Pre 9/11","6989"
"2020-09-30T00:00:00.000","Arizona","Male","(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11","1988"
"2020-09-30T00:00:00.000","Arizona","Male","(s) VNE & GW Era - Post 9/11","1319"
"2020-09-30T00:00:00.000","Arizona","Male","(t) Between VNE & GW Era","57416"
"2020-09-30T00:00:00.000","Arizona","Male","(u) GW Era - Pre 9/11 only","50183"
"2020-09-30T00:00:00.000","Arizona","Male","(v) GW Era - Pre 9/11 & GW Era - Post 9/11","36867"
"2020-09-30T00:00:00.000","Arizona","Male","(w) GW Era - Post 9/11 only","60995"
"2020-09-30T00:00:00.000","Arizona","Male","(x) Post GW Era","0"
"2020-09-30T00:00:00.000","Arizona","Female","(a) All Veterans (b+c)","51329"
"2020-09-30T00:00:00.000","Arizona","Female","(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w)","40910"
"2020-09-30T00:00:00.000","Arizona","Female","(c) Peacetime Veterans (h+l+o+t+x)","10419"
"2020-09-30T00:00:00.000","Arizona","Female","(d) World War II (i+j+k)","252"
"2020-09-30T00:00:00.000","Arizona","Female","(e) Korean Conflict (j+k+m+n)","1098"
"2020-09-30T00:00:00.000","Arizona","Female","(f) Vietnam Era (k+n+p+q+r+s)","9760"
"2020-09-30T00:00:00.000","Arizona","Female","(g) Gulf War Era (q+r+s+u+v+w)","31349"
"2020-09-30T00:00:00.000","Arizona","Female","(h) Pre-WWII","0"
"2020-09-30T00:00:00.000","Arizona","Female","(i) WWII only","249"
"2020-09-30T00:00:00.000","Arizona","Female","(j) WWII & KC","2"
"2020-09-30T00:00:00.000","Arizona","Female","(k) WWII, KC, VNE","1"
"2020-09-30T00:00:00.000","Arizona","Female","(l) Between WWII & KC","107"
"2020-09-30T00:00:00.000","Arizona","Female","(m) KC only","1034"
"2020-09-30T00:00:00.000","Arizona","Female","(n) KC & VNE","61"
"2020-09-30T00:00:00.000","Arizona","Female","(o) Between KC & VNE","915"
"2020-09-30T00:00:00.000","Arizona","Female","(p) VNE only","8214"
"2020-09-30T00:00:00.000","Arizona","Female","(q) VNE & GW Era - Pre 9/11","940"
"2020-09-30T00:00:00.000","Arizona","Female","(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11","513"
"2020-09-30T00:00:00.000","Arizona","Female","(s) VNE & GW Era - Post 9/11","32"
"2020-09-30T00:00:00.000","Arizona","Female","(t) Between VNE & GW Era","9397"
"2020-09-30T00:00:00.000","Arizona","Female","(u) GW Era - Pre 9/11 only","11744"
"2020-09-30T00:00:00.000","Arizona","Female","(v) GW Era - Pre 9/11 & GW Era - Post 9/11","5544"
"2020-09-30T00:00:00.000","Arizona","Female","(w) GW Era - Post 9/11 only","12576"
"2020-09-30T00:00:00.000","Arizona","Female","(x) Post GW Era","0"
"2020-09-30T00:00:00.000","Arkansas","Male","(a) All Veterans (b+c)","191084"
"2020-09-30T00:00:00.000","Arkansas","Male","(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w)","152443"
"2020-09-30T00:00:00.000","Arkansas","Male","(c) Peacetime Veterans (h+l+o+t+x)","38641"
"2020-09-30T00:00:00.000","Arkansas","Male","(d) World War II (i+j+k)","2198"
"2020-09-30T00:00:00.000","Arkansas","Male","(e) Korean Conflict (j+k+m+n)","12891"
"2020-09-30T00:00:00.000","Arkansas","Male","(f) Vietnam Era (k+n+p+q+r+s)","71234"
"2020-09-30T00:00:00.000","Arkansas","Male","(g) Gulf War Era (q+r+s+u+v+w)","72031"
"2020-09-30T00:00:00.000","Arkansas","Male","(h) Pre-WWII","124"
"2020-09-30T00:00:00.000","Arkansas","Male","(i) WWII only","2097"
"2020-09-30T00:00:00.000","Arkansas","Male","(j) WWII & KC","82"
"2020-09-30T00:00:00.000","Arkansas","Male","(k) WWII, KC, VNE","18"
"2020-09-30T00:00:00.000","Arkansas","Male","(l) Between WWII & KC","334"
"2020-09-30T00:00:00.000","Arkansas","Male","(m) KC only","11026"
"2020-09-30T00:00:00.000","Arkansas","Male","(n) KC & VNE","1765"
"2020-09-30T00:00:00.000","Arkansas","Male","(o) Between KC & VNE","14164"
"2020-09-30T00:00:00.000","Arkansas","Male","(p) VNE only","65423"
"2020-09-30T00:00:00.000","Arkansas","Male","(q) VNE & GW Era - Pre 9/11","2773"
"2020-09-30T00:00:00.000","Arkansas","Male","(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11","239"
"2020-09-30T00:00:00.000","Arkansas","Male","(s) VNE & GW Era - Post 9/11","1016"
"2020-09-30T00:00:00.000","Arkansas","Male","(t) Between VNE & GW Era","24018"
"2020-09-30T00:00:00.000","Arkansas","Male","(u) GW Era - Pre 9/11 only","25588"
"2020-09-30T00:00:00.000","Arkansas","Male","(v) GW Era - Pre 9/11 & GW Era - Post 9/11","11843"
"2020-09-30T00:00:00.000","Arkansas","Male","(w) GW Era - Post 9/11 only","30572"
"2020-09-30T00:00:00.000","Arkansas","Male","(x) Post GW Era","0"
"2020-09-30T00:00:00.000","Arkansas","Female","(a) All Veterans (b+c)","19920"
"2020-09-30T00:00:00.000","Arkansas","Female","(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w)","15728"
"2020-09-30T00:00:00.000","Arkansas","Female","(c) Peacetime Veterans (h+l+o+t+x)","4192"
"2020-09-30T00:00:00.000","Arkansas","Female","(d) World War II (i+j+k)","46"
"2020-09-30T00:00:00.000","Arkansas","Female","(e) Korean Conflict (j+k+m+n)","419"
"2020-09-30T00:00:00.000","Arkansas","Female","(f) Vietnam Era (k+n+p+q+r+s)","3372"
"2020-09-30T00:00:00.000","Arkansas","Female","(g) Gulf War Era (q+r+s+u+v+w)","12414"
"2020-09-30T00:00:00.000","Arkansas","Female","(h) Pre-WWII","0"
"2020-09-30T00:00:00.000","Arkansas","Female","(i) WWII only","38"
"2020-09-30T00:00:00.000","Arkansas","Female","(j) WWII & KC","5"
"2020-09-30T00:00:00.000","Arkansas","Female","(k) WWII, KC, VNE","2"
"2020-09-30T00:00:00.000","Arkansas","Female","(l) Between WWII & KC","54"
"2020-09-30T00:00:00.000","Arkansas","Female","(m) KC only","401"
"2020-09-30T00:00:00.000","Arkansas","Female","(n) KC & VNE","11"
"2020-09-30T00:00:00.000","Arkansas","Female","(o) Between KC & VNE","271"
"2020-09-30T00:00:00.000","Arkansas","Female","(p) VNE only","2856"
"2020-09-30T00:00:00.000","Arkansas","Female","(q) VNE & GW Era - Pre 9/11","195"
"2020-09-30T00:00:00.000","Arkansas","Female","(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11","31"
"2020-09-30T00:00:00.000","Arkansas","Female","(s) VNE & GW Era - Post 9/11","276"
"2020-09-30T00:00:00.000","Arkansas","Female","(t) Between VNE & GW Era","3866"
"2020-09-30T00:00:00.000","Arkansas","Female","(u) GW Era - Pre 9/11 only","4133"
"2020-09-30T00:00:00.000","Arkansas","Female","(v) GW Era - Pre 9/11 & GW Era - Post 9/11","2230"
"2020-09-30T00:00:00.000","Arkansas","Female","(w) GW Era - Post 9/11 only","5549"
"2020-09-30T00:00:00.000","Arkansas","Female","(x) Post GW Era","0"
"2020-09-30T00:00:00.000","California","Male","(a) All Veterans (b+c)","1484664"
"2020-09-30T00:00:00.000","California","Male","(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w)","1151365"
"2020-09-30T00:00:00.000","California","Male","(c) Peacetime Veterans (h+l+o+t+x)","333299"
"2020-09-30T00:00:00.000","California","Male","(d) World War II (i+j+k)","31209"
"2020-09-30T00:00:00.000","California","Male","(e) Korean Conflict (j+k+m+n)","115707"
"2020-09-30T00:00:00.000","California","Male","(f) Vietnam Era (k+n+p+q+r+s)","512318"
"2020-09-30T00:00:00.000","California","Male","(g) Gulf War Era (q+r+s+u+v+w)","534523"
"2020-09-30T00:00:00.000","California","Male","(h) Pre-WWII","145"
"2020-09-30T00:00:00.000","California","Male","(i) WWII only","26326"
"2020-09-30T00:00:00.000","California","Male","(j) WWII & KC","3484"
"2020-09-30T00:00:00.000","California","Male","(k) WWII, KC, VNE","1398"
"2020-09-30T00:00:00.000","California","Male","(l) Between WWII & KC","5111"
"2020-09-30T00:00:00.000","California","Male","(m) KC only","99146"
"2020-09-30T00:00:00.000","California","Male","(n) KC & VNE","11679"
"2020-09-30T00:00:00.000","California","Male","(o) Between KC & VNE","113501"
"2020-09-30T00:00:00.000","California","Male","(p) VNE only","474809"
"2020-09-30T00:00:00.000","California","Male","(q) VNE & GW Era - Pre 9/11","17435"
"2020-09-30T00:00:00.000","California","Male","(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11","3472"
"2020-09-30T00:00:00.000","California","Male","(s) VNE & GW Era - Post 9/11","3525"
"2020-09-30T00:00:00.000","California","Male","(t) Between VNE & GW Era","214543"
"2020-09-30T00:00:00.000","California","Male","(u) GW Era - Pre 9/11 only","183740"
"2020-09-30T00:00:00.000","California","Male","(v) GW Era - Pre 9/11 & GW Era - Post 9/11","99153"
"2020-09-30T00:00:00.000","California","Male","(w) GW Era - Post 9/11 only","227198"
"2020-09-30T00:00:00.000","California","Male","(x) Post GW Era","0"
"2020-09-30T00:00:00.000","California","Female","(a) All Veterans (b+c)","158334"
"2020-09-30T00:00:00.000","California","Female","(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w)","126512"
"2020-09-30T00:00:00.000","California","Female","(c) Peacetime Veterans (h+l+o+t+x)","31822"
"2020-09-30T00:00:00.000","California","Female","(d) World War II (i+j+k)","1726"
"2020-09-30T00:00:00.000","California","Female","(e) Korean Conflict (j+k+m+n)","4486"
"2020-09-30T00:00:00.000","California","Female","(f) Vietnam Era (k+n+p+q+r+s)","24414"
"2020-09-30T00:00:00.000","California","Female","(g) Gulf War Era (q+r+s+u+v+w)","98093"
"2020-09-30T00:00:00.000","California","Female","(h) Pre-WWII","0"
"2020-09-30T00:00:00.000","California","Female","(i) WWII only","1703"
"2020-09-30T00:00:00.000","California","Female","(j) WWII & KC","15"
"2020-09-30T00:00:00.000","California","Female","(k) WWII, KC, VNE","7"
"2020-09-30T00:00:00.000","California","Female","(l) Between WWII & KC","423"
"2020-09-30T00:00:00.000","California","Female","(m) KC only","4114"
"2020-09-30T00:00:00.000","California","Female","(n) KC & VNE","350"
"2020-09-30T00:00:00.000","California","Female","(o) Between KC & VNE","2901"
"2020-09-30T00:00:00.000","California","Female","(p) VNE only","22229"
"2020-09-30T00:00:00.000","California","Female","(q) VNE & GW Era - Pre 9/11","1116"
"2020-09-30T00:00:00.000","California","Female","(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11","404"
"2020-09-30T00:00:00.000","California","Female","(s) VNE & GW Era - Post 9/11","308"
"2020-09-30T00:00:00.000","California","Female","(t) Between VNE & GW Era","28497"
"2020-09-30T00:00:00.000","California","Female","(u) GW Era - Pre 9/11 only","28800"
"2020-09-30T00:00:00.000","California","Female","(v) GW Era - Pre 9/11 & GW Era - Post 9/11","18131"
"2020-09-30T00:00:00.000","California","Female","(w) GW Era - Post 9/11 only","49335"
"2020-09-30T00:00:00.000","California","Female","(x) Post GW Era","0"
"2020-09-30T00:00:00.000","Colorado","Male","(a) All Veterans (b+c)","339843"
"2020-09-30T00:00:00.000","Colorado","Male","(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w)","271375"
"2020-09-30T00:00:00.000","Colorado","Male","(c) Peacetime Veterans (h+l+o+t+x)","68468"
"2020-09-30T00:00:00.000","Colorado","Male","(d) World War II (i+j+k)","4984"
"2020-09-30T00:00:00.000","Colorado","Male","(e) Korean Conflict (j+k+m+n)","19589"
"2020-09-30T00:00:00.000","Colorado","Male","(f) Vietnam Era (k+n+p+q+r+s)","111439"
"2020-09-30T00:00:00.000","Colorado","Male","(g) Gulf War Era (q+r+s+u+v+w)","148796"
"2020-09-30T00:00:00.000","Colorado","Male","(h) Pre-WWII","8"
"2020-09-30T00:00:00.000","Colorado","Male","(i) WWII only","4595"
"2020-09-30T00:00:00.000","Colorado","Male","(j) WWII & KC","334"
"2020-09-30T00:00:00.000","Colorado","Male","(k) WWII, KC, VNE","56"
"2020-09-30T00:00:00.000","Colorado","Male","(l) Between WWII & KC","836"
"2020-09-30T00:00:00.000","Colorado","Male","(m) KC only","15920"
"2020-09-30T00:00:00.000","Colorado","Male","(n) KC & VNE","3280"
"2020-09-30T00:00:00.000","Colorado","Male","(o) Between KC & VNE","22736"
"2020-09-30T00:00:00.000","Colorado","Male","(p) VNE only","98394"
"2020-09-30T00:00:00.000","Colorado","Male","(q) VNE & GW Era - Pre 9/11","7810"
"2020-09-30T00:00:00.000","Colorado","Male","(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11","1220"
"2020-09-30T00:00:00.000","Colorado","Male","(s) VNE & GW Era - Post 9/11","680"
"2020-09-30T00:00:00.000","Colorado","Male","(t) Between VNE & GW Era","44889"
"2020-09-30T00:00:00.000","Colorado","Male","(u) GW Era - Pre 9/11 only","46788"
"2020-09-30T00:00:00.000","Colorado","Male","(v) GW Era - Pre 9/11 & GW Era - Post 9/11","33615"
"2020-09-30T00:00:00.000","Colorado","Male","(w) GW Era - Post 9/11 only","58684"
"2020-09-30T00:00:00.000","Colorado","Male","(x) Post GW Era","0"
"2020-09-30T00:00:00.000","Colorado","Female","(a) All Veterans (b+c)","45964"
"2020-09-30T00:00:00.000","Colorado","Female","(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w)","36586"
"2020-09-30T00:00:00.000","Colorado","Female","(c) Peacetime Veterans (h+l+o+t+x)","9377"
"2020-09-30T00:00:00.000","Colorado","Female","(d) World War II (i+j+k)","429"
"2020-09-30T00:00:00.000","Colorado","Female","(e) Korean Conflict (j+k+m+n)","680"
"2020-09-30T00:00:00.000","Colorado","Female","(f) Vietnam Era (k+n+p+q+r+s)","6490"
"2020-09-30T00:00:00.000","Colorado","Female","(g) Gulf War Era (q+r+s+u+v+w)","29775"
"2020-09-30T00:00:00.000","Colorado","Female","(h) Pre-WWII","0"
"2020-09-30T00:00:00.000","Colorado","Female","(i) WWII only","425"
"2020-09-30T00:00:00.000","Colorado","Female","(j) WWII & KC","3"
"2020-09-30T00:00:00.000","Colorado","Female","(k) WWII, KC, VNE","1"
"2020-09-30T00:00:00.000","Colorado","Female","(l) Between WWII & KC","18"
"2020-09-30T00:00:00.000","Colorado","Female","(m) KC only","646"
"2020-09-30T00:00:00.000","Colorado","Female","(n) KC & VNE","29"
"2020-09-30T00:00:00.000","Colorado","Female","(o) Between KC & VNE","996"
"2020-09-30T00:00:00.000","Colorado","Female","(p) VNE only","5707"
"2020-09-30T00:00:00.000","Colorado","Female","(q) VNE & GW Era - Pre 9/11","456"
"2020-09-30T00:00:00.000","Colorado","Female","(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11","33"
"2020-09-30T00:00:00.000","Colorado","Female","(s) VNE & GW Era - Post 9/11","264"
"2020-09-30T00:00:00.000","Colorado","Female","(t) Between VNE & GW Era","8363"
"2020-09-30T00:00:00.000","Colorado","Female","(u) GW Era - Pre 9/11 only","10432"
"2020-09-30T00:00:00.000","Colorado","Female","(v) GW Era - Pre 9/11 & GW Era - Post 9/11","6236"
"2020-09-30T00:00:00.000","Colorado","Female","(w) GW Era - Post 9/11 only","12354"
"2020-09-30T00:00:00.000","Colorado","Female","(x) Post GW Era","0"
"2020-09-30T00:00:00.000","Connecticut","Male","(a) All Veterans (b+c)","158035"
"2020-09-30T00:00:00.000","Connecticut","Male","(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w)","116100"
"2020-09-30T00:00:00.000","Connecticut","Male","(c) Peacetime Veterans (h+l+o+t+x)","41935"
"2020-09-30T00:00:00.000","Connecticut","Male","(d) World War II (i+j+k)","5231"
"2020-09-30T00:00:00.000","Connecticut","Male","(e) Korean Conflict (j+k+m+n)","15551"
"2020-09-30T00:00:00.000","Connecticut","Male","(f) Vietnam Era (k+n+p+q+r+s)","52733"
"2020-09-30T00:00:00.000","Connecticut","Male","(g) Gulf War Era (q+r+s+u+v+w)","45476"
"2020-09-30T00:00:00.000","Connecticut","Male","(h) Pre-WWII","44"
"2020-09-30T00:00:00.000","Connecticut","Male","(i) WWII only","4606"
"2020-09-30T00:00:00.000","Connecticut","Male","(j) WWII & KC","594"
"2020-09-30T00:00:00.000","Connecticut","Male","(k) WWII, KC, VNE","32"
"2020-09-30T00:00:00.000","Connecticut","Male","(l) Between WWII & KC","810"
"2020-09-30T00:00:00.000","Connecticut","Male","(m) KC only","14388"
"2020-09-30T00:00:00.000","Connecticut","Male","(n) KC & VNE","537"
"2020-09-30T00:00:00.000","Connecticut","Male","(o) Between KC & VNE","16430"
"2020-09-30T00:00:00.000","Connecticut","Male","(p) VNE only","50468"
"2020-09-30T00:00:00.000","Connecticut","Male","(q) VNE & GW Era - Pre 9/11","1310"
"2020-09-30T00:00:00.000","Connecticut","Male","(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11","25"
"2020-09-30T00:00:00.000","Connecticut","Male","(s) VNE & GW Era - Post 9/11","362"
"2020-09-30T00:00:00.000","Connecticut","Male","(t) Between VNE & GW Era","24651"
"2020-09-30T00:00:00.000","Connecticut","Male","(u) GW Era - Pre 9/11 only","14478"
"2020-09-30T00:00:00.000","Connecticut","Male","(v) GW Era - Pre 9/11 & GW Era - Post 9/11","9703"
"2020-09-30T00:00:00.000","Connecticut","Male","(w) GW Era - Post 9/11 only","19598"
"2020-09-30T00:00:00.000","Connecticut","Male","(x) Post GW Era","0"
"2020-09-30T00:00:00.000","Connecticut","Female","(a) All Veterans (b+c)","13934"
"2020-09-30T00:00:00.000","Connecticut","Female","(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w)","10113"
