"state","age","year","value"
"Arkansas","65+","2038-09-30T00:00:00.000","48318"
"Arkansas","Less Than 40","2043-09-30T00:00:00.000","25409"
"Arkansas","40-64","2043-09-30T00:00:00.000","35372"
"Arkansas","65+","2043-09-30T00:00:00.000","37357"
"Arkansas","Less Than 40","2048-09-30T00:00:00.000","25432"
"Arkansas","40-64","2048-09-30T00:00:00.000","32598"
"Arkansas","65+","2048-09-30T00:00:00.000","30058"
"California","Less Than 40","2018-09-30T00:00:00.000","292963"
"California","40-64","2018-09-30T00:00:00.000","636178"
"California","65+","2018-09-30T00:00:00.000","823313"
"California","Less Than 40","2023-09-30T00:00:00.000","264477"
"California","40-64","2023-09-30T00:00:00.000","555930"
"California","65+","2023-09-30T00:00:00.000","715189"
"California","Less Than 40","2028-09-30T00:00:00.000","240695"
"California","40-64","2028-09-30T00:00:00.000","495300"
"California","65+","2028-09-30T00:00:00.000","627959"
"California","Less Than 40","2033-09-30T00:00:00.000","227927"
"California","40-64","2033-09-30T00:00:00.000","455970"
"California","65+","2033-09-30T00:00:00.000","539001"
"California","Less Than 40","2038-09-30T00:00:00.000","227293"
"California","40-64","2038-09-30T00:00:00.000","425949"
"California","65+","2038-09-30T00:00:00.000","453836"
"California","Less Than 40","2043-09-30T00:00:00.000","225190"
"California","40-64","2043-09-30T00:00:00.000","408666"
"California","65+","2043-09-30T00:00:00.000","384285"
"California","Less Than 40","2048-09-30T00:00:00.000","225491"
"California","40-64","2048-09-30T00:00:00.000","381913"
"California","65+","2048-09-30T00:00:00.000","347045"
"Colorado","Less Than 40","2018-09-30T00:00:00.000","70407"
"Colorado","40-64","2018-09-30T00:00:00.000","163679"
"Colorado","65+","2018-09-30T00:00:00.000","166743"
"Colorado","Less Than 40","2023-09-30T00:00:00.000","70081"
"Colorado","40-64","2023-09-30T00:00:00.000","151594"
"Colorado","65+","2023-09-30T00:00:00.000","157292"
"Colorado","Less Than 40","2028-09-30T00:00:00.000","66637"
"Colorado","40-64","2028-09-30T00:00:00.000","143764"
"Colorado","65+","2028-09-30T00:00:00.000","148966"
"Colorado","Less Than 40","2033-09-30T00:00:00.000","64381"
"Colorado","40-64","2033-09-30T00:00:00.000","138556"
"Colorado","65+","2033-09-30T00:00:00.000","138978"
"Colorado","Less Than 40","2038-09-30T00:00:00.000","64501"
"Colorado","40-64","2038-09-30T00:00:00.000","134171"
"Colorado","65+","2038-09-30T00:00:00.000","127924"
"Colorado","Less Than 40","2043-09-30T00:00:00.000","63814"
"Colorado","40-64","2043-09-30T00:00:00.000","135877"
"Colorado","65+","2043-09-30T00:00:00.000","115138"
"Colorado","Less Than 40","2048-09-30T00:00:00.000","63876"
"Colorado","40-64","2048-09-30T00:00:00.000","133335"
"Colorado","65+","2048-09-30T00:00:00.000","109616"
"Connecticut","Less Than 40","2018-09-30T00:00:00.000","23615"
"Connecticut","40-64","2018-09-30T00:00:00.000","66508"
"Connecticut","65+","2018-09-30T00:00:00.000","97534"
"Connecticut","Less Than 40","2023-09-30T00:00:00.000","19423"
"Connecticut","40-64","2023-09-30T00:00:00.000","48127"
"Connecticut","65+","2023-09-30T00:00:00.000","73137"
"Connecticut","Less Than 40","2028-09-30T00:00:00.000","16949"
"Connecticut","40-64","2028-09-30T00:00:00.000","33906"
"Connecticut","65+","2028-09-30T00:00:00.000","55747"
"Connecticut","Less Than 40","2033-09-30T00:00:00.000","15989"
"Connecticut","40-64","2033-09-30T00:00:00.000","25369"
"Connecticut","65+","2033-09-30T00:00:00.000","40928"
"Connecticut","Less Than 40","2038-09-30T00:00:00.000","15748"
"Connecticut","40-64","2038-09-30T00:00:00.000","20427"
"Connecticut","65+","2038-09-30T00:00:00.000","28885"
"Connecticut","Less Than 40","2043-09-30T00:00:00.000","15617"
"Connecticut","40-64","2043-09-30T00:00:00.000","17766"
"Connecticut","65+","2043-09-30T00:00:00.000","20025"
"Connecticut","Less Than 40","2048-09-30T00:00:00.000","15640"
"Connecticut","40-64","2048-09-30T00:00:00.000","15829"
"Connecticut","65+","2048-09-30T00:00:00.000","14415"
"Delaware","Less Than 40","2018-09-30T00:00:00.000","8539"
"Delaware","40-64","2018-09-30T00:00:00.000","27864"
"Delaware","65+","2018-09-30T00:00:00.000","36883"
"Delaware","Less Than 40","2023-09-30T00:00:00.000","7641"
"Delaware","40-64","2023-09-30T00:00:00.000","24043"
"Delaware","65+","2023-09-30T00:00:00.000","34243"
"Delaware","Less Than 40","2028-09-30T00:00:00.000","6968"
"Delaware","40-64","2028-09-30T00:00:00.000","19607"
"Delaware","65+","2028-09-30T00:00:00.000","32443"
"Delaware","Less Than 40","2033-09-30T00:00:00.000","6704"
"Delaware","40-64","2033-09-30T00:00:00.000","16617"
"Delaware","65+","2033-09-30T00:00:00.000","29243"
"Delaware","Less Than 40","2038-09-30T00:00:00.000","6694"
"Delaware","40-64","2038-09-30T00:00:00.000","15016"
"Delaware","65+","2038-09-30T00:00:00.000","25021"
"Delaware","Less Than 40","2043-09-30T00:00:00.000","6629"
"Delaware","40-64","2043-09-30T00:00:00.000","14331"
"Delaware","65+","2043-09-30T00:00:00.000","20997"
"Delaware","Less Than 40","2048-09-30T00:00:00.000","6636"
"Delaware","40-64","2048-09-30T00:00:00.000","13321"
"Delaware","65+","2048-09-30T00:00:00.000","18316"
"District of Columbia","Less Than 40","2018-09-30T00:00:00.000","5034"
"District of Columbia","40-64","2018-09-30T00:00:00.000","14158"
"District of Columbia","65+","2018-09-30T00:00:00.000","11210"
"District of Columbia","Less Than 40","2023-09-30T00:00:00.000","4498"
"District of Columbia","40-64","2023-09-30T00:00:00.000","12689"
"District of Columbia","65+","2023-09-30T00:00:00.000","10012"
"District of Columbia","Less Than 40","2028-09-30T00:00:00.000","4211"
"District of Columbia","40-64","2028-09-30T00:00:00.000","11297"
"District of Columbia","65+","2028-09-30T00:00:00.000","9699"
"District of Columbia","Less Than 40","2033-09-30T00:00:00.000","4208"
"District of Columbia","40-64","2033-09-30T00:00:00.000","10624"
"District of Columbia","65+","2033-09-30T00:00:00.000","8959"
"District of Columbia","Less Than 40","2038-09-30T00:00:00.000","4175"
"District of Columbia","40-64","2038-09-30T00:00:00.000","10312"
"District of Columbia","65+","2038-09-30T00:00:00.000","8146"
"District of Columbia","Less Than 40","2043-09-30T00:00:00.000","4142"
"District of Columbia","40-64","2043-09-30T00:00:00.000","10108"
"District of Columbia","65+","2043-09-30T00:00:00.000","7415"
"District of Columbia","Less Than 40","2048-09-30T00:00:00.000","4146"
"District of Columbia","40-64","2048-09-30T00:00:00.000","9466"
"District of Columbia","65+","2048-09-30T00:00:00.000","7216"
"Florida","Less Than 40","2018-09-30T00:00:00.000","188383"
"Florida","40-64","2018-09-30T00:00:00.000","582500"
"Florida","65+","2018-09-30T00:00:00.000","798784"
"Florida","Less Than 40","2023-09-30T00:00:00.000","179686"
"Florida","40-64","2023-09-30T00:00:00.000","534866"
"Florida","65+","2023-09-30T00:00:00.000","728567"
"Florida","Less Than 40","2028-09-30T00:00:00.000","169722"
"Florida","40-64","2028-09-30T00:00:00.000","479435"
"Florida","65+","2028-09-30T00:00:00.000","682562"
"Florida","Less Than 40","2033-09-30T00:00:00.000","164581"
"Florida","40-64","2033-09-30T00:00:00.000","444142"
"Florida","65+","2033-09-30T00:00:00.000","624144"
"Florida","Less Than 40","2038-09-30T00:00:00.000","164344"
"Florida","40-64","2038-09-30T00:00:00.000","420379"
"Florida","65+","2038-09-30T00:00:00.000","562064"
"Florida","Less Than 40","2043-09-30T00:00:00.000","162329"
"Florida","40-64","2043-09-30T00:00:00.000","414993"
"Florida","65+","2043-09-30T00:00:00.000","500604"
"Florida","Less Than 40","2048-09-30T00:00:00.000","162444"
"Florida","40-64","2048-09-30T00:00:00.000","397821"
"Florida","65+","2048-09-30T00:00:00.000","465805"
"Georgia","Less Than 40","2018-09-30T00:00:00.000","121597"
"Georgia","40-64","2018-09-30T00:00:00.000","318985"
"Georgia","65+","2018-09-30T00:00:00.000","269037"
"Georgia","Less Than 40","2023-09-30T00:00:00.000","114345"
"Georgia","40-64","2023-09-30T00:00:00.000","287860"
"Georgia","65+","2023-09-30T00:00:00.000","273028"
"Georgia","Less Than 40","2028-09-30T00:00:00.000","107251"
"Georgia","40-64","2028-09-30T00:00:00.000","253321"
"Georgia","65+","2028-09-30T00:00:00.000","279422"
"Georgia","Less Than 40","2033-09-30T00:00:00.000","103098"
"Georgia","40-64","2033-09-30T00:00:00.000","226520"
"Georgia","65+","2033-09-30T00:00:00.000","274305"
"Georgia","Less Than 40","2038-09-30T00:00:00.000","102520"
"Georgia","40-64","2038-09-30T00:00:00.000","206136"
"Georgia","65+","2038-09-30T00:00:00.000","259018"
"Georgia","Less Than 40","2043-09-30T00:00:00.000","101583"
"Georgia","40-64","2043-09-30T00:00:00.000","199541"
"Georgia","65+","2043-09-30T00:00:00.000","233578"
"Georgia","Less Than 40","2048-09-30T00:00:00.000","101704"
"Georgia","40-64","2048-09-30T00:00:00.000","190327"
"Georgia","65+","2048-09-30T00:00:00.000","214936"
"Guam","Less Than 45","2018-09-30T00:00:00.000","2358"
"Guam","45-64","2018-09-30T00:00:00.000","5279"
"Guam","65+","2018-09-30T00:00:00.000","4488"
"Guam","Less Than 45","2023-09-30T00:00:00.000","2198"
"Guam","45-64","2023-09-30T00:00:00.000","4347"
"Guam","65+","2023-09-30T00:00:00.000","4545"
"Guam","Less Than 45","2028-09-30T00:00:00.000","2038"
"Guam","45-64","2028-09-30T00:00:00.000","3315"
"Guam","65+","2028-09-30T00:00:00.000","4660"
"Guam","Less Than 45","2033-09-30T00:00:00.000","1880"
"Guam","45-64","2033-09-30T00:00:00.000","2746"
"Guam","65+","2033-09-30T00:00:00.000","4352"
"Guam","Less Than 45","2038-09-30T00:00:00.000","1719"
"Guam","45-64","2038-09-30T00:00:00.000","2551"
"Guam","65+","2038-09-30T00:00:00.000","3764"
"Guam","Less Than 45","2043-09-30T00:00:00.000","1739"
"Guam","45-64","2043-09-30T00:00:00.000","2336"
"Guam","65+","2043-09-30T00:00:00.000","3142"
"Guam","Less Than 45","2048-09-30T00:00:00.000","1732"
"Guam","45-64","2048-09-30T00:00:00.000","2176"
"Guam","65+","2048-09-30T00:00:00.000","2647"
"Hawaii","Less Than 40","2018-09-30T00:00:00.000","22412"
"Hawaii","40-64","2018-09-30T00:00:00.000","46364"
"Hawaii","65+","2018-09-30T00:00:00.000","49400"
"Hawaii","Less Than 40","2023-09-30T00:00:00.000","21163"
"Hawaii","40-64","2023-09-30T00:00:00.000","44327"
"Hawaii","65+","2023-09-30T00:00:00.000","43986"
"Hawaii","Less Than 40","2028-09-30T00:00:00.000","20464"
"Hawaii","40-64","2028-09-30T00:00:00.000","41363"
"Hawaii","65+","2028-09-30T00:00:00.000","40562"
"Hawaii","Less Than 40","2033-09-30T00:00:00.000","20075"
"Hawaii","40-64","2033-09-30T00:00:00.000","39705"
"Hawaii","65+","2033-09-30T00:00:00.000","36839"
"Hawaii","Less Than 40","2038-09-30T00:00:00.000","20124"
"Hawaii","40-64","2038-09-30T00:00:00.000","38816"
"Hawaii","65+","2038-09-30T00:00:00.000","32779"
"Hawaii","Less Than 40","2043-09-30T00:00:00.000","19992"
"Hawaii","40-64","2043-09-30T00:00:00.000","38312"
"Hawaii","65+","2043-09-30T00:00:00.000","29758"
"Hawaii","Less Than 40","2048-09-30T00:00:00.000","20031"
"Hawaii","40-64","2048-09-30T00:00:00.000","36548"
"Hawaii","65+","2048-09-30T00:00:00.000","29012"
"Idaho","Less Than 40","2018-09-30T00:00:00.000","18216"
"Idaho","40-64","2018-09-30T00:00:00.000","47065"
"Idaho","65+","2018-09-30T00:00:00.000","62700"
"Idaho","Less Than 40","2023-09-30T00:00:00.000","16980"
"Idaho","40-64","2023-09-30T00:00:00.000","43615"
"Idaho","65+","2023-09-30T00:00:00.000","58365"
"Idaho","Less Than 40","2028-09-30T00:00:00.000","15523"
"Idaho","40-64","2028-09-30T00:00:00.000","40099"
"Idaho","65+","2028-09-30T00:00:00.000","54649"
"Idaho","Less Than 40","2033-09-30T00:00:00.000","14760"
"Idaho","40-64","2033-09-30T00:00:00.000","36709"
"Idaho","65+","2033-09-30T00:00:00.000","50303"
"Idaho","Less Than 40","2038-09-30T00:00:00.000","14848"
"Idaho","40-64","2038-09-30T00:00:00.000","33911"
"Idaho","65+","2038-09-30T00:00:00.000","45072"
"Idaho","Less Than 40","2043-09-30T00:00:00.000","14684"
"Idaho","40-64","2043-09-30T00:00:00.000","33125"
"Idaho","65+","2043-09-30T00:00:00.000","39458"
"Idaho","Less Than 40","2048-09-30T00:00:00.000","14696"
"Idaho","40-64","2048-09-30T00:00:00.000","31361"
"Idaho","65+","2048-09-30T00:00:00.000","36420"
"Illinois","Less Than 40","2018-09-30T00:00:00.000","89306"
"Illinois","40-64","2018-09-30T00:00:00.000","235246"
"Illinois","65+","2018-09-30T00:00:00.000","312214"
"Illinois","Less Than 40","2023-09-30T00:00:00.000","78988"
"Illinois","40-64","2023-09-30T00:00:00.000","212381"
"Illinois","65+","2023-09-30T00:00:00.000","272143"
"Illinois","Less Than 40","2028-09-30T00:00:00.000","71430"
"Illinois","40-64","2028-09-30T00:00:00.000","187023"
"Illinois","65+","2028-09-30T00:00:00.000","243456"
"Illinois","Less Than 40","2033-09-30T00:00:00.000","68249"
"Illinois","40-64","2033-09-30T00:00:00.000","163282"
"Illinois","65+","2033-09-30T00:00:00.000","217228"
"Illinois","Less Than 40","2038-09-30T00:00:00.000","67386"
"Illinois","40-64","2038-09-30T00:00:00.000","145885"
"Illinois","65+","2038-09-30T00:00:00.000","189851"
"Illinois","Less Than 40","2043-09-30T00:00:00.000","66693"
"Illinois","40-64","2043-09-30T00:00:00.000","138401"
"Illinois","65+","2043-09-30T00:00:00.000","161796"
"Illinois","Less Than 40","2048-09-30T00:00:00.000","66740"
"Illinois","40-64","2048-09-30T00:00:00.000","127195"
"Illinois","65+","2048-09-30T00:00:00.000","146284"
"Indiana","Less Than 40","2018-09-30T00:00:00.000","59340"
"Indiana","40-64","2018-09-30T00:00:00.000","172435"
"Indiana","65+","2018-09-30T00:00:00.000","197542"
"Indiana","Less Than 40","2023-09-30T00:00:00.000","55606"
"Indiana","40-64","2023-09-30T00:00:00.000","147645"
"Indiana","65+","2023-09-30T00:00:00.000","182266"
"Indiana","Less Than 40","2028-09-30T00:00:00.000","50881"
"Indiana","40-64","2028-09-30T00:00:00.000","124061"
"Indiana","65+","2028-09-30T00:00:00.000","171835"
"Indiana","Less Than 40","2033-09-30T00:00:00.000","48495"
"Indiana","40-64","2033-09-30T00:00:00.000","105260"
"Indiana","65+","2033-09-30T00:00:00.000","157824"
"Indiana","Less Than 40","2038-09-30T00:00:00.000","48400"
"Indiana","40-64","2038-09-30T00:00:00.000","92689"
"Indiana","65+","2038-09-30T00:00:00.000","139100"
"Indiana","Less Than 40","2043-09-30T00:00:00.000","47936"
"Indiana","40-64","2043-09-30T00:00:00.000","90018"
"Indiana","65+","2043-09-30T00:00:00.000","116205"
"Indiana","Less Than 40","2048-09-30T00:00:00.000","47966"
"Indiana","40-64","2048-09-30T00:00:00.000","85541"
"Indiana","65+","2048-09-30T00:00:00.000","100469"
"Iowa","Less Than 40","2018-09-30T00:00:00.000","28250"
"Iowa","40-64","2018-09-30T00:00:00.000","75191"
"Iowa","65+","2018-09-30T00:00:00.000","105194"
"Iowa","Less Than 40","2023-09-30T00:00:00.000","25965"
"Iowa","40-64","2023-09-30T00:00:00.000","67744"
"Iowa","65+","2023-09-30T00:00:00.000","92749"
"Iowa","Less Than 40","2028-09-30T00:00:00.000","23188"
"Iowa","40-64","2028-09-30T00:00:00.000","60148"
"Iowa","65+","2028-09-30T00:00:00.000","84008"
"Iowa","Less Than 40","2033-09-30T00:00:00.000","21806"
"Iowa","40-64","2033-09-30T00:00:00.000","52425"
"Iowa","65+","2033-09-30T00:00:00.000","76447"
"Iowa","Less Than 40","2038-09-30T00:00:00.000","21569"
"Iowa","40-64","2038-09-30T00:00:00.000","47511"
"Iowa","65+","2038-09-30T00:00:00.000","66985"
"Iowa","Less Than 40","2043-09-30T00:00:00.000","21417"
"Iowa","40-64","2043-09-30T00:00:00.000","45618"
"Iowa","65+","2043-09-30T00:00:00.000","57005"
"Iowa","Less Than 40","2048-09-30T00:00:00.000","21428"
"Iowa","40-64","2048-09-30T00:00:00.000","42643"
"Iowa","65+","2048-09-30T00:00:00.000","50936"
"Island Areas & Foreign","Less Than 40","2018-09-30T00:00:00.000","10209"
"Island Areas & Foreign","40-64","2018-09-30T00:00:00.000","41270"
"Island Areas & Foreign","65+","2018-09-30T00:00:00.000","42270"
"Island Areas & Foreign","Less Than 40","2023-09-30T00:00:00.000","7540"
"Island Areas & Foreign","40-64","2023-09-30T00:00:00.000","34713"
"Island Areas & Foreign","65+","2023-09-30T00:00:00.000","37673"
"Island Areas & Foreign","Less Than 40","2028-09-30T00:00:00.000","5431"
"Island Areas & Foreign","40-64","2028-09-30T00:00:00.000","27727"
"Island Areas & Foreign","65+","2028-09-30T00:00:00.000","34766"
"Island Areas & Foreign","Less Than 40","2033-09-30T00:00:00.000","4295"
"Island Areas & Foreign","40-64","2033-09-30T00:00:00.000","22229"
"Island Areas & Foreign","65+","2033-09-30T00:00:00.000","30911"
"Island Areas & Foreign","Less Than 40","2038-09-30T00:00:00.000","4270"
"Island Areas & Foreign","40-64","2038-09-30T00:00:00.000","17939"
"Island Areas & Foreign","65+","2038-09-30T00:00:00.000","26269"
"Island Areas & Foreign","Less Than 40","2043-09-30T00:00:00.000","4240"
"Island Areas & Foreign","40-64","2043-09-30T00:00:00.000","15091"
"Island Areas & Foreign","65+","2043-09-30T00:00:00.000","21787"
"Island Areas & Foreign","Less Than 40","2048-09-30T00:00:00.000","4245"
"Island Areas & Foreign","40-64","2048-09-30T00:00:00.000","12507"
"Island Areas & Foreign","65+","2048-09-30T00:00:00.000","18447"
"Kansas","Less Than 40","2018-09-30T00:00:00.000","37944"
"Kansas","40-64","2018-09-30T00:00:00.000","77021"
"Kansas","65+","2018-09-30T00:00:00.000","90122"
"Kansas","Less Than 40","2023-09-30T00:00:00.000","34690"
"Kansas","40-64","2023-09-30T00:00:00.000","69494"
"Kansas","65+","2023-09-30T00:00:00.000","81464"
"Kansas","Less Than 40","2028-09-30T00:00:00.000","30936"
"Kansas","40-64","2028-09-30T00:00:00.000","64074"
"Kansas","65+","2028-09-30T00:00:00.000","74579"
"Kansas","Less Than 40","2033-09-30T00:00:00.000","28589"
"Kansas","40-64","2033-09-30T00:00:00.000","59623"
"Kansas","65+","2033-09-30T00:00:00.000","67565"
"Kansas","Less Than 40","2038-09-30T00:00:00.000","28350"
"Kansas","40-64","2038-09-30T00:00:00.000","55236"
"Kansas","65+","2038-09-30T00:00:00.000","59978"
"Kansas","Less Than 40","2043-09-30T00:00:00.000","28117"
"Kansas","40-64","2043-09-30T00:00:00.000","53083"
"Kansas","65+","2043-09-30T00:00:00.000","52227"
"Kansas","Less Than 40","2048-09-30T00:00:00.000","28152"
"Kansas","40-64","2048-09-30T00:00:00.000","49867"
"Kansas","65+","2048-09-30T00:00:00.000","47820"
"Kentucky","Less Than 40","2018-09-30T00:00:00.000","43547"
"Kentucky","40-64","2018-09-30T00:00:00.000","123570"
"Kentucky","65+","2018-09-30T00:00:00.000","130084"
"Kentucky","Less Than 40","2023-09-30T00:00:00.000","40479"
"Kentucky","40-64","2023-09-30T00:00:00.000","110589"
"Kentucky","65+","2023-09-30T00:00:00.000","125448"
"Kentucky","Less Than 40","2028-09-30T00:00:00.000","37041"
"Kentucky","40-64","2028-09-30T00:00:00.000","97062"
"Kentucky","65+","2028-09-30T00:00:00.000","122300"
"Kentucky","Less Than 40","2033-09-30T00:00:00.000","35612"
"Kentucky","40-64","2033-09-30T00:00:00.000","84914"
"Kentucky","65+","2033-09-30T00:00:00.000","116385"
"Kentucky","Less Than 40","2038-09-30T00:00:00.000","35167"
"Kentucky","40-64","2038-09-30T00:00:00.000","76124"
"Kentucky","65+","2038-09-30T00:00:00.000","106992"
"Kentucky","Less Than 40","2043-09-30T00:00:00.000","34816"
"Kentucky","40-64","2043-09-30T00:00:00.000","73132"
"Kentucky","65+","2043-09-30T00:00:00.000","94014"
"Kentucky","Less Than 40","2048-09-30T00:00:00.000","34849"
"Kentucky","40-64","2048-09-30T00:00:00.000","69155"
"Kentucky","65+","2048-09-30T00:00:00.000","84803"
"Louisiana","Less Than 40","2018-09-30T00:00:00.000","53380"
"Louisiana","40-64","2018-09-30T00:00:00.000","122247"
"Louisiana","65+","2018-09-30T00:00:00.000","122052"
"Louisiana","Less Than 40","2023-09-30T00:00:00.000","44013"
"Louisiana","40-64","2023-09-30T00:00:00.000","114056"
"Louisiana","65+","2023-09-30T00:00:00.000","115662"
"Louisiana","Less Than 40","2028-09-30T00:00:00.000","38867"
"Louisiana","40-64","2028-09-30T00:00:00.000","105154"
"Louisiana","65+","2028-09-30T00:00:00.000","108116"
"Louisiana","Less Than 40","2033-09-30T00:00:00.000","36547"
"Louisiana","40-64","2033-09-30T00:00:00.000","93654"
"Louisiana","65+","2033-09-30T00:00:00.000","101949"
"Louisiana","Less Than 40","2038-09-30T00:00:00.000","35989"
"Louisiana","40-64","2038-09-30T00:00:00.000","81453"
"Louisiana","65+","2038-09-30T00:00:00.000","96344"
"Louisiana","Less Than 40","2043-09-30T00:00:00.000","35688"
"Louisiana","40-64","2043-09-30T00:00:00.000","74456"
"Louisiana","65+","2043-09-30T00:00:00.000","87862"
"Louisiana","Less Than 40","2048-09-30T00:00:00.000","35725"
"Louisiana","40-64","2048-09-30T00:00:00.000","65780"
"Louisiana","65+","2048-09-30T00:00:00.000","83788"
"Maine","Less Than 40","2018-09-30T00:00:00.000","12697"
"Maine","40-64","2018-09-30T00:00:00.000","45127"
"Maine","65+","2018-09-30T00:00:00.000","57475"
"Maine","Less Than 40","2023-09-30T00:00:00.000","11675"
"Maine","40-64","2023-09-30T00:00:00.000","37063"
"Maine","65+","2023-09-30T00:00:00.000","52806"
"Maine","Less Than 40","2028-09-30T00:00:00.000","10425"
"Maine","40-64","2028-09-30T00:00:00.000","29959"
"Maine","65+","2028-09-30T00:00:00.000","49281"
"Maine","Less Than 40","2033-09-30T00:00:00.000","9816"
"Maine","40-64","2033-09-30T00:00:00.000","25352"
"Maine","65+","2033-09-30T00:00:00.000","43982"
"Maine","Less Than 40","2038-09-30T00:00:00.000","9765"
"Maine","40-64","2038-09-30T00:00:00.000","22140"
"Maine","65+","2038-09-30T00:00:00.000","37711"
"Maine","Less Than 40","2043-09-30T00:00:00.000","9655"
"Maine","40-64","2043-09-30T00:00:00.000","20584"
"Maine","65+","2043-09-30T00:00:00.000","31270"
"Maine","Less Than 40","2048-09-30T00:00:00.000","9661"
"Maine","40-64","2048-09-30T00:00:00.000","19334"
"Maine","65+","2048-09-30T00:00:00.000","26191"
"Maryland","Less Than 40","2018-09-30T00:00:00.000","56877"
"Maryland","40-64","2018-09-30T00:00:00.000","175511"
"Maryland","65+","2018-09-30T00:00:00.000","166733"
"Maryland","Less Than 40","2023-09-30T00:00:00.000","50489"
