"date","gender","branch","veterans"
"2020-09-30T00:00:00.000","Male","Army","7724747"
"2020-09-30T00:00:00.000","Male","Navy","3734307"
"2020-09-30T00:00:00.000","Male","Marines","1989595"
"2020-09-30T00:00:00.000","Male","Air Force","2931400"
"2020-09-30T00:00:00.000","Male","Non-Defense","181081"
"2020-09-30T00:00:00.000","Male","Reserve Forces","824054"
"2020-09-30T00:00:00.000","Female","Army","874148"
"2020-09-30T00:00:00.000","Female","Navy","387573"
"2020-09-30T00:00:00.000","Female","Marines","112649"
"2020-09-30T00:00:00.000","Female","Air Force","451270"
"2020-09-30T00:00:00.000","Female","Non-Defense","26831"
"2020-09-30T00:00:00.000","Female","Reserve Forces","160290"
"2021-09-30T00:00:00.000","Male","Army","7486867"
"2021-09-30T00:00:00.000","Male","Navy","3622464"
"2021-09-30T00:00:00.000","Male","Marines","1967778"
"2021-09-30T00:00:00.000","Male","Air Force","2839427"
"2021-09-30T00:00:00.000","Male","Non-Defense","178520"
"2021-09-30T00:00:00.000","Male","Reserve Forces","831086"
"2021-09-30T00:00:00.000","Female","Army","878858"
"2021-09-30T00:00:00.000","Female","Navy","391903"
"2021-09-30T00:00:00.000","Female","Marines","115129"
"2021-09-30T00:00:00.000","Female","Air Force","452879"
"2021-09-30T00:00:00.000","Female","Non-Defense","27401"
"2021-09-30T00:00:00.000","Female","Reserve Forces","164800"
"2022-09-30T00:00:00.000","Male","Army","7289042"
"2022-09-30T00:00:00.000","Male","Navy","3528139"
"2022-09-30T00:00:00.000","Male","Marines","1951379"
"2022-09-30T00:00:00.000","Male","Air Force","2762127"
"2022-09-30T00:00:00.000","Male","Non-Defense","176533"
"2022-09-30T00:00:00.000","Male","Reserve Forces","835767"
"2022-09-30T00:00:00.000","Female","Army","884250"
"2022-09-30T00:00:00.000","Female","Navy","396379"
"2022-09-30T00:00:00.000","Female","Marines","117583"
"2022-09-30T00:00:00.000","Female","Air Force","454884"
"2022-09-30T00:00:00.000","Female","Non-Defense","27942"
"2022-09-30T00:00:00.000","Female","Reserve Forces","168431"
"2023-09-30T00:00:00.000","Male","Army","7105144"
"2023-09-30T00:00:00.000","Male","Navy","3439731"
"2023-09-30T00:00:00.000","Male","Marines","1936172"
"2023-09-30T00:00:00.000","Male","Air Force","2689948"
"2023-09-30T00:00:00.000","Male","Non-Defense","174741"
"2023-09-30T00:00:00.000","Male","Reserve Forces","837618"
"2023-09-30T00:00:00.000","Female","Army","889484"
"2023-09-30T00:00:00.000","Female","Navy","400693"
"2023-09-30T00:00:00.000","Female","Marines","119941"
"2023-09-30T00:00:00.000","Female","Air Force","456868"
"2023-09-30T00:00:00.000","Female","Non-Defense","28469"
"2023-09-30T00:00:00.000","Female","Reserve Forces","171237"
"2024-09-30T00:00:00.000","Male","Army","6928768"
"2024-09-30T00:00:00.000","Male","Navy","3354256"
"2024-09-30T00:00:00.000","Male","Marines","1921344"
"2024-09-30T00:00:00.000","Male","Air Force","2620396"
"2024-09-30T00:00:00.000","Male","Non-Defense","173028"
"2024-09-30T00:00:00.000","Male","Reserve Forces","836681"
"2024-09-30T00:00:00.000","Female","Army","894461"
"2024-09-30T00:00:00.000","Female","Navy","404812"
"2024-09-30T00:00:00.000","Female","Marines","122223"
"2024-09-30T00:00:00.000","Female","Air Force","458719"
"2024-09-30T00:00:00.000","Female","Non-Defense","28978"
"2024-09-30T00:00:00.000","Female","Reserve Forces","173289"
"2025-09-30T00:00:00.000","Male","Army","6757492"
"2025-09-30T00:00:00.000","Male","Navy","3270644"
"2025-09-30T00:00:00.000","Male","Marines","1907587"
"2025-09-30T00:00:00.000","Male","Air Force","2552251"
"2025-09-30T00:00:00.000","Male","Non-Defense","171331"
"2025-09-30T00:00:00.000","Male","Reserve Forces","833155"
"2025-09-30T00:00:00.000","Female","Army","899295"
"2025-09-30T00:00:00.000","Female","Navy","408900"
"2025-09-30T00:00:00.000","Female","Marines","124557"
"2025-09-30T00:00:00.000","Female","Air Force","460402"
"2025-09-30T00:00:00.000","Female","Non-Defense","29479"
"2025-09-30T00:00:00.000","Female","Reserve Forces","174673"
"2026-09-30T00:00:00.000","Male","Army","6589649"
"2026-09-30T00:00:00.000","Male","Navy","3191645"
"2026-09-30T00:00:00.000","Male","Marines","1891866"
"2026-09-30T00:00:00.000","Male","Air Force","2485160"
"2026-09-30T00:00:00.000","Male","Non-Defense","169657"
"2026-09-30T00:00:00.000","Male","Reserve Forces","828326"
"2026-09-30T00:00:00.000","Female","Army","904933"
"2026-09-30T00:00:00.000","Female","Navy","412240"
"2026-09-30T00:00:00.000","Female","Marines","126078"
"2026-09-30T00:00:00.000","Female","Air Force","462325"
"2026-09-30T00:00:00.000","Female","Non-Defense","29954"
"2026-09-30T00:00:00.000","Female","Reserve Forces","175414"
"2027-09-30T00:00:00.000","Male","Army","6425780"
"2027-09-30T00:00:00.000","Male","Navy","3114090"
"2027-09-30T00:00:00.000","Male","Marines","1876441"
"2027-09-30T00:00:00.000","Male","Air Force","2419480"
"2027-09-30T00:00:00.000","Male","Non-Defense","168001"
"2027-09-30T00:00:00.000","Male","Reserve Forces","823461"
"2027-09-30T00:00:00.000","Female","Army","910234"
"2027-09-30T00:00:00.000","Female","Navy","415433"
"2027-09-30T00:00:00.000","Female","Marines","127570"
"2027-09-30T00:00:00.000","Female","Air Force","464043"
"2027-09-30T00:00:00.000","Female","Non-Defense","30415"
"2027-09-30T00:00:00.000","Female","Reserve Forces","176117"
"2028-09-30T00:00:00.000","Male","Army","6265773"
"2028-09-30T00:00:00.000","Male","Navy","3037927"
"2028-09-30T00:00:00.000","Male","Marines","1861235"
"2028-09-30T00:00:00.000","Male","Air Force","2355255"
"2028-09-30T00:00:00.000","Male","Non-Defense","166364"
"2028-09-30T00:00:00.000","Male","Reserve Forces","818560"
"2028-09-30T00:00:00.000","Female","Army","915186"
"2028-09-30T00:00:00.000","Female","Navy","418469"
"2028-09-30T00:00:00.000","Female","Marines","129027"
"2028-09-30T00:00:00.000","Female","Air Force","465560"
"2028-09-30T00:00:00.000","Female","Non-Defense","30862"
"2028-09-30T00:00:00.000","Female","Reserve Forces","176781"
"2029-09-30T00:00:00.000","Male","Army","6109867"
"2029-09-30T00:00:00.000","Male","Navy","2963325"
"2029-09-30T00:00:00.000","Male","Marines","1846349"
"2029-09-30T00:00:00.000","Male","Air Force","2292706"
"2029-09-30T00:00:00.000","Male","Non-Defense","164766"
"2029-09-30T00:00:00.000","Male","Reserve Forces","813674"
"2029-09-30T00:00:00.000","Female","Army","919838"
"2029-09-30T00:00:00.000","Female","Navy","421380"
"2029-09-30T00:00:00.000","Female","Marines","130458"
"2029-09-30T00:00:00.000","Female","Air Force","466911"
"2029-09-30T00:00:00.000","Female","Non-Defense","31299"
"2029-09-30T00:00:00.000","Female","Reserve Forces","177410"
"2030-09-30T00:00:00.000","Male","Army","5957898"
"2030-09-30T00:00:00.000","Male","Navy","2890232"
"2030-09-30T00:00:00.000","Male","Marines","1831557"
"2030-09-30T00:00:00.000","Male","Air Force","2231874"
"2030-09-30T00:00:00.000","Male","Non-Defense","163213"
"2030-09-30T00:00:00.000","Male","Reserve Forces","808815"
"2030-09-30T00:00:00.000","Female","Army","924138"
"2030-09-30T00:00:00.000","Female","Navy","424126"
"2030-09-30T00:00:00.000","Female","Marines","131843"
"2030-09-30T00:00:00.000","Female","Air Force","468077"
"2030-09-30T00:00:00.000","Female","Non-Defense","31726"
"2030-09-30T00:00:00.000","Female","Reserve Forces","178001"
"2031-09-30T00:00:00.000","Male","Army","5809678"
"2031-09-30T00:00:00.000","Male","Navy","2818598"
"2031-09-30T00:00:00.000","Male","Marines","1816892"
"2031-09-30T00:00:00.000","Male","Air Force","2172525"
