"date","gender","rank","veterans"
"2020-09-30T00:00:00.000","Male","Officer","1154533"
"2020-09-30T00:00:00.000","Male","Enlisted","16230650"
"2020-09-30T00:00:00.000","Female","Officer","173749"
"2020-09-30T00:00:00.000","Female","Enlisted","1839011"
"2021-09-30T00:00:00.000","Male","Officer","1127895"
"2021-09-30T00:00:00.000","Male","Enlisted","15798245"
"2021-09-30T00:00:00.000","Female","Officer","175463"
"2021-09-30T00:00:00.000","Female","Enlisted","1855507"
"2022-09-30T00:00:00.000","Male","Officer","1106036"
"2022-09-30T00:00:00.000","Male","Enlisted","15436952"
"2022-09-30T00:00:00.000","Female","Officer","177121"
"2022-09-30T00:00:00.000","Female","Enlisted","1872348"
"2023-09-30T00:00:00.000","Male","Officer","1085691"
"2023-09-30T00:00:00.000","Male","Enlisted","15097662"
"2023-09-30T00:00:00.000","Female","Officer","178647"
"2023-09-30T00:00:00.000","Female","Enlisted","1888044"
"2024-09-30T00:00:00.000","Male","Officer","1065927"
"2024-09-30T00:00:00.000","Male","Enlisted","14768545"
"2024-09-30T00:00:00.000","Female","Officer","180017"
"2024-09-30T00:00:00.000","Female","Enlisted","1902466"
"2025-09-30T00:00:00.000","Male","Officer","1046481"
"2025-09-30T00:00:00.000","Male","Enlisted","14445979"
"2025-09-30T00:00:00.000","Female","Officer","181266"
"2025-09-30T00:00:00.000","Female","Enlisted","1916040"
"2026-09-30T00:00:00.000","Male","Officer","1027205"
"2026-09-30T00:00:00.000","Male","Enlisted","14129099"
"2026-09-30T00:00:00.000","Female","Officer","182350"
"2026-09-30T00:00:00.000","Female","Enlisted","1928594"
"2027-09-30T00:00:00.000","Male","Officer","1008116"
"2027-09-30T00:00:00.000","Male","Enlisted","13819138"
"2027-09-30T00:00:00.000","Female","Officer","183276"
"2027-09-30T00:00:00.000","Female","Enlisted","1940537"
"2028-09-30T00:00:00.000","Male","Officer","989356"
"2028-09-30T00:00:00.000","Male","Enlisted","13515758"
"2028-09-30T00:00:00.000","Female","Officer","184079"
"2028-09-30T00:00:00.000","Female","Enlisted","1951807"
"2029-09-30T00:00:00.000","Male","Officer","971034"
"2029-09-30T00:00:00.000","Male","Enlisted","13219652"
"2029-09-30T00:00:00.000","Female","Officer","184772"
"2029-09-30T00:00:00.000","Female","Enlisted","1962524"
"2030-09-30T00:00:00.000","Male","Officer","953166"
"2030-09-30T00:00:00.000","Male","Enlisted","12930423"
"2030-09-30T00:00:00.000","Female","Officer","185353"
"2030-09-30T00:00:00.000","Female","Enlisted","1972558"
"2031-09-30T00:00:00.000","Male","Officer","935657"
"2031-09-30T00:00:00.000","Male","Enlisted","12647678"
"2031-09-30T00:00:00.000","Female","Officer","185809"
"2031-09-30T00:00:00.000","Female","Enlisted","1981879"
"2032-09-30T00:00:00.000","Male","Officer","918624"
"2032-09-30T00:00:00.000","Male","Enlisted","12372219"
"2032-09-30T00:00:00.000","Female","Officer","186155"
"2032-09-30T00:00:00.000","Female","Enlisted","1990578"
"2033-09-30T00:00:00.000","Male","Officer","902105"
"2033-09-30T00:00:00.000","Male","Enlisted","12104797"
"2033-09-30T00:00:00.000","Female","Officer","186394"
"2033-09-30T00:00:00.000","Female","Enlisted","1998735"
"2034-09-30T00:00:00.000","Male","Officer","886036"
"2034-09-30T00:00:00.000","Male","Enlisted","11844262"
"2034-09-30T00:00:00.000","Female","Officer","186503"
"2034-09-30T00:00:00.000","Female","Enlisted","2006082"
"2035-09-30T00:00:00.000","Male","Officer","870582"
"2035-09-30T00:00:00.000","Male","Enlisted","11591622"
"2035-09-30T00:00:00.000","Female","Officer","186498"
"2035-09-30T00:00:00.000","Female","Enlisted","2012693"
"2036-09-30T00:00:00.000","Male","Officer","855914"
"2036-09-30T00:00:00.000","Male","Enlisted","11348109"
"2036-09-30T00:00:00.000","Female","Officer","186384"
"2036-09-30T00:00:00.000","Female","Enlisted","2018681"
"2037-09-30T00:00:00.000","Male","Officer","842084"
"2037-09-30T00:00:00.000","Male","Enlisted","11113327"
"2037-09-30T00:00:00.000","Female","Officer","186159"
"2037-09-30T00:00:00.000","Female","Enlisted","2023884"
"2038-09-30T00:00:00.000","Male","Officer","829192"
"2038-09-30T00:00:00.000","Male","Enlisted","10886894"
"2038-09-30T00:00:00.000","Female","Officer","185826"
"2038-09-30T00:00:00.000","Female","Enlisted","2028121"
"2039-09-30T00:00:00.000","Male","Officer","817088"
"2039-09-30T00:00:00.000","Male","Enlisted","10669894"
"2039-09-30T00:00:00.000","Female","Officer","185373"
"2039-09-30T00:00:00.000","Female","Enlisted","2031464"
"2040-09-30T00:00:00.000","Male","Officer","805397"
"2040-09-30T00:00:00.000","Male","Enlisted","10462277"
"2040-09-30T00:00:00.000","Female","Officer","184755"
"2040-09-30T00:00:00.000","Female","Enlisted","2033821"
"2041-09-30T00:00:00.000","Male","Officer","794797"
"2041-09-30T00:00:00.000","Male","Enlisted","10265578"
"2041-09-30T00:00:00.000","Female","Officer","184092"
"2041-09-30T00:00:00.000","Female","Enlisted","2035386"
"2042-09-30T00:00:00.000","Male","Officer","785015"
"2042-09-30T00:00:00.000","Male","Enlisted","10079367"
"2042-09-30T00:00:00.000","Female","Officer","183362"
"2042-09-30T00:00:00.000","Female","Enlisted","2036038"
"2043-09-30T00:00:00.000","Male","Officer","775755"
"2043-09-30T00:00:00.000","Male","Enlisted","9903882"
"2043-09-30T00:00:00.000","Female","Officer","182533"
"2043-09-30T00:00:00.000","Female","Enlisted","2035831"
"2044-09-30T00:00:00.000","Male","Officer","767093"
"2044-09-30T00:00:00.000","Male","Enlisted","9738768"
"2044-09-30T00:00:00.000","Female","Officer","181641"
"2044-09-30T00:00:00.000","Female","Enlisted","2034753"
"2045-09-30T00:00:00.000","Male","Officer","759120"
"2045-09-30T00:00:00.000","Male","Enlisted","9584152"
"2045-09-30T00:00:00.000","Female","Officer","180722"
"2045-09-30T00:00:00.000","Female","Enlisted","2032930"
"2046-09-30T00:00:00.000","Male","Officer","751635"
"2046-09-30T00:00:00.000","Male","Enlisted","9439127"
