"date","gender","rank","veterans"
"2046-09-30T00:00:00.000","Female","Officer","179756"
"2046-09-30T00:00:00.000","Female","Enlisted","2030343"
"2047-09-30T00:00:00.000","Male","Officer","744598"
"2047-09-30T00:00:00.000","Male","Enlisted","9303164"
"2047-09-30T00:00:00.000","Female","Officer","178745"
"2047-09-30T00:00:00.000","Female","Enlisted","2027065"
"2048-09-30T00:00:00.000","Male","Officer","737937"
"2048-09-30T00:00:00.000","Male","Enlisted","9175561"
"2048-09-30T00:00:00.000","Female","Officer","177691"
"2048-09-30T00:00:00.000","Female","Enlisted","2023157"
"2049-09-30T00:00:00.000","Male","Officer","731597"
"2049-09-30T00:00:00.000","Male","Enlisted","9055915"
"2049-09-30T00:00:00.000","Female","Officer","176596"
"2049-09-30T00:00:00.000","Female","Enlisted","2018730"
"2050-09-30T00:00:00.000","Male","Officer","725494"
"2050-09-30T00:00:00.000","Male","Enlisted","8943607"
"2050-09-30T00:00:00.000","Female","Officer","175466"
"2050-09-30T00:00:00.000","Female","Enlisted","2013843"
