"date","state","gender","age_group","veterans"
"2020-09-30T00:00:00.000","Alabama","Male","< 20","62"
"2020-09-30T00:00:00.000","Alabama","Male","20-24","3336"
"2020-09-30T00:00:00.000","Alabama","Male","25-29","9086"
"2020-09-30T00:00:00.000","Alabama","Male","30-34","13614"
"2020-09-30T00:00:00.000","Alabama","Male","35-39","15511"
"2020-09-30T00:00:00.000","Alabama","Male","40-44","16073"
"2020-09-30T00:00:00.000","Alabama","Male","45-49","20302"
"2020-09-30T00:00:00.000","Alabama","Male","50-54","27930"
"2020-09-30T00:00:00.000","Alabama","Male","55-59","32230"
"2020-09-30T00:00:00.000","Alabama","Male","60-64","33269"
"2020-09-30T00:00:00.000","Alabama","Male","65-69","32555"
"2020-09-30T00:00:00.000","Alabama","Male","70-74","48215"
"2020-09-30T00:00:00.000","Alabama","Male","75-79","25900"
"2020-09-30T00:00:00.000","Alabama","Male","80-84","16883"
"2020-09-30T00:00:00.000","Alabama","Male","85+","21878"
"2020-09-30T00:00:00.000","Alabama","Female","< 20","38"
"2020-09-30T00:00:00.000","Alabama","Female","20-24","1095"
"2020-09-30T00:00:00.000","Alabama","Female","25-29","2478"
"2020-09-30T00:00:00.000","Alabama","Female","30-34","3597"
"2020-09-30T00:00:00.000","Alabama","Female","35-39","4045"
"2020-09-30T00:00:00.000","Alabama","Female","40-44","4288"
"2020-09-30T00:00:00.000","Alabama","Female","45-49","4437"
"2020-09-30T00:00:00.000","Alabama","Female","50-54","4847"
"2020-09-30T00:00:00.000","Alabama","Female","55-59","5050"
"2020-09-30T00:00:00.000","Alabama","Female","60-64","5023"
"2020-09-30T00:00:00.000","Alabama","Female","65-69","3377"
"2020-09-30T00:00:00.000","Alabama","Female","70-74","1730"
"2020-09-30T00:00:00.000","Alabama","Female","75-79","1364"
"2020-09-30T00:00:00.000","Alabama","Female","80-84","528"
"2020-09-30T00:00:00.000","Alabama","Female","85+","766"
"2020-09-30T00:00:00.000","Alaska","Male","< 20","16"
"2020-09-30T00:00:00.000","Alaska","Male","20-24","1163"
"2020-09-30T00:00:00.000","Alaska","Male","25-29","3059"
"2020-09-30T00:00:00.000","Alaska","Male","30-34","4105"
"2020-09-30T00:00:00.000","Alaska","Male","35-39","4802"
"2020-09-30T00:00:00.000","Alaska","Male","40-44","4412"
"2020-09-30T00:00:00.000","Alaska","Male","45-49","4549"
