"date_from","date_to","month","total_incoming_calls","week","year"
"2019-07-01T00:00:00.000","2019-07-07T00:00:00.000","7","19321","27","2019"
"2019-07-08T00:00:00.000","2019-07-14T00:00:00.000","7","20991","28","2019"
"2019-07-15T00:00:00.000","2019-07-21T00:00:00.000","7","21954","29","2019"
"2019-07-22T00:00:00.000","2019-07-28T00:00:00.000","7","22122","30","2019"
"2019-07-29T00:00:00.000","2019-08-04T00:00:00.000","7","20771","31","2019"
