Name,Address,Is Open,Supervised,Spray Park,Sprayer,Liner,Fee,Wheelchair,Playground,Pool Slide,Water Play Equipment,Spray Park Info,Water Play Equipment Info,Sprayer Info,Fee Info,Pool Slide Info,Facility Info,Website,Complex ID,Location 1,Wards,Neighborhoods,Zip Codes
Lizzie Park Wading Pool,242 Lizzie St,false,,,true,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,10,"(49.90378901584974, -97.14172903462955)",12,38,
Lomond Park Wading Pool,1199 Paterson St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,137,"(49.85913799495187, -97.0603650465931)",8,157,
Centennial Park Wading Pool,802 Raleigh St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,93,"(49.924155804671216, -97.08176607237111)",1,11,
Broadway Park Wading Pool,185 Young St,false,,,true,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,185,"(49.88388014154437, -97.155216173433)",6,228,
Walsall Park Wading Pool,2099 Manitoba Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,90,"(49.93395800079289, -97.21195295291763)",12,127,
Luxton Community Centre Wading Pool,210 St Cross St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,85,"(49.92483937709672, -97.11874540771902)",4,116,
Tomlinson Park Wading Pool,111 Lemmen Dr,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,105,"(49.9194363743172, -97.06013723951537)",1,13,
Lions Wading Pool,969 Dowker Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,181,"(49.840904989927765, -97.14991174320456)",6,109,
Marjorie Park Wading Pool,245 Marjorie St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,16,"(49.88084100258067, -97.21322998870988)",13,131,
William Whyte School Wading Pool,200 Powers St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,62,"(49.91770306265705, -97.14361524693749)",4,138,
Shaughnessy Park Wading Pool,74 Tyndall Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,107,"(49.93476351549268, -97.1888054680931)",12,15,
Strathcona Recreation Centre Wading Pool,233 McKenzie St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,74,"(49.92030919253891, -97.14795913438405)",4,138,
T R Hodgeson Park Wading Pool,303 Lockwood St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,154,"(49.86828802562749, -97.20374901037702)",5,202,
Earl Grey Community Centre Wading Pool,360 Cockburn St N,false,,,false,false,,false,true,true,,,,,,1,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,39,"(49.86689679989561, -97.15084685552841)",6,20,
John Steel Park Wading Pool,300 Westwood Dr,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,59,"(49.87281197105547, -97.29452296565401)",14,63,
Northwood Community Centre Wading Pool,1415 Burrows Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,34,"(49.93037722717319, -97.17854066813018)",12,193,
Home Playground Wading Pool,772 Sargent Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,2,"(49.896546995523536, -97.16677897786002)",3,29,
Aberdeen Recreation Centre Wading Pool,415 Stella Ave,false,,,false,false,,false,true,false,,,,,,,Recreation Centre,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,61,"(49.913582524194034, -97.14446319589916)",4,139,
Pritchard Park Wading Pool,295 Pritchard Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,73,"(49.91426116213934, -97.13600704896913)",4,138,
Dakota Park Wading Pool,1188 Dakota St,false,,,false,false,,true,false,true,,,,,,1,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,68,"(49.81872007721585, -97.10174351679566)",7,88,
East End Cultural & Leisure Centre Wading Pool,575 Larsen Ave,false,,,true,false,,false,false,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,94,"(49.913241920786, -97.09817440574714)",1,197,
Weston Park Wading Pool,299 Lock St,false,,,false,false,,false,true,true,,,,,,1,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,13,"(49.92069877447578, -97.19000984762071)",13,28,
Central Corydon Community Centre- Crescentwood Site Wading Pool,1170 Corydon Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,126,"(49.864545306039886, -97.17091854975209)",5,58,
Valour Community Centre - Orioles site Wading Pool,448 Burnell St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,1,"(49.89128730815621, -97.17091565373795)",3,168,
Sargent Park Wading Pool,1106 Downing St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,29,"(49.899099011300535, -97.17896766324115)",3,70,
Riverview Community Centre Wading Pool,90 Ashland Ave,false,,,true,false,,false,true,true,,,,,,1,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,182,"(49.86507696149414, -97.11857867065396)",6,169,
St. Charles Park Wading Pool,3684 Ness Ave,false,,,false,false,,true,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,55,"(49.88867771729147, -97.31340212536871)",14,106,
Braeside Park Wading Pool,595 Louelda St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,97,"(49.9105690648001, -97.07154403205492)",1,89,
King Edward and Ness Playground Wading Pool,334 King Edward St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,15,"(49.88416598549612, -97.20899597001494)",13,131,
Happyland Wading Pool,520 Marion St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,132,"(49.88173781975416, -97.10168184370126)",8,172,
John Yuzyk Park  Wading Pool,665 Radford St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,82,"(49.93488787810326, -97.15981211838822)",12,158,
Harrow Park Wading Pool,1000 Fleet Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,151,"(49.8637229876301, -97.16202898759181)",5,58,
Cordova Park Wading Pool,372 Cordova St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,153,"(49.86567585476028, -97.1892063825687)",5,162,
Michaëlle Jean Park (Norquay Community Centre) Wading Pool,65 Granville St,false,,,true,false,,true,false,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,70,"(49.90989299748023, -97.1265874784302)",4,85,
Pascoe Park Wading Pool,155 Jordan St,false,,,true,false,,false,true,true,,,,,,1,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,4,"(49.91471257813159, -97.18319533591436)",13,28,
Kapyong Park Wading Pool,340 Amherst St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,21,"(49.883946918160994, -97.22240163602835)",13,131,
Dufferin Park Wading Pool,605 Alexander Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,11,"(49.906926994672354, -97.15130204250767)",12,38,
Marcy Beaucage Park Wading Pool,640 Pepperloaf Cres,false,,,true,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,32,"(49.854076340026104, -97.28853656921902)",15,195,
Winakwa Community Centre Wading Pool,980 Winakwa Rd,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,134,"(49.86325756904041, -97.07501011172238)",8,157,
Westdale Wading Pool,550 Dale Blvd,false,,,false,false,,true,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,148,"(49.86133850189606, -97.31535536483725)",15,223,
McFadyen Park Wading Pool,416 Assiniboine Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,50,"(49.8836656233804, -97.14194385134039)",6,50,
Champlain Community Centre Wading Pool,282 Niverville Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,26,"(49.87551700861631, -97.11423843208637)",8,49,
Jacob Penner Park Wading Pool,780 McGee St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,3,"(49.90157376828667, -97.16151200469477)",3,29,
Magnus Eliason Recreation Centre Wading Pool,430 Langside St,false,,,true,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,189,"(49.89164245760756, -97.15641848649322)",3,59,
Northwood CC: Frank Whyte site Wading Pool,1245 Fife St,false,,,false,false,,false,true,false,,,,,,,Football field,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,87,"(49.938445752499895, -97.16689472109658)",12,122,
Central Park Wading Pool,400 Cumberland Ave,false,,,false,false,,true,false,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,27,"(49.89701594373563, -97.14927363338634)",3,212,
Elmwood Winter Club Wading Pool,75 Brazier St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,123,"(49.909491488253686, -97.11354774658297)",1,197,
Southdale Community Centre Wading Pool,254 Lakewood Blvd,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,128,"(49.84543597930898, -97.076612491441)",8,61,
Elmwood Park Wading Pool,380 Henderson Hwy,false,,,true,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,116,"(49.91816479215255, -97.11354812774319)",1,81,
Valour Community Centre - Clifton site Wading Pool,1315 Strathcona St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,52,"(49.90164925165612, -97.18959968793219)",3,70,
River Osborne Wading Pool,466 Gertrude Ave,false,,,false,true,,false,false,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,40,"(49.87455211089644, -97.14326392063467)",6,156,
Robert A Steen Memorial Community Centre Wading Pool,980 Palmerston Ave,false,,,false,true,,false,false,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,28,"(49.87714063094603, -97.17282263706062)",3,14,
William Osler Park Wading Pool,787 Brock St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,152,"(49.85427379268317, -97.19002139859418)",5,19,
Morse Place Community Centre Wading Pool,700 Munroe Ave,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,95,"(49.91278622150586, -97.08422364852079)",1,89,
Boyd Park Wading Pool,1100 College Ave,false,,,true,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,80,"(49.928919085841216, -97.16366035246422)",12,64,
Vermillion Park Wading Pool,990 Beaverhill Blvd,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,129,"(49.85300365564019, -97.06564328446673)",8,61,
Berkshire Park Wading Pool,40 Berkshire Bay,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,131,"(49.8723639655066, -97.08949896745216)",8,65,
Tyndall Park School Wading Pool,2221 King Edward St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,91,"(49.93730491610665, -97.20449300455282)",12,127,
Bruce Park Wading Pool,1966 Portage Ave,false,,,false,false,,true,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,19,"(49.87726018699298, -97.22519233596753)",13,32,
St. John’s Park Wading Pool,1 Fowler St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,81,"(49.91918178225654, -97.12649501785228)",4,87,
Montrose Park Wading Pool,631 Montrose St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,127,"(49.85916499794158, -97.18019995144198)",5,66,
Central Corydon CC- Sir John Franklin site,1 Sir John Franklin Rd,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,186,"(49.86586583750233, -97.19654030211801)",5,202,
Machray Park Wading Pool,475 Anderson Ave,false,,,false,false,,true,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,83,"(49.92462544770564, -97.13721176369974)",4,121,
Beryl Watts Park Wading Pool,1295 Salter St,false,,,false,false,,false,true,false,,,,,,,,http://winnipeg.ca/cms/recreation/facilities/pools/wading_pools/wadingpools.stm,66,"(49.95073295524996, -97.11750346188441)",4,1,
