"year","month","week","total_ncoming_calls","date_from","date_to"
"2017","1","1","24211","2017-01-02T00:00:00.000","2017-01-08T00:00:00.000"
"2017","1","2","23182","2017-01-09T00:00:00.000","2017-01-15T00:00:00.000"
"2017","1","3","22678","2017-01-16T00:00:00.000","2017-01-22T00:00:00.000"
"2017","1","4","20901","2017-01-23T00:00:00.000","2017-01-29T00:00:00.000"
"2017","1","5","19407","2017-01-30T00:00:00.000","2017-02-05T00:00:00.000"
