"inventory_item_id","inventory_description","location_description","signals_location_number","signals_location_id","signal_type","latitude","longitude","location"
"878","SIGNAL - Equipment #: 8","INT - PRINCESS & WILLIAM","1116","971","VEHICLE","49.8995919272782","-97.1410753597084","POINT (-97.1410753597084 49.8995919272782)"
"314","SIGNAL - Equipment #: 5","INT - ELLICE & MARYLAND","1339","886","VEHICLE","49.893044619202","-97.1599814165021","POINT (-97.1599814165021 49.893044619202)"
"1421","SIGNAL - Equipment #: 9","INT - INKSTER & MCPHILLIPS","1132","491","VEHICLE","49.9392767812093","-97.1602843322386","POINT (-97.1602843322386 49.9392767812093)"
"166","SIGNAL - Equipment #: 3","INT - BANNATYNE & SHERBROOK","1165","976","VEHICLE","49.9030702979369","-97.156359642307","POINT (-97.156359642307 49.9030702979369)"
"105","SIGNAL - Equipment #: 8","INT - FERMOR & ST. ANNE'S","1458","254","VEHICLE","49.8552792266809","-97.1042114045941","POINT (-97.1042114045941 49.8552792266809)"
"635","SIGNAL - Equipment #: 3","INT - ARLINGTON & BURROWS","1520","935","VEHICLE","49.9221891401283","-97.1540796859359","POINT (-97.1540796859359 49.9221891401283)"
"168","SIGNAL - Equipment #: 1","INT - BANNATYNE & SHERBROOK","1165","976","VEHICLE","49.9032078935062","-97.1561797789936","POINT (-97.1561797789936 49.9032078935062)"
"1030","SIGNAL - Equipment #: 20","INT - LEILA & MCGREGOR","1784","915","VEHICLE","49.9465110202779","-97.1259363936636","POINT (-97.1259363936636 49.9465110202779)"
"1205","SIGNAL - Equipment #: 5","INT - BALMORAL & SARGENT","1669","1009","VEHICLE","49.8961119158079","-97.1523697281565","POINT (-97.1523697281565 49.8961119158079)"
"860","SIGNAL - Equipment #: 1","INT - INKSTER & MCGREGOR","1197","922","VEHICLE","49.9319549915872","-97.1375004688354","POINT (-97.1375004688354 49.9319549915872)"
"935","SIGNAL - Equipment #: 3","INT - ALBERT & MCDERMOT","1786","993","VEHICLE","49.8971343336169","-97.1400959754431","POINT (-97.1400959754431 49.8971343336169)"
"380","SIGNAL - Equipment #: 7","INT - ACADEMY & WELLINGTON CRES","1078","726","VEHICLE","49.8769076524758","-97.1629191542897","POINT (-97.1629191542897 49.8769076524758)"
"527","SIGNAL - Equipment #: 1","INT - ARLINGTON & NOTRE DAME","1134","895","VEHICLE","49.9043650255382","-97.1680815406342","POINT (-97.1680815406342 49.9043650255382)"
"2453","SIGNAL - Equipment #: 5","INT - CARLTON & YORK","1967","1056","VEHICLE","49.8886808560465","-97.143563619369","POINT (-97.143563619369 49.8886808560465)"
"2000","SIGNAL - Equipment #: 6","INT - ACADEMY & LOCKWOOD","1272","654","VEHICLE","49.8745319763695","-97.2016993352768","POINT (-97.2016993352768 49.8745319763695)"
"918","SIGNAL - Equipment #: 3","INT - MAIN & MCDERMOT","1686","994","VEHICLE","49.8971528635176","-97.1390895526811","POINT (-97.1390895526811 49.8971528635176)"
"556","SIGNAL - Equipment #: 5","INT - ARLINGTON & WILLIAM","1526","902","VEHICLE","49.9072329133574","-97.165452291684","POINT (-97.165452291684 49.9072329133574)"
"1244","SIGNAL - Equipment #: 12","INT - BALMORAL & ELLICE","1650","125","VEHICLE","49.8930410396322","-97.1523198704444","POINT (-97.1523198704444 49.8930410396322)"
"1428","SIGNAL - Equipment #: 14","INT - INKSTER & MCPHILLIPS","1132","491","VEHICLE","49.9390213834846","-97.159398115271","POINT (-97.159398115271 49.9390213834846)"
"233","SIGNAL - Equipment #: 3","INT - SARGENT & SHERBROOK","1676","900","VEHICLE","49.8963736621315","-97.1583362222355","POINT (-97.1583362222355 49.8963736621315)"
"1891","SIGNAL - Equipment #: 6","INT - BROADWAY & CARLTON","1273","1069","VEHICLE","49.8868850477197","-97.1426524797565","POINT (-97.1426524797565 49.8868850477197)"
"366","SIGNAL - Equipment #: 8","INT - MARYLAND & WESTMINSTER","1705","1087","VEHICLE","49.8819138356737","-97.1607809034115","POINT (-97.1607809034115 49.8819138356737)"
"1679","CABINET - Equipment #: 10","INT - INKSTER & MCGREGOR","1197","922","VEHICLE","49.9319680806343","-97.137491737468","POINT (-97.137491737468 49.9319680806343)"
"1247","SIGNAL - Equipment #: 10","INT - LEILA & SINCLAIR","1587","474","VEHICLE","49.9497491324737","-97.1355858264227","POINT (-97.1355858264227 49.9497491324737)"
"1176","SIGNAL - Equipment #: 3","INT - HARGRAVE & MCDERMOT","1114","989","VEHICLE","49.8984944596314","-97.1445130471489","POINT (-97.1445130471489 49.8984944596314)"
"1298","SIGNAL - Equipment #: 9","INT - ELLICE & SPENCE","1720","1015","VEHICLE","49.8927159379656","-97.1540973814954","POINT (-97.1540973814954 49.8927159379656)"
"1601","SIGNAL - Equipment #: 14","INT - ALEXANDER & MAIN","1484","297","VEHICLE","49.90175639746","-97.136830876956","POINT (-97.136830876956 49.90175639746)"
"636","SIGNAL - Equipment #: 4","INT - ARLINGTON & BURROWS","1520","935","VEHICLE","49.9220752620931","-97.1541910371747","POINT (-97.1541910371747 49.9220752620931)"
"1534","SIGNAL - Equipment #: 4","INT - CHIEF PEGUIS & HENDERSON","1783","313","VEHICLE","49.9475740345739","-97.0839026679824","POINT (-97.0839026679824 49.9475740345739)"
"2158","SIGNAL - Equipment #: 10","INT - KEEWATIN & SELKIRK","1497","582","VEHICLE","49.9314313254978","-97.195056453993","POINT (-97.195056453993 49.9314313254978)"
"2279","SIGNAL - Equipment #: 7","INT - DONALD & YORK","1388","1058","VEHICLE","49.8890610814479","-97.1410980378591","POINT (-97.1410980378591 49.8890610814479)"
"2487","SIGNAL - Equipment #: 3","INT - KENNEDY & YORK","1006","1054","VEHICLE","49.8879055434252","-97.146160057583","POINT (-97.146160057583 49.8879055434252)"
"398","CABINET - Equipment #: 10","INT - GROSVENOR & WELLINGTON CRES.","1542","61","VEHICLE","49.8726078233743","-97.1566044520176","POINT (-97.1566044520176 49.8726078233743)"
"602","SIGNAL - Equipment #: 9","INT - ARLINGTON & DUFFERIN","1589","906","VEHICLE","49.9166134345088","-97.1587071760473","POINT (-97.1587071760473 49.9166134345088)"
"1909","SIGNAL - Equipment #: 4","INT - INKSTER & SHEPPARD","1111","487","VEHICLE","49.9442624425612","-97.1758410325038","POINT (-97.1758410325038 49.9442624425612)"
"544","SIGNAL - Equipment #: 4","INT - ARLINGTON & NOTRE DAME","1134","895","VEHICLE","49.9041261156112","-97.1677976453307","POINT (-97.1677976453307 49.9041261156112)"
"254","SIGNAL - Equipment #: 5","INT - PORTAGE & SHERBROOK","1711","783","VEHICLE","49.8881574060003","-97.159222416445","POINT (-97.159222416445 49.8881574060003)"
"1115","SIGNAL - Equipment #: 7","INT - REDWOOD & SALTER","1171","939","VEHICLE","49.9195340657003","-97.13771449500115","POINT (-97.13771449500115 49.9195340657003)"
"2464","SIGNAL - Equipment #: 7","INT - KING EDWARD & WELLINGTON","1435","604","VEHICLE","49.9013475333938","-97.206953150614","POINT (-97.206953150614 49.9013475333938)"
"2216","CABINET - Equipment #: 8","INT - KING EDWARD & SKINNER (30m N OF LISMORE)","1594","590","VEHICLE","49.9191331193014","-97.2070113209754","POINT (-97.2070113209754 49.9191331193014)"
"670","SIGNAL - Equipment #: 5","INT - NOTRE DAME & WESTON","1404","525","VEHICLE","49.9094377828877","-97.183960780947","POINT (-97.183960780947 49.9094377828877)"
"2542","SIGNAL - Equipment #: 6","INT - ELLICE & KING EDWARD","1065","619","VEHICLE","49.8942965631123","-97.2076484351805","POINT (-97.2076484351805 49.8942965631123)"
"2261","CABINET - Equipment #: 9","INT - BROADWAY & MAIN","1266","281","VEHICLE","49.8885741408319","-97.1350151653543","POINT (-97.1350151653543 49.8885741408319)"
"1077","SIGNAL - Equipment #: 5","INT - SALTER & SELKIRK","1189","950","VEHICLE","49.9144739682558","-97.1415915233169","POINT (-97.1415915233169 49.9144739682558)"
"2458","SIGNAL - Equipment #: 4","INT - CARLTON & YORK","1967","1056","VEHICLE","49.8887126464148","-97.1436463906007","POINT (-97.1436463906007 49.8887126464148)"
"1263","SIGNAL - Equipment #: 8","INT - BALMORAL & ELLICE","1650","125","VEHICLE","49.8932165935467","-97.1519116078702","POINT (-97.1519116078702 49.8932165935467)"
"1097","SIGNAL - Equipment #: 7","INT - BURROWS & SALTER","1190","940","VEHICLE","49.9173791034992","-97.1391147639458","POINT (-97.1391147639458 49.9173791034992)"
"1500","SIGNAL - Equipment #: 2","INT - NOTRE DAME & PRINCESS (SMITH)","1267","997","VEHICLE","49.8964431034718","-97.143860769396","POINT (-97.143860769396 49.8964431034718)"
"1663","CABINET - Equipment #: 9","INT - ELLEN & LOGAN","1110","959","VEHICLE","49.9050996857263","-97.14327378587","POINT (-97.14327378587 49.9050996857263)"
"838","CABINET - Equipment #: 9","INT - ARLINGTON & INKSTER","1196","920","VEHICLE","49.9340277088424","-97.1450810314736","POINT (-97.1450810314736 49.9340277088424)"
"2089","SIGNAL - Equipment #: 1","INT - BROADWAY & SMITH","1275","1072","VEHICLE","49.8878254493182","-97.1386784739897","POINT (-97.1386784739897 49.8878254493182)"
"2142","SIGNAL - Equipment #: 5","INT - BROADWAY & GARRY","1276","279","VEHICLE","49.888316659768","-97.1378273415835","POINT (-97.1378273415835 49.888316659768)"
"2336","SIGNAL - Equipment #: 2","INT - HARGRAVE & YORK","1754","1057","VEHICLE","49.888849048325","-97.142189025843","POINT (-97.142189025843 49.888849048325)"
"1410","SIGNAL - Equipment #: 1","INT - INKSTER & MCPHILLIPS","1132","491","VEHICLE","49.9391367157067","-97.1598898251425","POINT (-97.1598898251425 49.9391367157067)"
"1274","SIGNAL - Equipment #: 1","INT - BANNATYNE & PRINCESS","1077","984","VEHICLE","49.8985373456724","-97.1422221615049","POINT (-97.1422221615049 49.8985373456724)"
"1514","SIGNAL - Equipment #: 4","INT - HENDERSON & MCIVOR","1687","309","VEHICLE","49.9540992133615","-97.0760082639261","POINT (-97.0760082639261 49.9540992133615)"
"1374","CABINET - Equipment #: 9","INT - LOGAN & QUELCH","1525","520","VEHICLE","49.917775268007","-97.183673351614","POINT (-97.183673351614 49.917775268007)"
"725","SIGNAL - Equipment #: 3","INT - MCGREGOR & MOUNTAIN","1665","502","VEHICLE","49.9239585718294","-97.143416315052","POINT (-97.143416315052 49.9239585718294)"
"1160","SIGNAL - Equipment #: 3","INT - MACHRAY & SALTER","1259","925","VEHICLE","49.9251277160034","-97.1331322426016","POINT (-97.1331322426016 49.9251277160034)"
"1050","SIGNAL - Equipment #: 10","INT - MCPHILLIPS & REDWOOD","1363","506","VEHICLE","49.9294223182146","-97.1683752404099","POINT (-97.1683752404099 49.9294223182146)"
"1926","SIGNAL - Equipment #: 4","INT - INKSTER & KING EDWARD","1050","574","VEHICLE","49.9457638086764","-97.2068005098048","POINT (-97.2068005098048 49.9457638086764)"
"1453","SIGNAL - Equipment #: 7","INT - BROADWAY & PORTAGE","1730","781","VEHICLE","49.8868695692802","-97.1652294066358","POINT (-97.1652294066358 49.8868695692802)"
"1195","SIGNAL - Equipment #: 2","INT - BANNATYNE & RORIE","1890","987","VEHICLE","49.897659421064","-97.1367944091809","POINT (-97.1367944091809 49.897659421064)"
"1491","SIGNAL - Equipment #: 2","INT - PRINCESS & RUPERT","1325","965","VEHICLE","49.9016633365277","-97.1399719419048","POINT (-97.1399719419048 49.9016633365277)"
"1269","CABINET - Equipment #: 6","INT - BANNATYNE & KING","1250","985","VEHICLE","49.8982541340358","-97.1412773133204","POINT (-97.1412773133204 49.8982541340358)"
"1622","SIGNAL - Equipment #: 1","INT - JEFFERSON & MCPHILLIPS","1173","488","VEHICLE","49.9451416485872","-97.1546026635184","POINT (-97.1546026635184 49.9451416485872)"
"1962","SIGNAL - Equipment #: 1","INT - ACADEMY & QUEENSTON","1105","652","VEHICLE","49.8738274987332","-97.1865575416251","POINT (-97.1865575416251 49.8738274987332)"
"1651","CABINET - Equipment #: 8","INT - SALTER & SELKIRK","1189","950","VEHICLE","49.9145955953111","-97.1412218483106","POINT (-97.1412218483106 49.9145955953111)"
"1952","SIGNAL - Equipment #: 1","INT - ACADEMY & OAK","1032","722","VEHICLE","49.8736256602851","-97.1811724471284","POINT (-97.1811724471284 49.8736256602851)"
"773","SIGNAL - Equipment #: 3","INT - KING & LOGAN","1472","961","VEHICLE","49.9030409165992","-97.1370560008163","POINT (-97.1370560008163 49.9030409165992)"
"329","SIGNAL - Equipment #: 8","INT - BROADWAY & MARYLAND","1696","737","VEHICLE","49.8857140354756","-97.1607739020303","POINT (-97.1607739020303 49.8857140354756)"
"1101","SIGNAL - Equipment #: 4","INT - LEILA & SALTER","1226","221","VEHICLE","49.9446691333774","-97.1204528746528","POINT (-97.1204528746528 49.9446691333774)"
"1379","SIGNAL - Equipment #: 4","INT - GARDEN PARK & LEILA","1091","475","VEHICLE","49.9513744565927","-97.1416626668446","POINT (-97.1416626668446 49.9513744565927)"
"963","SIGNAL - Equipment #: 4","INT - ARTHUR & MCDERMOT","1402","992","VEHICLE","49.8971875084764","-97.1412163361636","POINT (-97.1412163361636 49.8971875084764)"
"1809","SIGNAL - Equipment #: 8","INT - OAK POINT & SELKIRK","1478","583","VEHICLE","49.9307086922715","-97.2114982970631","POINT (-97.2114982970631 49.9307086922715)"
"1564","SIGNAL - Equipment #: 4","INT - MAPLEGLEN & MCPHILLIPS","1156","489","VEHICLE","49.9413279643441","-97.1579206183457","POINT (-97.1579206183457 49.9413279643441)"
"457","SIGNAL - Equipment #: 3","INT - MCPHILLIPS & NOTRE DAME","1393","530","VEHICLE","49.9052303349585","-97.1715748501282","POINT (-97.1715748501282 49.9052303349585)"
"2437","SIGNAL - Equipment #: 7","INT - WATERFRONT & YORK","1856","286","VEHICLE","49.890907747953","-97.1326145239059","POINT (-97.1326145239059 49.890907747953)"
"473","SIGNAL - Equipment #: 3","INT - ARLINGTON & ST. MATTHEWS","1118","871","VEHICLE","49.8899483462921","-97.1691909457801","POINT (-97.1691909457801 49.8899483462921)"
"1784","SIGNAL - Equipment #: 3","INT - DUBLIN & ST. JAMES","1288","597","VEHICLE","49.9115146458187","-97.1989956673809","POINT (-97.1989956673809 49.9115146458187)"
"800","SIGNAL - Equipment #: 5","INT - MCGREGOR & SELKIRK","1055","948","VEHICLE","49.9168588280573","-97.14912269828434","POINT (-97.14912269828434 49.9168588280573)"
"415","SIGNAL - Equipment #: 5","INT - ACADEMY & HARROW","1954","863","VEHICLE","49.874249390119","-97.1693620956947","POINT (-97.1693620956947 49.874249390119)"
"1607","SIGNAL - Equipment #: 4","INT - MCPHILLIPS & STARDUST","1279","485","VEHICLE","49.9475408299563","-97.1530337664783","POINT (-97.1530337664783 49.9475408299563)"
"2480","SIGNAL - Equipment #: 6","INT - EDMONTON & YORK","1966","1055","VEHICLE","49.8881667501463","-97.1450449561489","POINT (-97.1450449561489 49.8881667501463)"
"1308","SIGNAL - Equipment #: 7","INT - ELLICE & YOUNG","1949","1016","VEHICLE","49.8927465126062","-97.1548790404357","POINT (-97.1548790404357 49.8927465126062)"
"600","CABINET - Equipment #: 10","INT - MCPHILLIPS & SELKIRK","1361","508","VEHICLE","49.9237264134283","-97.1692798220396","POINT (-97.1692798220396 49.9237264134283)"
"2378","SIGNAL - Equipment #: 12","INT - BERRY & SARGENT","1514","609","VEHICLE","49.8980104488052","-97.20906289669556","POINT (-97.20906289669556 49.8980104488052)"
"842","CABINET - Equipment #: 9","INT - ISABEL & WILLIAM","1550","973","VEHICLE","49.9022719911943","-97.1491398774703","POINT (-97.1491398774703 49.9022719911943)"
"1587","SIGNAL - Equipment #: 11","INT - MCPHILLIPS & TEMPLETON","1411","478","VEHICLE","49.9572225458602","-97.1444553750894","POINT (-97.1444553750894 49.9572225458602)"
"734","SIGNAL - Equipment #: 8","INT - MCGREGOR & MOUNTAIN","1665","502","VEHICLE","49.9241540828045","-97.1432409631544","POINT (-97.1432409631544 49.9241540828045)"
"145","SIGNAL - Equipment #: 2","INT - LOGAN & SHERBROOK","1535","956","VEHICLE","49.9080700836798","-97.1526718794602","POINT (-97.1526718794602 49.9080700836798)"
"708","SIGNAL - Equipment #: 5","INT - FLINT & NOTRE DAME","1794","599","VEHICLE","49.9107493194403","-97.1884082042337","POINT (-97.1884082042337 49.9107493194403)"
"284","SIGNAL - Equipment #: 6","INT - MARYLAND & SARGENT","1780","893","VEHICLE","49.8965017764096","-97.1597533633035","POINT (-97.1597533633035 49.8965017764096)"
"646","SIGNAL - Equipment #: 7","INT - SHERBROOK & WILLIAM","1166","975","VEHICLE","49.9042896036229","-97.155733963819","POINT (-97.155733963819 49.9042896036229)"
"951","SIGNAL - Equipment #: 9","INT - BANNATYNE & ISABEL","1218","977","VEHICLE","49.9010700216767","-97.1499970932169","POINT (-97.1499970932169 49.9010700216767)"
"1038","SIGNAL - Equipment #: 15","INT - LEILA & MCGREGOR","1784","915","VEHICLE","49.9464195814341","-97.126389889774","POINT (-97.126389889774 49.9464195814341)"
"724","SIGNAL - Equipment #: 3","INT - DUBLIN & NOTRE DAME (MIDLAND)","1420","598","VEHICLE","49.91122456019","-97.189946518948","POINT (-97.189946518948 49.91122456019)"
"2101","SIGNAL - Equipment #: 6","INT - BURROWS & KEEWATIN","1142","581","VEHICLE","49.9384140999221","-97.1952854280233","POINT (-97.1952854280233 49.9384140999221)"
"409","SIGNAL - Equipment #: 1","INT - ARLINGTON & WESTMINSTER","1916","865","VEHICLE","49.8816914289299","-97.169766032071","POINT (-97.169766032071 49.8816914289299)"
"1235","SIGNAL - Equipment #: 5","INT - BALMORAL & ELLICE","1650","125","VEHICLE","49.8933546496145","-97.1522484880591","POINT (-97.1522484880591 49.8933546496145)"
"422","SIGNAL - Equipment #: 4","INT - HUGO & WELLINGTON CRES","1088","1093","VEHICLE","49.87323766938005","-97.1518310871713","POINT (-97.1518310871713 49.87323766938005)"
"1870","SIGNAL - Equipment #: 9","INT - BROADWAY & KENNEDY","1271","1067","VEHICLE","49.8862673740126","-97.1452689672017","POINT (-97.1452689672017 49.8862673740126)"
"2069","SIGNAL - Equipment #: 3","INT - BROADWAY & EDMONTON","1371","1068","VEHICLE","49.88653018005185","-97.1441792666836","POINT (-97.1441792666836 49.88653018005185)"
"335","CABINET - Equipment #: 8","INT - CUMBERLAND & SHERBROOK","1539","544","VEHICLE","49.8999038186403","-97.1584181225145","POINT (-97.1584181225145 49.8999038186403)"
"436","SIGNAL - Equipment #: 10","INT - ACADEMY & HARROW","1954","863","VEHICLE","49.8742290740567","-97.168979877747","POINT (-97.168979877747 49.8742290740567)"
"1303","SIGNAL - Equipment #: 7","INT - BANNATYNE & ELLEN","1038","982","VEHICLE","49.8999087029897","-97.1459228344525","POINT (-97.1459228344525 49.8999087029897)"
"695","SIGNAL - Equipment #: 3","INT - ARLINGTON & MOUNTAIN","1145","927","VEHICLE","49.9264542628387","-97.1511803756911","POINT (-97.1511803756911 49.9264542628387)"
"467","SIGNAL - Equipment #: 8","INT - ARLINGTON & ST. MATTHEWS","1118","871","VEHICLE","49.8900736513518","-97.1688729338378","POINT (-97.1688729338378 49.8900736513518)"
"1689","SIGNAL - Equipment #: 10","INT - JAMES & MAIN","1684","968","VEHICLE","49.9001036528672","-97.138299517405","POINT (-97.138299517405 49.9001036528672)"
"2124","SIGNAL - Equipment #: 1","INT - ST. JAMES & WELLINGTON","1434","606","VEHICLE","49.9012537653703","-97.2002490757672","POINT (-97.2002490757672 49.9012537653703)"
"1771","SIGNAL - Equipment #: 5","INT - EAGLE & OAK POINT","1469","579","VEHICLE","49.9371332524023","-97.2244321999626","POINT (-97.2244321999626 49.9371332524023)"
"242","SIGNAL - Equipment #: 2","INT - ELLICE & SHERBROOK","1675","565","VEHICLE","49.8930432205408","-97.1588659374235","POINT (-97.1588659374235 49.8930432205408)"
"1984","SIGNAL - Equipment #: 6","INT - ACADEMY & QUEENSTON","1105","652","VEHICLE","49.8738072282228","-97.1862696837694","POINT (-97.1862696837694 49.8738072282228)"
"1416","SIGNAL - Equipment #: 4","INT - INKSTER & MCPHILLIPS","1132","491","VEHICLE","49.9388733762466","-97.1601590136803","POINT (-97.1601590136803 49.9388733762466)"
"650","SIGNAL - Equipment #: 1","INT - NOTRE DAME & WALL","1414","526","VEHICLE","49.908189966269","-97.1804563942388","POINT (-97.1804563942388 49.908189966269)"
"488","CABINET - Equipment #: 10","INT - MCPHILLIPS & WILLIAM","1172","523","VEHICLE","49.9092280505327","-97.1712128856879","POINT (-97.1712128856879 49.9092280505327)"
"1346","SIGNAL - Equipment #: 11","INT - LEILA & WATSON","1906","479","VEHICLE","49.9546995175538","-97.1519508570365","POINT (-97.1519508570365 49.9546995175538)"
"616","SIGNAL - Equipment #: 5","INT - BURROWS & MCPHILLIPS","1359","507","VEHICLE","49.9267443314968","-97.169188733615","POINT (-97.169188733615 49.9267443314968)"
"994","SIGNAL - Equipment #: 4","INT - JEFFERSON & MCGREGOR","1701","916","VEHICLE","49.9380413911362","-97.1325831043362","POINT (-97.1325831043362 49.9380413911362)"
"1477","SIGNAL - Equipment #: 9","INT - BROADWAY & OSBORNE","1066","1066","VEHICLE","49.8856611176727","-97.1496076569077","POINT (-97.1496076569077 49.8856611176727)"
"315","SIGNAL - Equipment #: 8","INT - MARYLAND & PORTAGE","1702","782","VEHICLE","49.8877877324046","-97.1607011161139","POINT (-97.1607011161139 49.8877877324046)"
"2295","SIGNAL - Equipment #: 5","INT - MAIN & PARTRIDGE","1290","1154","VEHICLE","49.9416236924597","-97.1139290864253","POINT (-97.1139290864253 49.9416236924597)"
"1742","SIGNAL - Equipment #: 5","INT - NOTRE DAME & ST. JAMES","1071","592","VEHICLE","49.9165907468614","-97.1989797810708","POINT (-97.1989797810708 49.9165907468614)"
"289","SIGNAL - Equipment #: 3","INT - ELLICE & MARYLAND","1339","886","VEHICLE","49.8930738947264","-97.1603340167861","POINT (-97.1603340167861 49.8930738947264)"
"587","SIGNAL - Equipment #: 2","INT - ARLINGTON & DUFFERIN","1589","906","VEHICLE","49.9168249781471","-97.1585676363745","POINT (-97.1585676363745 49.9168249781471)"
"2064","SIGNAL - Equipment #: 8","INT - BROADWAY & CARLTON","1273","1069","VEHICLE","49.8870393306976","-97.142998430791","POINT (-97.142998430791 49.8870393306976)"
"125","SIGNAL - Equipment #: 3","INT - LOGAN & SHERBROOK","1535","956","VEHICLE","49.9080961870536","-97.1525814523242","POINT (-97.1525814523242 49.9080961870536)"
"978","SIGNAL - Equipment #: 2","INT - MCDERMOT & PRINCESS","1338","990","VEHICLE","49.8977602761461","-97.14285141896295","POINT (-97.14285141896295 49.8977602761461)"
"1339","SIGNAL - Equipment #: 10","INT - KEEWATIN & LOGAN","1255","589","VEHICLE","49.9212393993301","-97.1944530636139","POINT (-97.1944530636139 49.9212393993301)"
"1352","SIGNAL - Equipment #: 3","INT - LEILA & 157m E OF MCPHILLIPS (GARDEN CITY)","1147","476","VEHICLE","49.9527913689689","-97.1451464232652","POINT (-97.1451464232652 49.9527913689689)"
"1763","SIGNAL - Equipment #: 10","INT - EAGLE & OAK POINT","1469","579","VEHICLE","49.9373993182716","-97.223757097094","POINT (-97.223757097094 49.9373993182716)"
"736","SIGNAL - Equipment #: 9","INT - DUBLIN & NOTRE DAME (MIDLAND)","1420","598","VEHICLE","49.9109836294244","-97.1895754292243","POINT (-97.1895754292243 49.9109836294244)"
"247","SIGNAL - Equipment #: 7","INT - ELLICE & SHERBROOK","1675","565","VEHICLE","49.8928402677899","-97.1588755110636","POINT (-97.1588755110636 49.8928402677899)"
"815","SIGNAL - Equipment #: 6","INT - ISABEL & LOGAN","1494","185","VEHICLE","49.905945429351","-97.1468492274704","POINT (-97.1468492274704 49.905945429351)"
"1568","SIGNAL - Equipment #: 8","INT - MAPLEGLEN & MCPHILLIPS","1156","489","VEHICLE","49.9415606635092","-97.1582801343114","POINT (-97.1582801343114 49.9415606635092)"
"2129","SIGNAL - Equipment #: 6","INT - ST. JAMES & WELLINGTON","1434","606","VEHICLE","49.9011643135699","-97.1998526249799","POINT (-97.1998526249799 49.9011643135699)"
"1880","SIGNAL - Equipment #: 3","INT - DONALD & ELLICE","1211","1003","VEHICLE","49.8949676273852","-97.1440838634157","POINT (-97.1440838634157 49.8949676273852)"
"922","SIGNAL - Equipment #: 1","INT - BALMORAL & NOTRE DAME","1013","979","VEHICLE","49.8990397435776","-97.1519603393264","POINT (-97.1519603393264 49.8990397435776)"
"2449","SIGNAL - Equipment #: 3","INT - INKSTER & SINCLAIR","1964","493","VEHICLE","49.9351045178193","-97.1477025416293","POINT (-97.1477025416293 49.9351045178193)"
"1497","SIGNAL - Equipment #: 3","INT - OSBORNE & YORK","1073","1052","VEHICLE","49.8874145205993","-97.1497227239731","POINT (-97.1497227239731 49.8874145205993)"
"2096","SIGNAL - Equipment #: 11","INT - BURROWS & KEEWATIN","1142","581","VEHICLE","49.938712877319","-97.1950622345151","POINT (-97.1950622345151 49.938712877319)"
"1898","SIGNAL - Equipment #: 4","INT - FIFE & INKSTER","1062","490","VEHICLE","49.9412834962115","-97.1665628821549","POINT (-97.1665628821549 49.9412834962115)"
"747","SIGNAL - Equipment #: 6","INT - MCGREGOR & REDWOOD","1082","936","VEHICLE","49.92190583134665","-97.14494899692995","POINT (-97.14494899692995 49.92190583134665)"
"518","SIGNAL - Equipment #: 6","INT - ARLINGTON & WELLINGTON AVE","1120","890","VEHICLE","49.9002126719364","-97.1684967398606","POINT (-97.1684967398606 49.9002126719364)"
"1320","SIGNAL - Equipment #: 2","INT - ELLICE & YOUNG","1949","1016","VEHICLE","49.8927585222484","-97.1551360496647","POINT (-97.1551360496647 49.8927585222484)"
"1369","SIGNAL - Equipment #: 4","INT - LOGAN & QUELCH","1525","520","VEHICLE","49.9180220175405","-97.1837764993796","POINT (-97.1837764993796 49.9180220175405)"
"1312","SIGNAL - Equipment #: 5","INT - ELLICE & YOUNG","1949","1016","VEHICLE","49.8929085226366","-97.1548989727371","POINT (-97.1548989727371 49.8929085226366)"
"906","SIGNAL - Equipment #: 6","INT - BALMORAL & CUMBERLAND","1685","981","VEHICLE","49.898240961537","-97.1520407723683","POINT (-97.1520407723683 49.898240961537)"
"2294","SIGNAL - Equipment #: 4","INT - MAIN & PARTRIDGE","1290","1154","VEHICLE","49.941649571391","-97.1142098941669","POINT (-97.1142098941669 49.941649571391)"
"2491","SIGNAL - Equipment #: 7","INT - KENNEDY & YORK","1006","1054","VEHICLE","49.8880847431685","-97.1464644603476","POINT (-97.1464644603476 49.8880847431685)"
"1005","SIGNAL - Equipment #: 10","INT - MCGREGOR & PARTRIDGE","1784","918","VEHICLE","49.9458442197977","-97.1264988837415","POINT (-97.1264988837415 49.9458442197977)"
"1731","SIGNAL - Equipment #: 4","INT - BROOKSIDE & INKSTER","1130","576","VEHICLE","49.9459200844983","-97.2291859051338","POINT (-97.2291859051338 49.9459200844983)"
"2360","SIGNAL - Equipment #: 12","INT - BERRY & WELLINGTON","1436","603","VEHICLE","49.9014216772314","-97.2091539392022","POINT (-97.2091539392022 49.9014216772314)"
"1140","SIGNAL - Equipment #: 1","INT - INKSTER & SALTER","1198","923","VEHICLE","49.9294337270834","-97.1301293332181","POINT (-97.1301293332181 49.9294337270834)"
"1472","SIGNAL - Equipment #: 4","INT - ALEXANDER & PRINCESS","1316","962","VEHICLE","49.90251476207065","-97.13908946567204","POINT (-97.13908946567204 49.90251476207065)"
"763","SIGNAL - Equipment #: 8","INT - LOGAN & MAIN","1464","806","VEHICLE","49.9024552384277","-97.1359580300965","POINT (-97.1359580300965 49.9024552384277)"
"939","SIGNAL - Equipment #: 5","INT - ALBERT & MCDERMOT","1786","993","VEHICLE","49.8970006598477","-97.1401941702444","POINT (-97.1401941702444 49.8970006598477)"
