"timestamp","site","right","left","northbound","southbound","eastbound","westbound","total","latitude","longitude","location"
"2022-08-25T23:45:00.000","Inkster And 130W Of Wyatt","74","57",,,"74","57","131","49.945949","-97.187758","POINT (-97.187758 49.945949)"
"2022-08-25T23:45:00.000","McPhillips And 190m South Of Leila","109","63","109","63",,,"172","49.951733","-97.149032","POINT (-97.149032 49.951733)"
"2022-08-25T23:45:00.000","Marion And 260M E Of Dupuy","77","43",,,"77","43","120","49.8819","-97.089342","POINT (-97.089342 49.8819)"
"2022-08-25T23:45:00.000","Nichol And St.Marys","72","65","65","72",,,"137","49.850579","-97.112202","POINT (-97.112202 49.850579)"
"2022-08-25T23:45:00.000","Henderson And 55M S Of Frasers Grove","115","56","115","56",,,"171","49.934985","-97.096166","POINT (-97.096166 49.934985)"
"2022-08-25T23:45:00.000","Lagimodiere And 80M N Of Burmac","72","138","138","72",,,"210","49.848695","-97.049665","POINT (-97.049665 49.848695)"
"2022-08-25T23:45:00.000","Pembina And 280 N Of Adamar","111","147","147","111",,,"258","49.826952","-97.152312","POINT (-97.152312 49.826952)"
"2022-08-25T23:45:00.000","Disraeli Bridge","58","165","165","58",,,"223","49.906744","-97.123028","POINT (-97.123028 49.906744)"
"2022-08-25T23:30:00.000","Nichol And St.Marys","58","99","99","58",,,"157","49.850579","-97.112202","POINT (-97.112202 49.850579)"
"2022-08-25T23:30:00.000","Inkster And 130W Of Wyatt","92","65",,,"92","65","157","49.945949","-97.187758","POINT (-97.187758 49.945949)"
"2022-08-25T23:30:00.000","Henderson And 55M S Of Frasers Grove","139","61","139","61",,,"200","49.934985","-97.096166","POINT (-97.096166 49.934985)"
"2022-08-25T23:30:00.000","Lagimodiere And 80M N Of Burmac","107","225","225","107",,,"332","49.848695","-97.049665","POINT (-97.049665 49.848695)"
"2022-08-25T23:30:00.000","Disraeli Bridge","53","195","195","53",,,"248","49.906744","-97.123028","POINT (-97.123028 49.906744)"
"2022-08-25T23:30:00.000","Pembina And 280 N Of Adamar","148","331","331","148",,,"479","49.826952","-97.152312","POINT (-97.152312 49.826952)"
"2022-08-25T23:30:00.000","McPhillips And 190m South Of Leila","91","69","91","69",,,"160","49.951733","-97.149032","POINT (-97.149032 49.951733)"
"2022-08-25T23:30:00.000","Marion And 260M E Of Dupuy","77","58",,,"77","58","135","49.8819","-97.089342","POINT (-97.089342 49.8819)"
"2022-08-25T23:15:00.000","Nichol And St.Marys","68","170","170","68",,,"238","49.850579","-97.112202","POINT (-97.112202 49.850579)"
"2022-08-25T23:15:00.000","Lagimodiere And 80M N Of Burmac","103","236","236","103",,,"339","49.848695","-97.049665","POINT (-97.049665 49.848695)"
"2022-08-25T23:15:00.000","Inkster And 130W Of Wyatt","98","88",,,"98","88","186","49.945949","-97.187758","POINT (-97.187758 49.945949)"
"2022-08-25T23:15:00.000","Marion And 260M E Of Dupuy","74","57",,,"74","57","131","49.8819","-97.089342","POINT (-97.089342 49.8819)"
"2022-08-25T23:15:00.000","Disraeli Bridge","74","231","231","74",,,"305","49.906744","-97.123028","POINT (-97.123028 49.906744)"
"2022-08-25T23:15:00.000","McPhillips And 190m South Of Leila","160","77","160","77",,,"237","49.951733","-97.149032","POINT (-97.149032 49.951733)"
"2022-08-25T23:15:00.000","Pembina And 280 N Of Adamar","158","460","460","158",,,"618","49.826952","-97.152312","POINT (-97.152312 49.826952)"
"2022-08-25T23:15:00.000","Henderson And 55M S Of Frasers Grove","162","73","162","73",,,"235","49.934985","-97.096166","POINT (-97.096166 49.934985)"
"2022-08-25T23:00:00.000","Nichol And St.Marys","89","200","200","89",,,"289","49.850579","-97.112202","POINT (-97.112202 49.850579)"
"2022-08-25T23:00:00.000","Inkster And 130W Of Wyatt","93","85",,,"93","85","178","49.945949","-97.187758","POINT (-97.187758 49.945949)"
"2022-08-25T23:00:00.000","Lagimodiere And 80M N Of Burmac","105","302","302","105",,,"407","49.848695","-97.049665","POINT (-97.049665 49.848695)"
"2022-08-25T23:00:00.000","Disraeli Bridge","92","220","220","92",,,"312","49.906744","-97.123028","POINT (-97.123028 49.906744)"
"2022-08-25T23:00:00.000","Marion And 260M E Of Dupuy","64","71",,,"64","71","135","49.8819","-97.089342","POINT (-97.089342 49.8819)"
"2022-08-25T23:00:00.000","Pembina And 280 N Of Adamar","166","470","470","166",,,"636","49.826952","-97.152312","POINT (-97.152312 49.826952)"
"2022-08-25T23:00:00.000","McPhillips And 190m South Of Leila","134","94","134","94",,,"228","49.951733","-97.149032","POINT (-97.149032 49.951733)"
"2022-08-25T23:00:00.000","Henderson And 55M S Of Frasers Grove","150","98","150","98",,,"248","49.934985","-97.096166","POINT (-97.096166 49.934985)"
"2022-08-25T22:45:00.000","Inkster And 130W Of Wyatt","75","101",,,"75","101","176","49.945949","-97.187758","POINT (-97.187758 49.945949)"
"2022-08-25T22:45:00.000","Nichol And St.Marys","114","145","145","114",,,"259","49.850579","-97.112202","POINT (-97.112202 49.850579)"
"2022-08-25T22:45:00.000","Lagimodiere And 80M N Of Burmac","160","235","235","160",,,"395","49.848695","-97.049665","POINT (-97.049665 49.848695)"
"2022-08-25T22:45:00.000","McPhillips And 190m South Of Leila","138","135","138","135",,,"273","49.951733","-97.149032","POINT (-97.149032 49.951733)"
