"date_from","date_to","month","total_incoming_calls","week","year"
"2019-03-04T00:00:00.000","2019-03-10T00:00:00.000","3","17940","10","2019"
"2019-03-11T00:00:00.000","2019-03-17T00:00:00.000","3","18228","11","2019"
"2019-03-18T00:00:00.000","2019-03-24T00:00:00.000","3","18658","12","2019"
"2019-03-25T00:00:00.000","2019-03-31T00:00:00.000","3","17476","13","2019"
"2019-04-01T00:00:00.000","2019-04-07T00:00:00.000","4","17481","14","2019"
