"inventory_item_id","component_id","parent_component_id","inventory_component_id","component_type_name","crossing_direction","latitude","longitude","signals_location_number","location"
"788","9296","9295","749772","APS EQUIPMENT - SPEAKER - YELLOW","EASTBOUND","49.9050936924376","-97.143268019606","1110","POINT (-97.143268019606 49.9050936924376)"
"1605","132435","20069","903978","APS EQUIPMENT - SPEAKER - YELLOW","EASTBOUND","49.9473500157122","-97.1531262060555","1279","POINT (-97.1531262060555 49.9473500157122)"
"481","5357","5348","740800","APS EQUIPMENT - SPEAKER - YELLOW","NORTHBOUND","49.9089450720279","-97.1707900487021","1172","POINT (-97.1707900487021 49.9089450720279)"
"1990","118019","25946","773583","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.8743385238182","-97.1967992834762","1562","POINT (-97.1967992834762 49.8743385238182)"
"2857","110970","36521","720004","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.900823090405","-97.1837118014505","1758","POINT (-97.1837118014505 49.900823090405)"
"2143","104012","104008","714087","APS EQUIPMENT - SPEAKER - YELLOW","EASTBOUND","49.8883828711683","-97.1378008472064","1276","POINT (-97.1378008472064 49.8883828711683)"
"2735","35050","35049","714126","APS EQUIPMENT - SPEAKER - YELLOW","EASTBOUND","49.8904974492984","-97.141924073076","1571","POINT (-97.141924073076 49.8904974492984)"
"2489","38685","31918","815349","APS EQUIPMENT - SPEAKER - YELLOW","NORTHBOUND","49.887896922347","-97.1464394220162","1006","POINT (-97.1464394220162 49.887896922347)"
"1866","106560","23905","714577","APS EQUIPMENT - SPEAKER - YELLOW","WESTBOUND","49.8866792487965","-97.1454695200143","1271","POINT (-97.1454695200143 49.8866792487965)"
"1999","26068","26063","878709","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.8745202553497","-97.2019409781167","1272","POINT (-97.2019409781167 49.8745202553497)"
"3093","39595","39589","490757","PED DETECTION - GREENLITE PUSHBUTTON","WESTBOUND","49.9276893983926","-97.0472178390387","1956","POINT (-97.0472178390387 49.9276893983926)"
"2293","112412","30434","671637","APS EQUIPMENT - SPEAKER - YELLOW","NORTHBOUND","49.9414887288038","-97.1143118936224","1290","POINT (-97.1143118936224 49.9414887288038)"
"701","15600","8273","724628","APS EQUIPMENT - SPEAKER - YELLOW","NOT APPLICABLE","49.9265685864782","-97.1508746340138","1145","POINT (-97.1508746340138 49.9265685864782)"
"1900","24480","24471","709060","PED DETECTION - ARROW LED PUSHBUTTON - SINGLE ARROW","SOUTHBOUND","49.9412030422663","-97.1662156067604","1062","POINT (-97.1662156067604 49.9412030422663)"
"2435","125486","31186","814277","APS EQUIPMENT - SPEAKER - YELLOW","EASTBOUND","49.936540666183","-97.152797048457","1471","POINT (-97.152797048457 49.936540666183)"
"728","8542","8540","699380","PED DETECTION - GREENLITE PUSHBUTTON","EASTBOUND","49.9112244706973","-97.1896352976772","1420","POINT (-97.1896352976772 49.9112244706973)"
"2250","111089","29066","690157","APS EQUIPMENT - SPEAKER - YELLOW","EASTBOUND","49.8897950151378","-97.1386238545536","1759","POINT (-97.1386238545536 49.8897950151378)"
"286","126277","115807","820491","APS EQUIPMENT - SPEAKER - YELLOW","EASTBOUND","49.8964831267354","-97.1600417075163","1780","POINT (-97.1600417075163 49.8964831267354)"
"3003","104894","38647","847254","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.8901677112395","-97.1708075393972","1264","POINT (-97.1708075393972 49.8901677112395)"
"2533","32601","32600","672584","PED DETECTION - GREENLITE PUSHBUTTON","WESTBOUND","49.897932797072","-97.2072805544445","1367","POINT (-97.2072805544445 49.897932797072)"
"2129","27814","27813","732478","APS EQUIPMENT - SPEAKER - YELLOW","NORTHBOUND","49.9011643135699","-97.1998526249799","1434","POINT (-97.1998526249799 49.9011643135699)"
"1806","25424","25423","131325","PED DETECTION - GREENLITE PUSHBUTTON","WESTBOUND","49.9309643393885","-97.2111564827288","1478","POINT (-97.2111564827288 49.9309643393885)"
"345","3897","3895","721438","APS EQUIPMENT - SPEAKER - YELLOW","EASTBOUND","49.8801844232561","-97.1598241742714","1552","POINT (-97.1598241742714 49.8801844232561)"
"2406","30905","30904","630528","PED DETECTION - GREENLITE PUSHBUTTON","EASTBOUND","49.9311169237047","-97.1222114901448","1299","POINT (-97.1222114901448 49.9311169237047)"
"2805","35834","35634","180207","PED DETECTION - GREENLITE PUSHBUTTON","SOUTHBOUND","49.8978290487885","-97.1980156802054","1909","POINT (-97.1980156802054 49.8978290487885)"
"2942","37825","37818","887150","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.9392213544279","-97.0584455482242","1955","POINT (-97.0584455482242 49.9392213544279)"
"1180","119146","14151","808843","APS EQUIPMENT - SPEAKER - YELLOW","NORTHBOUND","49.8984261613887","-97.1448038469014","1114","POINT (-97.1448038469014 49.8984261613887)"
"2699","37011","36944","720295","APS EQUIPMENT - SPEAKER - YELLOW","WESTBOUND","49.8893650973767","-97.1469359898535","1004","POINT (-97.1469359898535 49.8893650973767)"
"2496","111599","32049","689871","APS EQUIPMENT - SPEAKER - YELLOW","NORTHBOUND","49.8887212762042","-97.1499589143455","1585","POINT (-97.1499589143455 49.8887212762042)"
"704","8245","8238","725633","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.9107574761317","-97.1880659239995","1794","POINT (-97.1880659239995 49.9107574761317)"
"3137","126203","40031","874463","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.8963752005701","-97.1058678266252","1319","POINT (-97.1058678266252 49.8963752005701)"
"2365","106910","30554","689759","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.8877173316814","-97.1491083553495","1750","POINT (-97.1491083553495 49.8877173316814)"
"1527","119773","119763","746400","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.9014510292765","-97.1364520687712","1484","POINT (-97.1364520687712 49.9014510292765)"
"1741","105529","25897","726741","APS EQUIPMENT - SPEAKER - YELLOW","WESTBOUND","49.9165859622734","-97.1988251555127","1071","POINT (-97.1988251555127 49.9165859622734)"
"646","12338","7426","876733","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.9042896036229","-97.155733963819","1166","POINT (-97.155733963819 49.9042896036229)"
"698","15826","8236","872879","APS EQUIPMENT - SPEAKER - YELLOW","NOT APPLICABLE","49.9266492026826","-97.1510901466409","1145","POINT (-97.1510901466409 49.9266492026826)"
"2137","27954","27949","714075","APS EQUIPMENT - SPEAKER - YELLOW","WESTBOUND","49.8880554802149","-97.1374211432077","1276","POINT (-97.1374211432077 49.8880554802149)"
"840","123401","9883","798325","APS EQUIPMENT - SPEAKER - YELLOW","NOT APPLICABLE","49.9340817927825","-97.1452633111312","1196","POINT (-97.1452633111312 49.9340817927825)"
"1606","132434","20081","903952","APS EQUIPMENT - SPEAKER - YELLOW","NORTHBOUND","49.9474165105239","-97.1531619761226","1279","POINT (-97.1531619761226 49.9474165105239)"
"2669","112466","34043","672114","APS EQUIPMENT - SPEAKER - YELLOW","WESTBOUND","49.8929404186551","-97.1619208865617","1555","POINT (-97.1619208865617 49.8929404186551)"
"1983","25859","25856","724903","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.8739470425655","-97.1862313021335","1105","POINT (-97.1862313021335 49.8739470425655)"
"1237","15353","15351","530972","PED DETECTION - GREENLITE PUSHBUTTON","EASTBOUND","49.8932993697781","-97.1524384842873","1650","POINT (-97.1524384842873 49.8932993697781)"
"2754","34734","34733","631403","PED DETECTION - GREENLITE PUSHBUTTON","EASTBOUND","49.9093909983355","-97.1334899134517","1252","POINT (-97.1334899134517 49.9093909983355)"
"2241","111262","28855","813699","APS EQUIPMENT - SPEAKER - YELLOW","EASTBOUND","49.889949205064","-97.1371849351126","1162","POINT (-97.1371849351126 49.889949205064)"
"1783","22765","22761","117740","PED DETECTION - GREENLITE PUSHBUTTON","WESTBOUND","49.9373412572161","-97.2237260959536","1469","POINT (-97.2237260959536 49.9373412572161)"
"620","7301","7287","714465","APS EQUIPMENT - SPEAKER - YELLOW","EASTBOUND","49.9271179353587","-97.1694123634241","1359","POINT (-97.1694123634241 49.9271179353587)"
"790","9345","9344","749775","APS EQUIPMENT - SPEAKER - YELLOW","WESTBOUND","49.9050415554824","-97.1431256336643","1110","POINT (-97.1431256336643 49.9050415554824)"
"1676","125574","26250","841728","PED DETECTION - GREENLITE PUSHBUTTON","EASTBOUND","49.8746512906057","-97.2036746937725","1312","POINT (-97.2036746937725 49.8746512906057)"
"303","105717","2711","717886","APS EQUIPMENT - SPEAKER - YELLOW","NOT APPLICABLE","49.8928898625715","-97.160277809251","1339","POINT (-97.160277809251 49.8928898625715)"
"2149","29679","29673","851788","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.8979345157366","-97.2000885516061","1285","POINT (-97.2000885516061 49.8979345157366)"
"1599","112196","19815","746747","APS EQUIPMENT - SPEAKER - YELLOW","NORTHBOUND","49.9016715998122","-97.1368857301024","1484","POINT (-97.1368857301024 49.9016715998122)"
"934","11056","11055","745007","APS EQUIPMENT - SPEAKER - YELLOW","SOUTHBOUND","49.8971640157647","-97.1401449410671","1786","POINT (-97.1401449410671 49.8971640157647)"
