"year","month","week","total_ncoming_calls","date_from","date_to"
"2016","1","1","21560","2016-01-04T00:00:00.000","2016-01-10T00:00:00.000"
"2016","1","2","21127","2016-01-11T00:00:00.000","2016-01-17T00:00:00.000"
"2016","1","3","21021","2016-01-18T00:00:00.000","2016-01-24T00:00:00.000"
"2016","1","4","21646","2016-01-25T00:00:00.000","2016-01-31T00:00:00.000"
