"activity_id","activity_name","activty_number","activity_status","activity_type","category","other_category","gender","parent_season","child_season","age_min_year","age_min_month","age_min_week","age_max_year","age_max_month","age_max_week","default_beginning_date","default_ending_date","default_pattern_dates","catalog_description","online_notes","number_of_meeting_dates","minimum_enrollment","maximum_enrollment","open_spaces","public_url","place_name","place_address_1","place_address_2","place_city","place_province","place_postal_code"
"33725","Red Cross Swim - People with Disabilities","38721","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2018 Spring",,"3","0","0",,,,"2018-04-07T00:00:00.000","2018-06-09T00:00:00.000","Saturday,11:30 AM,30m","Red Cross Swim - People with disabilities lessons are available for individuals with developmental, cognitive and/ or physical disabilities. These classes focus on developing sound water safety skills. They are designed to follow Red Cross Swim programs and provide an opportunity for supervised water activities.These classes are for people with disabilities only. When the participant and their caregiver meet the instructor on the first day of the program the instructor will take appropriate steps to ensure suitability.","<p>This class is designed for people with disabilities. On the first day of program the instructor will meet with the participant and their caregiver to determine the appropriate steps to ensure suitability.</p><p> </p>","10","1","1","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/33725","Sergeant Tommy Prince Place","90 Sinclair St.",,"Winnipeg","MB","R2X 1X1"
"3517","Red Cross Swim Kids Level 1","8513","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2016 Winter",,"6","0","0","18",,,"2016-01-06T00:00:00.000","2016-03-09T00:00:00.000","Wednesday,07:00 PM,30m","<p>  Learn the fundamentals of swimming in this entry level. This program provides an orientation to the water. Children will build confidence and become comfortable jumping into shallow water, doing floats, glides and kicks. Endurance is built through a 5 meter swim. Designed for children 6 years of age and older, beginning swim lessons. Participants must be minimum age by course start date. </p><p>Prerequisite: 6 years of age </p><p>Next Level: Red Cross Swim Kids - Level 2 or Red Cross Swim Kids - Level 2 Premium    </p>","Prerequisite: 6 years of age","10","4","6","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/3517","Seven Oaks Pool","444 Adsum Dr.",,"Winnipeg","MB","R2P 1J1"
"71095","Harrow Park Wading Pool - Admissions - July 16 - 11:00AM","76088","Closed","Activity","Wading Pool Admissions","Wading Pools","Coed","2020 Summer",,"0","0","0",,,,"2020-07-16T00:00:00.000","2020-07-16T00:00:00.000","Thursday,11:00 AM,2h","Wading Pools have a maximum depth of 45-60 cm (18-24 in). The Wading Pools are a free summer aquatic program for children 12 years and under.  Children under 7 years of age must have a parent/guardian (minimum 12 years of age) actively supervising them in and out of the water.","<b><u>Precautions</u></b><br><ul><li>You are reminded to exercise precautions to protect against the spread of illness</li><li>Everyone should practice good handwashing hygiene and wash your hands with soap and warm water for at least 20 seconds and dry them thoroughly—if you are unable to wash your hands, use an alcohol-based hand cleanser</li><li>Cover your mouth and nose with a tissue when coughing or sneezing, or cough or sneeze into your sleeve—throw used tissues in the garbage and immediately wash your hands, or use an alcohol-based hand cleanser</li><li>Avoid touching your eyes, nose, and mouth</li><li>Minimize prolonged (more than 10 minutes), close (less than two meters/six feet) contact with individuals in public</li><li>Avoid travel, crowded places and events, especially if you are at higher risk (e.g. seniors and those with underlying medical conditions)</li><li>If you are unwell, stay at home</li></ul>","1","0","18","1","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/71095","Harrow Park","1000  Fleet Ave.",,"Winnipeg","MB","R2X 3B7"
"13925","Red Cross Swim - Whale","18921","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2017 Winter",,"3","0","0","6",,,"2017-01-12T00:00:00.000","2017-03-16T00:00:00.000","Thursday,09:30 AM,30m","Independent preschoolers will have a 'whale' of a time! Preschoolers will increase their swimming distance to 15 meters, improve skills in front and back swims and be introduced to sitting dives. Swimmers also learn about throwing assists to help another person in the water.<br><br>Designed for children 3 - 5 years of age. Participants must be minimum age by course start date.<br><br>Prerequisite: Red Cross Swim - Crocodile or equivalent.<br><br>Next Level: at 6 years of age, Red Cross Swim Kids - Level 3 or Red Cross Swim Kids - Level 3 Premium","Independent preschoolers will have a 'whale' of a time! Preschoolers will increase their swimming distance to 15 meters, improve skills in front and back swims and be introduced to sitting dives. Swimmers also learn about throwing assists to help another person in the water.<br><br>Designed for children 3 - 5 years of age. Participants must be minimum age by course start date.<br><br>Prerequisite: Red Cross Swim - Crocodile or equivalent.<br><br>Next Level: at 6 years of age, Red Cross Swim Kids - Level 3 or Red Cross Swim Kids - Level 3 Premium<br><br>THIS COURSE IS COMBINED WITH RED CROSS SWIM - CROCODILE #18911","10","1","2","1","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/13925","Bonivital Pool/Piscine Bonivital","1215 Archibald St.",,"Winnipeg","MB","R2J 0Y9"
"26003","Red Cross Swim - Semi-Private 6-12 years Lev.1-3","30999","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2017 Fall",,"6","0","0","13",,,"2017-10-04T00:00:00.000","2017-12-06T00:00:00.000","Wednesday,04:30 PM,30m","Semi-private swim lessons have only two students per instructor. Instruction will be customized to provide opportunities for candidates to participate in Red Cross programs or to improve specific strokes or skills.<br><br>For safety reasons, and to ensure this is a successful class, this class is designated for beginning swimmers age 6 -12 years who are in Red Cross Swim Kids Levels 1-3; it will be held primarily in the shallow end of the pool.<br><br>Participants must be minimum age by course start date.","<div>  For safety reasons, and to ensure this is a successful class, this class   is designated for beginning swimmers age 6 -12 years who are in Red   Cross Swim Kids Levels 1-3; it will be held primarily in the shallow end   of the pool.<br><br>Participants must be minimum age by course start date.  </div><div><br></div>","10","1","2","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/26003","Pan Am Pool","25 Poseidon Bay",,"Winnipeg","MB","R3M 3E4"
"1667","Red Cross Swim Kids Level 3","6663","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2016 Winter",,"6","0","0","18",,,"2016-01-06T00:00:00.000","2016-03-09T00:00:00.000","Wednesday,05:00 PM,30m","This level introduces the front crawl and water safety information on making wise choices on where and when to swim. Diving is introduced and children will work on deep water floats and changing direction. Endurance is built through a 15 meter swim. Designed for children 6 years of age and older. Participants must be minimum age by course start date.Prerequisite: Red Cross Swim - Crocodile or Red Cross Swim Kids - Level 2 or equivalency Next Level: Red Cross Swim Kids - Level 4 or Red Cross Swim Kids - Level 4 Premium","Designed for children 6 years of age and older. Participants must be minimum age by course start date.Prerequisite: Red Cross Swim - Crocodile or Red Cross Swim Kids - Level 2 or equivalency Next Level: Red Cross Swim Kids - Level 4 or Red Cross Swim Kids - Level 4 Premium","10","4","7","3","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/1667","Bonivital Pool/Piscine Bonivital","1215 Archibald St.",,"Winnipeg","MB","R2J 0Y9"
"44274","Red Cross Swim Kids Level 1","49270","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2019 Spring","2019 Spring: Term 1","6","0","0","18",,,"2019-04-02T00:00:00.000","2019-06-04T00:00:00.000","Tuesday,07:00 PM,30m","Learn the fundamentals of swimming in this entry level. This program provides an orientation to the water. Children will build confidence and become comfortable jumping into shallow water, doing floats, glides, and kicks. Endurance is built through a 5 meter swim.<br><br>Designed for children 6 years of age and older, who are beginning swim lessons. No swimming experience required. Participants must be minimum age by course start date.<br><br>Prerequisite: 6 years of age<br><br>Next Level: Red Cross Swim Kids - Level 2","<p>  Designed for children 6 years of age and older, who are beginning swim   lessons. No swimming experience required. Participants must be minimum   age by course start date.<br><br>Prerequisite: 6 years of age<br><br>Next Level: Red Cross Swim Kids - Level 2<br>    </p>","10","4","6","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/44274","Bonivital Pool/Piscine Bonivital","1215 Archibald St.",,"Winnipeg","MB","R2J 0Y9"
"4976","Red Cross Swim Kids Level 4","9972","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2016 Spring",,"6","0","0","18",,,"2016-04-06T00:00:00.000","2016-06-08T00:00:00.000","Wednesday,07:30 PM,30m","Swimmers develop their front crawl and are introduced to sculling and back swim with shoulder rolll. Children work on kneeling dives, deep water surface support and developing a greater sense of self-safety by understanding their own limits. Endurance is built through a 25 meter swim. Designed for children 6 years of age and older.Participants must be minimum age by course start date.Prerequisite: Red Cross Swim - Red Cross Swim Kids - Level 3 or equivalency Next Level: Red Cross Swim Kids - Level 5 or Red Cross Swim Kids - Level 5 Premium","Designed for children 6 years of age and older. Participants must be minimum age by course start date. Prerequisite: Red Cross Swim - Red Cross Swim Kids - Level 3 or equivalency Next Level: Red Cross Swim Kids - Level 5 or Red Cross Swim Kids - Level 5 Premium","10","4","7","5","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/4976","St. James Assiniboia Centennial Pool","644 Parkdale St.",,"Winnipeg","MB","R2Y 0X4"
"40137","Red Cross Swim - Sea Otter","45133","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2018 Fall","2018 Fall: Term 1","3","0","0","6",,,"2018-10-15T00:00:00.000","2018-12-17T00:00:00.000","Monday,11:00 AM,30m","<p>  This fun class is a transitional level for 3 - 5 year olds who are progressing towards independent participation with the instructor. Parent/caregiver must accompany the child in the water until the instructor indicates otherwise. We will help them jump into shallow water. They will try assisted floats and glides on their front and back. They will learn to open their eyes and blow bubbles underwater. Participants must be minimum age by course start date.</p><p>Next Level: 5 years and under - Red Cross Swim - Salamander; 6 years and older - Red Cross Swim Kids Level 1 or Red Cross Swim Kids Level 1 Premium    </p>","<p>  *Parent/caregiver must accompany the child in the water until the instructor indicates otherwise. </p><p><br></p><p>  <br></p>","10","3","4","1","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/40137","Pan Am Pool","25 Poseidon Bay",,"Winnipeg","MB","R3M 3E4"
"21485","Hop to It 4-6 years","26481","Closed","Activity","Preschool - Birth to 5 years","Movement/Fitness","Coed","2017 Spring",,"4","0","0","7",,,"2017-04-08T00:00:00.000","2017-05-27T00:00:00.000","Saturday,12:00 PM,45m","Basic dance movements include jazz, ballet and hip hop combinations.",,"8","5","10","1","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/21485","St. James Civic Centre","2055 Ness Ave.",,"Winnipeg","MB","R3J 0Z2"
"4434","Little Tykes Sport Camp 3-5 years","9430","Closed","Activity","Preschool - Birth to 5 years","Sport","Coed","2016 Spring",,"3","0","0","6",,,"2016-04-05T00:00:00.000","2016-06-07T00:00:00.000","Tuesday,05:30 PM,45m","A non-competitive introduction to sports through a variety of games and activities, encouraging coordination, balance, and flexibility.",,"10","6","10","1","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/4434","St. James Assiniboia Centennial Pool","644 Parkdale St.",,"Winnipeg","MB","R2Y 0X4"
"31657","Red Cross Swim - Sea Otter","36653","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2018 Summer",,"3","0","0","6",,,"2018-07-30T00:00:00.000","2018-08-03T00:00:00.000","Monday,09:45 AM,45m/Tuesday,09:45 AM,45m/Wednesday,09:45 AM,45m/Thursday,09:45 AM,45m/Friday,09:45 AM,45m","<p>  This fun class is a transitional level for 3 - 5 year olds who are progressing towards independent participation with the instructor. Parent/caregiver must accompany the child in the water until the instructor indicates otherwise. We will help them jump into shallow water, they will try assisted floats and glides on their front and back, and they will learn to open their eyes and blow bubbles underwater.</p><p>Prerequisite: 3 years of age. Participants must be minimum age by course start date.</p><p>Next Level: 5 years and under: Red Cross Swim - Salamander, 6 years and older: Red Cross Swim Kids Level 1</p><p><br></p>","Prerequisite: 3 years of age. Participants must be minimum age by course start date.<br><br>Next Level: 5 years and under: Red Cross Swim - Salamander, 6 years and older: Red Cross Swim Kids Level 1<br><br>*Parent/caregiver must accompany the child in the water until the instructor indicates otherwise.<br><br>**THIS PROGRAM IS 5 CLASSES LONG<br>","5","3","4","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/31657","Bonivital Pool/Piscine Bonivital","1215 Archibald St.",,"Winnipeg","MB","R2J 0Y9"
"22324","Cartown","27320","Closed","Activity","Cartown","Cartown","Coed","2017 Summer",,"4","0","0","8",,,"2017-07-21T00:00:00.000","2017-07-21T00:00:00.000","Friday,12:30 PM,1h","<p>      Welcome to the City of Winnipeg's premiere children's road safety program! Operating June 7 - August 4, Cartown is designed to teach children about driving safety in an entertaining, realistic town setting. Each session includes games and songs, pedestrian safety and road instruction. A driver's license is issued at the end of each session. For safety reason participants must meet the following requirements: Weight maximum is 70 lbs (31.2 kg) and ages 4-7 years. Parents ... we encourage your assistance with the program to ensure maximum enjoyment. Pre-registration is recommended by calling 311. Same day registration is accepted on site, subject to availability (exact payment in cash or credit card only).  </p>","No age overrides - Participants under the age of 4 are allowed to participate in the program as a passengers in the vehicles that have passenger seats or play on the play structure in the Cartown town.","1","5","20","5","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/22324","Charlie Gardiner Arena","799 Logan Ave.",,"Winnipeg","MB","R3E 3J9"
"55835","Red Cross Swim - Salamander","60828","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2020 Winter","2020 Winter: Term 2","3","0","0","6",,,"2020-01-06T00:00:00.000","2020-03-16T00:00:00.000","Monday,06:30 PM,30m","<div>  Participants must be minimum age by course start date.</div><div>Prerequisite: Red Cross Swim - Sea Otter or equivalent </div><div>Next Level: 5 years and under - Red Cross Swim - Sunfish </div><div>Next Level: 6 years and over - Red Cross Swim Kids - Level 1 or Red Cross Swim Kids - Level 1 Premium    </div>","<div>  Participants must complete Sea Otter in order to register. </div><div><br></div><div>No class feb 17<br></div>","10","3","4","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/55835","Pan Am Pool","25 Poseidon Bay",,"Winnipeg","MB","R3M 3E4"
"5774","Red Cross Swim Kids Level 4","10770","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2016 Spring",,"6","0","0","18",,,"2016-04-05T00:00:00.000","2016-06-07T00:00:00.000","Tuesday,05:30 PM,30m","<p>  Swimmers develop their front crawl and are introduced to sculling and back swim with shoulder rolll. Children work on kneeling dives, deep water surface support and developing a greater sense of self-safety by understanding their own limits. Endurance is built through a 25 meter swim. Designed for children 6 years of age and older.Participants must be minimum age by course start date.</p><p>Prerequisite: Red Cross Swim - Red Cross Swim Kids - Level 3 or equivalency </p><p>Next Level: Red Cross Swim Kids - Level 5 or Red Cross Swim Kids - Level 5 Premium    </p>","<p>  Prerequisite: Red Cross Swim - Red Cross Swim Kids - Level 3 or equivalency.</p><p><br></p><p>Please meet at sign number 4.    </p>","10","4","7","3","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/5774","Elmwood Kildonans Pool","909 Concordia Ave.",,"Winnipeg","MB","R2K 2M6"
