"activity_id","activity_name","activty_number","activity_status","activity_type","category","other_category","gender","parent_season","child_season","age_min_year","age_min_month","age_min_week","age_max_year","age_max_month","age_max_week","default_beginning_date","default_ending_date","default_pattern_dates","catalog_description","online_notes","number_of_meeting_dates","minimum_enrollment","maximum_enrollment","open_spaces","public_url","place_name","place_address_1","place_address_2","place_city","place_province","place_postal_code"
"13860","Red Cross Swim - Sea Otter","18856","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2017 Winter",,"3","0","0","6",,,"2017-01-13T00:00:00.000","2017-03-17T00:00:00.000","Friday,05:30 PM,30m","<p>  This fun class is a transitional level for 3 - 5 year olds who are progressing towards independent participation with the instructor. Parent/caregiver must accompany the child in the water until the instructor indicates otherwise. We will help them jump into shallow water, they will try assisted floats and glides on their front and back, and they will learn to open their eyes and blow bubbles underwater.</p><p>Prerequisite: 3 years of age. Participants must be minimum age by course start date.</p><p>Next Level: 5 years and under: Red Cross Swim - Salamander, 6 years and older: Red Cross Swim Kids Level 1 or Red Cross Swim Kids Level 1 Premium</p><p><br></p>","<p>  Prerequisite: 3 years of age. Participants must be minimum age by course start date.</p><p>Next Level: 5 years and under: Red Cross Swim - Salamander, 6 years and older: Red Cross Swim Kids Level 1 or Red Cross Swim Kids Level 1 Premium</p><p><br>*Parent/caregiver must accompany the child in the water until the instructor indicates otherwise.</p><p><br></p>","10","3","4","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/13860","Bonivital Pool/Piscine Bonivital","1215 Archibald St.",,"Winnipeg","MB","R2J 0Y9"
"56240","Red Cross Swim Kids Level 5","61233","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2020 Winter","2020 Winter: Term 2","6","0","0","18",,,"2020-01-11T00:00:00.000","2020-03-14T00:00:00.000","Saturday,12:45 PM,45m","<p>  Swimmers are introduced to back crawl, sculling skills and whip kick on the back. Children learn stride dives and receive an introduction to safe boating skills. Endurance is built through a 50 meter swim. Designed for children 6 years of age and older. Participants must be minimum age by course start date Prerequisite: Red Cross Swim Kids Level 4 or equivalency </p><p>Next Level: Red Cross Swim Kids - Level 6 or Red Cross Swim Kids - Level 6 Premium    </p>","Prerequisite: Red Cross Swim Kids Level 4 or equivalency","10","4","8","6","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/56240","Kinsmen Sherbrook Pool","381 Sherbrook St.",,"Winnipeg","MB","R3B 2W7"
"55850","Red Cross Swim - Sea Otter","60843","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2020 Winter","2020 Winter: Term 2","3","0","0","6",,,"2020-01-06T00:00:00.000","2020-03-16T00:00:00.000","Monday,06:00 PM,30m","<p>  This fun class is a transitional level for 3 - 5 year olds who are progressing towards independent participation with the instructor. Parent/caregiver must accompany the child in the water until the instructor indicates otherwise. We will help them jump into shallow water. They will try assisted floats and glides on their front and back. They will learn to open their eyes and blow bubbles underwater. Participants must be minimum age by course start date.</p><p>Next Level: 5 years and under - Red Cross Swim - Salamander; 6 years and older - Red Cross Swim Kids Level 1 or Red Cross Swim Kids Level 1 Premium    </p>","<p>  *Parent/caregiver must accompany the child in the water until the instructor indicates otherwise.</p><p>Prerequisite: 3 years of age</p><p><br></p><p>no class feb 17</p><p><br></p><p><br></p><p><br></p>","10","3","4","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/55850","Pan Am Pool","25 Poseidon Bay",,"Winnipeg","MB","R3M 3E4"
"34009","Red Cross Swim Kids Level 1","39005","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2018 Summer",,"6","0","0","18",,,"2018-07-16T00:00:00.000","2018-07-20T00:00:00.000","Monday,09:00 AM,45m/Tuesday,09:00 AM,45m/Wednesday,09:00 AM,45m/Thursday,09:00 AM,45m/Friday,09:00 AM,45m","<p>  Learn the fundamentals of swimming in this entry level.  This program provides an orientation to the water.  Children will build confidence and become comfortable jumping into shallow water, doing floats, glides and kicks. Endurance is built through a 5 meter swim. Designed for children 6 years of age and older, beginning swim lessons. Participants must be minimum age by course start date. </p><p>Prerequisite: 6 years of age Next Level: Red Cross Swim Kids Level 2 or Red Cross Swim Kids Level 2 Premium    </p>","<p>Prerequisite: 6 years of age </p><p>      </p>","5","4","6","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/34009","Kinsmen Sherbrook Pool","381 Sherbrook St.",,"Winnipeg","MB","R3B 2W7"
"16857","Skating - Skate Kids I","21853","Closed","Activity","Learn to Skate","Basic Skating","Coed","2017 Winter",,"6","0","0","10",,,"2017-01-07T00:00:00.000","2017-03-11T00:00:00.000","Saturday,09:00 AM,30m","<p>      Will learn to skate forward and move backwards, u-turns, introduction to stopping and forward crosscuts.</p><p>For 6-9 year old children who have completed L'il Penguins/Seals or have the equivalent skills to L'il Penguins/Seals.</p>","<p>Required Equipment:</p><ul><li>Hockey or Figure skates</li><li>New and used skates to be sharpened prior to start of lessons</li><li>gloves or mitts</li><li>proper fitting CSA approved hockey helmet is mandatory </li></ul><p>** NO BICYCLE HELMETS ALLOWED**</p><p>Child has to be minimum age by the end date of program.</p>","10","4","8","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/16857","St. Vital Centennial Arena/ArénaSt.VitalCentennial","580 St. Anne's Rd.",,"Winnipeg","MB","R2M 3G4"
"1955","Red Cross Swim - Salamander","6951","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2016 Winter",,"3","0","0","6",,,"2016-01-04T00:00:00.000","2016-03-14T00:00:00.000","Monday,05:00 PM,30m","Learn to love the water in Salamander. Preschoolers actively learn new swimming skills, including floats and glides, through games and songs. This fun class includes learning to jump into chest deep water. Designed for children 3 - 5 years of age. Participants must be minimum age by course start date. Prerequisite: Red Cross Swim - Sea Otter or equivalent Next Level: 5 years and under - Red Cross Swim - Sunfish Next Level: 6 years and over - Red Cross Swim Kids - Level 1 or Red Cross Swim Kids - Level 1 Premium","<p>  NO CLASS ON FEB. 15, 2016 COURSE IS EXTENDED BY ONE WEEK</p><p>    </p>","10","3","4","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/1955","St. James Assiniboia Centennial Pool","644 Parkdale St.",,"Winnipeg","MB","R2Y 0X4"
"29207","Red Cross Swim Kids Level 7","34203","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2018 Winter",,"6","0","0","18",,,"2018-01-11T00:00:00.000","2018-03-22T00:00:00.000","Thursday,05:45 PM,45m","<div>  Swimmers increase distance and proficiency in front crawl, back crawl and elementary back stroke. Whip kick on the front is introduced. Children learn about airway and breathing obstructions. Endurance is built through a 150 meter swim. Designed for children 6 years of age and older. Participants must be minimum age by course start date. </div><div>Prerequisite: Red Cross Swim Kids - Level 6 or equivalency </div><div>Next Level: Red Cross Swim Kids - Level 8 or Red Cross Swim Kids - Level 8 Premium    </div>","<div>  Participants must complete Level 6 in order to register. </div><div><br></div><div>*No Lesson Thursday March 1, 2018*</div><div><br></div><div><br></div><div>*Please meet under the Lap Clock to the left of the Male change room, on the pool deck. Thank You.*  </div>","10","6","8","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/29207","Pan Am Pool","25 Poseidon Bay",,"Winnipeg","MB","R3M 3E4"
"44962","Red Cross Swim - Sea Otter","49957","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2019 Spring","2019 Spring: Term 1","3","0","0","6",,,"2019-04-05T00:00:00.000","2019-06-07T00:00:00.000","Friday,06:00 PM,30m","<p>  This fun class is a transitional level for 3 - 5 year olds who are progressing towards independent participation with the instructor. Parent/caregiver must accompany the child in the water until the instructor indicates otherwise. We will help them jump into shallow water, they will try assisted floats and glides on their front and back, and they will learn to open their eyes and blow bubbles underwater.</p><p>Prerequisite: 3 years of age. Participants must be minimum age by course start date.</p><p>Next Level: 5 years and under: Red Cross Swim - Salamander, 6 years and older: Red Cross Swim Kids Level 1</p><p><br></p>","<p>  Prerequisite: 3 years of age. Participants must be minimum age by course start date.<br><br>Next Level: 5 years and under: Red Cross Swim - Salamander, 6 years and older: Red Cross Swim Kids Level 1<br><br>*Parent/caregiver must accompany the child in the water until the instructor indicates otherwise.</p><p>** THIS IS A NINE WEEK CLASS <br>** THERE IS NO CLASS ON FRIDAY, APRIL 19 - GOOD FRIDAY <br></p>","9","3","4","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/44962","Bonivital Pool/Piscine Bonivital","1215 Archibald St.",,"Winnipeg","MB","R2J 0Y9"
"45863","Red Cross Swim - Semi-Private 6-17 years Lev.4-6","50858","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2019 Summer","2019 Summer: Term 1","6","0","0","18",,,"2019-07-15T00:00:00.000","2019-07-26T00:00:00.000","Monday,07:00 PM,30m/Tuesday,07:00 PM,30m/Wednesday,07:00 PM,30m/Thursday,07:00 PM,30m/Friday,07:00 PM,30m","Semi-private swim lessons have only two students per instructor. Instructor will be customized to provide opportunities for candidates to participate in Red Cross programs or to improve specific strokes or skills.<br><br>For safety reasons and to ensure this is a successful class, this class is designated for swimmers age 6 -17 years who are in Red Cross Level 4-6. Swimmers must be comfortable in deep water as this class will be held primarily in the deep end. <br><br>Participants must be minimum age by course start date.","<p>  For safety reasons and to ensure this is a successful class, this class is designated for swimmers age 6 -17 years who are in Red Cross Level 4-6. Swimmers must be comfortable in deep water as this class will be held primarily in the deep end. <br><br>Participants must be minimum age by course start date. </p>","10","2","2","1","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/45863","Bonivital Pool/Piscine Bonivital","1215 Archibald St.",,"Winnipeg","MB","R2J 0Y9"
"14241","Red Cross Swim - Salamander","19237","Closed","Activity","Aquatics - Swimming Lessons","Learn to Swim","Coed","2017 Winter",,"3","0","0","6",,,"2017-01-09T00:00:00.000","2017-03-20T00:00:00.000","Monday,04:30 PM,30m","<p style=""margin: 0in 0in 0pt;""><font face=""Calibri"">Learn to  love the water in Salamander. Preschoolers actively learn new swimming skills,  including floats and glides, through games and songs. This fun class includes  learning to jump into chest deep water.</font></p>    <p style=""margin: 0in 0in 0pt;""><font face=""Calibri"">Designed for  children 3 - 5 years of age. Participants must be minimum age by course start  date</font></p>    <p style=""margin: 0in 0in 0pt;""><font face=""Calibri"">Prerequisite:  Red Cross Swim - Sea Otter or equivalent</font></p>    <p style=""margin: 0in 0in 0pt;""><font face=""Calibri"">Next Level:  5 years and under: Red Cross Swim - Sunfish, 6 years and over: Red Cross Swim  Kids - Level 1 or Red Cross Swim Kids - Level 1 Premium</font></p>","<p>  Designed for children 3 - 5 years of age. Participants must be minimum age by course start date<br>Prerequisite: Red Cross Swim - Sea Otter or equivalent<br>Next Level: 5 years and under: Red Cross Swim - Sunfish, 6 years and over: Red Cross Swim Kids - Level 1 or Red Cross Swim Kids - Level 1 Premium  </p><p>NO CLASS ON MONDAY, FEBRUARY 20TH - LOUIS RIEL DAY  </p>","10","3","4","0","http://ca.apm.activecommunities.com/leisureonline/Activity_Search/14241","Margaret Grant Pool/Piscine","685 Dalhousie Dr.",,"Winnipeg","MB","R3T 3Y2"
