"organization_name","partnergrants_id","report_number","quarter_start","quarter_end","total_age","age","age_count"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","Under 5","0"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","5 To 11","0"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","12 To 14","0"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","15 To 17","0"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","18 To 24","2"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","25 To 39","27"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","40 To 54","30"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","55 To 64","17"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","65 To 74","14"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","75 And Older","15"
"Austin Free-Net","TARA01876","1","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","Age - Balance Not Specified","102"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","Under 5","0"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","5 To 11","0"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","12 To 14","0"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","15 To 17","0"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","18 To 24","0"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","25 To 39","0"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","40 To 54","3"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","55 To 64","2"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","65 To 74","5"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","75 And Older","1"
"Austin Free-Net","TARA01876","2","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","Age - Balance Not Specified","127"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","Under 5","0"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","5 To 11","0"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","12 To 14","0"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","15 To 17","0"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","18 To 24","0"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","25 To 39","2"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","40 To 54","10"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","55 To 64","11"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","65 To 74","7"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","75 And Older","9"
"Austin Free-Net","TARA01876-Y2","2","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","Age - Balance Not Specified","43"
