"the_geom","objectid","asset_id","bmp","emp","b_lat","b_lon","b_ele","e_lat","e_lon","e_ele","beg_frame","end_frame","comments","prefix","route","session_nm","island","lane_id","direction","surveyed","source","type","length","obstructed","damaged","condition","deliveryid","lrm_name","nhs","pfes_id","shape_length","weathered","height","vegetation"
"MULTILINESTRING ((-155.948434900148 19.597239735959, -155.948418603182 19.597172205215, -155.948412456302 19.597113153206))","5777","-LbYbWIcGiTpolVnuMSiDF","2.2548","2.24571","19.59724322","-155.94844939","1131.59997558594","19.59711664","-155.94842695","1131.30004882813","3487","3492",,"CR","180","Hawaii_CR_180_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","47","NO","NO","FAIR","MARCH_2020_1","CDS","NO","NA","15.1946552778492","NO","48","YES"
"MULTILINESTRING ((-159.348673882222 21.978759070864, -159.348640098678 21.978790678343))","4790","-LhqyYfJFCL9UXa5qs4GyF","0.66478","0.66784","21.97876247","-159.34868822","213.399993896484","21.97879407","-159.34865443","214","384","385",,"IMC","HI9A","Kauai_IMC_HI9A_CTR_+_2019","Kauai","CTR","+MP","11-APR-2019","MS2019","Ground-Mounted Delineator","16","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","5.34228289068588","NO","44","NO"
"MULTILINESTRING ((-155.879742795137 19.454785960348, -155.879745976752 19.45455863874, -155.879749292435 19.454467844395, -155.879747071251 19.45438362726, -155.879748605924 19.454265265261, -155.879749160848 19.454155680239, -155.879750654605 19.454050591358, -155.879763542823 19.45398857483))","14086","-Lcm4Pf3IXaWovhKegfw2k","106.15722","106.10229","19.45478945","-155.87975729","1256.19995117188","19.45399206","-155.87977804","1241.30004882813","7960","7987",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","290","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","94.2925628572081","NO","34","NO"
"MULTILINESTRING ((-158.021279492599 21.510617244425, -158.021269491863 21.510617244524))","3561","-M0aLTItHLyjG2wrTqVq--","0.86958","0.86958","21.51062066","-158.02129389","1061.80004882813","21.51062066","-158.02129389","1061.80004882813","486","486",,"SR","7012","Oahu_SR_7012_CTR_+_2019","Oahu","CTR","+MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Oahu_7012_+MP_0","1.1132768393196","NO","50","NO"
"MULTILINESTRING ((-157.799261116131 21.403143346128, -157.799251115556 21.403143345861))","3618","-M-w7LlHIjuy6Fgt6sZETV","0.00896","0.00896","21.40314676","-157.79927552","176.399993896484","21.40314676","-157.79927552","176.399993896484","2116","2116",,"SR","65","Oahu_SR_65_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11325890616844","NO","11","NO"
"MULTILINESTRING ((-158.012549323759 21.315935976871, -158.012539323755 21.315935976884))","3101","-M0Z_hMqIZilFCqn0LvFJk","1.55817","1.55817","21.3159394","-158.01256372","65.6999969482422","21.3159394","-158.01256372","65.6999969482422","2574","2574","re","SR","76","Oahu_SR_76_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11319525912511","NO","46","NO"
"MULTILINESTRING ((-158.108775765627 21.570202376266, -158.108803494082 21.570135468004, -158.108857104775 21.570003620085, -158.108893331059 21.569908337369, -158.108917370301 21.569848481348, -158.108940143671 21.569790148951, -158.108965439473 21.569724436424, -158.109006781 21.569611550726, -158.109025988466 21.569561752856, -158.109049368449 21.569497546012, -158.109069293769 21.569442329627, -158.109095278391 21.569374985561, -158.109116005244 21.569312351832, -158.109134431992 21.569259434767, -158.109180746994 21.569133467834, -158.109203951225 21.569066862335, -158.109225061969 21.569010775943))","1066","-LZppYDfI0ib_slssg8Irk","7.30595","7.2192","21.57020579","-158.10879016","112.199996948242","21.56901419","-158.10923945","112","423","466",,"SR","930","Oahu_SR_930_CTR_-_2019","Oahu","CTR","-MP","03-FEB-2019","MS2019","Ground-Mounted Delineator","459","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","151.17571856363","NO","59","NO"
"MULTILINESTRING ((-155.467834734559 19.207435544732, -155.467824735175 19.207435544931))","14435","-LchbUehHzmvGz8M6rupz-","50.69517","50.69517","19.20743904","-155.46784925","994.599975585938","19.20743904","-155.46784925","994.599975585938","25337","25337",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_48.87","1.11312635267771","NO","41","NO"
"MULTILINESTRING ((-157.844018787075 21.515270639133, -157.844008786443 21.515270639439))","1185","-Lhi-VSVHQ9xvPjszxn2pV","31.43773","31.43773","21.51527405","-157.84403319","76.3000030517578","21.51527405","-157.84403319","76.3000030517578","15726","15726",,"SR","83","Oahu_SR_83_CTR_+_2019","Oahu","CTR","+MP","23-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_83_+MP_30.29","1.11326526165561","NO","46","NO"
"MULTILINESTRING ((-156.668872877122 20.861102844235, -156.668862878037 20.861102843441))","4750","-LbdOZ9dICHtRV7LTJFduk","2.60912","2.60912","20.86110628","-156.66888733","78.5","20.86110628","-156.66888733","78.5","1355","1355",,"CR","3010","Maui_CR_3010_CTR_+_2019","Maui","CTR","+MP","18-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11309301137909","NO","57","NO"
"MULTILINESTRING ((-155.875797848081 19.350956872884, -155.875710455906 19.350742560705, -155.875627850145 19.350554164439, -155.875376379579 19.349952069091, -155.875270914959 19.349718458703))","13371","-LdA3suuGoi994a2WLI_E-","98.71277","98.62086","19.35096037","-155.87581235","995.299987792969","19.34972195","-155.87528542","990.5","11674","11719",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","485","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","157.460437729772","NO","31","NO"
"MULTILINESTRING ((-156.375935483491 20.865346993594, -156.37591442417 20.865335021687))","7184","-LeVPhllHmeKyh-yKyh0I-","3.59292","3.59451","20.86535042","-156.37594994","616.299987792969","20.86533845","-156.37592888","616.700012207031","1846","1847",,"SR","37","Maui_SR_37_CTR_+_2019","Maui","CTR","+MP","27-MAR-2019","MS2019","Ground-Mounted Delineator","8","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Maui_37_+MP_0.94","2.74407755030167","NO","54","NO"
"MULTILINESTRING ((-158.045960702448 21.668785486108, -158.045950701421 21.66878548554))","2357","-M18mhcrHiXhuq8Oo-rMVF","8.13646","8.13646","21.66878889","-158.04597509","72.8000030517578","21.66878889","-158.04597509","72.8000030517578","17699","17699",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11330920665626","NO","40","NO"
"MULTILINESTRING ((-155.50296072479 20.068363004861, -155.502950724806 20.06836300434))","11566","-LgU8kTAFATCtaz8NvdLD-","45.27761","45.27761","20.06836646","-155.50297522","2028","20.06836646","-155.50297522","2028","27116","27116",,"SR","19","Hawaii_SR_19_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11319307408993","NO","27","NO"
"MULTILINESTRING ((-156.326726467353 20.741555355944, -156.326716466609 20.741555355668))","7508","-Lccia00GgyqC9OsqwtpiF","8.61222","8.61222","20.74155879","-156.32674093","3328.5","20.74155879","-156.32674093","3328.5","316","316",,"SR","377","Maui_SR_377_CTR_-_2019","Maui","CTR","-MP","20-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11327779714174","NO","44","NO"
"MULTILINESTRING ((-157.86108196996 21.31862989867, -157.861071971102 21.318629898708))","2008","-M0LXAltISi5WeKbYbLdFF","0.52749","0.52749","21.31863332","-157.86109637","77.4000015258789","21.31863332","-157.86109637","77.4000015258789","635","635",,"SR","98","Oahu_SR_98_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11306782440263","NO","41","NO"
"MULTILINESTRING ((-158.068488408746 21.560924014484, -158.068478408325 21.560924014598))","1964","-M0Vq_J_Ismkh0oAf4E83F","2.40571","2.40571","21.56092743","-158.0685028","711.099975585938","21.56092743","-158.0685028","711.099975585938","10724","10724",,"SR","99","Oahu_SR_99_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11324182906245","NO","26","NO"
"MULTILINESTRING ((-156.135446603993 20.828450337939, -156.135453988917 20.828426895607))","8511","-LfRHQCVI2TOQ0JLUO23ok","20.14035","20.14203","20.82845377","-156.13546107","1036.5","20.82843032","-156.13546845","1036.80004882813","10113","10113",,"SR","360","Maui_SR_360_CTR_+_2019","Maui","CTR","+MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","9","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_360_+MP_19.46","2.91056249520245","NO","44","NO"
"MULTILINESTRING ((-157.895063952604 21.349371735121, -157.895053953502 21.349371735295))","3898","-LbODrbcFhq_-aWzd975_-","0.54824","0.54824","21.34937516","-157.89507835","110","21.34937516","-157.89507835","110","327","327",,"FRO","H2014","Oahu_FRO_H2014_CTR_+_2019","Oahu","CTR","+MP","16-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11309489254765","NO","48","NO"
"MULTILINESTRING ((-159.467373252293 21.941182221022, -159.467365304439 21.941259754368))","5036","-Lg-yLWPHUPXJ04em8xIyk","0.65193","0.64657","21.94118562","-159.46738758","669.900024414063","21.94126315","-159.46737963","670.299987792969","2908","2909",,"CR","520","Kauai_CR_520_CTR_-_2019","Kauai","CTR","-MP","13-APR-2019","MS2019","Ground-Mounted Delineator","28","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","9.34692004606891","NO","47","NO"
"MULTILINESTRING ((-157.661738352803 21.294132106358, -157.661728352306 21.29413210634))","1405","-Lfc0kCzI9Tr38JvbdPnYV","9.71729","9.71729","21.29413553","-157.66175276","70.8000030517578","21.29413553","-157.66175276","70.8000030517578","4905","4905",,"SR","72","Oahu_SR_72_CTR_+_2019","Oahu","CTR","+MP","12-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_72_+MP_8.04","1.11325028911441","NO","34","NO"
"MULTILINESTRING ((-158.037990111421 21.67620859721, -158.038035047994 21.676161945112))","2931","-LaJfStcGquG5qCX0DKuMk","8.86092","8.85657","21.676212","-158.0380045","61.4000015258789","21.67616535","-158.03804944","61.7000007629395","17337","17339",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","23","NO","NO","FAIR","MARCH_2020_1","CDS","YES","NA","7.50027770045422","YES","41","NO"
"MULTILINESTRING ((-157.942476081121 21.381906617613, -157.942466080665 21.381906616912))","1827","-M0a6QfAIwTz8LZEESXmX-","20.48938","20.48938","21.38191004","-157.94249048","66.8000030517578","21.38191004","-157.94249048","66.8000030517578","1699","1699",,"SR","99","Oahu_SR_99_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11324568036346","NO","32","NO"
"MULTILINESTRING ((-157.919580514801 21.372016069909, -157.919570515069 21.372016069678))","870","-Li9PZIOF4XXIibaGo4fdV","0.41437","0.41437","21.37201949","-157.91959491","119.300003051758","21.37201949","-157.91959491","119.300003051758","258","258",,"SR","H-201","Oahu_SR_H-201_CTR_+_2019","Oahu","CTR","+MP","09-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-201_+MP_0","1.11316508834209","NO","47","NO"
"MULTILINESTRING ((-155.100433246502 19.557234544837, -155.100481941466 19.557199601575))","14253","-LdLaMb7I4yHwvFvqoUJck","13.65184","13.65583","19.55723802","-155.10044776","1428.40002441406","19.55720307","-155.10049645","1428.80004882813","6858","6860",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Tubular Marker Yellow","21","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_8.58","6.81355502869177","NO","10","NO"
"MULTILINESTRING ((-155.977800159846 19.716953030112, -155.977790160278 19.716953029343))","13023","-LdMwxmDHNTnqPH9_WFIvF","33.20077","33.20077","19.71695651","-155.97781465","1726.19995117188","19.71695651","-155.97781465","1726.19995117188","16631","16631",,"SR","190","Hawaii_SR_190_CTR_+_2019","Hawaii","CTR","+MP","24-MAR-2019","MS2019","Tubular Marker White","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_190_+MP_31.99","1.11314678935912","NO","38","NO"
"MULTILINESTRING ((-154.856987258804 19.443990261259, -154.856906375176 19.444065989421, -154.856820708301 19.444144712368, -154.856738280567 19.444226834569, -154.856660663267 19.44431042138, -154.856592183359 19.444399915222, -154.856518504446 19.444494396497, -154.856461162816 19.444587715599, -154.856402049873 19.444684476283, -154.856291181818 19.444885985145, -154.856241566723 19.444985389084, -154.856198188592 19.445092486189, -154.85612426365 19.445303932806, -154.856093713406 19.445408455408, -154.856064329558 19.445515935776, -154.856039814001 19.445623654689, -154.856012782625 19.445732313499))","5981","-LezCgN4GlXo0Au_OG3JOF","1.74013","1.6029","19.44399373","-154.85700178","78.8000030517578","19.44573578","-154.8560273","84.1999969482422","4917","4986",,"CR","137","Hawaii_CR_137_CTR_-_2019","Hawaii","CTR","-MP","29-MAR-2019","MS2019","Tubular Marker White","731","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","236.92753569898","NO","36","NO"
"MULTILINESTRING ((-155.587532545972 20.045682479021, -155.587522546738 20.045682479001))","12247","-LfRbkU-HDHZVE6s8k5CgV","51.10541","51.10541","20.04568594","-155.58754704","2848.39990234375","20.04568594","-155.58754704","2848.39990234375","25563","25563",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Tubular Marker Yellow","0","NO","NO","FAIR","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_42.74","1.11310964823021","YES","42","NO"
"MULTILINESTRING ((-158.132087755177 21.568575022038, -158.132057943022 21.56856758782))","1096","-LZvGo3EH_LEnE8PC04dVF","5.35711","5.35909","21.56857843","-158.13210214","94.0999984741211","21.568571","-158.13207233","94.1999969482422","2729","2730",,"SR","930","Oahu_SR_930_CTR_+_2019","Oahu","CTR","+MP","03-FEB-2019","MS2019","Tubular Marker White","10","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Oahu_930_+MP_3.2","3.43591192618722","NO","37","NO"
"MULTILINESTRING ((-158.05218044128 21.551884901405, -158.052160288048 21.551882992642))","1001","-Lb-4n99HlPB4yiFI7XO_F","3.66023","3.6615","21.55188831","-158.05219483","921.400024414063","21.5518864","-158.05217468","920.700012207031","1877","1878",,"SR","99","Oahu_SR_99_CTR_+_2019","Oahu","CTR","+MP","07-MAR-2019","MS2019","Ground-Mounted Delineator","7","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_99_+MP_0","2.25504955891061","NO","25","NO"
"MULTILINESTRING ((-158.116809440116 21.577496458219, -158.11679944039 21.577496458494))","3946","-L_Faf2VIJqNvL7_hXvpH-","1.47974","1.47974","21.57749987","-158.11682383","59.4000015258789","21.57749987","-158.11682383","59.4000015258789","793","793",,"CR","9263","Oahu_CR_9263_CTR_+_2019","Oahu","CTR","+MP","25-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11316442911101","NO","19","NO"
"MULTILINESTRING ((-156.517929132481 20.948732236804, -156.518002433538 20.948850011926, -156.518032873858 20.948916938192))","8714","-LcDGITDH15cHGv8I77hXF","2.69617","2.71063","20.94873566","-156.51794358","278.600006103516","20.94892037","-156.51804732","280.600006103516","1400","1407",,"SR","340","Maui_SR_340_CTR_+_2019","Maui","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","76","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_340_+MP_0","24.9051553626175","NO","39","NO"
"MULTILINESTRING ((-157.692862186658 21.330153421833, -157.692852185547 21.330153422651))","1414","-LfbmtnRIG9uF0tTN_G9D-","5.63566","5.63566","21.33015684","-157.69287659","80.6999969482422","21.33015684","-157.69287659","80.6999969482422","2866","2866",,"SR","72","Oahu_SR_72_CTR_+_2019","Oahu","CTR","+MP","12-FEB-2019","MS2019","Tubular Marker Yellow","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_72_+MP_5.262","1.11331854817437","NO","44","NO"
"MULTILINESTRING ((-155.211142290755 19.971206587252, -155.211132291807 19.971206587226))","11750","-Lh83KUFF8mzQega3qaV--","23.39078","23.39078","19.97121004","-155.21115679","343.299987792969","19.97121004","-155.21115679","343.299987792969","38036","38036",,"SR","19","Hawaii_SR_19_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11307783797812","NO","20","NO"
"MULTILINESTRING ((-157.879086970466 21.327407803109, -157.879076970002 21.327407803281))","3664","-M-mVzKvGmujM4638_KMuF","0.2812","0.2812","21.32741123","-157.87910137","77.0999984741211","21.32741123","-157.87910137","77.0999984741211","4067","4067",,"SR","63","Oahu_SR_63_CTR_-_2019","Oahu","CTR","-MP","28-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11324660499109","NO","49","NO"
"MULTILINESTRING ((-157.774331602539 21.391344186767, -157.774321601875 21.391344185946))","1551","-LYeBE87IV5p9KdKtyTTVF","11.96525","11.96525","21.3913476","-157.77434601","266.200012207031","21.3913476","-157.77434601","266.200012207031","1710","1710",,"SR","H-3","Oahu_SR_H-3_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Tubular Marker White","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11326881185201","NO","44","NO"
"MULTILINESTRING ((-158.177219981336 21.405511107965, -158.177209980699 21.405511108568))","2247","-M0ZtPqkF_qXGoYNAatMV-","8.07615","8.07615","21.40551453","-158.17723437","62.9000015258789","21.40551453","-158.17723437","62.9000015258789","5770","5770",,"SR","93","Oahu_SR_93_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.1132658780634","NO","22","NO"
"MULTILINESTRING ((-158.102128718468 21.574941650683, -158.102118718952 21.574941650083))","1920","-M21gAgQHLDryDom51di2k","0.01758","0.01758","21.57494506","-158.10214311","149.600006103516","21.57494506","-158.10214311","149.600006103516","11916","11916",,"SR","99","Oahu_SR_99_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11314105473947","NO","38","NO"
"MULTILINESTRING ((-156.093925507588 20.805817332645, -156.093915507919 20.805817332808))","8455","-LfSJSKlI1PkKLsGGsWKKV","25.10188","25.10188","20.80582076","-156.09393997","993.400024414063","20.80582076","-156.09393997","993.400024414063","12597","12597",,"SR","360","Maui_SR_360_CTR_+_2019","Maui","CTR","+MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_360_+MP_23.3","1.11315812932559","NO","41","NO"
"MULTILINESTRING ((-156.248940998076 20.771155347647, -156.248930997769 20.771155348066))","7235","-LhEHbjVF51ACBMzu5cvA-","9.25249","9.25249","20.77115878","-156.24895546","6533.5","20.77115878","-156.24895546","6533.5","454","454",,"SR","378","Maui_SR_378_CTR_-_2019","Maui","CTR","-MP","31-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11322908960519","NO","41","NO"
"MULTILINESTRING ((-157.844888570671 21.481757081217, -157.844878570404 21.481757080761))","2692","-LaMlv0HH-L9BMnQvXbx4k","34.36493","34.36493","21.48176049","-157.84490297","71.8000030517578","21.48176049","-157.84490297","71.8000030517578","4604","4604",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11322458222064","NO","31","NO"
"MULTILINESTRING ((-158.060004384805 21.448531699221, -158.059994384362 21.448531699967))","1346","-La_s160Fnq9pLsEzAVPNF","4.86752","4.86752","21.44853512","-158.06001878","910.200012207031","21.44853512","-158.06001878","910.200012207031","2487","2487",,"SR","750","Oahu_SR_750_CTR_+_2019","Oahu","CTR","+MP","02-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","FAIR","MARCH_2020_1","CDS","YES","Oahu_750_+MP_1.12","1.11324420555894","NO","38","YES"
"MULTILINESTRING ((-157.048423687824 21.104131186332, -157.048413687976 21.104131185902))","6219","-LaMFi5lHf95v0Yv0Rk9TF","2.23258","2.23258","21.10413461","-157.04843812","69.4000015258789","21.10413461","-157.04843812","69.4000015258789","1163","1163",,"SR","460","Molokai_SR_460_CTR_+_2019","Molokai","CTR","+MP","25-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Molokai_460_+MP_0","1.1131779935874","NO","33","NO"
"MULTILINESTRING ((-155.037533905236 19.632393808738, -155.037170519319 19.632280587695))","13357","-LdLwlWsGfaWdUgFWBDFr-","0.15783","0.18335","19.63239727","-155.03754842","304","19.63228405","-155.03718503","300.799987792969","131","143",,"SR","130","Hawaii_SR_130_CTR_+_2019","Hawaii","CTR","+MP","23-MAR-2019","MS2019","Ground-Mounted Delineator","132","NO","YES","POOR","MARCH_2020_1","CDS","NO","Hawaii_130_+MP_0","42.6078223449937","NO","36","NO"
"MULTILINESTRING ((-155.251298644316 19.426208040591, -155.251288643883 19.42620804044))","13871","-LdKSNQhGB5lAdcHd4Xf9-","28.12683","28.12683","19.42621152","-155.25131316","3975.69995117188","19.42621152","-155.25131316","3975.69995117188","46927","46927",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11324320002696","NO","35","NO"
"MULTILINESTRING ((-157.013014272818 21.085311973511, -157.013004273419 21.085311973788))","6809","-L_xnzAMHtDyhnthsOtjLF","0.69096","0.69096","21.0853154","-157.01302871","64.4000015258789","21.0853154","-157.01302871","64.4000015258789","391","391",,"SR","450","Molokai_SR_450_CTR_+_2019","Molokai","CTR","+MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Molokai_450_+MP_0","1.11312801439948","NO","38","NO"
"MULTILINESTRING ((-157.932617302056 21.34204576969, -157.932607302392 21.342045770308))","957","-Lb9DQIkI75xNvDw_jd-oF","23.71947","23.71947","21.34204919","-157.9326317","99.6999969482422","21.34204919","-157.9326317","99.6999969482422","11882","11882",,"SR","99","Oahu_SR_99_CTR_+_2019","Oahu","CTR","+MP","07-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_99_+MP_22.13","1.11315749830736","NO","42","NO"
"MULTILINESTRING ((-158.009379934284 21.47135393736, -158.009268385148 21.471238415411, -158.009161161731 21.471120792387, -158.008669794804 21.470543451927, -158.008452485365 21.470287268647))","1628","-LZmEndGHcuthR-SQ0W1vV","6.07233","5.97715","21.47135735","-158.00939433","818","21.47029068","-158.00846688","810.700012207031","1179","1227",,"SR","H-2","Oahu_SR_H-2_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","500","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","164.170932634198","NO","35","NO"
"MULTILINESTRING ((-156.344962222404 20.720533770308, -156.345012559318 20.720483703538))","7091","-LfVem80Gn9zscD67MXqjF","15.64722","15.65198","20.72053721","-156.34497668","3026","20.72048714","-156.34502702","3024.60009765625","7865","7868",,"SR","37","Maui_SR_37_CTR_+_2019","Maui","CTR","+MP","27-MAR-2019","MS2019","Ground-Mounted Delineator","25","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Maui_37_+MP_14.26","8.17965537101266","NO","44","NO"
"MULTILINESTRING ((-155.950048432433 19.63526774599, -155.949957285878 19.635176511174))","5843","-LbRK30WIWXlqaOO3DkIXF","4.96647","4.95782","19.63527123","-155.95006292","1571.59997558594","19.63518","-155.94997178","1571.09997558594","2132","2137",,"CR","180","Hawaii_CR_180_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","46","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","14.8063372091409","NO","43","NO"
"MULTILINESTRING ((-155.881702650559 19.461718256865, -155.881640938782 19.461647418511, -155.881496052405 19.461460982281))","14074","-Lcm0D5WGKqdmv3HFzEh2-","106.66062","106.63824","19.46172175","-155.88171715","1349","19.46146447","-155.88151055","1343.80004882813","7709","7720",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","118","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","38.1114063145607","NO","32","NO"
"MULTILINESTRING ((-158.094103198605 21.571341216852, -158.094093199349 21.571341216683))","1849","-M0Zq8GMGF9uPC6ABmGp8k","0.599","0.599","21.57134463","-158.09411759","282.299987792969","21.57134463","-158.09411759","282.299987792969","11625","11625",,"SR","99","Oahu_SR_99_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.1131120325984","NO","32","NO"
"MULTILINESTRING ((-155.874972814589 19.267789494572, -155.874962814922 19.267789494996))","13469","-LdAgslzIPyEPGBaegWRXk","92.74505","92.74505","19.26779299","-155.87498732","1376.40002441406","19.26779299","-155.87498732","1376.40002441406","14654","14654",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11315789186047","NO","45","NO"
