"council_district","councilman","website","point_x","point_y"
"15","Joel Rivera","http://council.nyc.gov/d15/html/members/home.shtml","POINT (-73.88561 40.849403)","40.849403000000002"
"11","G. Oliver Koppell","http://council.nyc.gov/d11/html/members/home.shtml","POINT (-73.888575 40.888912)","40.888911999999998"
"14","Fernando Cabrera","http://council.nyc.gov/d14/html/members/home.shtml","POINT (-73.906094 40.862257)","40.862257"
"18","Annabel Palma","http://council.nyc.gov/d18/html/members/home.shtml","POINT (-73.860355 40.822534)","40.822533999999997"
"12","Vacant"," ","POINT (-73.843046 40.879661)","40.879660999999999"
"13","James Vacca","http://council.nyc.gov/d13/html/members/home.shtml","POINT (-73.824122 40.838765)","40.838765000000002"
"8"," "," ","POINT (-73.944996 40.791098)","40.791097999999998"
"16","Helen D. Foster","http://council.nyc.gov/d16/html/members/home.shtml","POINT (-73.913453 40.833121)","40.833120999999998"
"17","Maria del Carmen Arroyo","http://council.nyc.gov/d17/html/members/home.shtml","POINT (-73.902873 40.815704)","40.815703999999997"
