"assembly_district","shape_leng","borough","assemblyman","url","point_x","point_x_state","point_y"
"79","55917.377574999999","Bronx","Eric Stevenson","http://assembly.state.ny.us/mem/Eric-A-Stevenson","POINT (-73.901079 40.831754)","NY","40.831753999999997"
"86","52689.949685","Bronx","Nelson Castro","http://assembly.state.ny.us/mem/Nelson-L-Castro","POINT (-73.904459 40.854355)","NY","40.854354999999998"
"81","95391.969771999997","Bronx","Jeffrey Dinowitz","http://assembly.state.ny.us/mem/Jeffrey-Dinowitz","POINT (-73.895192 40.893593)","NY","40.893593000000003"
"87","65211.106613999997","Bronx",,,"POINT (-73.860636 40.833121)","NY","40.833120999999998"
"83","55359.155789999997","Bronx","Carl E. Heastie","http://assembly.state.ny.us/mem/Carl-E-Heastie","POINT (-73.847065 40.883198)","NY","40.883198"
"82","123931.971462","Bronx","Michael Benedetto","http://assembly.state.ny.us/mem/Michael-Benedetto","POINT (-73.804087 40.845151)","NY","40.845151000000001"
"85","96772.941258000006","Bronx","Marcos A. Crespo","http://assembly.state.ny.us/mem/Marcos-A-Crespo","POINT (-73.858503 40.80668)","NY","40.80668"
"77","72567.442882999996","Bronx","Vanessa L. Gibson","http://assembly.state.ny.us/mem/Vanessa-L-Gibson","POINT (-73.920149 40.845392)","NY","40.845391999999997"
"84","84054.011731999999","Bronx","Carmen Arroyo","http://assembly.state.ny.us/mem/Carmen-E-Arroyo","POINT (-73.910306 40.809779)","NY","40.809778999999999"
"78","62107.400074999998","Bronx","Jose Rivera","http://assembly.state.ny.us/mem/Jose-Rivera","POINT (-73.886338 40.861705)","NY","40.861705000000001"
"80","72969.901542000007","Bronx","Naomi Rivera","http://assembly.state.ny.us/mem/Naomi-Rivera","POINT (-73.859609 40.861971)","NY","40.861970999999997"
