"remote","label","routes","transfers","color","express","closed","point_x_city","point_x","point_x_state","point_y","full_fare","senior_discount","_7_day_americans_w_disabilities_act_farecard_access_system_unl","_30_day_americans_w_disabilities_act_ada_farecard_access_system_reduced_metrocard_fare_unl","joint_railroad_tkt","_7_day_unl","_30_day_unl","transitcheck_metrocard","railroad_unlimited_no_trade","transitcheck_metrocard_annual_mc","mail_ride_ezpay_exp","mail_ride_ezpay_unl","airtrain_full_fare","total"
"447","Cypress Ave (6)","6","6","GREEN","",,"Bronx","POINT (-73.914465 40.805548)","NY","40.805548000000002","9802","338","49","66","0","6335","3188","14","3","215","18","19","15","20062"
"431","Dyre Ave / Eastchester (5)","5","5","GREEN","",,"Bronx","POINT (-73.830596 40.889097)","NY","40.889097","11173","325","24","70","1","4670","4219","71","3","418","46","16","69","21105"
"448","E 143rd St / St Mary's St (6)","6","6","GREEN","",,"Bronx","POINT (-73.907838 40.808193)","NY","40.808193000000003","2433","116","8","36","0","1263","1041","10","1","14","8","13","2","4945"
"449","E 149th St (6)","6","6","GREEN","",,"Bronx","POINT (-73.904147 40.812115)","NY","40.812114999999999","10181","489","59","106","1","7462","4382","25","0","404","1","5","16","23131"
"222","E 177th St / Parkchester (6)","6","6","GREEN","express",,"Bronx","POINT (-73.862713 40.832927)","NY","40.832926999999998","32810","1670","206","446","2","17240","21718","169","3","1758","119","95","87","76323"
"388","E 180th St (2,5)","2,5","2,5","RED-GREEN","express",,"Bronx","POINT (-73.874154 40.841372)","NY","40.841372","13363","303","74","164","3","9073","6767","28","6","442","65","49","39","30376"
"387","E Tremont Ave / West Farms Sq (2,5)","2,5","2,5","RED-GREEN","",,"Bronx","POINT (-73.880427 40.84009)","NY","40.840089999999996","14163","532","112","254","6","11446","6821","23","6","607","28","33","62","34093"
"16","Elder Ave (6)","6","6","GREEN","",,"Bronx","POINT (-73.87916 40.828583)","NY","40.828583000000002","21388","977","43","142","123","4721","14623","330","171","959","428","155","120","44180"
"112","Fordham Rd (B,D)","B,D","B,D","ORANGE","express",,"Bronx","POINT (-73.897102 40.862416)","NY","40.862416000000003","28214","1047","161","365","6","17764","12617","42","49","858","80","49","88","61340"
"119","Fordham Rd (4)","4","4","GREEN","",,"Bronx","POINT (-73.901091 40.862733)","NY","40.862732999999999","29387","1010","175","335","3","20016","12490","50","12","905","132","34","70","64619"
"409","Freeman St (2,5)","2,5","2,5","RED-GREEN","",,"Bronx","POINT (-73.891832 40.83017)","NY","40.830170000000003","11661","422","54","108","3","6731","4910","18","2","309","12","19","36","24285"
"226","Gun Hill Rd (5)","5","5","GREEN","",,"Bronx","POINT (-73.845803 40.870182)","NY","40.870182","13824","555","81","123","0","6719","5582","85","0","666","31","19","51","27736"
"364","Gun Hill Rd (2,5)","2,5","2,5","RED-GREEN","",,"Bronx","POINT (-73.866518 40.877411)","NY","40.877411000000002","13916","751","139","225","2","9526","5819","26","0","539","21","18","72","31054"
"146","Hunts Point Ave (6)","6","6","GREEN","express",,"Bronx","POINT (-73.891642 40.820614)","NY","40.820613999999999","19449","764","144","310","1","15254","10503","35","0","809","38","43","46","47396"
"407","Intervale Ave (2,5)","2,5","2,5","RED-GREEN","",,"Bronx","POINT (-73.896893 40.822096)","NY","40.822096000000002","7543","277","37","58","0","4954","2986","4","1","190","12","16","19","16097"
"405","Jackson Ave (2,5)","2,5","2,5","RED-GREEN","",,"Bronx","POINT (-73.908253 40.816242)","NY","40.816242000000003","13761","551","25","77","6","8313","5049","20","4","458","24","7","26","28321"
"155","Kingsbridge Rd (B,D)","B,D","B,D","ORANGE","",,"Bronx","POINT (-73.894293 40.866175)","NY","40.866174999999998","17259","659","98","201","9","10616","7924","33","2","608","34","29","23","37495"
"161","Kingsbridge Rd (4)","4","4","GREEN","",,"Bronx","POINT (-73.897401 40.867497)","NY","40.867497","23113","906","109","303","5","14736","11533","55","3","873","27","48","55","51766"
"450","Longwood Ave (6)","6","6","GREEN","",,"Bronx","POINT (-73.89621 40.816321)","NY","40.816321000000002","8343","339","30","86","0","5310","3304","20","9","230","20","50","25","17766"
"427","Middletown Rd (6)","6","6","GREEN","",,"Bronx","POINT (-73.836766 40.843473)","NY","40.843473000000003","5895","190","18","53","0","1214","1878","99","1","143","68","17","13","9589"
"329","Morris Park (5)","5","5","GREEN","",,"Bronx","POINT (-73.860359 40.854472)","NY","40.854472000000001","6316","233","12","32","1","1217","2566","66","0","260","52","14","9","10778"
"120","Sound View Ave / Morrison Ave (6)","6","6","GREEN","",,"Bronx","POINT (-73.874475 40.829527)","NY","40.829526999999999","14925","531","70","143","1","10542","5863","29","5","406","14","25","25","32579"
"133","Mosholu Pky (4)","4","4","GREEN","",,"Bronx","POINT (-73.884635 40.87974)","NY","40.879739999999998","21877","1127","93","278","10","10959","10112","18","12","989","101","78","76","45730"
"308","Mt Eden Ave (4)","4","4","GREEN","",,"Bronx","POINT (-73.914746 40.844292)","NY","40.844292000000003","15307","608","50","229","2","9012","5823","23","6","474","13","29","40","31616"
"444","Nereid Ave / 238th St (2,5)","2,5","2,5","RED-GREEN","",,"Bronx","POINT (-73.854323 40.898462)","NY","40.898462000000002","8320","364","47","93","1","4204","3179","29","1","256","11","9","33","16547"
"429","Pelham Bay Park (6)","6","6","GREEN","",,"Bronx","POINT (-73.827095 40.852928)","NY","40.852927999999999","7898","402","86","280","6","5935","7622","80","4","765","45","17","62","23202"
"430","Pelham Pky (5)","5","5","GREEN","",,"Bronx","POINT (-73.856079 40.85817)","NY","40.858170000000001","8048","392","36","67","2","2364","3372","62","1","420","64","7","20","14855"
"361","Pelham Pky (2,5)","2,5","2,5","RED-GREEN","",,"Bronx","POINT (-73.867607 40.857235)","NY","40.857235000000003","19552","1077","127","293","1","12513","11123","72","4","1085","69","58","49","46023"
"406","Prospect Ave (2,5)","2,5","2,5","RED-GREEN","",,"Bronx","POINT (-73.901629 40.819678)","NY","40.819678000000003","17466","721","76","307","6","10741","6874","30","4","468","30","37","48","36808"
"408","Simpson St (2,5)","2,5","2,5","RED-GREEN","",,"Bronx","POINT (-73.892955 40.824131)","NY","40.824131000000001","18459","720","119","263","2","16010","8627","19","2","645","15","16","45","44942"
"245","St Lawrence Ave (6)","6","6","GREEN","",,"Bronx","POINT (-73.86728 40.831598)","NY","40.831598","10914","411","24","53","0","6107","3651","59","0","267","12","9","23","21530"
"154","Tremont Ave (B,D)","B,D","B,D","ORANGE","express",,"Bronx","POINT (-73.90593 40.84949)","NY","40.849490000000003","18248","717","151","277","0","14769","9509","44","16","733","30","31","81","44606"
"107","Westchester Sq / E Tremont Ave (6)","6","6","GREEN","",,"Bronx","POINT (-73.842011 40.84061)","NY","40.840609999999998","11568","612","77","201","2","6832","7342","13","13","400","70","38","64","27232"
"325","Whitlock Ave (6)","6","6","GREEN","",,"Bronx","POINT (-73.88609 40.827566)","NY","40.827565999999997","3809","124","9","28","0","2630","1495","2","2","66","3","1","8","8177"
"52","Woodlawn (4)","4","4","GREEN","",,"Bronx","POINT (-73.87877 40.886019)","NY","40.886018999999997","11125","744","151","281","9","7761","6785","36","9","580","49","6","14","27550"
"326","Zerega Ave (6)","6","6","GREEN","",,"Bronx","POINT (-73.846694 40.836771)","NY","40.836770999999999","7766","319","46","58","0","3019","3214","72","8","214","31","3","27","14777"
"39","225th St / Marble Hill (1)","1","1","RED","",,"Bronx","POINT (-73.909724 40.874631)","NY","40.874631000000001","13022","689","65","141","31","7102","7803","23","46","524","100","49","35","29630"
