"lastupdatedate","town_no","town","towntotalcases","townconfirmedcases","townprobablecases","towncaserate","towntotaldeaths","townconfirmeddeaths","townprobabledeaths","peopletested","ratetested100k","numberoftests","numberofpositives","numberofnegatives","numberofindeterminates"
"2022-06-23T00:00:00.000","70","Killingworth","1082","986","96","17002","11","6","5","5395","84774","23723","1267","22427","29"
"2022-06-23T00:00:00.000","71","Lebanon","1425","1307","118","19947","7","6","1","6031","84420","26209","1728","24464","17"
"2022-06-23T00:00:00.000","72","Ledyard","3344","3043","301","22871","14","13","1","13695","93667","57469","3952","53454","63"
"2022-06-23T00:00:00.000","73","Lisbon","900","821","79","21327","13","13","0","3137","74336","14316","1099","13192","25"
"2022-06-23T00:00:00.000","74","Litchfield","1294","1169","125","15987","13","11","2","6902","85273","29993","1525","28436","32"
"2022-06-23T00:00:00.000","75","Lyme","328","303","25","14162","1","0","1","1962","84715","7775","387","7384","4"
"2022-06-23T00:00:00.000","76","Madison","3404","3142","262","18880","46","36","10","17603","97632","83581","4055","79449","77"
"2022-06-23T00:00:00.000","77","Manchester","11818","10323","1495","20523","192","139","53","48803","84751","222135","14493","207374","268"
"2022-06-23T00:00:00.000","78","Mansfield","2968","2686","282","11645","32","27","5","17368","68145","97885","3411","94369","105"
"2022-06-23T00:00:00.000","79","Marlborough","1150","986","164","18153","31","22","9","5299","83646","26127","1420","24680","27"
"2022-06-23T00:00:00.000","80","Meriden","17355","15767","1588","29220","220","195","25","56139","94518","316285","21782","294067","436"
"2022-06-23T00:00:00.000","81","Middlebury","1628","1356","272","20877","23","18","5","7222","92613","35584","2037","33477","70"
"2022-06-23T00:00:00.000","82","Middlefield","713","638","75","16301","5","3","2","3669","83882","17063","920","16129","14"
"2022-06-23T00:00:00.000","83","Middletown","10987","10019","968","23752","184","136","48","43794","94673","464068","13802","449768","498"
"2022-06-23T00:00:00.000","84","Milford","12265","11089","1176","22403","184","160","24","46622","85159","221316","15137","205966","213"
"2022-06-23T00:00:00.000","85","Monroe","4157","3515","642","21390","25","17","8","17319","89117","70977","5017","65895","65"
"2022-06-23T00:00:00.000","86","Montville","4578","4215","363","24735","49","44","5","16976","91722","99591","5482","93998","111"
"2022-06-23T00:00:00.000","87","Morris","336","309","27","14907","3","3","0","1823","80878","7431","392","7033","6"
"2022-06-23T00:00:00.000","88","Naugatuck","8296","6900","1396","26668","141","123","18","27458","88267","151377","10592","140479","306"
"2022-06-23T00:00:00.000","89","New Britain","20422","18791","1631","28170","273","225","48","64279","88667","316104","25434","290181","489"
"2022-06-23T00:00:00.000","90","New Canaan","3642","3233","409","18000","44","38","6","21713","107315","86570","4333","82172","65"
"2022-06-23T00:00:00.000","91","New Fairfield","2589","2161","428","18655","9","6","3","11739","84587","41912","3044","38824","44"
"2022-06-23T00:00:00.000","92","New Hartford","1116","1039","77","16767","6","5","1","5246","78816","20716","1341","19356","19"
"2022-06-23T00:00:00.000","93","New Haven","35848","33214","2634","27522","289","256","33","128512","98666","927795","44615","881884","1296"
"2022-06-23T00:00:00.000","94","Newington","6750","6233","517","22490","138","117","21","26460","88159","129265","8381","120717","167"
"2022-06-23T00:00:00.000","95","New London","7992","7465","527","29756","50","44","6","30816","114737","338006","9797","327910","299"
"2022-06-23T00:00:00.000","96","New Milford","5275","3577","1698","19679","63","45","18","24037","89674","104607","6231","98233","143"
"2022-06-23T00:00:00.000","97","Newtown","5148","4260","888","18458","80","68","12","24649","88376","116505","6170","110243","92"
"2022-06-23T00:00:00.000","98","Norfolk","141","132","9","8650","1","1","0","794","48712","3471","164","3304","3"
"2022-06-23T00:00:00.000","99","North Branford","3209","2765","444","22685","29","15","14","11771","83211","56857","3857","52943","57"
"2022-06-23T00:00:00.000","100","North Canaan","550","531","19","16918","19","18","1","3095","95201","18055","627","17410","18"
"2022-06-23T00:00:00.000","101","North Haven","6037","4935","1102","25491","66","62","4","22283","94089","112810","7350","105360","100"
"2022-06-23T00:00:00.000","102","North Stonington","1012","927","85","19477","9","7","2","4012","77213","15612","1189","14412","11"
"2022-06-23T00:00:00.000","103","Norwalk","23396","21246","2150","26342","271","236","35","89638","100926","381351","29960","350973","418"
"2022-06-23T00:00:00.000","104","Norwich","10651","9513","1138","27474","102","87","15","36686","94630","167467","13245","154072","150"
"2022-06-23T00:00:00.000","105","Old Lyme","1326","1252","74","18149","4","3","1","7205","98618","28312","1612","26676","24"
"2022-06-23T00:00:00.000","106","Old Saybrook","2173","2025","148","21598","66","53","13","10193","101312","47546","2657","44847","42"
"2022-06-23T00:00:00.000","107","Orange","3023","2722","301","21708","24","21","3","12871","92424","55394","3598","51746","50"
"2022-06-23T00:00:00.000","108","Oxford","2531","2244","287","19095","33","32","1","10791","81411","45102","3094","41958","50"
"2022-06-23T00:00:00.000","109","Plainfield","3891","3603","288","25726","55","47","8","12675","83802","56442","4721","51693","28"
"2022-06-23T00:00:00.000","110","Plainville","3945","3372","573","22499","60","57","3","14555","83010","73374","4912","68369","93"
"2022-06-23T00:00:00.000","111","Plymouth","2402","2048","354","20710","19","16","3","9457","81540","45091","2956","42079","56"
"2022-06-23T00:00:00.000","112","Pomfret","821","729","92","19534","7","6","1","4436","105544","21895","993","20892","10"
"2022-06-23T00:00:00.000","113","Portland","1663","1512","151","17945","30","22","8","8046","86824","39959","2026","37897","36"
"2022-06-23T00:00:00.000","114","Preston","1095","993","102","23676","9","9","0","4110","88865","18461","1283","17151","27"
"2022-06-23T00:00:00.000","115","Prospect","2106","1811","295","21707","10","10","0","7907","81499","36820","2613","34156","51"
"2022-06-23T00:00:00.000","116","Putnam","2229","2128","101","23741","36","33","3","8162","86932","32142","2691","29424","27"
"2022-06-23T00:00:00.000","117","Redding","1418","1255","163","15555","22","18","4","8010","87867","32502","1757","30711","34"
"2022-06-23T00:00:00.000","118","Ridgefield","4392","3942","450","17597","69","52","17","23909","95793","99527","5366","94065","96"
"2022-06-23T00:00:00.000","119","Rocky Hill","4332","3854","478","21536","150","126","24","17278","85896","89772","5533","84107","132"
"2022-06-23T00:00:00.000","120","Roxbury","318","227","91","14777","2","0","2","1952","90706","6866","368","6495","3"
"2022-06-23T00:00:00.000","121","Salem","832","780","52","20377","5","5","0","3552","86995","14923","1027","13880","16"
"2022-06-23T00:00:00.000","122","Salisbury","551","491","60","15306","2","1","1","5152","143111","22839","653","22173","13"
"2022-06-23T00:00:00.000","123","Scotland","123","119","4","7356","2","2","0","482","28828","2068","151","1917","0"
"2022-06-23T00:00:00.000","124","Seymour","4008","3544","464","24384","83","68","15","14256","86731","70098","4872","65088","138"
"2022-06-23T00:00:00.000","125","Sharon","294","284","10","10933","4","3","1","2244","83451","9508","361","9144","3"
"2022-06-23T00:00:00.000","126","Shelton","9888","8621","1267","24041","212","169","43","37224","90505","173990","12164","161555","271"
"2022-06-23T00:00:00.000","127","Sherman","520","358","162","14325","3","0","3","3119","85923","10522","581","9922","19"
"2022-06-23T00:00:00.000","128","Simsbury","3687","3346","341","14519","34","29","5","22021","86714","94133","4321","89725","87"
"2022-06-23T00:00:00.000","129","Somers","2106","1941","165","19529","23","20","3","8341","77346","60077","2457","57542","78"
"2022-06-23T00:00:00.000","130","Southbury","3589","2908","681","18338","85","72","13","17163","87696","88271","4528","83647","96"
"2022-06-23T00:00:00.000","131","Southington","9278","7923","1355","21166","135","115","20","36430","83109","182669","11433","171022","214"
"2022-06-23T00:00:00.000","132","South Windsor","4637","4175","462","17724","67","44","23","21417","81863","80984","5446","75425","113"
"2022-06-23T00:00:00.000","133","Sprague","766","697","69","26793","6","5","1","2701","94474","13752","923","12818","11"
"2022-06-23T00:00:00.000","134","Stafford","1716","1555","161","14429","34","26","8","7477","62869","33796","2094","31668","34"
"2022-06-23T00:00:00.000","135","Stamford","31194","28789","2405","24062","385","337","48","130949","101011","494834","39875","454461","498"
"2022-06-23T00:00:00.000","136","Sterling","767","710","57","20280","3","3","0","2757","72898","10495","910","9574","11"
"2022-06-23T00:00:00.000","137","Stonington","3546","3204","342","19107","60","40","20","16609","89493","74788","4366","70361","61"
"2022-06-23T00:00:00.000","138","Stratford","13954","11948","2006","26913","201","166","35","48521","93581","227732","17416","210021","295"
"2022-06-23T00:00:00.000","139","Suffield","3656","3131","525","23119","51","39","12","14580","92197","117424","4484","112860","80"
"2022-06-23T00:00:00.000","140","Thomaston","1873","1577","296","24857","18","18","0","6352","84300","31274","2346","28900","28"
"2022-06-23T00:00:00.000","141","Thompson","1822","1718","104","19426","14","9","5","6596","70327","26503","2171","24290","42"
"2022-06-23T00:00:00.000","142","Tolland","2307","2071","236","15782","25","12","13","11651","79703","45822","2709","43065","48"
"2022-06-23T00:00:00.000","143","Torrington","7978","7550","428","23434","183","163","20","29467","86556","155831","9834","145737","260"
"2022-06-23T00:00:00.000","144","Trumbull","8916","7808","1108","24994","177","123","54","35599","99793","166609","11045","155339","225"
"2022-06-23T00:00:00.000","145","Union","217","200","17","25864","2","2","0","1088","129678","4358","251","4103","4"
"2022-06-23T00:00:00.000","146","Vernon","5051","4535","516","17204","78","52","26","22342","76099","91795","5897","85768","130"
"2022-06-23T00:00:00.000","147","Voluntown","527","492","35","20996","6","6","0","2121","84502","8415","624","7784","7"
"2022-06-23T00:00:00.000","148","Wallingford","10736","9575","1161","24221","217","187","30","40285","90883","234119","13225","220619","275"
"2022-06-23T00:00:00.000","149","Warren","157","115","42","11254","0","0","0","1033","74050","3839","179","3655","5"
"2022-06-23T00:00:00.000","150","Washington","538","444","94","15694","2","2","0","4007","116890","17906","614","17276","16"
"2022-06-23T00:00:00.000","151","Waterbury","33758","29509","4249","31383","503","442","61","106787","99274","545359","43546","500902","911"
"2022-06-23T00:00:00.000","152","Waterford","4477","4180","297","23882","77","57","20","18135","96741","87275","5392","81793","90"
"2022-06-23T00:00:00.000","153","Watertown","5219","4451","768","24187","78","71","7","19431","90050","95584","6653","88780","151"
"2022-06-23T00:00:00.000","154","Westbrook","1323","1241","82","19260","10","6","4","6199","90246","24190","1628","22534","28"
"2022-06-23T00:00:00.000","155","West Hartford","11766","10412","1354","18687","274","207","67","58869","93495","293811","14385","279127","299"
"2022-06-23T00:00:00.000","156","West Haven","13686","11947","1739","25057","164","149","15","49497","90621","242853","17071","225507","275"
"2022-06-23T00:00:00.000","157","Weston","1687","1532","155","16455","5","3","2","10336","100819","41099","2051","39015","33"
"2022-06-23T00:00:00.000","158","Westport","5224","4775","449","18336","37","27","10","30546","107213","144594","6366","138117","111"
"2022-06-23T00:00:00.000","159","Wethersfield","5962","5509","453","22924","55","46","9","22934","88181","107991","7351","100520","120"
"2022-06-23T00:00:00.000","160","Willington","812","730","82","13847","4","4","0","4122","70293","16411","932","15465","14"
"2022-06-23T00:00:00.000","161","Wilton","3252","2985","267","17729","55","29","26","18828","102644","72595","3898","68668","29"
"2022-06-23T00:00:00.000","162","Winchester","1836","1761","75","17314","16","16","0","8295","78225","33967","2164","31778","25"
"2022-06-23T00:00:00.000","163","Windham","6984","6558","426","28435","71","48","23","22382","91128","117600","8996","108458","146"
"2022-06-23T00:00:00.000","164","Windsor","7052","6448","604","24543","164","126","38","27217","94724","152754","8916","143674","164"
"2022-06-23T00:00:00.000","165","Windsor Locks","2698","2504","194","20990","44","40","4","10506","81733","44726","3343","41328","55"
"2022-06-23T00:00:00.000","166","Wolcott","4089","3557","532","24652","64","54","10","14323","86351","71384","5162","66117","105"
"2022-06-23T00:00:00.000","167","Woodbridge","1698","1518","180","19406","48","42","6","8665","99029","50532","2114","48347","71"
"2022-06-23T00:00:00.000","168","Woodbury","1643","1364","279","17291","12","10","2","7916","83309","34220","2019","32173","28"
"2022-06-23T00:00:00.000","169","Woodstock","1440","1391","49","18325","7","7","0","6739","85760","23639","1680","21930","29"
"2022-06-22T00:00:00.000","1","Andover","512","438","74","15822","6","4","2","2436","75278","9360","588","8764","8"
"2022-06-22T00:00:00.000","2","Ansonia","4900","4211","689","26268","49","39","10","16299","87375","76923","6034","70732","157"
"2022-06-22T00:00:00.000","3","Ashford","742","669","73","17438","5","4","1","3397","79835","13152","894","12245","13"
"2022-06-22T00:00:00.000","4","Avon","3015","2763","252","16497","81","65","16","17086","93489","74726","3543","71102","81"
"2022-06-22T00:00:00.000","5","Barkhamsted","525","490","35","14559","8","7","1","2698","74820","11001","619","10368","14"
"2022-06-22T00:00:00.000","6","Beacon Falls","1304","1161","143","20958","11","11","0","4902","78785","23179","1586","21548","45"
"2022-06-22T00:00:00.000","7","Berlin","4091","3745","346","20019","52","45","7","16523","80852","75185","4953","70149","83"
"2022-06-22T00:00:00.000","8","Bethany","990","900","90","17844","4","3","1","4651","83832","23338","1210","22097","31"
"2022-06-22T00:00:00.000","9","Bethel","4087","3342","745","20641","71","56","15","18097","91399","74441","4923","69435","83"
"2022-06-22T00:00:00.000","10","Bethlehem","618","528","90","18166","3","2","1","2784","81834","11830","748","11060","22"
"2022-06-22T00:00:00.000","11","Bloomfield","4954","4524","430","23356","136","116","20","20216","95309","133626","6213","127212","201"
"2022-06-22T00:00:00.000","12","Bolton","752","653","99","15397","5","4","1","3957","81020","14981","890","14080","11"
"2022-06-22T00:00:00.000","13","Bozrah","609","560","49","22340","7","7","0","2224","81585","10021","734","9278","9"
"2022-06-22T00:00:00.000","14","Branford","5930","5337","593","21254","82","73","9","25507","91423","124478","7139","117199","140"
"2022-06-22T00:00:00.000","15","Bridgeport","42706","38502","4204","29575","450","370","80","140072","97003","686506","54977","630449","1080"
"2022-06-22T00:00:00.000","16","Bridgewater","201","134","67","12294","0","0","0","1424","87095","5276","241","5029","6"
"2022-06-22T00:00:00.000","17","Bristol","14433","12407","2026","24076","211","172","39","52436","87471","272855","17874","254630","351"
"2022-06-22T00:00:00.000","18","Brookfield","3718","2981","737","21905","27","20","7","15820","93207","62703","4438","58205","60"
"2022-06-22T00:00:00.000","19","Brooklyn","2118","2007","111","25604","18","18","0","7570","91514","45709","2582","43099","28"
"2022-06-22T00:00:00.000","20","Burlington","1748","1496","252","18013","8","6","2","7900","81410","33549","2099","31412","38"
"2022-06-22T00:00:00.000","21","Canaan","28","27","1","2659","0","0","0","356","33808","1281","35","1246","0"
"2022-06-22T00:00:00.000","22","Canterbury","1132","1048","84","22288","4","4","0","4082","80370","17010","1352","15642","16"
"2022-06-22T00:00:00.000","23","Canton","1461","1316","145","14248","39","32","7","8262","80573","35033","1688","33319","26"
"2022-06-22T00:00:00.000","24","Chaplin","445","415","30","19875","3","3","0","1790","79946","7515","530","6983","2"
"2022-06-22T00:00:00.000","25","Cheshire","6354","5631","723","21958","80","66","14","26349","91056","166285","7623","158514","148"
"2022-06-22T00:00:00.000","26","Chester","613","559","54","14550","19","16","3","3513","83385","17234","765","16444","25"
"2022-06-22T00:00:00.000","27","Clinton","2645","2468","177","20464","15","10","5","11824","91482","49115","3207","45850","58"
"2022-06-22T00:00:00.000","28","Colchester","3140","2816","324","19862","42","29","13","13880","87798","63268","3802","59393","73"
"2022-06-22T00:00:00.000","29","Colebrook","146","137","9","10429","1","1","0","856","61143","3664","168","3492","4"
"2022-06-22T00:00:00.000","30","Columbia","974","860","114","18107","13","10","3","4480","83287","17957","1154","16788","15"
"2022-06-22T00:00:00.000","31","Cornwall","190","181","9","13950","2","0","2","1403","103010","5033","218","4812","3"
"2022-06-22T00:00:00.000","32","Coventry","2111","1827","284","17015","11","10","1","9934","80068","38443","2477","35925","41"
"2022-06-22T00:00:00.000","33","Cromwell","2962","2648","314","21403","66","42","24","12607","91098","66555","3635","62831","89"
"2022-06-22T00:00:00.000","34","Danbury","20986","18809","2177","24779","218","181","37","80826","95433","322561","25761","296306","494"
"2022-06-22T00:00:00.000","35","Darien","3882","3421","461","17866","13","12","1","22626","104133","91860","4713","87068","79"
"2022-06-22T00:00:00.000","36","Deep River","756","707","49","17016","1","1","0","3836","86338","15630","915","14695","20"
"2022-06-22T00:00:00.000","37","Derby","3121","2652","469","25294","30","24","6","10967","88881","50032","3821","46118","93"
"2022-06-22T00:00:00.000","38","Durham","1464","1327","137","20433","9","8","1","6186","86336","29816","1772","28016","28"
"2022-06-22T00:00:00.000","39","Eastford","279","266","13","15587","4","3","1","1222","68268","4466","332","4133","1"
"2022-06-22T00:00:00.000","40","East Granby","882","779","103","17160","4","2","2","4365","84922","18055","1081","16964","10"
"2022-06-22T00:00:00.000","41","East Haddam","1337","1160","177","14861","23","10","13","6796","75536","30486","1570","28889","27"
"2022-06-22T00:00:00.000","42","East Hampton","2345","2021","324","18320","25","18","7","10607","82867","45523","2814","42660","49"
"2022-06-22T00:00:00.000","43","East Hartford","13733","12478","1255","27536","198","155","43","44915","90061","227417","17348","209733","336"
"2022-06-22T00:00:00.000","44","East Haven","7623","6634","989","26683","107","87","20","25859","90514","126675","9367","117184","124"
"2022-06-22T00:00:00.000","45","East Lyme","3731","3449","282","20209","62","49","13","18019","97600","93865","4459","89349","57"
"2022-06-22T00:00:00.000","46","Easton","1408","1230","178","18721","5","4","1","7097","94362","26582","1717","24836","29"
"2022-06-22T00:00:00.000","47","East Windsor","2216","2001","215","18992","61","46","15","9266","79414","46771","2729","43978","64"
"2022-06-22T00:00:00.000","48","Ellington","2378","2160","218","14441","33","21","12","12196","74063","42632","2767","39816","49"
"2022-06-22T00:00:00.000","49","Enfield","9145","8270","875","20946","89","79","10","34800","79709","186335","11183","174874","278"
"2022-06-22T00:00:00.000","50","Essex","1062","977","85","15927","13","12","1","5885","88257","26928","1315","25589","24"
"2022-06-22T00:00:00.000","51","Fairfield","15119","13589","1530","24368","244","185","59","65648","105807","374017","18102","355515","400"
"2022-06-22T00:00:00.000","52","Farmington","4598","4054","544","18033","67","54","13","23458","92003","114122","5457","108519","146"
"2022-06-22T00:00:00.000","53","Franklin","435","409","26","22656","2","2","0","1492","77708","6877","530","6338","9"
"2022-06-22T00:00:00.000","54","Glastonbury","6137","5445","692","17798","119","98","21","30195","87567","126780","7485","119157","138"
"2022-06-22T00:00:00.000","55","Goshen","447","414","33","15613","2","2","0","2472","86343","9655","543","9103","9"
"2022-06-22T00:00:00.000","56","Granby","1551","1344","207","13479","33","28","5","8953","77805","35895","1842","34011","42"
"2022-06-22T00:00:00.000","57","Greenwich","14380","13381","999","22884","124","100","24","66374","105624","300610","17532","282853","225"
"2022-06-22T00:00:00.000","58","Griswold","2919","2662","257","25308","32","23","9","10220","88608","45011","3531","41446","34"
"2022-06-22T00:00:00.000","59","Groton","7925","7089","836","20619","122","78","44","33369","86817","148810","9552","139111","147"
"2022-06-22T00:00:00.000","60","Guilford","4353","3969","384","19667","45","35","10","20538","92794","100526","5154","95279","93"
"2022-06-22T00:00:00.000","61","Haddam","1422","1325","97","17356","11","6","5","6860","83730","29929","1719","28189","21"
"2022-06-22T00:00:00.000","62","Hamden","14141","12284","1857","23352","234","199","35","58735","96993","411295","17388","393488","419"
"2022-06-22T00:00:00.000","63","Hampton","465","440","25","25244","1","1","0","1887","102443","7829","551","7275","3"
"2022-06-22T00:00:00.000","64","Hartford","33814","31522","2292","27693","417","368","49","114898","94098","677580","42499","634145","936"
"2022-06-22T00:00:00.000","65","Hartland","246","223","23","11604","5","4","1","1328","62642","4982","297","4679","6"
"2022-06-22T00:00:00.000","66","Harwinton","1013","929","84","18690","9","6","3","4377","80756","18645","1219","17402","24"
"2022-06-22T00:00:00.000","67","Hebron","1560","1367","193","16414","15","11","4","7524","79167","30203","1870","28307","26"
"2022-06-22T00:00:00.000","68","Kent","555","504","51","19986","2","2","0","3876","139575","23971","669","23300","2"
"2022-06-22T00:00:00.000","69","Killingly","4541","4309","232","26194","80","57","23","15349","88538","68042","5501","62483","58"
"2022-06-22T00:00:00.000","70","Killingworth","1080","985","95","16970","11","6","5","5393","84742","23711","1264","22418","29"
"2022-06-22T00:00:00.000","71","Lebanon","1419","1302","117","19863","7","6","1","6021","84281","26189","1722","24450","17"
"2022-06-22T00:00:00.000","72","Ledyard","3342","3041","301","22858","14","13","1","13693","93653","57445","3948","53434","63"
"2022-06-22T00:00:00.000","73","Lisbon","899","820","79","21303","13","13","0","3135","74289","14308","1098","13185","25"
"2022-06-22T00:00:00.000","74","Litchfield","1293","1168","125","15975","13","11","2","6897","85211","29990","1524","28434","32"
"2022-06-22T00:00:00.000","75","Lyme","328","303","25","14162","1","0","1","1961","84672","7772","387","7381","4"
"2022-06-22T00:00:00.000","76","Madison","3399","3137","262","18852","46","36","10","17605","97643","83536","4048","79411","77"
"2022-06-22T00:00:00.000","77","Manchester","11810","10315","1495","20509","192","139","53","48793","84734","221962","14481","207213","268"
"2022-06-22T00:00:00.000","78","Mansfield","2966","2684","282","11637","32","27","5","17340","68035","97851","3409","94337","105"
"2022-06-22T00:00:00.000","79","Marlborough","1146","985","161","18090","31","22","9","5296","83599","26093","1416","24651","26"
"2022-06-22T00:00:00.000","80","Meriden","17347","15759","1588","29206","220","195","25","56122","94489","316174","21771","293966","437"
"2022-06-22T00:00:00.000","81","Middlebury","1628","1356","272","20877","23","18","5","7221","92601","35576","2037","33469","70"
"2022-06-22T00:00:00.000","82","Middlefield","713","638","75","16301","5","3","2","3670","83905","17057","920","16123","14"
"2022-06-22T00:00:00.000","83","Middletown","10990","10024","966","23758","184","136","48","43780","94643","463941","13801","449642","498"
"2022-06-22T00:00:00.000","84","Milford","12246","11072","1174","22368","184","160","24","46602","85122","221189","15116","205860","213"
"2022-06-22T00:00:00.000","85","Monroe","4152","3510","642","21365","25","17","8","17315","89096","70960","5013","65882","65"
"2022-06-22T00:00:00.000","86","Montville","4575","4213","362","24719","49","44","5","16968","91679","99542","5478","93953","111"
"2022-06-22T00:00:00.000","87","Morris","334","307","27","14818","3","3","0","1823","80878","7424","390","7028","6"
"2022-06-22T00:00:00.000","88","Naugatuck","8291","6896","1395","26652","141","123","18","27453","88251","151314","10588","140420","306"
"2022-06-22T00:00:00.000","89","New Britain","20414","18787","1627","28159","273","225","48","64269","88653","315794","25420","289885","489"
"2022-06-22T00:00:00.000","90","New Canaan","3637","3228","409","17976","44","38","6","21705","107275","86520","4329","82126","65"
"2022-06-22T00:00:00.000","91","New Fairfield","2587","2159","428","18641","9","6","3","11738","84580","41893","3042","38807","44"
"2022-06-22T00:00:00.000","92","New Hartford","1115","1038","77","16752","6","5","1","5251","78891","20717","1340","19358","19"
"2022-06-22T00:00:00.000","93","New Haven","35827","33193","2634","27506","289","256","33","128498","98655","927270","44594","881383","1293"
"2022-06-22T00:00:00.000","94","Newington","6745","6228","517","22473","138","117","21","26447","88116","129202","8374","120661","167"
"2022-06-22T00:00:00.000","95","New London","7987","7460","527","29738","50","44","6","30812","114722","337904","9789","327816","299"
"2022-06-22T00:00:00.000","96","New Milford","5276","3578","1698","19683","63","45","18","24039","89681","104541","6227","98171","143"
"2022-06-22T00:00:00.000","97","Newtown","5142","4254","888","18436","80","68","12","24643","88355","116436","6161","110183","92"
"2022-06-22T00:00:00.000","98","Norfolk","141","132","9","8650","1","1","0","793","48650","3471","164","3304","3"
"2022-06-22T00:00:00.000","99","North Branford","3208","2764","444","22678","29","15","14","11769","83197","56822","3856","52909","57"
"2022-06-22T00:00:00.000","100","North Canaan","549","530","19","16887","19","18","1","3094","95171","18055","626","17411","18"
"2022-06-22T00:00:00.000","101","North Haven","6023","4924","1099","25432","66","62","4","22278","94067","112741","7335","105306","100"
"2022-06-22T00:00:00.000","102","North Stonington","1011","926","85","19457","9","7","2","4009","77156","15603","1188","14404","11"
"2022-06-22T00:00:00.000","103","Norwalk","23375","21226","2149","26318","271","236","35","89618","100903","381180","29936","350826","418"
"2022-06-22T00:00:00.000","104","Norwich","10643","9509","1134","27453","102","87","15","36679","94612","167381","13236","153995","150"
"2022-06-22T00:00:00.000","105","Old Lyme","1326","1252","74","18149","4","3","1","7202","98577","28286","1610","26652","24"
"2022-06-22T00:00:00.000","106","Old Saybrook","2171","2023","148","21578","66","53","13","10192","101302","47517","2654","44821","42"
"2022-06-22T00:00:00.000","107","Orange","3018","2717","301","21672","24","21","3","12868","92403","55345","3590","51705","50"
"2022-06-22T00:00:00.000","108","Oxford","2530","2243","287","19087","33","32","1","10793","81426","45071","3093","41928","50"
"2022-06-22T00:00:00.000","109","Plainfield","3889","3599","290","25712","55","47","8","12673","83788","56399","4718","51653","28"
"2022-06-22T00:00:00.000","110","Plainville","3940","3367","573","22471","60","57","3","14558","83027","73329","4904","68332","93"
"2022-06-22T00:00:00.000","111","Plymouth","2402","2048","354","20710","19","16","3","9448","81462","45020","2956","42008","56"
"2022-06-22T00:00:00.000","112","Pomfret","819","727","92","19486","7","6","1","4435","105520","21872","989","20873","10"
"2022-06-22T00:00:00.000","113","Portland","1660","1509","151","17913","30","22","8","8047","86835","39955","2022","37897","36"
"2022-06-22T00:00:00.000","114","Preston","1094","991","103","23654","9","9","0","4111","88886","18461","1281","17153","27"
"2022-06-22T00:00:00.000","115","Prospect","2104","1811","293","21686","10","10","0","7905","81478","36815","2611","34153","51"
"2022-06-22T00:00:00.000","116","Putnam","2228","2127","101","23730","36","33","3","8159","86900","32122","2690","29405","27"
"2022-06-22T00:00:00.000","117","Redding","1418","1254","164","15555","22","18","4","8009","87857","32474","1755","30685","34"
"2022-06-22T00:00:00.000","118","Ridgefield","4389","3939","450","17585","69","52","17","23907","95785","99494","5361","94037","96"
"2022-06-22T00:00:00.000","119","Rocky Hill","4325","3847","478","21501","150","126","24","17263","85822","89699","5524","84043","132"
"2022-06-22T00:00:00.000","120","Roxbury","318","226","92","14777","2","0","2","1951","90660","6864","367","6494","3"
"2022-06-22T00:00:00.000","121","Salem","831","779","52","20353","5","5","0","3548","86897","14905","1026","13863","16"
"2022-06-22T00:00:00.000","122","Salisbury","549","489","60","15250","2","1","1","5148","143000","22838","651","22174","13"
"2022-06-22T00:00:00.000","123","Scotland","122","118","4","7297","2","2","0","483","28888","2033","149","1884","0"
"2022-06-22T00:00:00.000","124","Seymour","4005","3541","464","24366","83","68","15","14247","86676","70102","4870","65093","139"
"2022-06-22T00:00:00.000","125","Sharon","294","284","10","10933","4","3","1","2247","83563","9503","361","9139","3"
"2022-06-22T00:00:00.000","126","Shelton","9878","8611","1267","24017","212","169","43","37208","90467","173858","12152","161436","270"
"2022-06-22T00:00:00.000","127","Sherman","520","358","162","14325","3","0","3","3119","85923","10519","581","9919","19"
"2022-06-22T00:00:00.000","128","Simsbury","3678","3343","335","14483","34","29","5","22009","86667","94056","4311","89658","87"
"2022-06-22T00:00:00.000","129","Somers","2106","1941","165","19529","23","20","3","8338","77318","60053","2457","57518","78"
"2022-06-22T00:00:00.000","130","Southbury","3586","2907","679","18323","85","72","13","17158","87671","88212","4524","83592","96"
"2022-06-22T00:00:00.000","131","Southington","9263","7913","1350","21132","135","115","20","36419","83084","182593","11417","170962","214"
"2022-06-22T00:00:00.000","132","South Windsor","4631","4174","457","17701","67","44","23","21410","81836","80974","5441","75420","113"
"2022-06-22T00:00:00.000","133","Sprague","765","696","69","26758","6","5","1","2701","94474","13748","922","12815","11"
"2022-06-22T00:00:00.000","134","Stafford","1712","1553","159","14395","34","26","8","7470","62810","33787","2090","31663","34"
"2022-06-22T00:00:00.000","135","Stamford","31162","28760","2402","24038","385","337","48","130918","100987","494541","39836","454207","498"
"2022-06-22T00:00:00.000","136","Sterling","767","710","57","20280","3","3","0","2758","72924","10492","910","9571","11"
"2022-06-22T00:00:00.000","137","Stonington","3545","3203","342","19101","60","40","20","16611","89504","74738","4365","70312","61"
"2022-06-22T00:00:00.000","138","Stratford","13948","11942","2006","26901","201","166","35","48518","93576","227671","17409","209967","295"
"2022-06-22T00:00:00.000","139","Suffield","3654","3130","524","23106","51","39","12","14577","92178","117364","4482","112802","80"
"2022-06-22T00:00:00.000","140","Thomaston","1872","1576","296","24844","18","18","0","6350","84273","31253","2345","28880","28"
