"connecticut_care_4_kids","none"
"ABINGTON","0"
"AMSTON","10"
"ANDOVER","9"
"ANSONIA","237"
"ASHFORD","14"
"AVON","16"
"BALLOUVILLE",
"BALTIC","19"
"BANTAM","5"
"BARKHAMSTED","9"
"BEACON FALLS","17"
"BERLIN","34"
"BETHANY","6"
"BETHEL","65"
"BETHLEHEM",
"BLOOMFIELD","207"
"BOLTON","9"
"BOZRAH","7"
"BRANFORD","96"
"BRIDGEPORT","2264"
"BRIDGEWATER",
"BRISTOL","504"
"BROAD BROOK","68"
"BROOKFIELD","26"
"BROOKLYN","42"
"BURLINGTON","9"
"CANAAN","16"
"CANTERBURY","19"
"CANTON","15"
"CENTERBROOK",
"CENTRAL VILLAGE","5"
"CHAPLIN",
"CHESHIRE","45"
"CHESTER","6"
"CLINTON","34"
"COBALT",
"COLCHESTER","75"
"COLLINSVILLE",
"COLUMBIA","8"
"CORNWALL BRIDGE",
"COS COB","5"
"COVENTRY","27"
"CROMWELL","48"
"DANBURY","539"
"DANIELSON","71"
"DARIEN",
"DAYVILLE","50"
"DEEP RIVER","9"
"DERBY","141"
"DURHAM","6"
"EAST BERLIN",
"EAST CANAAN",
"EAST GRANBY","18"
"EAST HADDAM","10"
"EAST HAMPTON","38"
"EAST HARTFORD","740"
"EAST HARTLAND",
"EAST HAVEN","191"
"EAST KILLINGLY",
"EAST LYME","15"
"EAST NORWALK",
"EAST WINDSOR","27"
"EAST WOODSTOCK",
"EASTFORD",
"EASTON",
"ELLINGTON","48"
"ENFIELD","379"
"ESSEX",
"FAIRFIELD","68"
"FALLS VILLAGE",
"FARMINGTON","29"
"FORESTVILLE","0"
"FRANKLIN",
"GALES FERRY","20"
"GAYLORDSVILLE",
"GLASTONBURY","65"
"GOSHEN","7"
"GRANBY","13"
"GREENWICH","66"
"GRISWOLD","24"
"GROSVENORDALE",
"GROTON","226"
"GUILFORD","37"
"HADDAM","9"
"HADDAM NECK",
"HADLYME",
"HAMDEN","403"
"HAMPTON","5"
"HANOVER",
"HARTFORD","2648"
"HARWINTON","18"
"HEBRON","10"
"HIGGANUM","8"
"HUNTINGTON",
"IVORYTON","6"
"JEWETT CITY","40"
"KENSINGTON","7"
"KENT","5"
"KILLINGLY","0"
"KILLINGWORTH",
"LAKESIDE",
"LAKEVILLE","5"
"LEBANON","22"
"LEDYARD","32"
"LISBON","12"
"LITCHFIELD","9"
"LYME",
"MADISON","21"
"MANCHESTER","555"
"MANSFIELD","10"
"MANSFIELD CENTER","6"
"MARION",
"MARLBOROUGH","11"
"MASHANTUCKET","0"
"MERIDEN","804"
"MIDDLEBURY","7"
"MIDDLEFIELD","9"
"MIDDLETOWN","406"
"MILFORD","147"
"MILLDALE",
"MONROE","25"
"MONTVILLE",
"MOODUS","7"
"MOOSUP","38"
"MORRIS",
"MYSTIC","30"
"N GROSVENORDALE","18"
"NAUGATUCK","208"
"NEW BRITAIN","1049"
"NEW CANAAN","11"
"NEW FAIRFIELD","29"
"NEW HARTFORD","11"
"NEW HAVEN","2120"
"NEW LONDON","377"
"NEW MILFORD","97"
"NEW PRESTON",
"NEWINGTON","129"
"NEWTOWN","14"
"NIANTIC","28"
"NOANK",
"NORFOLK","11"
"NORTH BRANFORD","23"
"NORTH CANAAN",
"NORTH FRANKLIN",
"NORTH GRANBY",
"NORTH HAVEN","58"
"NORTH SHERMAN",
"NORTH STONINGTON","8"
"NORTH WINDHAM","10"
"NORTHFIELD",
"NORTHFORD","14"
"NORWALK","489"
"NORWICH","412"
"OAKDALE","31"
"OAKVILLE","40"
"OLD GREENWICH","0"
"OLD LYME","11"
"OLD SAYBROOK","19"
"ONECO",
"ORANGE","11"
"OXFORD","13"
"PAWCATUCK","46"
"PINE MEADOW",
"PLAINFIELD","54"
"PLAINVILLE","84"
"PLANTSVILLE","36"
"PLYMOUTH","5"
"POMFRET",
"POMFRET CENTER","11"
"PORTLAND","30"
"PRESTON","11"
"PROSPECT","20"
"PUTNAM","100"
"QUAKER HILL","5"
"QUINEBAUG",
"REDDING","0"
"RIDGEFIELD","15"
"RIVERSIDE","16"
"RIVERTON","0"
"ROCKFALL",
"ROCKVILLE","25"
"ROCKY HILL","74"
"ROGERS","5"
"ROXBURY",
"SALEM","7"
"SALISBURY",
"SANDY HOOK","12"
"SCOTLAND",
"SEYMOUR","75"
"SHARON","7"
"SHELTON","132"
"SHERMAN","5"
"SIMBURY",
"SIMSBURY","16"
"SOMERS","22"
"SOMERSVILLE",
"SOUTH GLASTONBURY",
"SOUTH KENT",
"SOUTH MERIDEN",
"SOUTH NORWALK","9"
"SOUTH WINDHAM",
"SOUTH WINDSOR","63"
"SOUTH WOODSTOCK",
"SOUTHBURY","16"
"SOUTHINGTON","103"
"SOUTHPORT",
"STAFFORD","8"
"STAFFORD SPRINGS","44"
"STAMFORD","605"
"STERLING","17"
"STONINGTON","13"
"STORRS","17"
"STRATFORD","377"
"SUFFIELD","21"
"TACONIC",
"TAFTVILLE","29"
"TARIFFVILLE","15"
"TERRYVILLE","36"
"THOMASTON","35"
"THOMPSON","15"
"TOLLAND","35"
"TORRINGTON","291"
"TRUMBULL","52"
"UNCASVILLE","46"
"UNION",
"UNIONVILLE","20"
"VERNON","225"
"VERNON ROCKVILLE",
"VOLUNTOWN","9"
"WALLINGFORD","227"
"WARREN",
"WASHINGTON","0"
"WASHINGTON DEPOT",
"WATERBURY","1916"
"WATERFORD","53"
"WATERTOWN","47"
"WAUREGAN","14"
"WEATOGUE","5"
"WEST CORNWALL","5"
"WEST DERBY","0"
"WEST HARTFORD","246"
"WEST HARTLAND",
"WEST HAVEN","628"
"WEST REDDING",
"WEST SIMSBURY",
"WEST SUFFIELD","11"
"WESTBROOK","19"
"WESTON",
"WESTPORT","13"
"WETHERSFIELD","97"
"WILLIMANTIC","293"
"WILLINGTON","15"
"WILTON","5"
"WINCHESTER",
"WINDHAM","25"
"WINDSOR","220"
"WINDSOR LOCKS","90"
"WINSTED","73"
"WOLCOTT","55"
