"swis_code","type_code","type","county","city_name","website","municipality","gnis_id"
"010100","2","City","Albany","Albany","http://www.albanyny.org","Albany","978659"
"010300","2","City","Albany","Cohoes","http://www.cohoes.com","Cohoes","978847"
"011800","2","City","Albany","Watervliet","http://www.watervliet.com","Watervliet","979606"
"030200","2","City","Broome","Binghamton","http://www.cityofbinghamton.com","Binghamton","978733"
"041200","2","City","Cattaraugus","Olean","http://www.cityofolean.org/","Olean","979305"
"041600","2","City","Cattaraugus","Salamanca","http://www.salmun.com","Salamanca","979451"
"050100","2","City","Cayuga","Auburn","http://www.auburnny.gov","Auburn","978695"
"060300","2","City","Chautauqua","Dunkirk","http://www.dunkirktoday.com/","Dunkirk","978911"
"060800","2","City","Chautauqua","Jamestown","http://www.jamestownny.net","Jamestown","979102"
"070400","2","City","Chemung","Elmira","http://cityofelmira.net","Elmira","978938"
"081100","2","City","Chenango","Norwich","http://www.norwichnewyork.net","Norwich","979296"
"091300","2","City","Clinton","Plattsburgh","http://www.cityofplattsburgh.com","Plattsburgh","979376"
"100600","2","City","Columbia","Hudson","http://www.cityofhudson.org","Hudson","979083"
"110200","2","City","Cortland","Cortland","http://www.cortland.org/","Cortland","978870"
"130200","2","City","Dutchess","Beacon","http://www.cityofbeacon.org","Beacon","978716"
"131300","2","City","Dutchess","Poughkeepsie","http://www.cityofpoughkeepsie.com","Poughkeepsie","979392"
"140200","2","City","Erie","Buffalo","http://www.city-buffalo.com","Buffalo","978764"
"140900","2","City","Erie","Lackawanna","http://www.lackawannany.gov/","Lackawanna","979124"
"141600","2","City","Erie","Tonawanda","http://www.ci.tonawanda.ny.us/","Tonawanda","979550"
"170500","2","City","Fulton","Gloversville","http://www.cityofgloversville.com","Gloversville","979006"
"170800","2","City","Fulton","Johnstown","http://www.cityofjohnstown-ny.com","Johnstown","979110"
"180200","2","City","Genesee","Batavia","http://www.batavianewyork.com","Batavia","978713"
"210900","2","City","Herkimer","Little Falls","http://cityoflittlefalls.net/","Little Falls","979157"
"221800","2","City","Jefferson","Watertown","http://www.watertown-ny.gov/","Watertown","979604"
"251200","2","City","Madison","Oneida","http://www.oneidacity.com/","Oneida","979308"
"261400","2","City","Monroe","Rochester","http://www.cityofrochester.gov/","Rochester","979426"
"270100","2","City","Montgomery","Amsterdam","http://www.amsterdamny.gov/","Amsterdam","978677"
"280500","2","City","Nassau","Glen Cove","http://www.glencove-li.com/","Glen Cove","979003"
"280900","2","City","Nassau","Long Beach","http://www.longbeachny.org","Long Beach","979167"
"650000","2","City","New York City","New York City","http://www.nyc.gov","New York City","2395220"
"290900","2","City","Niagara","Lockport","http://elockport.com/city-index.php","Lockport","979164"
"291100","2","City","Niagara","Niagara Falls","http://www.niagarafallsusa.org","Niagara Falls","979276"
"291200","2","City","Niagara","North Tonawanda","http://www.northtonawanda.org/","North Tonawanda","979293"
"301300","2","City","Oneida","Rome","http://www.romenewyork.com","Rome","979430"
"301400","2","City","Oneida","Sherrill","http://www.sherrillny.org","Sherrill","979493"
"301600","2","City","Oneida","Utica","http://www.cityofutica.com","Utica","979575"
"311500","2","City","Onondaga","Syracuse","http://www.syrgov.net/","Syracuse","979539"
"320200","2","City","Ontario","Canandaigua","http://www.canandaiguanewyork.gov","Canandaigua","978784"
"320500","2","City","Ontario","Geneva","http://visitgenevany.com","Geneva","978992"
"330900","2","City","Orange","Middletown","http://www.middletown-ny.com","Middletown","979217"
"331100","2","City","Orange","Newburgh","http://www.CityofNewburgh-ny.gov","Newburgh","979258"
"331300","2","City","Orange","Port Jervis","http://www.portjervisny.org","Port Jervis","979387"
"350400","2","City","Oswego","Fulton","http://www.cityoffulton.com","Fulton","978979"
"351200","2","City","Oswego","Oswego","http://www.oswegony.org","Oswego","979325"
"361200","2","City","Otsego","Oneonta","http://www.oneonta.ny.us","Oneonta","979309"
"381400","2","City","Rensselaer","Rensselaer","http://www.rensselaerny.gov","Rensselaer","979414"
"381700","2","City","Rensselaer","Troy","http://www.troyny.gov","Troy","979559"
"411000","2","City","Saratoga","Mechanicville","http://www.mechanicvilleny.gov","Mechanicville","979207"
"411500","2","City","Saratoga","Saratoga Springs","http://www.saratoga-springs.org","Saratoga Springs","979462"
"421500","2","City","Schenectady","Schenectady","http://www.cityofschenectady.com","Schenectady","979468"
"460300","2","City","Steuben","Corning","http://www.cityofcorning.com","Corning","978867"
"460600","2","City","Steuben","Hornell","http://www.cityofhornell.com","Hornell","979078"
"401200","2","City","St Lawrence","Ogdensburg","http://www.ogdensburg.org","Ogdensburg","979301"
"500700","2","City","Tompkins","Ithaca","http://www.ci.ithaca.ny.us/","Ithaca","979099"
"510800","2","City","Ulster","Kingston","http://www.kingston-ny.gov","Kingston","979118"
"520500","2","City","Warren","Glens Falls","http://www.cityofglensfalls.com","Glens Falls","979004"
"550800","2","City","Westchester","Mt Vernon","http://www.cmvny.com","Mt Vernon","979245"
"551000","2","City","Westchester","New Rochelle","http://newrochelleny.com/","New Rochelle","979271"
"551200","2","City","Westchester","Peekskill","http://www.cityofpeekskill.com","Peekskill","979348"
"551400","2","City","Westchester","Rye","http://www.ryeny.gov","Rye","979445"
"551700","2","City","Westchester","White Plains","http://www.cityofwhiteplains.com","White Plains","979637"
"551800","2","City","Westchester","Yonkers","http://www.yonkersny.gov","Yonkers","979660"
