"bond_series","original_loan_amount","loan_purchase_date","purchase_year","original_ltv","loan_type","sonyma_dpal_ccal_amount","original_term","county","fips_code","of_units","property_type","housing_type","household_size"
"Series 195/196","118750","2016-04-21T00:00:00.000","2016","95.00","Conventional","0","360","Erie","36029","1 Family","Condominium","Existing","1"
"Series 195/196","77600","2016-04-21T00:00:00.000","2016","97.00","Conventional","3000","360","Erie","36029","1 Family","Detached","Existing","4"
"Series 195/196","226800","2016-04-21T00:00:00.000","2016","90","Conventional","7560","360","Nassau","36059","1 Family","Cooperative","Existing","2"
"Series 195/196","304000","2016-04-21T00:00:00.000","2016","95.00","Conventional","9600","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","163000","2016-04-21T00:00:00.000","2016","66","Conventional","7440","360","Nassau","36059","1 Family","Detached","New","2"
"Series 195/196","107100","2016-04-21T00:00:00.000","2016","90.00","Conventional","0","360","Bronx","36005","1 Family","Cooperative","Existing","1"
"Series 195/196","220500","2016-04-21T00:00:00.000","2016","90.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","2"
"Series 195/196","92250","2016-04-21T00:00:00.000","2016","90","Conventional","3075","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 195/196","328000","2016-04-21T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","209500","2016-04-21T00:00:00.000","2016","91.09","Conventional","6900","360","Suffolk","36103","1 Family","Detached","Existing","5"
"Series 195/196","248850","2016-04-21T00:00:00.000","2016","88.88","Conventional","8400","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","387030","2016-04-21T00:00:00.000","2016","97.00","Conventional","11970","360","Queens","36081","1 Family","Detached","Existing","3"
"Series 195/196","244800","2016-04-21T00:00:00.000","2016","90","Conventional","8160","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 195/196","227950","2016-04-21T00:00:00.000","2016","97.00","Conventional","7050","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","342000","2016-04-21T00:00:00.000","2016","95.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","270000","2016-04-21T00:00:00.000","2016","90","Conventional","9000","360","Nassau","36059","1 Family","Detached","Existing","4"
"Series 195/196","84800","2016-04-21T00:00:00.000","2016","80","Conventional","3180","360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 195/196","187500","2016-04-21T00:00:00.000","2016","75","Conventional","0","360","Kings","36047","1 Family","Cooperative","Existing","2"
"Series 195/196","97600","2016-04-21T00:00:00.000","2016","80.00","Conventional","0","360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 195/196","140650","2016-04-21T00:00:00.000","2016","97","Conventional","4350","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","254400","2016-04-21T00:00:00.000","2016","80.00","Conventional","9540","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","35017","2016-04-21T00:00:00.000","2016","97","Conventional","3000","360","Chemung","36015","1 Family","Detached","Existing","1"
"Series 195/196","135800","2016-04-21T00:00:00.000","2016","97","Conventional","4200","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","105000","2016-04-21T00:00:00.000","2016","70.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","6"
"Series 195/196","316000","2016-04-21T00:00:00.000","2016","93","Conventional","10242","360","Suffolk","36103","1 Family","Detached","New","3"
"Series 195/196","320000","2016-04-21T00:00:00.000","2016","97","Conventional","9900","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 195/196","189150","2016-04-21T00:00:00.000","2016","97","Conventional","5850","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","44450","2016-04-21T00:00:00.000","2016","92.60","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","160050","2016-04-21T00:00:00.000","2016","97","Conventional","4950","360","Dutchess","36027","2 Family","Detached","Existing","1"
"Series 195/196","297000","2016-04-14T00:00:00.000","2016","67.50","Conventional","13200","360","Queens","36081","1 Family","Detached","Existing","4"
"Series 195/196","67400","2016-04-14T00:00:00.000","2016","96.98","Conventional","3000","360","Steuben","36101","1 Family","Detached","Existing","1"
"Series 195/196","235613","2016-04-14T00:00:00.000","2016","97.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","5"
"Series 195/196","325000","2016-04-14T00:00:00.000","2016","93","Conventional","10500","360","Nassau","36059","1 Family","Detached","Existing","3"
"Series 195/196","315250","2016-04-14T00:00:00.000","2016","97.00","Conventional","9750","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","359100","2016-04-14T00:00:00.000","2016","90.00","Conventional","11970","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","323000","2016-04-14T00:00:00.000","2016","95","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","147500","2016-04-14T00:00:00.000","2016","50.00","Conventional","0","360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 195/196","320100","2016-04-14T00:00:00.000","2016","97","Conventional","9900","360","Bronx","36005","1 Family","Detached","Existing","2"
"Series 195/196","348000","2016-04-14T00:00:00.000","2016","80","Conventional","0","360","Orange","36071","1 Family","Condominium","New","5"
"Series 195/196","127200","2016-04-14T00:00:00.000","2016","80.00","Conventional","0","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","68850","2016-04-14T00:00:00.000","2016","96.97","Conventional","3000","360","Monroe","36055","1 Family","Condominium","Existing","1"
"Series 195/196","163000","2016-04-14T00:00:00.000","2016","75.81","Conventional","0","360","Westchester","36119","1 Family","Condominium","Existing","3"
"Series 195/196","278100","2016-04-14T00:00:00.000","2016","90.00","Conventional","9270","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","180200","2016-04-14T00:00:00.000","2016","94.57","Conventional","0","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 195/196","114000","2016-04-14T00:00:00.000","2016","95.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","171000","2016-04-14T00:00:00.000","2016","95.00","Conventional","5400","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 195/196","109250","2016-04-14T00:00:00.000","2016","95","Conventional","0","360","Genesee","36037","1 Family","Detached","Existing","1"
"Series 195/196","215000","2016-04-14T00:00:00.000","2016","72.27","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","59999","2016-04-14T00:00:00.000","2016","97.00","Conventional","3000","360","Niagara","36063","1 Family","Detached","Existing","3"
"Series 195/196","320000","2016-04-14T00:00:00.000","2016","73","Conventional","13200","360","Bronx","36005","2 Family","Attached","Existing","4"
"Series 195/196","95200","2016-04-14T00:00:00.000","2016","80","Conventional","3570","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","299343","2016-04-14T00:00:00.000","2016","75.00","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","223100","2016-04-14T00:00:00.000","2016","97.00","Conventional","6900","360","Orange","36071","1 Family","Detached","Existing","6"
"Series 195/196","223003","2016-04-07T00:00:00.000","2016","97.00","Conventional","6897","360","Albany","36001","1 Family","Detached","Existing","6"
"Series 195/196","124300","2016-04-07T00:00:00.000","2016","95.98","Conventional","3885","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","196000","2016-04-07T00:00:00.000","2016","76.47","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","167200","2016-04-07T00:00:00.000","2016","80","Conventional","0","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","313200","2016-04-07T00:00:00.000","2016","94.91","Conventional","9900","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","101305","2016-04-07T00:00:00.000","2016","85.85","Conventional","3540","360","Chenango","36017","1 Family","Detached","Existing","3"
"Series 195/196","108096","2016-04-07T00:00:00.000","2016","97","Conventional","3342","360","Orange","36071","1 Family","Detached","Existing","2"
"Series 195/196","145980","2016-04-07T00:00:00.000","2016","78.06","Conventional","5685","360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 195/196","247950","2016-04-07T00:00:00.000","2016","95","Conventional","7830","360","Westchester","36119","1 Family","Condominium","Existing","1"
"Series 195/196","111150","2016-04-07T00:00:00.000","2016","90","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","427500","2016-04-07T00:00:00.000","2016","95","Conventional","13500","360","Westchester","36119","1 Family","Detached","Existing","3"
"Series 195/196","82997","2016-04-07T00:00:00.000","2016","97","Conventional","3000","360","Chemung","36015","1 Family","Detached","Existing","1"
"Series 195/196","309430","2016-04-07T00:00:00.000","2016","97","Conventional","9570","360","Nassau","36059","1 Family","Detached","Existing","3"
"Series 195/196","138600","2016-04-07T00:00:00.000","2016","99","Conventional","4200","360","Albany","36001","1 Family","Attached","New","3"
"Series 195/196","237600","2016-04-07T00:00:00.000","2016","60.13","Conventional","11854","360","Queens","36081","1 Family","Detached","Existing","2"
"Series 195/196","334650","2016-04-07T00:00:00.000","2016","97","Conventional","10350","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","114000","2016-04-07T00:00:00.000","2016","80.00","Conventional","0","360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 195/196","167000","2016-04-07T00:00:00.000","2016","80","Conventional","6300","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","94800","2016-04-07T00:00:00.000","2016","97","Conventional","3000","360","Oneida","36065","1 Family","Detached","Existing","2"
"Series 195/196","229189","2016-04-07T00:00:00.000","2016","85.20","Conventional","8145","360","Westchester","36119","1 Family","Condominium","New","2"
"Series 195/196","273350","2016-04-07T00:00:00.000","2016","77","Conventional","10650","360","New York","36061","1 Family","Cooperative","Existing","2"
"Series 195/196","62999","2016-04-07T00:00:00.000","2016","97","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","1"
"Series 195/196","174600","2016-04-07T00:00:00.000","2016","97","Conventional","0","360","Warren","36113","1 Family","Detached","Existing","1"
"Series 195/196","110945","2016-04-07T00:00:00.000","2016","96.47","Conventional","2850","360","Albany","36001","2 Family","Detached","Rehabilitation","1"
"Series 195/196","97000","2016-04-07T00:00:00.000","2016","97","Conventional","3000","360","Schuyler","36097","1 Family","Detached","Existing","1"
"Series 195/196","271600","2016-04-07T00:00:00.000","2016","80","Conventional","0","360","Rockland","36087","1 Family","Detached","Existing","1"
"Series 195/196","68800","2016-04-07T00:00:00.000","2016","80.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","198000","2016-04-07T00:00:00.000","2016","90.00","Conventional","6600","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","120000","2016-04-07T00:00:00.000","2016","80.00","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","353600","2016-04-07T00:00:00.000","2016","80.00","Conventional","0","360","Bronx","36005","1 Family","Detached","Existing","5"
"Series 195/196","310500","2016-04-07T00:00:00.000","2016","90.00","Conventional","10350","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","270000","2016-04-07T00:00:00.000","2016","90","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","61300","2016-04-07T00:00:00.000","2016","73","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","112500","2016-04-07T00:00:00.000","2016","90","Conventional","0","360","Putnam","36079","1 Family","Condominium","Existing","1"
"Series 195/196","100000","2016-04-07T00:00:00.000","2016","69","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","304000","2016-04-07T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","76000","2016-04-07T00:00:00.000","2016","95","Conventional","2400","360","Rockland","36087","1 Family","Cooperative","Existing","1"
"Series 195/196","82000","2016-04-07T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 195/196","207798","2016-04-07T00:00:00.000","2016","97","Conventional","6426","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","110700","2016-04-07T00:00:00.000","2016","93","Conventional","0","360","Rensselaer","36083","1 Family","Detached","Existing","2"
"Series 195/196","370400","2016-04-07T00:00:00.000","2016","80","Conventional","13890","360","Queens","36081","1 Family","Detached","Existing","1"
"Series 195/196","262650","2016-04-07T00:00:00.000","2016","85.00","Conventional","9270","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 195/196","222130","2016-04-07T00:00:00.000","2016","82.58","Conventional","8070","360","Westchester","36119","1 Family","Condominium","New","3"
"Series 195/196","189000","2016-04-07T00:00:00.000","2016","77.14","Conventional","0","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 195/196","160200","2016-04-07T00:00:00.000","2016","90.00","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","86823","2016-04-07T00:00:00.000","2016","96","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","175750","2016-04-07T00:00:00.000","2016","95","Conventional","0","360","Bronx","36005","1 Family","Cooperative","Existing","2"
"Series 195/196","104500","2016-03-31T00:00:00.000","2016","95","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","69840","2016-03-31T00:00:00.000","2016","97","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","95542","2016-03-31T00:00:00.000","2016","97.00","Conventional","3000","360","Delaware","36025","1 Family","Detached","Rehabilitation","3"
"Series 195/196","126000","2016-03-31T00:00:00.000","2016","80.00","Conventional","0","360","Ulster","36111","1 Family","Detached","Existing","2"
"Series 195/196","121250","2016-03-31T00:00:00.000","2016","97.00","Conventional","0","360","Schenectady","36093","1 Family","Detached","Existing","2"
"Series 195/196","71650","2016-03-31T00:00:00.000","2016","97","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","368800","2016-03-31T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","250260","2016-03-31T00:00:00.000","2016","96.25","Conventional","7800","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","164453","2016-03-31T00:00:00.000","2016","97","Conventional","5086","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 195/196","113400","2016-03-31T00:00:00.000","2016","90.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","81000","2016-03-31T00:00:00.000","2016","75","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","3"
"Series 195/196","118300","2016-03-31T00:00:00.000","2016","96.97","Conventional","3549","360","Monroe","36055","1 Family","Detached","Existing","4"
"Series 195/196","281300","2016-03-31T00:00:00.000","2016","97","Conventional","8700","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","213400","2016-03-31T00:00:00.000","2016","97.00","Conventional","6600","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","139680","2016-03-31T00:00:00.000","2016","97.00","Conventional","4320","360","Albany","36001","1 Family","Detached","Existing","1"
"Series 195/196","120280","2016-03-31T00:00:00.000","2016","97.00","Conventional","3720","360","Monroe","36055","2 Family","Detached","Existing","1"
"Series 195/196","118000","2016-03-31T00:00:00.000","2016","95","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","310400","2016-03-31T00:00:00.000","2016","97.00","Conventional","0","360","Queens","36081","1 Family","Attached","Existing","1"
"Series 195/196","125712","2016-03-31T00:00:00.000","2016","97.00","Conventional","3888","360","Schenectady","36093","1 Family","Detached","Existing","2"
"Series 195/196","150000","2016-03-31T00:00:00.000","2016","91.51","Conventional","0","360","Rensselaer","36083","2 Family","Detached","Existing","1"
"Series 195/196","202500","2016-03-31T00:00:00.000","2016","90","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","144000","2016-03-31T00:00:00.000","2016","80.00","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","2"
"Series 195/196","108000","2016-03-31T00:00:00.000","2016","80.00","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","5"
"Series 195/196","422750","2016-03-31T00:00:00.000","2016","95.00","Conventional","13350","360","Queens","36081","1 Family","Detached","Existing","3"
"Series 195/196","201760","2016-03-31T00:00:00.000","2016","97","Conventional","0","360","Dutchess","36027","2 Family","Detached","Existing","1"
"Series 195/196","49500","2016-03-31T00:00:00.000","2016","90.00","Conventional","3000","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","164803","2016-03-31T00:00:00.000","2016","97","Conventional","5097","360","Dutchess","36027","1 Family","Detached","Existing","1"
"Series 195/196","211460","2016-03-31T00:00:00.000","2016","97.00","Conventional","6540","360","Albany","36001","1 Family","Detached","Existing","1"
"Series 195/196","111550","2016-03-31T00:00:00.000","2016","96","Conventional","3120","360","Ontario","36069","1 Family","Detached","Rehabilitation","3"
"Series 195/196","133000","2016-03-31T00:00:00.000","2016","95.00","Conventional","0","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 195/196","51231","2016-03-31T00:00:00.000","2016","33","Conventional","4650","360","Suffolk","36103","1 Family","Detached","New","4"
"Series 195/196","145500","2016-03-31T00:00:00.000","2016","97","Conventional","0","360","Erie","36029","2 Family","Detached","Existing","1"
"Series 195/196","148000","2016-03-31T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","276000","2016-03-24T00:00:00.000","2016","80.00","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","6"
"Series 195/196","293900","2016-03-24T00:00:00.000","2016","95","Conventional","9239","360","Suffolk","36103","4 Family","Detached","Existing","4"
"Series 195/196","87200","2016-03-24T00:00:00.000","2016","97","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","89628","2016-03-24T00:00:00.000","2016","97","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","141550","2016-03-24T00:00:00.000","2016","95.00","Conventional","4470","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 195/196","126003","2016-03-24T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","252200","2016-03-24T00:00:00.000","2016","97.00","Conventional","7800","360","Westchester","36119","1 Family","Detached","Existing","2"
"Series 195/196","127900","2016-03-24T00:00:00.000","2016","86","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","106700","2016-03-24T00:00:00.000","2016","97.00","Conventional","3300","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 195/196","129300","2016-03-24T00:00:00.000","2016","93","Conventional","4171","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","87200","2016-03-24T00:00:00.000","2016","97.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","3"
"Series 195/196","242500","2016-03-24T00:00:00.000","2016","97","Conventional","7500","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","93993","2016-03-24T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","3"
"Series 195/196","119500","2016-03-24T00:00:00.000","2016","96","Conventional","3750","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 195/196","96000","2016-03-24T00:00:00.000","2016","80","Conventional","0","360","Bronx","36005","1 Family","Cooperative","Existing","2"
"Series 195/196","243000","2016-03-24T00:00:00.000","2016","90","Conventional","8100","360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 195/196","363600","2016-03-24T00:00:00.000","2016","97","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","106734","2016-03-24T00:00:00.000","2016","95","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","151550","2016-03-24T00:00:00.000","2016","86.60","Conventional","0","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","71438","2016-03-24T00:00:00.000","2016","97.00","Conventional","0","360","Erie","36029","2 Family","Detached","Rehabilitation","1"
"Series 195/196","125712","2016-03-24T00:00:00.000","2016","97","Conventional","3888","360","Delaware","36025","1 Family","Detached","Existing","1"
"Series 195/196","201600","2016-03-24T00:00:00.000","2016","90.00","Conventional","6720","360","Dutchess","36027","1 Family","Detached","Existing","3"
"Series 195/196","64970","2016-03-24T00:00:00.000","2016","89","Conventional","0","360","Allegany","36003","1 Family","Detached","Existing","1"
"Series 195/196","148000","2016-03-24T00:00:00.000","2016","80","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 195/196","223250","2016-03-24T00:00:00.000","2016","95.00","Conventional","7050","360","Westchester","36119","1 Family","Condominium","Existing","1"
"Series 195/196","189000","2016-03-24T00:00:00.000","2016","93","Conventional","0","360","Orange","36071","1 Family","Detached","Existing","3"
"Series 195/196","87920","2016-03-24T00:00:00.000","2016","97","Conventional","3000","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","90748","2016-03-24T00:00:00.000","2016","97","Conventional","2729","360","Schenectady","36093","2 Family","Detached","Existing","3"
"Series 195/196","90200","2016-03-24T00:00:00.000","2016","97","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","94914","2016-03-24T00:00:00.000","2016","97","Conventional","3000","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","113840","2016-03-24T00:00:00.000","2016","80","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","194000","2016-03-24T00:00:00.000","2016","97","Conventional","6000","360","Dutchess","36027","1 Family","Detached","Existing","2"
"Series 195/196","92416","2016-03-24T00:00:00.000","2016","97","Conventional","3000","360","Albany","36001","1 Family","Condominium","Existing","1"
"Series 195/196","85500","2016-03-24T00:00:00.000","2016","95","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","168000","2016-03-17T00:00:00.000","2016","80.00","Conventional","6300","360","Suffolk","36103","1 Family","Condominium","Existing","2"
"Series 195/196","278390","2016-03-17T00:00:00.000","2016","97","Conventional","8610","360","Nassau","36059","1 Family","Detached","Existing","3"
"Series 195/196","346775","2016-03-17T00:00:00.000","2016","97","Conventional","10725","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","184300","2016-03-17T00:00:00.000","2016","97.00","Conventional","5700","360","Orange","36071","1 Family","Detached","Existing","1"
"51st/52nd Series","100937","2016-03-17T00:00:00.000","2016","94.78","Conventional","3000","360","Erie","36029","2 Family","Detached","Existing","1"
"Series 195/196","290030","2016-03-17T00:00:00.000","2016","97.00","Conventional","8970","360","Kings","36047","1 Family","Condominium","Existing","3"
"Series 195/196","118800","2016-03-17T00:00:00.000","2016","90.00","Conventional","3960","360","Ulster","36111","1 Family","Condominium","Existing","1"
"51st/52nd Series","69403","2016-03-17T00:00:00.000","2016","97.00","Conventional","3000","360","Warren","36113","1 Family","Detached","Existing","2"
"Series 195/196","78800","2016-03-17T00:00:00.000","2016","80.00","Conventional","3000","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","294000","2016-03-17T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","132000","2016-03-17T00:00:00.000","2016","80.00","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","104000","2016-03-17T00:00:00.000","2016","80.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","300000","2016-03-17T00:00:00.000","2016","80","Conventional","0","360","Westchester","36119","1 Family","Detached","Existing","3"
"Series 195/196","112000","2016-03-17T00:00:00.000","2016","80.00","Conventional","4200","360","Nassau","36059","1 Family","Cooperative","Existing","3"
"Series 195/196","205400","2016-03-17T00:00:00.000","2016","95","Conventional","6489","360","Warren","36113","1 Family","Detached","Existing","3"
"Series 195/196","165000","2016-03-17T00:00:00.000","2016","83","Conventional","6000","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","305550","2016-03-17T00:00:00.000","2016","97","Conventional","9450","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","163800","2016-03-17T00:00:00.000","2016","90.00","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","404000","2016-03-17T00:00:00.000","2016","92.87","Conventional","0","360","Queens","36081","1 Family","Detached","Existing","2"
"Series 195/196","252200","2016-03-17T00:00:00.000","2016","97.00","Conventional","7800","360","Westchester","36119","1 Family","Condominium","Existing","2"
"Series 195/196","270900","2016-03-17T00:00:00.000","2016","90","Conventional","9030","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","335250","2016-03-17T00:00:00.000","2016","90.00","Conventional","11175","360","Westchester","36119","1 Family","Detached","Existing","5"
"Series 195/196","108750","2016-03-17T00:00:00.000","2016","75","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","4"
"Series 195/196","141000","2016-03-17T00:00:00.000","2016","94","Conventional","0","360","Kings","36047","1 Family","Cooperative","Existing","2"
"Series 195/196","334650","2016-03-17T00:00:00.000","2016","97.00","Conventional","10350","360","Rockland","36087","1 Family","Detached","Existing","3"
"Series 195/196","112200","2016-03-17T00:00:00.000","2016","21.37","Conventional","15000","360","New York","36061","1 Family","Condominium","New","1"
"Series 195/196","405000","2016-03-17T00:00:00.000","2016","90.00","Conventional","0","360","Bronx","36005","2 Family","Detached","Existing","3"
"Series 195/196","100000","2016-03-17T00:00:00.000","2016","73.53","Conventional","3750","360","Suffolk","36103","1 Family","Detached","Rehabilitation","4"
"Series 195/196","215195","2016-03-17T00:00:00.000","2016","81.21","Conventional","7950","360","Westchester","36119","1 Family","Condominium","New","2"
"Series 195/196","99910","2016-03-17T00:00:00.000","2016","97.00","Conventional","3090","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","82000","2016-03-17T00:00:00.000","2016","73","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 195/196","56250","2016-03-17T00:00:00.000","2016","97","Conventional","3000","360","Chautauqua","36013","1 Family","Detached","Existing","1"
"Series 195/196","49955","2016-03-17T00:00:00.000","2016","97","Conventional","3000","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","390000","2016-03-17T00:00:00.000","2016","80","Conventional","0","360","Queens","36081","2 Family","Detached","Existing","1"
"Series 195/196","247500","2016-03-17T00:00:00.000","2016","90","Conventional","8250","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","111550","2016-03-17T00:00:00.000","2016","97.00","Conventional","3346","360","Sullivan","36105","1 Family","Detached","Existing","1"
"Series 195/196","111550","2016-03-17T00:00:00.000","2016","97.00","Conventional","0","360","Erie","36029","1 Family","Condominium","Existing","1"
"Series 195/196","172000","2016-03-17T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","115200","2016-03-17T00:00:00.000","2016","80","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 195/196","167810","2016-03-17T00:00:00.000","2016","97","Conventional","0","360","Saratoga","36091","1 Family","Detached","Existing","1"
"Series 195/196","122200","2016-03-17T00:00:00.000","2016","82.01","Conventional","4470","360","Rensselaer","36083","2 Family","Detached","Existing","1"
"Series 195/196","79999","2016-03-17T00:00:00.000","2016","97","Conventional","0","360","Broome","36007","1 Family","Detached","Existing","1"
"Series 195/196","288000","2016-03-17T00:00:00.000","2016","80.00","Conventional","0","360","Westchester","36119","1 Family","Detached","Existing","2"
"Series 195/196","151280","2016-03-10T00:00:00.000","2016","80","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","1"
