"id","region","pin","county","cont_no","sh","descript","bin","length","fa_code","fa_proj","est_total","bid_price","executed","asbuiltsdone","numbersheets","dot_quad_no","prop_only","e_spec_date","has_as_let","is_permit","route","loc_municipality","url"
"4671021","10",,"NASSAU, SUFFOLK","NSP 52-1","NSP, SSP","LANDSCAPING;",,"48.60",,,"0.090","58750.00","1952-03-28T00:00:00.000","Yes","1",,"No",,"No","No",,,"https://rpol.dot.ny.gov/?id=NSP-52-1"
"4651617","4",,"Monroe","P 2019-04-72835",,"Final Section Plans for Alpine Ridge Subdivision",,,,,,,,"Yes","20",,"No",,"No","Yes",,,"https://rpol.dot.ny.gov/?id=P-2019-04-72835"
"4651620","4",,"Monroe","P 2019-04-72835",,"Final Section Plans for Alpine Ridge Subdivision",,,,,,,,"Yes","20",,"No",,"No","Yes",,,"https://rpol.dot.ny.gov/?id=P-2019-04-72835"
"4651402","4",,"Monroe","P 2019-04-73206",,"Gascon Winery Mendon Ionia Road",,,,,,,,"Yes","6",,"No",,"No","Yes",,,"https://rpol.dot.ny.gov/?id=P-2019-04-73206"
"4651618","4",,"Monmroe","P 2019-04-73671",,"Final Section 1 Utility Plans for Alpine Ridge Subdivision",,,,,,,,"Yes","3",,"No",,"No","Yes",,,"https://rpol.dot.ny.gov/?id=P-2019-04-73671"
"4669824","6",,"CHEMUNG","PSC 3202","PSC 3202","RAILROAD BRIDGES,;MADISON, LAKE, WASHINGTON STS.;",,,,,,,"1932-02-16T00:00:00.000","Yes","1",,"No",,"No","No",,,"https://rpol.dot.ny.gov/?id=PSC-3202"
"4669825","8",,"COLUMBIA","PSC 3334","PSC 3334","RAILROAD BRIDGE AT MARTINDALE RD.;",,"0.33",,,,,"1928-11-01T00:00:00.000","Yes","7",,"No",,"No","No",,,"https://rpol.dot.ny.gov/?id=PSC-3334"
"4665382","2","2700.02","HERKIMER","A72-2-1",,"Emergency Repairs.",,,,"ER-112(2)","0.095","99450.00","1972-10-11T00:00:00.000","No",,,"Yes",,"No","No",,,"https://rpol.dot.ny.gov/?id=A72-2-1"
"4651538",,"1941.32.101","Washington","1",,"Bridge Painting - Village Of Whitehall, Town Of Kingsbury, Town Of Fort Edward",,"0",,,"3.000",,,"Yes","0",,"Yes","9/1/2019 0:00","No","No",,,"https://rpol.dot.ny.gov/?id=1"
"4680983","8",,"WESTCHESTER","155","BPE, TSP, 9480","1927-OVERCROSSING of NYCRR NORTH OF MOUNT PLEASANT TRAIN STATION-MOUNTH PLEASANT",,,,,,,,"Yes","1",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=155"
"4681034","8",,"WESTCHESTER","185","BPE, BMP, 1850, 9297","1927 PAVING BEAR MOUNTAIN BRIDGE APPROACH TO ALBANY POST ROAD- CORTLANDT",,,,,,,,"Yes","2",,"No",,"No","No","US202, US6, US9","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=185"
"4680984","8",,"WESTCHESTER","186","BPE, TSP, 9480","1928-PAVING FROM COLUMBUS AVENUE TO COMMERCE STREET-VALHALLA",,,,,,,,"Yes","2",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=186"
"4681003","8",,"WESTCHESTER","18A0A87","BPE, TSP, 9480","1931-GRADING AND RETAINING WALL, STATION164 TO 172 - VALHALLA",,,,,,,,"Yes","2",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=18A0A87"
"4681001","8",,"WESTCHESTER","18D0610","BPE, TSP, 9480","1929- BRIDGE AT BEDFORD ROAD, CLEVELAND STREET, PEEKSKILL CREEK ' TRESTLE-MOUNT PLEASANT",,,,,,,,"Yes","2",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=18D0610"
"4681002","8",,"WESTCHESTER","18D1602","BPE, TSP, 9480","1930-OVERCROSSING OF CROMPOND ROAD-YORKTOWN",,,,,,,,"Yes","4",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=18D1602"
"4681005","8",,"WESTCHESTER","18D3001","BPE, TSP, 9480","1930- BRIDGE NN UNDERPASS NORTH OF HAWTHORNE- MOUNT PLEASANT",,,,,,,,"Yes","2",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=18D3001"
"4681004","8",,"WESTCHESTER","18D4410","BPE, TSP, 9480","1932- BRIDGE AT CLEVELAND STREET- VALHALLA",,,,,,,,"Yes","2",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=18D4410"
"4652815","10","0799.03","NASSAU","D250901",,"RT. 27; PAVEMENT PARKINGS",,,,,,"45448.75","1984-03-30T00:00:00.000","No",,,"Yes",,"No","No",,,"https://rpol.dot.ny.gov/?id=D250901"
"4681043","8",,"WESTCHESTER","19F133","BPE, BMP, 9297","1933- TOPOGRAPY, INTERSECTION AT ROA HOOK ROAD- CORTLANDT",,,,,,,,"Yes","1",,"No",,"No","No","US202, US6, US9","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=19F133"
"4680746","1","1T09.16/1T09.07","Albany & Schenectady","2010-01-20921","0176,0385, C63-06","Route 5, Central Ave Bus rapid Transit Queue Jump Lanes & Stations",,,,,,,,"No","44",,"No",,"No","No","912Q, 914E, NY5","C-Schenectady, T-Colonie, T-Lake George, V-Colonie, V-Lake George","https://rpol.dot.ny.gov/?id=2010-01-20921"
"4680985","8",,"WESTCHESTER","202","BPE, TSP, 9480","1928-PAVING FROM COMMERCE STREET TO BROADWAY - MOUNT PLEASANT",,,,,,,,"Yes","2",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=202"
"4680986","8",,"WESTCHESTER","218","BPE, TSP, 9480","1930- GRADING AND DRAINAGE FROM SAW MILL RIVER ROAD TO MUD HILL ROAD- MOUNT PLEASANT",,,,,,,,"Yes","8",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=218"
"4680987","8",,"WESTCHESTER","219","BPE, TSP, 9480","1929- PAVING AND IMPROVEMENT FROM KENSICO PLAZA TO COLUMBUS AVENUE- VALHALLA",,,,,,,,"Yes","4",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=219"
"4681029","8",,"WESTCHESTER","231","CCP, 9487",,,,,,,,,"Yes","16",,"No",,"No","No","907K","C-Mount Vernon, C-Yonkers, T-Eastchester","https://rpol.dot.ny.gov/?id=231"
"4681010","8",,"WESTCHESTER","239","SMRP, 9484","1929- TUCKAHOE ROAD TO TOMPKINS AVENUE- YONKERS",,,,,,,,"Yes","3",,"No",,"No","No","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=239"
"4681011","8",,"WESTCHESTER","243","SMRP, 9485","1929- ASHFORD AVENUE TO 1500' NORTH OF WOODLANDS LAKE- GREENBURGH",,,,,,,,"Yes","3",,"No",,"No","No","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=243"
"4665381","2","2700.30","ONEIDA","A72-2-2",,"Emergency Repairs.",,,,"ER-112(12)","0.111","120500.00","1973-01-03T00:00:00.000","No",,,"Yes",,"No","No",,,"https://rpol.dot.ny.gov/?id=A72-2-2"
"4681012","8",,"WESTCHESTER","244","SMRP, 9485","1929- 1500' NORTH OF WOODLANDS LAKE TO TARRYTOWN ROAD- GREENBURGH",,,,,,,,"Yes","3",,"No",,"No","No","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=244"
"4681033","8",,"WESTCHESTER","26","BPE, BMP, 1850, 9297, 9500","1927- GRADING AND IMPROVMENTS FROM ANNSVILLE CREEK (PEEKSHILL CREEK) VIADUCT TO ALBANY POST ROAD- CORTLANDT",,,,,,,,"Yes","2",,"No",,"No","No","987H, US202, US6, US9","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=26"
"4681035","8",,"WESTCHESTER","260","BPE, BMP, 0331, 9500","1930-GRADING AND DRAINAGE FROM 4800' SOUTHEAST OF MAIN STREET TO CROMPOND ROAD - CORTLAND",,,,,,,,"Yes","3",,"No",,"No","No","987H, NY35, US202","C-Peekskill, T-Cortlandt, T-Yorktown","https://rpol.dot.ny.gov/?id=260"
"4681036","8",,"WESTCHESTER","261","BPE, BMP, 9500","1929- GRADING AND DRAINAGE FROM HIGHLAND AVENUE TO MAIN STREET- CORTLANDT",,,,,,,,"Yes","4",,"No",,"No","No","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=261"
"4680988","8",,"WESTCHESTER","262","BPE, TSP, 9480","1930-BRIDGE AT PLEASANTVILLE ROAD - MOUNT PLEASANT",,,,,,,,"Yes","1",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=262"
"4680989","8",,"WESTCHESTER","266","BPE, TSP, 9480","1929- BRIDGE AT CROTON LAKE - YORKTOWN",,,,,,,,"Yes","20",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=266"
"4681037","8",,"WESTCHESTER","268A","BPE, BMP, 9500","1930- OVERCROSSING AT HIGHLAND AVENUE - CORTLANDT",,,,,,,,"Yes","10",,"No",,"No","No","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=268A"
"4681038","8",,"WESTCHESTER","268B","BPE, BMP, 9500","1930- OVERCROSSING MASONRY AT HIGHLAND AVENUE- CORTLANDT",,,,,,,,"Yes","2",,"No",,"No","No","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=268B"
"4681013","8",,"WESTCHESTER","298","SMRP, 9485","1930  ASHFORD AVENUE TO TARRYTOWN ROAD- GREENBURGH",,,,,,,,"Yes","5",,"No",,"No","No","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=298"
"4681014","8",,"WESTCHESTER","300","SMRP, 9486","1930- SAW MILL RIVER ROAD TO KING STREET- NEW CASTLE",,,,,,,,"Yes","8",,"No",,"No","No","987D","T-Bedford, T-Mount Pleasant, T-New Castle, V-Mount Kisco, V-Pleasantville","https://rpol.dot.ny.gov/?id=300"
"4681039","8",,"WESTCHESTER","310A","BPE, BMP, 9500","1930- OVERCROSSING AT MAIN STREET- CORTLANDT",,,,,,,,"Yes","5",,"No",,"No","No","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=310A"
"4681040","8",,"WESTCHESTER","310B","BPE, BMP, 9500","1930- OVERCROSSING MASONRY AT MAIN STREET - CORTLANDT",,,,,,,,"Yes","1",,"No",,"No","No","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=310B"
"4680990","8",,"WESTCHESTER","311","BPE, TSP, 9480","1930- FINE GRADING AND PAVING FROM BUCKOUT'S CORNERS TO SAW MILL RIVER ROAD- MOUNT PLEASANT",,,,,,,,"Yes","5",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=311"
"4680991","8",,"WESTCHESTER","313","BPE, SMRP, TSP, 9480, 9485, 9486","1930- OVERCROSSING AT BROADWAY, HAWTHORNE CIRCLE, SMRP-MOUNT PLEASANT",,,,,,,,"Yes","9",,"No",,"No","No","987D, 987G, 987H, 987J","T-Bedford, T-Greenburgh, T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington, V-Mount Kisco, V-Pleasantville","https://rpol.dot.ny.gov/?id=313"
"4681015","8",,"WESTCHESTER","319","SMRP, 9485, 9486","1930 - BRIDGES CC- MOUNT PLEASANT",,,,,,,,"Yes","5",,"No",,"No","No","987D, 987J","T-Bedford, T-Greenburgh, T-Mount Pleasant, T-New Castle, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington, V-Mount Kisco, V-Pleasantville","https://rpol.dot.ny.gov/?id=319"
"4681044","8",,"WESTCHESTER","327","BPE, BMP, 0331, 9500","1931- FINE GRADING AND PAVING- FROM HIGHLAND AVENUE TO CROMPOND ROAD-CORTLANDT",,,,,,,,"Yes","4",,"No",,"No","No","987H, NY35, US202","C-Peekskill, T-Cortlandt, T-Yorktown","https://rpol.dot.ny.gov/?id=327"
"4680992","8",,"WESTCHESTER","330","BPE,TSP, 9480","1932- TSP Connector from Crompond Road to Putnam County line- YORKTOWN",,,,,,,,"Yes","7",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=330"
"4680993","8",,"WESTCHESTER","340","BPE, TSP, 9480","1931-TSP CONNECTOR , LOOP BRIDGE AND RIVER BRIDGE , T1, T2-YORKTOWN",,,,,,,,"Yes","4",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=340"
"4680994","8",,"WESTCHESTER","341","BPE, TSP, 9480","1931-UNDERCROSSING OF ESP CONNECTOR AT CROMPOND ROAD-YORKTOWN",,,,,,,,"Yes","8",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=341"
"4680995","8",,"WESTCHESTER","342","BPE, TSP, 9480","1930-OVERCROSSING AT CROMPOND ROAD-YORKTOWN",,,,,,,,"Yes","2",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=342"
"4680996","8",,"WESTCHESTER","349","BPE, TSP, 9480","1931- FINE GRADING AND PAVING OF OVERCROSSING TO CROMPOND ROAD NEAR STONEY ST -YORKTOWN",,,,,,,,"Yes","2",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=349"
"4681016","8",,"WESTCHESTER","350","BPE, SMRP, TSP, 9480, 9486","1931- BRONX PARKWAY EXTENSION TO MANVILLE ROAD - MOUNT PLEASANT",,,,,,,,"Yes","4",,"No",,"No","No","987D, 987G, 987H","T-Bedford, T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor, V-Mount Kisco, V-Pleasantville","https://rpol.dot.ny.gov/?id=350"
"4680997","8",,"WESTCHESTER","358","BPE, TSP, 9480","1932- FINE GRADING AND PAVING NEAR CROMPOND ROAD TO PUTNAM COUNTY LINE-YORKTOWN",,,,,,,,"Yes","5",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=358"
"4681017","8",,"WESTCHESTER","361","SMRP, 9485","1931- TARRYTOWN - WHITEPLAINS ROAD TO TARRYTOWN ROAD- GREENBURGH",,,,,,,,"Yes","4",,"No",,"No","No","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=361"
"4681018","8",,"WESTCHESTER","365","SMRP, 9485","1931- WOODLANDS LAKE PARK ACESSS- GREENBURGH",,,,,,,,"Yes","1",,"No",,"No","No","987D, 987J","T-Greenburgh, T-Mount Pleasant, V-Dobbs Ferry, V-Elmsford, V-Hastings-on-Hudson, V-Irvington","https://rpol.dot.ny.gov/?id=365"
"4680998","8",,"WESTCHESTER","367","BPE, TSP, 9480","1931-COMFORT/ FUEL STATION # 4 AT CROMPOND ROAD-YORKTOWN",,,,,,,,"Yes","0",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=367"
"4680999","8",,"WESTCHESTER","367","BPE, TSP, 9480","1931-COMFORT/ FUEL STATION #4 AT CROMPOND ROAD- YORKTOWN",,,,,,,,"No","3",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=367"
"4676801","10",,"SUFFOLK","36708C-E","LIE 61-5, 9521","RESIDENT ENGINEER'S SUB-RESIDENCY BUILDING #1, SALT SHED, RADIO TOWER,  CONSTRUCTION, HEATING, PLUMBING, ELECTRICAL CONTRACTS BY OGS",,,,,,,"1989-01-26T00:00:00.000","Yes","36",,"No",,"No","No","I495, I678, I87, NY442","C-Queens, T-Au Sable, T-Islip, T-Peru, T-Plattsburgh","https://rpol.dot.ny.gov/?id=36708C-E"
"4681041","8",,"WESTCHESTER","372","BPE, BMP, TSP, 0331, 9297, 9480, 9500","1931- LIGHTING FROM BEAR MOUNTAIN BRIDGE ROAD TO CROTON LAKE- CORTLANDT, YORKTOWN",,,,,,,,"Yes","3",,"No",,"No","No","987G, 987H, NY35, US202, US6, US9","C-Peekskill, T-Cortlandt, T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=372"
"4681042","8",,"WESTCHESTER","374","BPE, BMP, 9500","1931- COMFORT STATION 5 AND 6 ADJACENT TO HIGHLAND AVENUE- CORTLANDT",,,,,,,,"Yes","5",,"No",,"No","No","987H","C-Peekskill, T-Cortlandt","https://rpol.dot.ny.gov/?id=374"
"4681019","8",,"WESTCHESTER","388","SMRP, 9484","1931- MIDLAND AVENUE TO SMRP- YONKERS",,,,,,,,"Yes","1",,"No",,"No","No","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=388"
"4681000","8",,"WESTCHESTER","389","BPE, TSP, 9480","1932- GRADING, DRAINAGE AND PAVING OF COMFORT/ FUEL STATION",,,,,,,,"Yes","2",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=389"
"4668671","6","6700.29","ALLEGANY, STEUBEN","A72-6-3",,"Emergency Repairs.",,,,,"0.283","325000.00","1972-09-27T00:00:00.000","No",,,"Yes",,"No","No",,,"https://rpol.dot.ny.gov/?id=A72-6-3"
"4679502","4","4104.22","MONROE","4104.22","FTP 73-11, C51-07","A.C. RECON. & PEDESTRIAN BRIDGE REPLACEMENT, RT. 104, WEST RIDGE RD. FROM HANFORD LANDING RD. TO VETERANS MEMORIAL BRIDGE, City of Rochester Let","1095580",,,,,,"2004-06-23T00:00:00.000","No","0",,"No",,"No","No","983C, 991H, I88, NY104","C-Rochester, C-Yonkers, T-Sidney, V-Unadilla","https://rpol.dot.ny.gov/?id=4104.22"
"4678165","4","4153.04","MONROE","4153.04","1337","A.C. RECON. OF PANORAMA TRAIL, LET BY TOWN OF PENFIELD;",,"1.40",,"D013849",,,"2004-03-17T00:00:00.000","Yes","59",,"No",,"No","No","NY153","T-Penfield, T-Pittsford, V-East Rochester","https://rpol.dot.ny.gov/?id=4153.04"
"4681008","8",,"WESTCHESTER","42","SMRP, 9484","1925- RETAINING WALLS AT NEPPERHAN HEIGHTS - YONKERS",,,,,,,,"Yes","2",,"No",,"No","No","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=42"
"4678400","4","4245.06","ONTARIO","4245.06","0203","A.C. RECON., C.R. 29, GORHAM;",,,,,,,"2003-05-01T00:00:00.000","Yes","3",,"No",,"No","No","NY245","T-Gorham","https://rpol.dot.ny.gov/?id=4245.06"
"4681009","8",,"WESTCHESTER","46","SMRP, 9484","1925- YONKERS AVE TO PUTNAM RR, YONKERS AVE ALONG RUMSEY RD TO SPRUCE ST- YONKERS",,,,,,,,"Yes","2",,"No",,"No","No","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=46"
"4674304","4","4751.05","MONROE","4751.05","LOSP 61-1P, LOSP 58-4, C58-25, 9554","BRIDGE REPLACEMENTS & A.C. RECON., STUTSON ST. (C.R. 255) OVER GENESEE RIVER & LATTA RD. OVER RT. 947A    (MONROE COUNTY CONTRACT);","1095610,3317120","2.00",,"Q23-Q24-Q10-4751-205",,,"2000-08-08T00:00:00.000","Yes","804","40B","No",,"No","No","947A, 987E, I278, I290, I295, I678, I87, NY135, NY204, NY21, NY26, NY27, NY365, NY49, NY69","C-Bronx, C-Brooklyn, C-Hornell, C-Queens, C-Rome - outer district, T-Amherst, T-Brookhaven, T-Champlain, T-Gates, T-Greece, T-Haverstraw, T-Oyster Bay, T-Ramapo, T-Tuxedo, V-Champlain, V-Sloatsburg","https://rpol.dot.ny.gov/?id=4751.05"
"4676592","4","4940.61","MONROE","4940.61","1920","A.C. RECON. & WIDENING, LYNDON RD., C.R. 44, RT. 31F      (MONROE COUNTY CONTRACT);","4361610,4443010,3317250",,,,,,"2000-10-30T00:00:00.000","Yes","314",,"No",,"No","No","NY31F","T-Macedon, T-Perinton","https://rpol.dot.ny.gov/?id=4940.61"
"4678936","5","5755.65","CHAUTAUQUA","5755.65","5067","BRIDGE REPLACEMENT OF SOUTH WORK STREET OVER RAILROAD & A.C. RECON. ON RT. 394     ( LET BY CHAUTAUQUA COUNTY)","3326070",,,,,,"2004-03-26T00:00:00.000","Yes","108",,"No",,"No","No","NY394","V-Falconer","https://rpol.dot.ny.gov/?id=5755.65"
"4681020","8",,"WESTCHESTER","601","SMRP, 9484","1950- CURVE ELIMINATION SOUTH OF PALMER ROAD- YONKERS",,,,,,,,"Yes","6",,"No",,"No","No","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=601"
"4681007","8",,"WESTCHESTER","62514","SMRP, 9484","1924- BRIDGE OVER SAW MILL RIVER ROAD- YONKERS",,,,,,,,"Yes","14",,"No",,"No","No","987D","C-Yonkers","https://rpol.dot.ny.gov/?id=62514"
"4680481","8",,,"65","BPE, TSP, 9480","1926-GRADING AND IMPROVMENTS FROM COLUMBUS AV TO 1800' NORTH OF COMMERCE ST - VALHALLA",,,,,,,,"Yes","0",,"No",,"No","No","987G, 987H","T-Mount Pleasant, T-New Castle, T-Yorktown, V-Briarcliff Manor","https://rpol.dot.ny.gov/?id=65"
"4668957","8","8700.14","WESTCHESTER","A72-8-6",,"Emergency Repairs.",,,,"ER-115(8)","0.451","479000.00","1972-10-20T00:00:00.000","No",,,"Yes",,"No","No",,,"https://rpol.dot.ny.gov/?id=A72-8-6"
