"record_type","registration_class","city","state","zip","county","model_year","make","body_type","fuel_type","unladen_weight","maximum_gross_weight","passengers","reg_valid_date","reg_expiration_date","color","scofflaw_indicator","suspension_indicator","revocation_indicator"
"BOAT","BOT","LOWVILLE","NY","13367","LEWIS","1974","ST/CR","BOAT","GAS",,,,"2022-06-28T00:00:00.000","2025-07-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","STAATSBURG","NY","12580","DUTCHESS","1955","STARC","BOAT","GAS",,,,"2020-05-15T00:00:00.000","2023-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","CORTLAND","NY","13045","CORTLAND","1971","STARC","BOAT","GAS",,,,"2020-05-18T00:00:00.000","2023-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","CANEADEA","NY","14717","ALLEGANY","1971","STARC","BOAT","GAS",,,,"2020-06-10T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","LOCKPORT","NY","14094","NIAGARA","1971","STARC","BOAT","NONE",,,,"2020-05-20T00:00:00.000","2023-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","LITTLE YORK","NY","13087","CORTLAND","1968","HERTE","BOAT","GAS",,,,"2022-05-31T00:00:00.000","2025-08-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","RUXTON","MD","21204","OUT-OF-STATE","1969","ST/CR","BOAT","GAS",,,,"2022-02-09T00:00:00.000","2025-03-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","TULLY","NY","13159","ONONDAGA","1970","ST/CR","BOAT","GAS",,,,"2021-06-21T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","NAPLES","NY","14512","YATES","1973","ST/CR","BOAT","GAS",,,,"2022-04-12T00:00:00.000","2025-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","PENNELLVILLE","NY","13132","OSWEGO","1971","STARC","BOAT","GAS",,,,"2020-06-26T00:00:00.000","2023-06-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","BEAVER FALLS","NY","13305","LEWIS","1970","ST/CR","BOAT","GAS",,,,"2020-05-08T00:00:00.000","2023-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","ALBANY","NY","12205","ALBANY","1971","STARC","BOAT","GAS",,,,"2020-06-22T00:00:00.000","2023-07-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","CANANDAIGUA","NY","14424","ONTARIO","1967","OD/DA","BOAT","GAS",,,,"2021-09-08T00:00:00.000","2024-08-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","ONEONTA","NY","13820","OTSEGO","1968","ODAY","BOAT","GAS",,,,"2021-04-23T00:00:00.000","2024-06-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","EAST ROCKAWAY","NY","11518","NASSAU","1973","STARC","BOAT","GAS",,,,"2019-06-26T00:00:00.000","2022-09-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","MAYVILLE","NY","14757","CHAUTAUQUA","1972","STARC","BOAT","GAS",,,,"2021-06-22T00:00:00.000","2024-07-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","BREWERTON","NY","13029","ONONDAGA","1973","STARC","BOAT","GAS",,,,"2020-04-14T00:00:00.000","2023-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","TUPPER LAKE","NY","12986","FRANKLIN","1965","BO/WH","BOAT","GAS",,,,"2021-09-02T00:00:00.000","2024-08-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","CADYVILLE","NY","12918","CLINTON","1970","STARC","BOAT","GAS",,,,"2020-06-14T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","CATSKILL","NY","12414","GREENE","1971","SATRC","BOAT","GAS",,,,"2021-05-24T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","ADAMS CENTER","NY","13606","JEFFERSON","1972","STARC","BOAT","GAS",,,,"2022-04-22T00:00:00.000","2025-05-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","DERUYTER","NY","13052","MADISON","1974","STARC","BOAT","GAS",,,,"2020-02-23T00:00:00.000","2023-03-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","PHELPS","NY","14532","ONTARIO","1978","SE/SP","BOAT","GAS",,,,"2020-07-10T00:00:00.000","2023-06-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","CHURCHVILLE","NY","14428","GENESEE","1978","SE/NY","BOAT","GAS",,,,"2022-04-01T00:00:00.000","2025-05-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","MT MORRIS","NY","14510","LIVINGSTON","1972","STARC","BOAT","GAS",,,,"2022-05-10T00:00:00.000","2025-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","UNADILLA","NY","13849","OTSEGO","1971","STARC","BOAT","GAS",,,,"2020-08-06T00:00:00.000","2023-07-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","ALPINE","NY","14805","SCHUYLER","1971","SMOKE","BOAT","GAS",,,,"2020-01-06T00:00:00.000","2023-02-28T00:00:00.000",,"N","N","N"
"BOAT","BOT","SYRACUSE","NY","13210","ONONDAGA","1973","TARTA","BOAT","GAS",,,,"2021-05-14T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","ALDEN","NY","14004","ERIE","1967","LONES","BOAT","GAS",,,,"2021-06-24T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","HAMPTON BAYS","NY","11946","SUFFOLK","1973","DURAN","BOAT","GAS",,,,"2021-09-07T00:00:00.000","2024-10-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","BERGEN","NY","14416","GENESEE","1951","GRUMM","BOAT","GAS",,,,"2020-06-09T00:00:00.000","2023-06-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","MANORVILLE","NY","11949","SUFFOLK","1971","STARC","BOAT","GAS",,,,"2022-03-10T00:00:00.000","2025-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","CINCINNATUS","NY","13040","CORTLAND","1972","ST/CR","BOAT","GAS",,,,"2021-06-10T00:00:00.000","2024-05-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","NEWARK","NY","14513","WAYNE","1972","STARC","BOAT","GAS",,,,"2022-05-04T00:00:00.000","2025-06-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","REDFIELD","NY","13437","OSWEGO","1972","STARC","BOAT","GAS",,,,"2021-02-10T00:00:00.000","2024-03-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","SAUGERTIES","NY","12477","ULSTER","1972","ST/CR","BOAT","GAS",,,,"2022-03-05T00:00:00.000","2025-02-28T00:00:00.000",,"N","N","N"
"BOAT","BOT","LORTON","VA","22199","OUT-OF-STATE","1971","STAR","BOAT","GAS",,,,"2021-12-27T00:00:00.000","2025-02-28T00:00:00.000",,"N","N","N"
"BOAT","BOT","REDFIELD","NY","13437","OSWEGO","1971","STARC","BOAT","GAS",,,,"2020-06-26T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","PRATTSBURGH","NY","14873","STEUBEN","1971","STARC","BOAT","GAS",,,,"2021-07-28T00:00:00.000","2024-06-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","MANLIUS","NY","13104","ONONDAGA","1972","STARC","BOAT","GAS",,,,"2020-05-13T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","DEPEW","NY","14043","ERIE","1971","ST/CR","BOAT","GAS",,,,"2021-05-20T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","CLAYTON","NY","13624","JEFFERSON","1972","STARC","BOAT","GAS",,,,"2020-05-18T00:00:00.000","2023-05-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","LIVERPOOL","NY","13090","ONONDAGA","1971","STARC","BOAT","GAS",,,,"2020-05-04T00:00:00.000","2023-06-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","BEMUS POINT","NY","14712","CHAUTAUQUA","1971","STARC","BOAT","GAS",,,,"2020-02-03T00:00:00.000","2023-01-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","FARMINGTON","NY","14425","ONTARIO","1970","ST/CR","BOAT","NONE",,,,"2020-04-08T00:00:00.000","2023-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","MAYFIELD","NY","12117","FULTON","1971","STARC","BOAT","GAS",,,,"2021-07-01T00:00:00.000","2024-06-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","PULASKI","NY","13142","OSWEGO","1993","SE/RA","BOAT","GAS",,,,"2021-05-12T00:00:00.000","2024-04-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","MC DONOUGH","NY","13801","CHENANGO","1969","ST/CR","BOAT","ELECTRIC",,,,"2022-04-27T00:00:00.000","2025-06-30T00:00:00.000",,"N","N","N"
"BOAT","BOT","ROUSES POINT","NY","12979","CLINTON","1972","STARC","BOAT","GAS",,,,"2021-04-27T00:00:00.000","2024-03-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","MONTICELLO","NY","12701","SULLIVAN","1972","STARC","BOAT","OTHER",,,,"2022-06-08T00:00:00.000","2025-07-31T00:00:00.000",,"N","N","N"
"BOAT","BOT","AMSTERDAM","NY","12010","MONTGOMERY","1972","ST/CR","BOAT","GAS",,,,"2021-10-26T00:00:00.000","2024-09-30T00:00:00.000",,"N","N","N"
